id,months,offer,phone,multiple,internet_type,gb_mon,security,backup,protection,support,unlimited,contract,paperless,payment,monthly,total_revenue,satisfaction,churn_value,churn_score,cltv
5154-VEKBL,9,Offer E,No,No,Cable,48,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,58.5,539.85,1,1,95,3032
4587-VVTOX,6,Offer E,Yes,Yes,Fiber Optic,58,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,105.3,709.84,1,1,90,4163
4652-NNHNY,16,None,Yes,Yes,Fiber Optic,30,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.85,1571.56,1,1,77,3226
8515-OCTJS,25,Offer C,Yes,Yes,None,0,No,No,No,No,No,Two Year,No,Credit Card,24.75,1185.85,3,1,94,4931
5261-QSHQM,4,Offer E,No,No,DSL,9,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.45,86.6,1,1,70,4909
8868-WOZGU,28,Offer C,Yes,Yes,Fiber Optic,13,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,105.7,3912.94,3,1,72,2464
1334-FJSVR,1,Offer E,No,No,DSL,7,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.25,24.25,1,1,85,2846
7625-XCQRH,11,None,Yes,Yes,Fiber Optic,4,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.5,1009.5500000000001,3,1,76,2291
1731-TVIUK,4,Offer E,Yes,Yes,Fiber Optic,4,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.5,391.76,2,1,73,4554
0618-XWMSS,28,Offer C,Yes,No,Fiber Optic,5,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,3308.3900000000003,1,1,91,5392
2565-JSLRY,1,None,Yes,Yes,None,0,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,24.05,44.31,2,1,67,3162
6689-KXGBO,1,None,Yes,No,DSL,5,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.55,81.50999999999999,1,1,87,3420
6615-NGGZJ,14,None,Yes,Yes,Fiber Optic,27,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.55,1933.1299999999999,2,1,72,5224
4255-DDUOU,1,None,Yes,No,None,0,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.5,55.07,1,1,76,2398
2984-MIIZL,4,None,Yes,No,Fiber Optic,29,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.8,350.94,1,1,71,5882
5590-YRFJT,20,None,No,No,DSL,10,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.45,482.8,3,1,94,3298
3677-TNKIO,14,None,Yes,No,Fiber Optic,52,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,71.0,1421.5,1,1,95,3228
3329-WDIOK,3,None,No,No,Cable,25,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.6,155.35,1,1,83,4800
2873-ZLIWT,40,Offer B,Yes,Yes,Fiber Optic,19,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.85,3384.25,2,1,91,5764
3415-TAILE,2,None,Yes,No,DSL,51,No,No,No,No,Yes,Month-to-Month,No,Credit Card,65.7,188.89,1,1,96,4265
1915-IOFGU,1,None,Yes,No,Fiber Optic,3,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.5,111.89,2,1,90,4123
3045-XETSH,10,None,Yes,Yes,Fiber Optic,21,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.85,1386.05,3,1,90,3074
7239-HZZCX,1,None,Yes,No,None,0,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,49.08,3,1,91,4851
7683-CBDKJ,14,None,Yes,No,Cable,19,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,65.45,1576.0,1,1,90,2881
0628-CNQRM,22,None,Yes,No,Cable,17,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,67.5,1979.65,1,1,76,3378
7665-TOALD,1,None,Yes,No,Fiber Optic,59,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,83.78999999999999,1,1,79,2412
0112-QWPNC,49,Offer B,Yes,Yes,Cable,10,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,84.35,5997.299999999999,2,1,73,6452
2777-PHDEI,1,None,Yes,No,Fiber Optic,59,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,78.05,117.46,1,1,91,3458
1196-AMORA,7,None,Yes,Yes,Fiber Optic,28,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,73.6,786.49,1,1,87,2679
4282-YMKNA,9,Offer E,Yes,Yes,Fiber Optic,12,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.75,854.9200000000001,2,1,82,5003
5356-RHIPP,1,Offer E,Yes,No,None,0,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.2,65.69,1,1,81,5355
0746-JTRFU,2,Offer E,No,No,Cable,73,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.05,56.35,1,1,77,4810
4628-CTTLA,57,Offer B,No,No,DSL,59,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,39.3,2191.45,1,1,66,4917
2876-VBBBL,1,Offer E,Yes,No,None,0,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.25,30.96,2,1,85,2783
6834-NXDCA,13,None,No,No,DSL,53,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,23.9,300.8,3,1,82,2967
5597-GLBUC,1,Offer E,Yes,No,Fiber Optic,23,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.45,108.42,2,1,95,4931
2748-MYRVK,63,Offer B,Yes,Yes,Fiber Optic,59,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,99.9,6664.9400000000005,3,1,71,4776
4822-YCXMX,25,Offer C,Yes,Yes,Fiber Optic,22,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,2251.2,1,1,70,4203
9821-POOTN,35,Offer C,Yes,Yes,Fiber Optic,12,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.2,4272.65,2,1,94,4639
6559-ILWKJ,71,None,No,No,Cable,25,No,Yes,No,No,No,Two Year,No,Bank Withdrawal,49.35,3615.25,1,1,95,4879
4229-CZMLL,6,None,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,507.72,1,1,87,4160
3663-MITLP,15,None,Yes,No,Fiber Optic,26,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.25,1709.55,3,1,85,3968
9025-ZRPVR,9,Offer E,Yes,No,None,0,No,No,No,No,No,Month-to-Month,Yes,Credit Card,18.95,633.26,3,1,78,5403
3285-UCQVC,37,None,No,No,DSL,10,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,28.6,973.55,2,1,82,4429
3737-GCSPV,11,None,Yes,Yes,Fiber Optic,19,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,96.2,1517.73,1,1,92,3101
4088-YLDSU,55,Offer B,Yes,Yes,Fiber Optic,76,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.15,6326.6,1,1,86,4369
5797-APWZC,1,Offer E,Yes,No,Fiber Optic,22,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,90.6,122.28,1,1,92,2540
3683-QKIUE,6,Offer E,Yes,No,DSL,12,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.8,419.51,2,1,88,4713
4228-ZGYUW,4,Offer E,Yes,Yes,Fiber Optic,11,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,90.05,447.06,3,1,91,3212
3519-ZKXGG,3,Offer E,Yes,Yes,Fiber Optic,29,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.85,389.62,2,1,79,4062
6416-TVAIH,1,Offer E,Yes,No,Fiber Optic,11,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,68.5,99.12,3,1,89,5753
5108-ADXWO,11,None,Yes,No,Fiber Optic,30,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.5,1219.43,1,1,75,4509
3066-RRJIO,1,Offer E,Yes,No,Fiber Optic,46,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.95,82.99000000000001,3,1,65,5341
6715-OFDBP,5,None,Yes,No,DSL,26,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.05,417.7,1,1,84,4944
1567-DSCIC,8,None,Yes,Yes,Fiber Optic,14,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.0,964.77,1,1,71,2632
2150-UWTFY,22,Offer D,Yes,No,DSL,30,Yes,Yes,Yes,No,No,Month-to-Month,No,Credit Card,61.15,2447.6099999999997,1,1,87,4626
2683-BPJSO,29,None,Yes,Yes,Fiber Optic,12,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.45,3289.83,1,1,91,2651
2157-MXBJS,13,Offer D,Yes,Yes,Cable,82,No,No,Yes,No,Yes,One Year,Yes,Credit Card,75.3,1525.31,3,1,89,4800
1087-UDSIH,3,Offer E,Yes,No,None,0,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.6,99.59,3,1,81,5000
5445-PZWGX,62,Offer B,Yes,Yes,Fiber Optic,21,Yes,Yes,No,Yes,No,One Year,No,Bank Withdrawal,102.0,7140.21,1,1,87,5090
9170-CCKOU,17,Offer D,Yes,Yes,Fiber Optic,9,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,90.2,1659.17,1,1,91,2026
1043-YCUTE,56,Offer B,Yes,Yes,None,0,No,No,No,No,No,Two Year,Yes,Credit Card,25.15,2066.35,3,1,79,6484
3814-MLAXC,31,None,Yes,Yes,Fiber Optic,12,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,79.85,2919.6800000000003,1,1,67,2554
1226-UDFZR,2,Offer E,Yes,No,Cable,26,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,49.6,157.26,1,1,78,3599
5442-UTCVD,3,None,Yes,Yes,Fiber Optic,21,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,91.85,388.21000000000004,1,1,91,2704
7734-DBOAI,1,None,No,No,DSL,12,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,40.1,50.1,1,1,93,5434
2114-MGINA,14,Offer D,Yes,No,Fiber Optic,29,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,89.8,1273.3,1,1,81,4107
4489-SNOJF,35,None,Yes,Yes,DSL,82,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,72.25,3453.0,1,1,83,5898
2187-LZGPL,7,None,No,No,DSL,19,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,40.1,293.3,2,1,68,4414
9019-QVLZD,1,None,Yes,No,Fiber Optic,15,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,79.55,121.68,2,1,81,5082
3707-LRWZD,32,None,Yes,Yes,Fiber Optic,14,No,No,No,No,Yes,One Year,No,Bank Withdrawal,84.05,4070.17,2,1,68,3553
1455-ESIQH,1,None,Yes,No,Fiber Optic,3,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.1,105.16,2,1,79,2905
2979-SXESE,17,Offer D,Yes,Yes,Cable,12,Yes,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,94.4,2045.63,1,1,66,4103
4013-TLDHQ,19,Offer D,Yes,No,Fiber Optic,25,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.25,1875.89,1,1,72,3666
6121-VZNQB,1,None,Yes,No,None,0,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.1,53.89,2,1,84,5890
6996-KNSML,1,None,Yes,No,Fiber Optic,30,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,110.15,1,1,73,5919
2592-SEIFQ,3,None,No,No,DSL,18,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,24.75,66.95,2,1,69,3503
8642-GVWRF,2,None,Yes,No,Fiber Optic,26,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,79.7,222.72,1,1,65,3039
3400-ESFUW,55,Offer B,Yes,No,DSL,48,Yes,Yes,No,Yes,No,Two Year,No,Bank Withdrawal,57.55,3590.4,1,1,69,5463
2057-ZBLPD,21,Offer D,Yes,Yes,Fiber Optic,29,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.5,2695.32,3,1,72,2036
5502-RLUYV,69,None,Yes,Yes,Fiber Optic,27,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,103.95,10013.7,2,1,86,4283
9039-RBEEE,39,None,No,No,Cable,48,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card,48.95,1880.85,1,1,80,3080
8417-FMLZI,6,None,Yes,No,Fiber Optic,6,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,83.55,639.01,1,1,91,4242
0515-YPMCW,1,None,Yes,No,Fiber Optic,8,No,No,No,No,No,Month-to-Month,Yes,Credit Card,70.45,123.32,1,1,90,3525
0378-XSZPU,58,Offer B,Yes,No,Cable,21,Yes,Yes,Yes,No,Yes,One Year,No,Credit Card,60.3,4562.56,2,1,88,4026
4729-XKASR,1,None,No,No,DSL,57,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,24.75,24.75,1,1,96,3001
5449-FIBXJ,19,Offer D,Yes,Yes,Fiber Optic,22,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,103.3,2545.46,3,1,67,2349
9837-BMCLM,3,None,Yes,No,Fiber Optic,7,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.5,337.69,2,1,71,3567
0137-UDEUO,3,Offer E,Yes,No,None,0,No,No,No,No,No,Month-to-Month,No,Credit Card,19.85,141.0,1,1,95,3398
4925-LMHOK,15,Offer D,Yes,Yes,DSL,59,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card,58.6,1161.55,2,1,90,2003
1455-UGQVH,10,Offer D,Yes,Yes,Fiber Optic,18,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.5,1048.65,2,1,91,4501
8280-MQRQN,1,Offer E,Yes,No,Cable,17,No,No,Yes,No,Yes,Month-to-Month,Yes,Mailed Check,50.45,74.15,3,1,69,2806
2037-SGXHH,38,None,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.65,5512.900000000001,2,1,71,3498
3178-FESZO,1,Offer E,Yes,Yes,Fiber Optic,17,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,100.25,120.48,1,1,91,5797
6087-MVHJH,16,Offer D,Yes,Yes,Fiber Optic,5,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,88.45,1846.8999999999999,2,1,88,5186
4603-JANFB,1,Offer E,Yes,No,Fiber Optic,19,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.85,81.97999999999999,1,1,90,4548
3018-TFTSU,12,Offer D,Yes,No,Fiber Optic,3,Yes,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,81.7,1079.16,1,1,76,2850
4806-KEXQR,4,Offer E,Yes,No,Fiber Optic,46,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.9,496.54,1,1,77,4669
7083-YNSKY,15,Offer D,Yes,Yes,None,0,No,No,No,No,No,Month-to-Month,Yes,Credit Card,25.4,1087.2,1,1,86,2853
7434-SHXLS,1,Offer E,Yes,No,None,0,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.9,36.629999999999995,3,1,82,5421
7908-QCBCA,1,Offer E,Yes,No,Fiber Optic,12,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,69.4,112.86000000000001,1,1,65,2404
6711-FLDFB,7,Offer E,Yes,Yes,Fiber Optic,25,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,868.68,1,1,68,5159
4702-IOQDC,1,Offer E,Yes,No,Fiber Optic,30,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.1,116.27,3,1,91,2007
6178-KFNHS,12,Offer D,Yes,Yes,Fiber Optic,25,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.3,1338.85,1,1,91,3545
1264-BYWMS,55,Offer B,Yes,Yes,Fiber Optic,29,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.8,7889.85,1,1,82,4089
9658-WYUFB,17,Offer D,Yes,Yes,Fiber Optic,23,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.4,1988.44,1,1,66,2825
2013-SGDXK,1,None,Yes,No,Fiber Optic,59,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,84.3,95.92999999999999,1,1,78,2172
3506-LCJDC,1,None,Yes,No,None,0,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.95,27.979999999999997,1,1,76,4860
3934-HXCFZ,23,Offer D,Yes,Yes,Fiber Optic,7,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.25,2628.0,1,1,76,5338
7666-WKRON,39,None,Yes,No,Fiber Optic,27,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.45,4155.1,3,1,85,2224
4910-AQFFX,9,None,Yes,Yes,Cable,59,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,79.35,956.28,3,1,93,4533
2154-KVJFF,15,Offer D,Yes,Yes,Fiber Optic,21,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.75,1754.2999999999997,3,1,65,2813
9647-ERGBE,30,None,Yes,Yes,Fiber Optic,22,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.05,4238.35,1,1,91,4664
3428-XZMAZ,1,None,Yes,No,Fiber Optic,27,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.35,115.21,2,1,91,5796
0378-TOVMS,3,None,Yes,No,Fiber Optic,73,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.8,304.0,1,1,89,5641
4355-HBJHH,67,None,Yes,Yes,DSL,3,Yes,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,79.7,8158.99,1,1,77,6289
0318-QUUOB,1,None,Yes,No,Fiber Optic,73,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.55,124.22,1,1,91,4273
5520-FVEWJ,12,None,Yes,Yes,Fiber Optic,59,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.5,1404.46,1,1,84,4154
5572-ZDXHY,22,None,Yes,No,Fiber Optic,52,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,84.3,2495.19,1,1,85,5313
3750-CKVKH,2,None,Yes,No,Fiber Optic,4,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,67.75,140.15,2,1,71,2299
4547-KQRTM,10,None,Yes,Yes,Fiber Optic,10,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.05,1327.7,1,1,76,3740
4877-EVATK,1,None,Yes,No,None,0,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.0,66.77000000000001,2,1,83,3657
7639-SUPCW,22,None,Yes,No,DSL,30,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,48.8,1161.5,1,1,91,2270
4658-HCOHW,21,None,Yes,No,Fiber Optic,3,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,102.8,2460.2200000000003,1,1,91,3123
3440-JPSCL,6,None,Yes,No,Fiber Optic,59,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,99.95,578.61,2,1,87,3722
2889-FPWRM,72,None,Yes,Yes,Fiber Optic,8,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,117.8,11195.439999999999,2,1,91,4432
4290-BSXUX,3,None,Yes,Yes,Fiber Optic,17,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.65,381.56,1,1,87,5036
0325-XBFAC,8,None,Yes,No,Fiber Optic,10,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,94.7,976.2199999999999,1,1,94,5811
2462-XIIJB,5,None,Yes,Yes,Fiber Optic,25,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,92.5,468.95,2,1,73,2810
4760-XOHVN,1,None,Yes,No,None,0,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.45,48.18,2,1,84,2865
7817-BOQPW,2,None,Yes,Yes,Fiber Optic,28,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.55,249.04000000000002,2,1,77,4320
1853-UDXBW,1,None,Yes,No,Fiber Optic,4,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.0,108.8,2,1,85,2485
5458-CQJTA,65,Offer B,Yes,No,DSL,30,Yes,No,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,74.8,7450.699999999999,1,1,89,5207
5219-YIPTK,33,None,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.4,3783.16,1,1,71,3185
3540-RZJYU,15,None,Yes,No,Fiber Optic,59,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,86.2,1670.65,1,1,90,5829
2091-MJTFX,30,None,No,No,DSL,12,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,51.2,1561.5,3,1,79,4568
0883-EIBTI,2,None,Yes,No,None,0,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.5,87.59,3,1,82,2484
7571-YXDAD,2,None,Yes,Yes,Fiber Optic,18,No,No,No,No,Yes,Month-to-Month,No,Credit Card,74.9,223.71,1,1,93,2078
3393-FMZPV,25,None,Yes,Yes,Fiber Optic,3,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.25,3293.75,1,1,74,2195
7486-KSRVI,43,Offer B,Yes,Yes,Fiber Optic,23,No,No,No,Yes,No,One Year,Yes,Bank Withdrawal,100.0,6044.46,1,1,93,4760
8443-WVPSS,10,None,Yes,No,Fiber Optic,12,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.85,1423.7,1,1,69,4243
3006-XIMLN,2,None,Yes,Yes,Fiber Optic,13,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,279.58000000000004,2,1,79,5299
6305-YLBMM,69,None,Yes,No,Fiber Optic,24,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.05,7435.88,3,1,91,4254
3647-GMGDH,22,None,Yes,No,Fiber Optic,15,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,94.7,2746.5,2,1,72,5615
6595-COKXZ,1,Offer E,Yes,No,Cable,22,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,44.45,92.76,3,1,65,4879
0362-ZBZWJ,36,None,Yes,Yes,Fiber Optic,22,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.9,3954.96,1,1,69,2455
4211-MMAZN,1,Offer E,Yes,No,None,0,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.25,43.41,1,1,89,2959
4274-OWWYO,1,None,Yes,No,Fiber Optic,11,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.35,79.14999999999999,3,1,66,5633
1541-ETJZO,1,Offer E,Yes,Yes,DSL,12,No,No,Yes,Yes,No,Month-to-Month,No,Mailed Check,62.05,119.88,2,1,86,2937
4106-HADHQ,39,None,Yes,No,DSL,9,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,80.0,4575.25,1,1,76,2704
2369-UAPKZ,5,Offer E,Yes,Yes,Fiber Optic,8,No,Yes,Yes,No,Yes,Month-to-Month,No,Mailed Check,104.1,736.3499999999999,3,1,76,3131
0637-KVDLV,2,Offer E,Yes,Yes,Fiber Optic,30,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.5,196.89,1,1,80,5944
6633-MPWBS,5,Offer E,Yes,No,DSL,18,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.2,253.45,1,1,73,4336
8785-EPNCG,11,None,Yes,Yes,None,0,No,No,No,No,No,Month-to-Month,No,Credit Card,23.15,585.21,1,1,65,5671
5729-KLZAR,4,Offer E,Yes,No,Fiber Optic,59,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,80.85,519.87,1,1,73,2961
1582-RAFML,1,Offer E,Yes,Yes,Cable,85,No,Yes,No,Yes,Yes,Month-to-Month,No,Mailed Check,60.1,83.73,1,1,88,5654
8740-CRYFY,1,Offer E,Yes,No,Fiber Optic,22,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.95,102.91,2,1,75,2038
2962-XPMCQ,2,Offer E,Yes,No,DSL,21,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.15,111.44,2,1,81,2699
1678-FYZOW,3,Offer E,Yes,No,Fiber Optic,76,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.4,384.45000000000005,1,1,90,2448
8627-EHGIP,44,Offer B,No,No,Cable,4,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,53.95,2375.4,2,1,91,3051
5480-TBGPH,24,None,Yes,No,Fiber Optic,28,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,99.3,3510.39,3,1,69,4811
8854-CCVSQ,18,None,Yes,Yes,Fiber Optic,7,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.65,2181.56,2,1,95,3788
0511-JTEOY,1,Offer E,Yes,No,Fiber Optic,9,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,71.1,81.28999999999999,2,1,91,5824
6532-YLWSI,53,Offer B,Yes,No,None,0,No,No,No,No,No,One Year,No,Bank Withdrawal,20.8,3027.8500000000004,3,1,78,4166
5175-AOBHI,4,None,Yes,No,Cable,16,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,46.0,253.88,1,1,90,5246
5174-RNGBH,9,None,Yes,No,Cable,69,No,Yes,No,Yes,No,Month-to-Month,No,Mailed Check,66.25,853.8399999999999,3,1,67,5515
7270-BDIOA,22,None,Yes,Yes,Fiber Optic,23,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.0,2261.98,2,1,95,4739
9565-JSNFM,38,None,Yes,No,Fiber Optic,17,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,70.45,3878.58,3,1,82,5437
0607-DAAHE,53,Offer B,Yes,No,None,0,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.75,2441.48,3,1,66,6265
9732-KPKBW,1,None,Yes,No,DSL,11,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,53.95,85.11,1,1,90,2771
9560-ARGQJ,16,None,Yes,No,Fiber Optic,12,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,81.0,1518.8700000000001,1,1,83,2335
5134-IKDAY,1,None,Yes,No,Fiber Optic,13,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.8,80.88,3,1,96,2123
