transportadora,days_delivery
Transportadora 4,7.017301912616873
Transportadora 4,4.035269369783017
Transportadora 4,7.159592700601872
Transportadora 4,4.157842989189972
Transportadora 4,2.66705735876739
Transportadora 4,6.713109712786924
Transportadora 4,4.965217555539605
Transportadora 4,7.897153170648902
Transportadora 4,6.784400170275676
Transportadora 4,4.541146742112407
Transportadora 4,4.100664796674052
Transportadora 4,5.046744686574497
Transportadora 4,5.380420035718379
Transportadora 4,3.2365029465363824
Transportadora 4,6.683879146049153
Transportadora 4,4.205273016379206
Transportadora 4,4.153944509693376
Transportadora 4,3.9186233252549942
Transportadora 4,5.462034534686743
Transportadora 4,3.6158947965582895
Transportadora 4,5.2699402199805885
Transportadora 4,10.533206142203742
Transportadora 4,4.892781079857316
Transportadora 4,4.1319905234027035
Transportadora 4,1.664621543704198
Transportadora 4,5.100443849528139
Transportadora 4,2.7815381135007877
Transportadora 4,4.248883762056854
Transportadora 4,5.3032151872942865
Transportadora 4,1.5380211003556963
Transportadora 4,5.314925504796917
Transportadora 4,5.609030350852089
Transportadora 4,2.405799960666697
Transportadora 4,4.215381615741825
Transportadora 4,1.338667275644391
Transportadora 4,8.15100187168481
Transportadora 4,5.66112655309769
Transportadora 4,4.640822998041795
Transportadora 4,4.6731283386876745
Transportadora 4,7.262887216131537
Transportadora 4,4.811668896158778
Transportadora 4,5.661633542551506
Transportadora 4,8.03725912073099
Transportadora 4,4.307665703995604
Transportadora 4,2.8147293509865356
Transportadora 4,3.3509988504927577
Transportadora 4,7.857327668878597
Transportadora 4,5.182856617028114
Transportadora 4,3.9953374234606516
Transportadora 4,6.947288759598318
Transportadora 4,6.995914771354321
Transportadora 4,4.048704464187122
Transportadora 4,3.0561263258290987
Transportadora 4,1.8589427978775799
Transportadora 4,1.412222158147526
Transportadora 4,4.470027096308006
Transportadora 4,3.213608105926414
Transportadora 4,8.716948819612371
Transportadora 4,5.117075509390048
Transportadora 4,1.1157009134976796
Transportadora 4,7.837458551020125
Transportadora 4,5.323420618835192
Transportadora 4,6.409958960746211
Transportadora 4,6.364069553666821
Transportadora 4,5.593113134573079
Transportadora 4,6.046685260869087
Transportadora 4,5.4775213434594106
Transportadora 4,2.787228188069126
Transportadora 4,5.733464396284948
Transportadora 4,7.047811009985081
Transportadora 4,4.5798871747083645
Transportadora 4,6.102604436139511
Transportadora 4,5.839178290396124
Transportadora 4,8.631304127838215
Transportadora 4,4.494499398600479
Transportadora 4,4.415991674459518
Transportadora 4,4.7661365197065
Transportadora 4,4.79521784979262
Transportadora 4,1.0
Transportadora 4,3.7147803170668574
Transportadora 4,5.599770133091546
Transportadora 4,4.983486970664293
Transportadora 4,3.4013216916057347
Transportadora 4,3.6704414956492384
Transportadora 4,4.288773743406082
Transportadora 4,3.396856438395159
Transportadora 4,3.973898779113199
Transportadora 4,3.9212197610429316
Transportadora 4,6.790741693214354
Transportadora 4,7.032782537082154
Transportadora 4,6.867170188789346
Transportadora 4,5.853403598350436
Transportadora 4,3.5833550311729034
Transportadora 4,6.919660899987461
Transportadora 4,4.37149882696114
Transportadora 4,5.046104416518941
Transportadora 4,7.676441063861176
Transportadora 4,5.167985712263281
Transportadora 4,5.494568060475237
Transportadora 4,2.174441028006821
Transportadora 4,5.974018587533707
Transportadora 4,3.039986705395038
Transportadora 4,7.023879312735804
Transportadora 4,4.630801645654299
Transportadora 4,1.0
Transportadora 4,4.283959794873316
Transportadora 4,4.5439309234281655
Transportadora 4,5.970950452156185
Transportadora 4,6.341024781294335
Transportadora 4,4.344471510557623
Transportadora 4,7.025736389707749
Transportadora 4,1.0
Transportadora 4,3.5720220039495416
Transportadora 4,2.775271458325627
Transportadora 4,2.4916329788301574
Transportadora 4,6.919412742695021
Transportadora 4,6.658340798049698
Transportadora 4,3.448459959179556
Transportadora 4,7.3561140079199205
Transportadora 4,5.202933784904836
Transportadora 4,4.156631798449695
Transportadora 4,3.614154407255126
Transportadora 4,3.443456547073815
Transportadora 4,5.9455497148990695
Transportadora 4,6.300309801934004
Transportadora 4,5.477002424375819
Transportadora 4,1.0
Transportadora 4,5.592717312105809
Transportadora 4,6.130793128077611
Transportadora 4,3.661588789071102
Transportadora 4,5.086501085796707
Transportadora 4,1.2722314013985048
Transportadora 4,2.540061876640454
Transportadora 4,4.351529303518946
Transportadora 4,4.380497711967788
Transportadora 4,5.703358743499203
Transportadora 4,2.62614922694118
Transportadora 4,4.317587870758654
Transportadora 4,4.020440439173182
Transportadora 4,6.056020947958416
Transportadora 4,7.842085536736663
Transportadora 4,8.44184063962015
Transportadora 4,1.863119906337285
Transportadora 4,4.903971616499085
Transportadora 4,2.7749413795104694
Transportadora 4,4.870510097027521
Transportadora 4,5.845838559231898
Transportadora 4,5.1629817974068235
Transportadora 4,4.901976602411079
Transportadora 4,7.966078349530603
Transportadora 4,6.4419787834078175
Transportadora 4,4.454691076924433
Transportadora 4,5.048422721790587
Transportadora 4,6.741795613578798
Transportadora 4,6.2195810120785575
Transportadora 4,4.149847792598357
Transportadora 4,1.449514317792861
Transportadora 4,2.6306850144546208
Transportadora 4,5.29195845002703
Transportadora 4,1.426946294641989
Transportadora 4,4.695211003967144
Transportadora 4,4.092861647624942
Transportadora 4,6.998505606094406
Transportadora 4,2.3639123530490886
Transportadora 4,1.1364620421980227
Transportadora 4,4.1607185167797835
Transportadora 4,6.2695262631870445
Transportadora 4,7.139837197854703
Transportadora 4,3.181345966880114
Transportadora 4,5.940527495192372
Transportadora 4,2.777139104475291
Transportadora 4,3.502345068861096
Transportadora 4,6.1351894520555295
Transportadora 4,6.436301085103688
Transportadora 4,3.0012385014529626
Transportadora 4,5.9497966458739695
Transportadora 4,1.2630003734989002
Transportadora 4,4.594682185668892
Transportadora 4,2.731503947443317
Transportadora 4,3.384601319605697
Transportadora 4,2.447845295711301
Transportadora 4,6.10725279067797
Transportadora 4,6.107748940863735
Transportadora 4,3.617599109334445
Transportadora 4,5.751164612887197
Transportadora 4,5.5225451062707505
Transportadora 4,4.743096491333115
Transportadora 4,9.316340399167157
Transportadora 4,3.3182427657202798
Transportadora 4,5.028610181426274
Transportadora 4,4.235225941408882
Transportadora 4,4.256439970739157
Transportadora 4,5.3188240081829585
Transportadora 4,4.411208599620711
Transportadora 4,3.279146479815523
Transportadora 4,5.248454995919462
Transportadora 4,7.36466329350797
Transportadora 4,6.885532759957
Transportadora 4,5.406088976817421
Transportadora 4,3.5292063724021423
Transportadora 4,5.372859200798939
Transportadora 4,7.169286046691878
Transportadora 4,7.382378524653975
Transportadora 4,5.719374119132792
Transportadora 4,4.271285599667563
Transportadora 4,4.594494501134258
Transportadora 4,6.544091854677009
Transportadora 4,6.372692429742501
Transportadora 4,1.4846007757240325
Transportadora 4,6.317235129584555
Transportadora 4,6.422576680059056
Transportadora 4,3.2256171499894535
Transportadora 4,3.4700377675526375
Transportadora 4,3.485671803764729
Transportadora 4,3.6394743949543056
Transportadora 4,2.1665008256115317
Transportadora 4,5.626183859103894
Transportadora 4,3.428561202464979
Transportadora 4,4.85923232781742
Transportadora 4,4.004862433902009
Transportadora 4,5.51035504279338
Transportadora 4,2.9787659278560987
Transportadora 4,5.490530749792932
Transportadora 4,5.779562031887386
Transportadora 4,6.655189170397257
Transportadora 4,8.935538178781314
