product,category,month,quantity,sales,prices,cost
A119,home,august,208,60,98.51234707264204,81.07996191040635
O28,health,february,601,360,18.440316063167362,16.066912362517197
Z207,health,august,599,396,20.4846405303179,15.416750597134909
S169,health,october,596,380,20.090854961489896,17.143265886506885
S55,health,january,599,293,21.056968082735228,17.389335901500775
X53,health,february,597,372,21.962792474831435,18.220357402870786
Y52,health,june,600,260,21.746874674153688,19.113834291845993
T142,health,december,600,228,20.12390858946392,15.79629412417139
J33,food,december,1969,1930,6.9979378391016525,5.53135422555371
Y32,health,january,598,243,20.695143112410268,16.866946072149364
P98,health,march,601,306,18.773456051238615,15.535255259185206
O111,health,december,599,384,18.40424854423472,14.422387352645929
B166,health,june,601,302,19.4802163487725,16.341667038747882
J161,food,september,1971,1895,8.34262580508598,6.2694619677463255
C204,health,april,602,232,19.63575887188928,15.065981135280278
K10,health,july,601,385,16.933075828606498,14.307548501532308
D91,health,june,596,351,18.254072930533606,15.930434127312434
I125,home,february,205,51,97.86394239385874,82.95138985999311
N22,health,september,602,375,20.977013995474962,16.0306751262863
R184,health,july,603,312,19.923414591407898,15.535085302153462
W17,health,march,601,244,19.89478198105737,16.591551038171872
F98,health,august,603,374,19.8660843552172,15.561551406627226
F102,health,january,599,360,18.060812492158817,14.393647304757529
X63,health,july,605,271,21.27387576188384,16.504539912216885
U22,health,september,598,289,19.24895880817889,15.683892742259372
L39,health,august,602,414,21.198485922935898,18.267300911268265
R207,health,june,598,249,19.922424240241416,15.411130653364312
L59,health,december,602,385,21.17497642606199,17.23929393532813
N90,health,february,602,338,20.24888781177557,15.701315370983563
O104,health,may,596,336,18.379724629977268,15.060666888506885
M84,health,may,600,237,20.00663225988814,17.116232696829204
Y108,health,june,597,358,21.887644354323346,16.895392385320203
Z20,health,february,600,237,21.439012920387587,18.562726713630305
R112,health,february,596,333,18.91647405903212,16.181892749268542
H19,health,july,599,236,20.556254436471715,16.345726531763308
O182,health,june,602,380,20.272777873222292,17.310651163436134
N92,health,february,598,412,20.898907108129148,17.94996264921753
G131,health,june,601,241,20.103568174074432,15.66937301585695
H212,health,july,597,394,19.74314560755689,14.928210677764882
P78,health,may,601,379,21.463693853996713,16.18638624116258
G48,health,october,602,307,20.23803622509921,17.471598240541322
J124,food,october,1973,1904,8.381010754140945,6.782050597654849
C128,health,november,598,369,21.071824823678945,17.5739728929012
D82,health,june,593,364,19.6430640343292,15.60853797580048
H115,health,october,597,286,22.122815677398926,18.92363190112945
Y110,health,december,600,315,20.210630557983905,17.481285941796024
O115,health,december,602,231,19.165508734303973,15.904454756777685
V79,health,april,597,291,18.679952394216475,16.15623210520164
E208,health,september,595,318,21.071545678783533,18.15017466779074
P89,health,november,599,277,20.1763230932059,15.697787117465976
Q192,food,october,1967,1921,6.128698854418118,5.040221736623975
E95,health,december,601,279,20.742043314360288,16.110391122477573
K115,health,april,599,351,20.175723564561512,16.731620258121502
M181,health,july,602,340,18.173477422160747,15.73097391567186
N3,health,october,599,393,20.647554110181893,16.675781192310218
M189,health,april,600,265,21.466509773127555,18.36327728470159
E171,health,june,596,371,22.815835253695717,16.938353661668177
Y135,health,august,604,398,20.038392820468204,17.261073174640558
U138,health,july,604,310,21.767256485758285,17.06284950175125
Q157,food,february,1971,1912,7.185594493630127,6.03123140960409
J129,food,january,1971,1893,7.3028760493879155,6.241712156395691
J159,food,december,1967,1933,6.306319769426366,4.776390926100229
A27,home,august,209,70,96.4661873760155,76.98218130746906
T58,health,february,597,373,21.003956729401843,16.150397630628607
T95,health,july,599,366,18.599072739506532,15.707256281145618
G60,health,april,602,296,21.25472186724221,16.936359127904968
S146,health,april,598,274,19.133017885223573,14.158797372760187
Q143,food,june,1969,1919,7.291757354238129,5.664008974463892
G192,health,march,605,249,19.590501095505886,15.054562371892207
M117,health,april,600,350,21.292060261753075,15.979000399288688
N32,health,august,600,401,22.155004887757855,17.439805687742457
H145,health,march,602,403,18.80795455270446,14.494357621549842
T51,health,april,601,414,20.45524938968933,17.819249104812794
Y18,health,august,599,240,20.052076068997845,15.747475599701467
V48,health,march,598,287,21.755513288771493,17.69256164186283
Q205,food,june,1972,1926,5.737722050455072,4.8708331253573025
F57,health,january,598,415,20.586861900173812,15.661382936167797
I193,home,february,203,60,97.54281868622867,76.26456240632076
A108,home,september,208,54,97.47930953292213,75.37135394196652
B79,health,march,603,350,21.150443060836707,18.398115587675125
V46,health,june,599,312,19.33742601867115,15.065791400339418
F186,health,october,598,290,19.582296639661852,14.955263345415007
N70,health,august,599,390,21.040804486419926,17.37232656727373
G6,health,june,596,272,20.639748783147308,15.731445467574966
A206,home,april,202,64,97.74214359689034,72.66458693550831
I2,home,october,209,67,97.70060588774386,73.59465228671178
D70,health,july,593,408,18.72385737231312,15.562009807410474
I142,home,june,207,62,97.28018080559745,75.512580656918
C44,health,august,598,361,19.83577996407781,16.55495435087324
A171,home,february,207,52,100.18543934088608,86.35891642734016
N177,health,january,599,292,19.674588025303798,15.615751822491458
H18,health,may,596,355,17.74236175452573,13.691638735295937
S162,health,november,599,399,18.264806326790293,15.33767654188296
J205,food,may,1971,1939,6.002751525619207,5.260926462646605
O206,health,may,600,317,21.146568905285093,15.938260441634586
E186,health,may,604,412,17.68457872746314,15.260734059925188
M86,health,january,600,375,20.105512453634763,15.37252269686822
W69,health,february,596,309,20.88102261133164,17.636674551731335
J91,food,july,1972,1945,8.677988660084306,7.63107213027389
Z24,health,april,601,330,18.987897580661425,14.667182156373526
C182,health,august,602,336,19.31357266473615,16.298823849808077
Z97,health,november,599,248,21.984879955742862,18.65157759853246
I205,home,january,207,70,97.97243384096025,76.35327926511385
U55,health,january,599,302,19.19010967230336,16.675673086578158
C37,health,february,596,318,19.21076557896205,14.40332837396906
P185,health,march,598,416,18.930188044075788,14.614922846473304
R118,health,december,599,385,19.51636057403141,15.246983325432646
T111,health,february,600,250,21.19704252409428,15.953052787252313
C192,health,september,599,375,20.97654267543081,16.242877587431252
F165,health,april,602,274,18.70830266689212,15.905852705717423
Q166,food,november,1967,1898,7.236044682174659,5.625393005454013
B111,health,september,602,386,19.55762429142023,15.859789921431743
M173,health,january,604,333,20.860684444514888,15.83220701536487
H80,health,april,601,319,19.82800430004777,16.315199603069615
B164,health,january,597,244,19.82553427234565,15.27669473343508
Y28,health,may,604,306,17.594205476297955,13.203592227869347
G137,health,august,597,406,20.051702689905508,16.80833697735789
J80,food,october,1968,1902,5.601078355516904,4.641507660211741
O36,health,august,600,366,20.821841252844525,16.81394955606916
W52,health,june,601,331,19.252189318360234,16.66005840230851
X142,health,march,601,334,19.33448607831971,16.95281985658287
O86,health,july,604,413,19.990206892486466,16.842452532414004
S208,health,april,596,390,20.63557334964682,18.050313024273667
F137,health,may,602,392,19.81328180042096,15.06998699786833
Q97,food,july,1971,1895,8.806401049249523,6.713440065677462
A141,home,june,209,72,99.8136996476344,87.82301715784602
N161,health,august,600,409,21.88701545138699,17.350173484362397
Z64,health,june,603,250,19.742249402985355,16.155564668120075
C153,health,april,593,329,18.36984569828686,16.023327715224127
M198,health,april,596,231,21.34208636566211,17.59775523823701
F194,health,may,601,248,19.542020186170248,16.84142691500707
K165,health,september,600,394,20.041982943202207,16.815654559117743
B71,health,may,602,237,20.69115211314069,17.79072363583286
J22,food,march,1971,1921,8.792033325865747,7.674682224320567
A121,home,september,202,55,98.96245856201364,74.96768078207745
S69,health,march,603,409,20.38749874027862,17.392044277544016
S189,health,october,601,290,20.98000842552656,16.216306837293576
M93,health,june,598,364,20.61264779326008,17.039114940333217
Y193,health,february,600,376,20.128510927125987,17.082598451729535
W107,health,july,601,302,19.186943498208638,15.37919444949979
R133,health,october,602,266,20.315935708993706,17.679917621943012
F83,health,december,594,274,20.397323365748843,15.556143157661458
V195,health,october,600,238,20.220726009591118,15.68006618513433
Q135,food,october,1971,1903,5.266143867863678,4.037484013667791
U101,health,may,599,243,19.859681621789075,14.829012575776863
N101,health,december,595,290,19.89209925892704,16.99665453797258
G152,health,october,603,417,18.316435812908814,13.97068150292869
Y96,health,august,595,378,21.181911654589058,18.068042183077736
A62,home,june,207,57,99.17989272085715,77.94804503787566
Q180,food,september,1973,1925,7.886580322784369,6.50062015832194
M174,health,september,599,263,21.04811394799282,18.267837794411268
M33,health,september,599,374,20.04229178431246,16.431317627536572
R80,health,january,606,366,18.956651511186514,16.334072914662833
U133,health,october,599,252,21.774719688787126,17.398280609502415
N113,health,march,598,365,20.41901357714945,16.97726884490666
M125,health,november,600,348,19.723858799266754,15.124358511736174
T49,health,march,600,237,21.784429336635167,18.949962269284864
R172,health,october,601,333,19.45312383864225,15.558699714918754
Z26,health,april,604,247,20.76056479978247,17.244151473414103
D166,health,april,601,345,22.13747618779718,18.068646058826285
O48,health,april,602,262,18.771778682340972,13.929225302776182
N45,health,october,599,369,19.825840149245856,15.824348540139813
S183,health,january,599,264,19.769028890527387,14.880851062302355
W48,health,october,597,351,20.330874983303755,16.045601216164993
L12,health,november,598,413,19.09758692785179,15.537602969104706
T17,health,december,593,318,19.315070162231017,14.953423510264638
A82,home,june,207,57,98.33141953238083,84.22584749744576
T96,health,october,595,286,20.170403045707083,15.760482968193346
N198,health,october,604,340,20.450290527418204,15.628131666413184
O92,health,august,603,328,20.849031299116838,17.548165603353084
L105,health,august,600,333,18.74275275650435,15.303966980695703
O150,health,november,601,231,22.03321794597179,17.200194455848536
X59,health,may,599,251,20.431285851206837,16.263312363721305
P156,health,january,597,267,20.822132257700947,18.01916130281192
C9,health,may,599,263,20.467869442621666,17.733625693310557
H72,health,march,602,391,19.746005543319008,17.28328297491528
R98,health,march,600,352,23.928737139828943,17.772705085143212
L76,health,october,600,258,19.564228485349332,15.831222253684105
Q100,food,may,1970,1933,8.216893323354194,6.483317776850288
H182,health,january,598,312,19.39252175534658,14.4266031792823
Z7,health,october,596,328,19.933126483387195,16.47091795709203
G8,health,october,602,331,19.419155394029985,15.629355018234023
C87,health,march,603,274,19.84744876019767,15.417658932248141
E182,health,july,592,256,19.687328191737308,16.711837358012904
N155,health,april,598,257,19.952654046641285,16.28152566735191
D127,health,march,600,413,19.941918369080767,15.685112739062122
M141,health,september,602,409,19.83037415736553,17.27111379972025
M180,health,december,599,370,19.815335050799092,17.370455823327838
Q131,food,december,1972,1906,7.969558611735184,6.989102478417942
V20,health,january,599,250,20.97618655029125,17.247974859120163
Q139,food,december,1973,1949,6.1943062307770465,5.3428999576876
X57,health,july,598,280,21.3825029150332,16.69566469575081
T98,health,january,601,264,21.244808960115478,15.859782783964143
N44,health,december,600,405,19.39125523831828,14.383694549554022
W112,health,october,599,257,21.676237218919784,17.34815056201948
E66,health,march,596,283,19.24845146270023,14.256112244961914
A135,home,october,208,55,95.97376497775441,77.00622025093854
R106,health,january,599,230,21.21167858476849,17.905962239499942
J187,food,february,1970,1902,6.868529341526917,5.725377991646757
J105,food,november,1968,1916,8.074613721032481,6.802650260514998
Q27,food,march,1967,1919,6.170377621003389,5.0797098357871
D81,health,june,599,259,18.612052987078254,16.258718466004535
I91,home,december,204,65,99.35505896748637,76.8625017200973
S206,health,december,598,329,18.452004580264656,15.989320911562304
F141,health,may,599,342,18.2828664374189,16.042155272722766
V34,health,june,593,285,17.88185442015921,13.241454721796638
H90,health,july,604,267,16.926080471861663,13.546945749536631
W26,health,november,596,293,17.61365124574676,14.549492003342491
T25,health,april,597,326,19.960833966929187,17.535475198170953
J113,food,november,1970,1935,4.539940914642887,3.779280767348904
S148,health,march,604,316,22.565268195830622,19.624700200097813
K15,health,august,593,409,20.379636664673278,17.654798143306685
F149,health,august,603,330,20.058086242948498,17.185488086000785
G92,health,may,601,381,18.217172821648155,14.51967798103593
H114,health,february,601,243,19.729842567456352,16.526697659251468
R99,health,august,599,245,20.05291941945028,17.52304280535472
S141,health,august,601,346,18.234301124634236,14.105764462804503
X84,health,april,598,300,20.138798748968682,16.278540895218438
W212,health,august,597,372,21.31035570277161,18.029838823996016
X132,health,august,600,337,19.61691606927668,16.158201822639597
O108,health,october,601,347,19.783039994755285,16.810138352573077
W127,health,january,597,258,17.753693942955035,13.79393601674438
V122,health,december,601,334,18.460842744529455,13.999144336658462
P60,health,january,602,333,21.163464611571037,17.05711263299749
T169,health,march,597,361,18.97731720211334,15.630790615662395
A132,home,july,210,65,97.2381585724315,80.26957160629081
Q191,food,july,1969,1899,6.936787260299087,5.223211164147404
B177,health,march,602,415,18.72574249804763,15.145092732575657
K19,health,may,601,345,20.13916815656726,15.473831270182394
Q80,food,january,1975,1943,7.851400002283364,6.423848117294179
T20,health,january,594,252,18.837238644926437,15.523935214396353
I72,home,june,205,56,99.45229515082531,81.88696765781461
Y11,health,may,601,336,19.988964081966877,15.648758052929482
Y149,health,february,602,258,19.069791128765246,14.334222140809176
L28,health,august,599,244,21.002606670540548,16.756561535067974
L208,health,february,603,360,18.488053432986575,14.451811824111116
O167,health,august,602,236,19.39822779048085,15.901872755590936
Q195,food,january,1971,1912,6.999916920728323,5.398610919411132
L158,health,april,601,275,19.86671651638297,15.323561048931756
Z136,health,may,603,409,17.790555984792313,13.974870248575947
T160,health,february,603,340,18.987288803125296,14.511328422896106
W204,health,january,599,240,20.185057776665776,16.072988216374778
W75,health,september,596,304,18.5481192847041,15.865363977476566
U191,health,september,597,298,21.393072228532432,18.38265223530439
M187,health,october,603,257,20.544698977664584,15.51442369906517
M162,health,june,599,368,19.434335570217822,15.281261198260847
B20,health,january,600,263,19.75767828816993,16.3168725272558
F120,health,march,602,392,22.047720536215,17.015830808969334
Y164,health,january,599,407,21.02958729596395,18.268965389763224
C35,health,august,601,245,20.418241059352788,17.129447852543002
U134,health,september,602,356,18.442929352522295,14.216558570372491
Z132,health,october,601,348,21.792572450510555,16.451988639190493
T44,health,april,601,326,21.157641175761377,15.87518370654475
X212,health,january,599,349,19.83675407368414,15.20122939291224
U46,health,june,598,400,19.395332123870336,15.42659532735935
I159,home,may,207,67,97.79330566734555,82.64614069392584
X130,health,january,599,351,18.67786965104633,14.190321938220755
P167,health,march,595,272,20.839476565569967,18.022772911222035
H127,health,october,601,267,18.01161659503317,14.17428803314204
B155,health,august,598,268,19.654518188333498,15.453377195896419
G159,health,august,598,392,20.12513157016782,16.372097167728754
R166,health,november,597,249,20.11392484105566,16.06652368977852
J135,food,december,1970,1934,8.198081920704222,6.975777453149497
G74,health,june,599,228,18.65301799790208,15.960998662490717
W115,health,november,600,414,19.46939815338066,16.289264592580274
T73,health,december,602,273,21.18777598533103,16.25148458898036
W83,health,january,607,238,19.536813644054483,16.458418523304026
X18,health,september,599,412,18.716881547322064,14.570336000010025
K80,health,may,598,267,20.94221034203281,17.61353926882655
A197,home,april,202,61,97.98086965554678,73.84826047408714
D75,health,february,597,350,21.593434243856898,17.25795280725138
J174,food,august,1970,1926,7.9814200936516215,6.345409047280077
I42,home,october,209,69,97.74763070816182,72.8354897859604
P173,health,september,598,327,20.025709577615974,16.715604276449778
I196,home,january,208,56,98.92613353032704,77.95577396206262
B58,health,may,602,261,19.562900159008564,15.864556237074352
V145,health,april,599,393,19.534669480331356,14.807754921404973
J85,food,october,1968,1910,6.4052428288902465,4.884807420973173
P195,health,december,602,383,19.23874213810706,15.970385192305221
T164,health,march,599,408,20.148467120989324,16.601193766296834
N121,health,july,602,336,23.043263378212057,19.553048238518112
C40,health,june,594,233,19.941029593921524,16.24200852794381
X147,health,december,603,393,19.522594787871487,16.293439095478558
V93,health,january,601,339,18.165541849037307,13.554105143676324
K189,health,february,606,398,20.055244117240477,17.461333067432548
D209,health,december,597,281,18.779845962425433,16.121862771439865
U160,health,may,598,391,19.58688606913127,17.062646704298704
O23,health,november,603,267,20.166768353011857,15.413612400428446
G86,health,february,598,254,20.173209027638304,16.45395866857343
Z151,health,february,597,253,20.33496669296865,17.435619200112534
Y137,health,march,599,330,19.568459888658005,15.189186842842659
R154,health,september,604,360,17.986267001604414,14.506551978772984
E19,health,february,598,267,21.733051029426647,16.798569903091526
K156,health,june,598,402,20.36361960420373,16.677646249084514
M72,health,october,602,362,19.896417892887328,14.993627015813821
N196,health,march,601,263,20.36389844840333,15.148839183583886
W39,health,july,603,419,21.670492516402046,18.630515394109135
W50,health,november,598,233,19.619216137197583,15.200627328567391
Z135,health,june,598,248,18.798101143042594,15.134615203565032
G78,health,june,595,279,19.093049367771016,16.636051274241776
I77,home,august,207,66,99.57153021788322,82.40120464887642
G94,health,june,597,363,20.100571139365464,15.922965274814418
C127,health,february,598,379,19.44743558290336,16.710361024980305
N128,health,february,600,332,21.071008817779074,16.225528977037307
Y144,health,may,604,345,21.097753124244875,17.054510820331465
Y155,health,march,600,294,19.47678745530292,15.955450979007843
R95,health,may,591,297,18.930869479206006,15.56147172688949
K8,health,may,600,246,18.272418538832667,13.566382398204299
R73,health,may,596,249,18.02672218698114,14.291142716203911
Y209,health,january,604,364,19.708514902969405,16.00498915523477
G200,health,december,601,233,19.017484458259528,15.291932795487083
B188,health,may,600,314,22.044321850786805,18.849482691785767
U83,health,november,601,355,20.064391530164528,16.87840206932869
U28,health,april,601,321,17.863635502423723,15.550345555395023
E200,health,november,598,240,21.56060220306107,16.630324434506278
Y56,health,december,597,317,20.775477428410415,15.964929384496545
V86,health,january,602,285,20.750238254516752,17.261976034871118
M80,health,december,594,258,20.326212224015194,15.757606861644922
R115,health,november,607,350,20.575676893477997,17.140355749571235
I181,home,july,207,70,98.26263673890267,82.11506585239226
K172,health,december,598,277,18.78297550343802,14.113258974579724
D94,health,february,609,401,20.403405417956723,17.21234259005869
R56,health,january,602,356,21.126296055491796,16.56206590924395
I10,home,august,206,51,97.7689379460896,75.3756331619974
A83,home,march,206,68,98.60643243987673,76.54163316231322
X179,health,november,604,306,20.461548059717867,17.709092344347496
S139,health,december,598,388,21.99721727031102,18.141434176694563
