DIRECTORIO,SECUENCIA_P,SECUENCIA_ENCUESTA,P3053,P3095,P3096,P3097,P3098,P3054,P3055,P469,CLASE_TE,COD_DEPTO,AREA,F_EXP
7344501,1,2,5,,,,,1,1,1,1,54,54,46.6262313136312
7344505,1,1,1,1,,,,1,3,1,1,54,54,46.3427078433319
7344506,1,1,3,,,1,,,,,1,54,54,82.876023739287
7344509,1,2,3,,,2,,,,,1,54,54,20.33709407684
7344510,1,1,1,1,,,,1,1,1,1,54,54,20.33709407684
7344524,1,1,5,,,,,1,1,1,1,63,63,20.2126042013505
7344526,1,1,4,,,,1,,,,1,63,63,13.9369382653666
7344526,1,2,1,2,,,,1,4,2,1,63,63,13.9369382653666
7344527,1,1,1,1,,,,1,3,1,1,63,63,8.30752347956554
7344547,1,1,1,2,,,,1,1,2,1,63,63,6.51384857409777
7344552,1,3,1,1,,,,1,4,1,1,63,63,18.8176925399343
7344553,1,1,5,,,,,1,1,1,1,63,63,18.0947262250212
7344553,1,2,3,,,1,,,,,1,63,63,18.0947262250212
7344553,1,4,5,,,,,1,3,1,1,63,63,18.0947262250212
7344560,1,1,3,,,1,,,,,1,63,63,20.9307794883286
7344562,1,1,4,,,,2,1,,1,1,66,66,56.787169298445
7344563,1,1,1,1,,,,1,3,1,1,66,66,20.1493465241342
7344569,1,2,3,,,1,,,,,1,66,66,23.7854093309893
7344573,1,4,3,,,1,,,,,1,66,66,21.2161997905244
7344575,1,1,1,2,,,,1,1,2,1,66,66,15.5157292152942
7344579,1,2,6,,,,,,,,1,66,66,16.2286940911698
7344580,1,1,2,,1,,,1,3,1,1,66,66,16.8259742667519
7344581,1,1,3,,,1,,,,,1,66,66,48.1209379898326
7344581,1,2,3,,,2,,,,,1,66,66,48.1209379898326
7344584,1,2,1,1,,,,1,1,1,1,66,66,16.7228464128727
7344586,1,1,3,,,2,,,,,1,66,66,12.4221130996185
7344596,1,3,3,,,1,,,,,1,66,66,58.2227709305653
7344602,1,1,4,,,,1,,,,1,68,"",17.7920622276663
7344610,1,1,3,,,2,,,,,1,68,68,33.1968185010899
7344617,1,1,1,2,,,,1,1,1,1,68,68,29.6417026526404
7344621,1,1,1,2,,,,1,1,2,1,68,68,27.6640154175749
7344622,1,2,5,,,,,1,3,1,1,68,68,26.9866198023339
7344623,1,1,4,,,,1,,,,1,68,68,32.1507219869746
7344625,1,3,3,,,1,,,,,1,68,68,22.8546240461816
7344628,1,1,4,,,,1,,,,1,68,68,37.2342964888998
7344630,1,2,5,,,,,1,3,1,1,68,68,24.2388885891687
7344638,1,1,5,,,,,1,1,1,1,68,68,29.8771366509809
7344642,1,4,1,1,,,,1,3,1,1,68,68,30.2849703762485
7344644,1,1,1,1,,,,1,3,2,1,68,68,32.3987903494625
7344652,1,2,3,,,1,,,,,1,68,68,47.820828624145
7344662,1,1,1,1,,,,1,4,2,1,73,73,25.7848004857295
7344665,1,1,2,,1,,,1,3,1,1,73,73,24.7654334732871
7344673,1,1,3,,,1,,,,,1,76,"",19.3703427292016
7344678,1,1,3,,,1,,,,,1,76,"",15.5654539788227
7344697,1,1,1,1,,,,1,1,1,1,76,76,41.6176403492017
7344705,1,1,2,,1,,,1,3,1,1,76,76,70.9730263718045
7344708,1,1,1,2,,,,1,3,2,1,76,76,62.6098201843683
7344710,1,1,2,,1,,,1,3,1,1,76,76,66.0124418275143
7344712,1,1,1,1,,,,1,4,1,1,76,76,94.9527011063996
7344722,1,1,5,,,,,1,3,1,1,76,76,110.830290436657
7344723,1,2,1,2,,,,1,1,2,1,76,76,57.7767781280155
7344725,1,1,3,,,1,,,,,1,76,76,46.4468176881633
7344733,1,1,3,,,1,,,,,1,76,76,65.3158373739796
7344734,1,1,1,1,,,,1,3,2,1,76,76,58.4134529036166
7344738,1,1,2,,2,,,1,4,1,1,76,76,69.8189036377177
7344738,1,3,2,,1,,,1,6,1,1,76,76,69.8189036377177
7344739,1,1,6,,,,,,,,1,76,76,80.4908239443651
7344780,1,1,5,,,,,1,3,1,1,88,88,5.5064285569413
7344780,1,3,4,,,,2,1,,1,1,88,88,5.5064285569413
7344788,1,1,2,,2,,,1,3,1,1,88,88,3.59015117334857
7344791,1,3,5,,,,,1,3,1,1,88,88,3.17262159034486
7344800,1,2,5,,,,,1,1,1,1,88,88,3.16027727349965
7344834,1,2,7,,,,,1,4,1,2,13,"",126.64724459049
7344837,1,2,5,,,,,1,1,1,2,13,"",107.47387244901
7344839,1,1,4,,,,2,1,,1,2,13,"",97.3263276068528
7344839,1,2,4,,,,1,,,,2,13,"",97.3263276068528
7344839,1,6,4,,,,1,,,,2,13,"",97.3263276068528
7344840,2,2,5,,,,,1,1,1,2,13,"",145.116348638515
7344842,1,1,4,,,,1,,,,2,13,"",136.009837373523
7344843,1,2,4,,,,1,,,,2,13,"",118.154985794446
7344843,1,4,3,,,1,,,,,2,13,"",118.154985794446
7344847,1,1,1,2,,,,1,1,1,1,70,"",20.3686679712716
7344847,1,3,1,2,,,,1,4,2,1,70,"",20.3686679712716
7344847,1,6,5,,,,,1,1,2,1,70,"",20.3686679712716
7344848,1,1,2,,1,,,1,3,1,1,70,"",52.7421930264006
7344852,1,2,1,2,,,,1,1,2,1,70,"",28.6026523447158
7344859,1,1,1,2,,,,1,4,2,1,70,"",69.4316575579674
7344859,1,4,6,,,,,,,,1,70,"",69.4316575579674
7344860,1,3,6,,,,,,,,1,70,"",69.5506199349435
7344863,1,1,5,,,,,1,1,2,1,70,"",67.9002731403827
7344863,1,2,1,2,,,,1,4,2,1,70,"",67.9002731403827
7344866,1,1,7,,,,,1,4,2,1,70,"",49.6591760561848
7344868,1,2,3,,,1,,,,,1,70,"",30.645698940767
7344869,1,1,3,,,1,,,,,1,70,"",52.5362969344728
7344873,1,3,2,,3,,,1,3,1,1,70,"",43.3515023821737
7344878,1,1,5,,,,,1,1,1,1,70,"",92.5912815550673
7344879,1,1,3,,,1,,,,,1,70,"",77.8629165710991
7344880,1,1,5,,,,,1,1,1,1,70,"",55.5711912459598
7344881,1,1,5,,,,,1,1,1,1,70,"",108.853515894822
7344881,1,2,3,,,1,,,,,1,70,"",108.853515894822
7344882,1,1,6,,,,,,,,1,70,"",86.4822975298567
7344882,1,2,1,2,,,,1,4,1,1,70,"",86.4822975298567
7344883,1,1,7,,,,,1,4,2,1,70,"",58.4803169267495
7344883,1,3,3,,,1,,,,,1,70,"",58.4803169267495
7344884,1,1,5,,,,,1,3,1,1,70,"",89.2632944820324
7344886,1,1,3,,,1,,,,,1,70,"",72.927402655672
7344886,1,4,3,,,1,,,,,1,70,"",72.927402655672
7344890,1,3,1,2,,,,1,4,2,1,70,"",43.3515023821737
7344893,1,1,7,,,,,1,1,1,2,70,"",43.6831710895823
7344893,1,6,3,,,1,,,,,2,70,"",43.6831710895823
7344894,1,1,7,,,,,1,1,2,2,70,"",100.295710281942
7344896,1,2,7,,,,,1,1,1,2,70,"",59.4359567698593
7344896,1,3,7,,,,,1,5,2,2,70,"",59.4359567698593
7344898,1,2,4,,,,1,,,,2,70,"",58.6683933054406
7344899,1,2,4,,,,2,1,,1,2,70,"",82.9332470305401
7344899,1,6,6,,,,,,,,2,70,"",82.9332470305401
7344902,1,1,1,2,,,,1,4,2,1,70,"",30.9711057914001
7344904,1,1,5,,,,,1,1,2,1,70,"",70.0483959126304
7344905,1,1,5,,,,,1,1,2,1,70,"",40.8609319210226
7344905,1,2,1,2,,,,1,4,2,1,70,"",40.8609319210226
7344906,1,3,1,2,,,,1,4,2,1,70,"",29.0980971018166
7344907,1,1,1,2,,,,1,4,2,1,70,"",70.7038129277456
7344909,1,4,5,,,,,1,1,2,1,70,"",29.0980971018166
7344910,1,2,1,2,,,,1,1,2,1,70,"",41.451152559065
7344910,1,3,4,,,,2,1,,1,1,70,"",41.451152559065
7344911,1,2,1,2,,,,1,4,1,1,70,"",49.6591760561848
7344913,1,1,7,,,,,1,3,2,2,70,"",48.0644855943813
7344913,1,2,3,,,2,,,,,2,70,"",48.0644855943813
7344913,1,3,6,,,,,,,,2,70,"",48.0644855943813
7344914,1,1,1,1,,,,1,1,1,2,70,"",78.0741798998626
7344914,1,4,2,,1,,,1,5,1,2,70,"",78.0741798998626
7344914,1,5,5,,,,,1,1,1,2,70,"",78.0741798998626
7344915,1,2,6,,,,,,,,2,70,"",65.9721755578329
7344916,1,2,6,,,,,,,,2,70,"",68.0002889219972
7344919,1,2,6,,,,,,,,2,70,"",53.9526270863644
7344920,1,1,7,,,,,1,3,1,2,70,"",58.5504711223459
7344921,1,1,7,,,,,1,4,1,2,70,"",54.8347403177972
7344921,1,3,6,,,,,,,,2,70,"",54.8347403177972
7344921,1,4,3,,,1,,,,,2,70,"",54.8347403177972
7344922,1,1,1,2,,,,1,1,1,2,70,"",32.3579045108017
7344922,1,7,4,,,,2,1,,1,2,70,"",32.3579045108017
7344923,1,2,3,,,1,,,,,2,70,"",57.1921832485402
7344924,1,1,6,,,,,,,,2,70,"",59.8617664987768
7344924,1,2,1,2,,,,1,1,2,2,70,"",59.8617664987768
7344924,1,4,6,,,,,,,,2,70,"",59.8617664987768
7344925,1,1,6,,,,,,,,1,70,"",26.1882873916349
7344925,1,4,6,,,,,,,,1,70,"",26.1882873916349
7344930,1,2,1,2,,,,1,4,2,1,70,"",42.3989344757764
7344931,1,1,3,,,1,,,,,1,70,"",36.7748387289204
7344935,1,2,6,,,,,,,,1,70,"",85.029189545494
7344935,1,4,4,,,,1,,,,1,70,"",85.029189545494
7344949,1,1,1,1,,,,1,2,2,2,18,"",24.0235362442527
7344951,1,1,7,,,,,1,1,1,2,18,"",30.8978504211091
7344955,1,1,1,1,,,,1,1,1,2,18,"",21.2911292235699
7344956,1,1,3,,,2,,,,,2,18,"",39.4431713103351
7344958,1,1,3,,,2,,,,,2,18,"",22.8548002219827
7344961,1,1,3,,,2,,,,,2,18,"",36.1078538200646
7344962,1,1,3,,,1,,,,,2,18,"",33.7154923892593
7344963,1,2,7,,,,,1,1,2,2,18,"",16.4665351209475
7344965,1,2,7,,,,,1,1,1,2,18,"",24.0235362442527
7344971,1,1,7,,,,,1,5,1,2,18,"",43.5361517388178
7344973,1,1,3,,,1,,,,,2,18,"",19.6374418276354
7344974,1,1,3,,,1,,,,,2,18,"",48.9237850700161
7344975,1,1,3,,,2,,,,,2,18,"",39.1031257204576
7344976,1,1,7,,,,,1,5,2,2,18,"",24.0235362442527
7344981,1,1,3,,,2,,,,,2,18,"",22.1942140420233
7344982,1,1,3,,,2,,,,,2,18,"",53.8724914845486
7344990,1,2,3,,,1,,,,,2,18,"",56.0294382780282
7344999,1,1,6,,,,,,,,1,68,"",71.7354617208077
7345001,1,1,7,,,,,1,1,1,1,68,"",82.0102504534103
7345012,1,1,1,1,,,,1,1,1,2,73,"",63.5852007351281
7345013,1,1,3,,,2,,,,,2,73,"",36.3944980603726
7345014,1,1,1,2,,,,1,3,1,2,73,"",46.8637574921681
7345016,1,1,1,1,,,,1,4,1,2,73,"",68.7265037323686
7345019,1,1,3,,,1,,,,,2,73,"",65.9551688770865
7345021,1,1,4,,,,1,,,,1,66,"",30.1746800999549
7345034,1,3,3,,,1,,,,,1,66,"",37.3900327320292
7345044,1,2,1,1,,,,1,1,1,2,23,"",50.5166958207894
7345044,1,4,1,1,,,,1,1,1,2,23,"",50.5166958207894
7345048,1,1,1,1,,,,1,1,1,2,23,"",73.2556493799844
7345049,1,1,3,,,1,,,,,2,23,"",224.297581675659
7345052,1,3,5,,,,,1,1,1,2,23,"",94.7417781021705
7345052,1,4,5,,,,,1,2,1,2,23,"",94.7417781021705
7345053,1,1,1,1,,,,1,1,1,2,23,"",94.7417781021705
7345053,1,2,1,1,,,,1,1,2,2,23,"",94.7417781021705
7345053,1,4,1,1,,,,1,1,1,2,23,"",94.7417781021705
7345056,1,1,2,,1,,,1,3,1,2,23,"",189.45592504201
7345056,1,2,1,1,,,,1,1,1,2,23,"",189.45592504201
7345057,1,1,1,1,,,,1,4,1,2,23,"",202.80648173133
7345074,1,1,2,,3,,,1,4,1,1,05,"",14.4276295545205
7345077,1,2,3,,,1,,,,,1,05,"",8.47931368751021
7345081,1,1,2,,1,,,1,1,1,1,05,"",8.47931368751021
7345083,1,1,3,,,1,,,,,1,05,05,77.8943772216912
7345093,1,1,5,,,,,1,1,2,1,05,05,86.9423885992208
7345094,1,1,5,,,,,1,1,2,1,05,05,86.9423885992208
7345097,1,1,3,,,1,,,,,1,05,05,90.6744669122595
7345103,1,6,1,2,,,,1,1,1,1,05,05,53.2193663169075
7345106,1,1,3,,,2,,,,,1,05,05,97.8101871741234
7345114,1,1,2,,1,,,2,3,1,1,05,05,234.117855194514
7345114,1,2,5,,,,,1,1,2,1,05,05,234.117855194514
7345116,1,1,2,,1,,,1,3,1,1,05,05,265.982303363735
7345119,1,1,1,1,,,,1,3,1,1,05,05,111.520454524323
7345119,1,2,5,,,,,1,3,1,1,05,05,111.520454524323
7345124,1,2,4,,,,2,1,,1,1,05,05,87.4914970797477
7345124,1,3,6,,,,,,,,1,05,05,87.4914970797477
7345131,1,1,5,,,,,1,1,1,1,05,05,126.762002577664
7345139,1,1,5,,,,,1,1,2,1,05,05,109.12513660882
7345144,1,1,1,1,,,,1,3,2,1,05,05,73.4069162398104
7345145,1,2,3,,,2,,,,,1,05,05,73.4069162398104
7345150,1,1,1,2,,,,1,1,1,1,05,05,113.380538386714
7345153,1,4,4,,,,1,,,,1,05,05,118.300796622216
7345155,1,1,2,,1,,,1,3,1,1,05,05,101.862605317875
7345171,1,2,2,,1,,,1,1,1,1,05,05,152.503795034437
7345172,1,1,4,,,,1,,,,1,05,05,203.846921493894
7345172,1,2,4,,,,2,1,,1,1,05,05,203.846921493894
7345174,1,1,1,1,,,,1,1,1,1,05,05,126.587626041512
7345175,1,1,2,,2,,,1,4,1,1,05,05,95.176501801729
7345181,1,1,1,1,,,,1,3,2,1,05,05,176.058336913422
7345184,1,1,5,,,,,1,3,1,1,05,05,108.813590473819
7345184,1,2,3,,,1,,,,,1,05,05,108.813590473819
7345185,1,1,3,,,1,,,,,1,05,05,118.275405166757
7345190,1,1,4,,,,2,1,,1,1,05,05,154.84271394335
7345193,1,1,3,,,2,,,,,1,05,05,83.6820244900269
7345198,1,1,3,,,1,,,,,1,08,08,33.0201591930096
7345198,1,3,3,,,1,,,,,1,08,08,33.0201591930096
7345201,1,3,5,,,,,1,3,2,1,08,08,44.3441062899199
7345203,1,1,1,2,,,,1,1,1,1,08,08,42.1735346418515
7345204,1,1,1,2,,,,1,1,1,1,08,08,34.873525887014
7345208,1,1,1,1,,,,1,1,2,1,08,08,37.9090742803963
7345208,1,2,4,,,,1,,,,1,08,08,37.9090742803963
7345209,1,2,1,2,,,,1,1,2,1,08,08,37.9090742803963
7345214,1,1,1,1,,,,1,3,1,1,11,11,193.966985808848
7345234,1,1,3,,,2,,,,,1,11,11,378.374570942274
7345234,1,2,2,,1,,,1,3,1,1,11,11,378.374570942274
7345236,1,1,2,,1,,,1,3,1,1,11,11,190.923125636213
7345241,1,1,1,1,,,,1,1,1,1,11,11,182.512612358755
7345242,1,1,1,2,,,,1,3,1,1,11,11,195.812713882607
7345243,1,1,4,,,,2,1,,1,1,11,11,121.513103195322
7345243,1,3,4,,,,1,,,,1,11,11,121.513103195322
7345250,1,1,2,,1,,,1,3,1,1,11,11,475.111336249222
7345255,1,3,3,,,1,,,,,1,11,11,227.351916120542
7345255,1,4,3,,,1,,,,,1,11,11,227.351916120542
7345269,1,1,2,,1,,,1,3,1,1,11,11,323.532992958101
7345274,1,1,1,2,,,,1,1,1,1,13,13,38.7697812612262
7345276,1,2,4,,,,1,,,,1,13,13,41.2707453681334
7345278,1,2,6,,,,,,,,1,13,13,28.2045275470317
7345280,1,1,4,,,,2,1,,1,1,13,13,35.7612903459288
7345281,1,2,5,,,,,1,3,1,1,13,13,40.4005374703542
7345283,1,1,4,,,,2,1,,1,1,13,13,38.3522448717209
7345285,1,2,1,2,,,,1,1,2,1,13,13,36.400164992847
7345286,1,2,5,,,,,1,1,1,1,13,13,53.9351077830215
7345287,1,1,1,2,,,,1,1,2,1,13,13,20.5895477385877
7345287,1,3,3,,,1,,,,,1,13,13,20.5895477385877
7345287,1,4,3,,,1,,,,,1,13,13,20.5895477385877
7345297,1,4,6,,,,,,,,1,13,13,13.6754272211978
7345297,1,7,5,,,,,1,3,1,1,13,13,13.6754272211978
7345308,1,1,3,,,1,,,,,1,13,13,35.7630821094741
7345311,1,3,1,1,,,,1,4,2,1,13,13,54.7291644338487
7345312,1,1,5,,,,,1,1,1,1,13,13,47.3459327988231
7345314,1,1,5,,,,,1,3,1,1,13,13,29.6535172026231
7345318,1,1,1,1,,,,1,3,1,1,13,13,39.6819436165574
7345318,1,2,5,,,,,1,1,1,1,13,13,39.6819436165574
7345319,1,3,1,1,,,,1,4,2,1,13,13,20.2598921795523
7345322,1,2,3,,,2,,,,,1,13,13,22.0421761163548
7345326,1,1,1,2,,,,1,1,1,1,13,13,28.8622460633403
7345326,1,2,5,,,,,1,3,1,1,13,13,28.8622460633403
7345326,1,3,1,2,,,,1,1,1,1,13,13,28.8622460633403
7345329,1,2,4,,,,2,1,,1,1,13,13,33.736499389642
7345330,1,2,1,2,,,,1,1,2,1,13,13,52.6172707999213
7345331,1,1,3,,,1,,,,,1,13,13,32.4035721530715
7345332,1,1,6,,,,,,,,1,13,13,54.2695133943347
7345333,1,1,2,,3,,,1,1,1,1,13,13,47.0415919972885
7345335,1,1,5,,,,,1,1,1,1,13,13,40.0143901962208
7345337,1,1,4,,,,2,1,,1,1,13,13,62.073725558295
7345338,1,1,5,,,,,1,1,1,1,13,13,29.7314721742796
7345339,1,1,4,,,,2,1,,1,1,13,13,24.0898868307215
7345341,1,1,1,2,,,,1,1,2,1,13,13,26.508101060176
7345342,1,2,4,,,,2,1,,2,1,13,13,15.1949191346642
7345343,1,1,1,2,,,,1,1,2,1,13,13,23.3548177609972
7345343,1,2,6,,,,,,,,1,13,13,23.3548177609972
7345346,1,1,4,,,,2,1,,1,1,13,13,25.9488581612325
7345349,1,2,1,2,,,,1,1,2,1,13,13,23.7493437504821
7345351,1,2,5,,,,,1,1,1,1,13,13,24.0929073521434
7345352,1,1,4,,,,1,,,,1,13,13,36.422230687265
7345353,1,1,1,2,,,,1,4,2,1,13,13,30.1342799657433
7345355,1,2,6,,,,,,,,1,13,13,18.2204079227387
7345356,1,1,4,,,,1,,,,1,13,13,17.2669535621184
7345358,1,1,6,,,,,,,,1,13,13,33.7078681236758
7345361,1,2,3,,,1,,,,,1,13,13,41.9999694950756
7345381,1,1,3,,,2,,,,,1,15,15,11.0259946118644
7345382,1,1,2,,1,,,1,3,1,1,15,15,9.83930635212362
7345383,1,2,1,2,,,,1,4,2,1,15,15,5.41492996539835
7345389,1,2,3,,,2,,,,,1,15,15,5.67462708341573
7345390,1,1,7,,,,,3,4,2,1,15,15,10.1923343057706
7345393,1,1,3,,,1,,,,,1,15,15,7.20291082906685
7345393,1,3,3,,,1,,,,,1,15,15,7.20291082906685
7345394,1,1,2,,2,,,1,3,1,1,15,15,15.0997545270675
7345397,1,1,1,2,,,,1,3,2,1,15,15,17.3196749376836
7345403,1,1,1,1,,,,1,1,2,1,15,15,11.0163435646969
7345420,1,1,5,,,,,1,2,1,1,17,17,19.7931302730248
7345430,1,1,3,,,2,,,,,1,17,17,9.43667163858097
7345431,1,3,3,,,1,,,,,1,17,17,11.5536653389465
7345431,1,4,3,,,1,,,,,1,17,17,11.5536653389465
7345432,1,1,1,2,,,,1,3,2,1,17,17,12.657692666595
7345449,1,2,2,,1,,,1,4,1,1,17,17,17.4803255121412
7345454,1,1,3,,,1,,,,,1,17,17,18.626968229757
7345472,1,1,2,,1,,,1,3,1,1,18,18,6.6931533388246
7345480,1,1,1,2,,,,1,3,1,1,18,18,8.6694833406994
7345485,1,1,3,,,1,,,,,1,18,18,6.38746041962534
7345489,1,1,5,,,,,1,3,1,1,18,18,8.23535952287449
7345490,1,1,5,,,,,1,3,1,1,18,18,5.77774043007625
7345494,1,1,2,,1,,,1,3,1,1,18,18,6.27448830987455
7345495,1,1,1,1,,,,1,1,1,1,18,18,10.7621105247162
7345495,1,2,3,,,1,,,,,1,18,18,10.7621105247162
7345500,1,1,5,,,,,1,3,1,1,18,18,9.33162354680883
7345502,1,1,4,,,,2,1,,1,1,18,18,5.37376888875482
7345511,1,2,5,,,,,1,1,1,1,18,18,11.03019678476
7345515,1,1,1,2,,,,1,1,2,1,18,18,9.3186233946947
7345517,1,1,4,,,,2,1,,1,1,18,18,4.59137637743508
7345525,1,1,1,2,,,,1,1,1,1,18,18,6.18441193803492
7345527,1,1,5,,,,,1,3,1,1,18,18,6.18441193803492
7345529,1,4,5,,,,,1,3,1,1,18,18,5.97174241605045
7345535,1,2,1,2,,,,1,3,2,1,19,19,17.7954374813098
7345551,1,1,1,1,,,,1,4,1,1,19,19,19.3910437412543
7345557,1,1,2,,1,,,1,3,1,1,19,19,22.492957881573
7345560,1,1,1,2,,,,1,1,2,1,19,19,15.5816589418768
7345568,1,1,5,,,,,1,2,1,1,19,19,17.0151690139463
7345572,1,1,3,,,1,,,,,1,19,19,26.7274081139762
7345573,1,1,1,2,,,,1,3,2,1,19,19,18.9016054849163
7345575,1,1,3,,,1,,,,,1,19,19,17.2187837686106
7345575,1,2,1,2,,,,1,3,2,1,19,19,17.2187837686106
7345596,1,1,3,,,2,,,,,1,19,19,13.5531113592064
7345600,1,2,6,,,,,,,,1,20,20,11.9436740838046
7345602,1,2,5,,,,,1,1,2,1,20,20,25.0216518320548
7345605,1,2,1,1,,,,1,4,1,1,20,20,15.5032105322822
7345607,1,1,4,,,,2,1,,1,1,20,20,21.7777890781787
7345608,1,5,2,,2,,,1,3,1,1,20,20,26.0792736984548
7345613,1,1,1,2,,,,1,5,1,1,20,20,14.6997708445092
7345616,1,1,2,,1,,,1,1,1,1,20,20,34.8223935919229
7345634,1,1,2,,3,,,1,4,1,1,23,23,13.7875343024633
7345635,1,1,1,2,,,,1,3,1,1,23,23,39.4675631091527
7345638,1,1,4,,,,2,1,,1,1,23,23,23.7321348992365
7345639,1,1,4,,,,1,,,,1,23,23,10.5997340020468
7345652,1,1,6,,,,,,,,1,23,23,24.8699464093807
7345657,1,1,1,2,,,,1,1,2,1,23,23,41.0632981342407
7345658,1,2,6,,,,,,,,1,23,23,19.4283521078454
7345664,1,1,1,2,,,,1,3,2,1,23,23,24.5862610045775
7345669,1,1,1,2,,,,1,1,2,1,25,"",141.206307644913
7345675,2,1,4,,,,1,,,,1,25,"",67.0468715597884
7345685,1,1,1,1,,,,1,1,1,1,27,27,7.24777632184305
7345691,1,2,2,,2,,,1,3,1,1,27,27,6.43502975341122
7345693,1,1,1,1,,,,1,1,1,1,27,27,5.47015785534463
7345701,1,1,1,2,,,,1,1,1,1,27,27,4.22185560362277
7345705,1,1,5,,,,,1,1,1,1,27,27,6.7092070655404
7345711,1,1,1,1,,,,1,1,1,1,27,27,2.9962645512891
7345718,1,1,4,,,,2,1,,2,1,27,27,3.06935805616969
7345737,1,1,6,,,,,,,,1,41,41,12.1284932949874
7345738,1,1,1,2,,,,1,3,1,1,41,41,12.1284932949874
7345738,1,2,5,,,,,1,3,1,1,41,41,12.1284932949874
7345741,1,3,5,,,,,1,3,1,1,41,41,12.7073489629997
7345757,1,1,1,2,,,,1,3,2,1,41,41,21.5277361983175
7345761,1,1,1,1,,,,1,1,1,1,41,41,12.8064791033107
7345770,1,1,2,,2,,,1,3,1,1,41,41,17.6180875390454
7345774,1,1,1,2,,,,1,1,2,1,41,41,18.7197706072326
7345778,1,1,3,,,1,,,,,1,41,41,19.3810655874682
7345779,1,2,1,2,,,,1,1,2,1,41,41,26.1800748299034
7345783,1,1,3,,,2,,,,,1,41,41,12.0207014246669
7345785,1,1,1,2,,,,1,3,1,1,41,41,12.9677002914942
7345788,1,1,3,,,1,,,,,1,47,47,17.7203694112556
7345791,1,1,1,1,,,,1,1,1,1,47,47,19.3233068859962
7345792,1,1,1,1,,,,1,1,1,1,47,47,16.7971980512461
7345799,1,1,6,,,,,,,,1,47,47,20.0278467064994
7345800,1,1,4,,,,1,,,,1,47,47,20.293577554641
7345800,1,2,4,,,,1,,,,1,47,47,20.293577554641
7345801,1,1,1,2,,,,1,6,2,1,47,47,17.9095925243607
7345807,1,2,3,,,1,,,,,1,47,47,21.0351381785394
7345807,1,4,1,2,,,,1,4,1,1,47,47,21.0351381785394
7345809,1,2,5,,,,,1,3,1,1,47,47,33.5702637162231
7345810,1,1,5,,,,,1,3,1,1,47,47,24.2094409881594
7345818,1,1,4,,,,1,,,,1,47,47,37.0629439550332
7345825,1,1,5,,,,,1,4,2,1,47,47,16.2279219846198
7345827,1,1,5,,,,,1,3,2,1,47,47,16.3930578186918
7345829,1,2,4,,,,1,,,,1,47,47,22.1697737564706
7345830,1,1,5,,,,,1,1,1,1,47,47,22.0837792982813
7345837,1,1,5,,,,,1,3,2,1,47,47,19.2069275545559
7345837,1,2,1,2,,,,1,3,1,1,47,47,19.2069275545559
7345841,1,1,1,2,,,,1,1,2,1,50,50,30.9120780401405
7345851,1,3,2,,1,,,1,1,1,1,50,50,24.6392760712609
7345852,1,1,1,2,,,,1,1,2,1,50,50,36.6655574623883
7345856,1,1,5,,,,,1,3,1,1,50,50,21.9694358117367
7345860,1,1,2,,1,,,1,3,1,1,50,50,15.5301418500743
7345863,1,1,2,,1,,,1,3,1,1,50,50,32.9249312524108
7345872,1,1,4,,,,1,,,,1,50,50,27.6636830330755
7345877,1,1,1,2,,,,1,3,2,1,50,50,24.8482568634553
7345878,1,2,5,,,,,1,1,1,1,50,50,18.0106100374568
7345879,1,1,4,,,,1,,,,1,50,50,21.1491709069682
7345879,1,2,4,,,,1,,,,1,50,50,21.1491709069682
7345879,1,3,4,,,,1,,,,1,50,50,21.1491709069682
7345882,1,1,4,,,,1,,,,1,50,50,23.8478285277049
7345886,1,1,1,2,,,,1,6,2,1,50,50,19.9610720426122
7345889,1,5,1,1,,,,1,3,1,1,52,"",13.4690805168097
7345893,1,2,2,,2,,,1,3,1,1,52,"",25.7054298806251
7345894,1,1,1,1,,,,1,4,1,1,52,"",9.06448599008183
7345898,1,3,3,,,1,,,,,1,52,"",24.0110436098638
7345899,1,2,4,,,,1,,,,1,52,"",10.1539110869254
7345901,1,2,4,,,,2,1,,1,1,52,"",15.523543218908
7345903,1,1,1,2,,,,1,3,1,1,52,52,15.2365657411702
7345906,1,1,1,2,,,,1,3,1,1,52,52,10.3166116306384
7345908,1,2,1,2,,,,1,3,2,1,52,52,12.3629967754435
7345910,1,3,1,2,,,,1,4,1,1,52,52,12.8345842617861
7345911,1,2,1,2,,,,1,4,1,1,52,52,12.7664646187328
7345915,1,1,1,1,,,,1,1,1,1,52,52,19.734307418399
7345915,1,2,3,,,1,,,,,1,52,52,19.734307418399
7345918,1,2,3,,,1,,,,,1,52,52,14.6341744397495
7345927,1,1,1,2,,,,1,4,2,1,52,52,13.5082325133149
7345928,1,2,5,,,,,1,1,1,1,52,52,25.3347523675992
7345933,1,2,1,2,,,,1,2,2,1,52,52,22.2262049636446
7345939,1,1,2,,1,,,1,3,1,1,52,52,22.1841365611033
7345944,1,2,2,,1,,,1,3,1,1,52,52,17.9372134663749
7345969,1,1,1,1,,,,1,1,2,1,54,54,25.798763629496
7345969,1,2,2,,1,,,1,3,1,1,54,54,25.798763629496
7345972,1,3,3,,,1,,,,,1,54,54,29.0937683785634
7345975,1,2,2,,2,,,1,1,1,1,54,54,53.4921691865078
7345978,1,3,3,,,1,,,,,1,54,54,64.0052380174621
7345978,1,4,3,,,1,,,,,1,54,54,64.0052380174621
