,Sector,Ingresos de actividades ordinarias,Costo de ventas,Ganancia bruta,Otros ingresos,Gastos de ventas,Gastos de administración,Otros gastos,Costos financieros,Ingreso (gasto) por impuestos,Ganancia (pérdida),Efectivo y equivalentes al efectivo,Cuentas comerciales por cobrar y otras cuentas por cobrar corrientes,Inventarios corrientes,Activos corrientes totales,Propiedades planta y equipo,Total de activos no corrientes,Total de activos,Provisiones corrientes por beneficios a los empleados,Total provisiones corrientes,Cuentas por pagar comerciales y otras cuentas por pagar,Pasivos por impuestos corrientes corriente,Otros pasivos financieros corrientes,Pasivos corrientes totales,Total de pasivos no corrientes,Total pasivos,Capital emitido,Otras reservas,Ganancias acumuladas,Patrimonio total,Total de patrimonio y pasivos
9196,C,13879404.0,10545736.0,3333668.0,6127.0,2055789.0,1215772.0,21434.0,255942.0,6646.0,-214367.0,82991.0,629612.0,385783.0,1479970.0,1660544.0,2242549.0,3722519.0,237413.0,237413.0,641215.0,43010.0,214510.0,1136148.0,952812.0,2088960.0,580000.0,241631.0,811928.0,1633559.0,3722519.0
9232,C,13292059.0,8753209.0,4538850.0,308494.0,946511.0,2584217.0,737112.0,48827.0,338820.0,542681.0,2878822.0,6503258.0,6335452.0,16051655.0,3179698.0,5349119.0,21400774.0,123282.0,123282.0,4445218.0,87423.0,1462880.0,6118803.0,5315643.0,11434446.0,2794500.0,158999.0,3539622.0,9966328.0,21400774.0
9248,C,15157818.0,10756367.0,4401451.0,7969.0,1052438.0,825360.0,157678.0,673090.0,904797.0,1379688.0,385065.0,12570595.0,1789710.0,14745370.0,1666062.0,1735722.0,16481092.0,59929.0,59929.0,1833967.0,638609.0,19588.0,2860936.0,488718.0,3349654.0,240000.0,3599684.0,4200365.0,13131438.0,16481092.0
9416,C,152463808.0,130601178.0,21862630.0,2525991.0,6719776.0,8859067.0,2670996.0,4318541.0,467614.0,1993571.0,1059321.0,27334510.0,22455623.0,61264405.0,86457318.0,99811657.0,161076062.0,1109182.0,1109182.0,48117476.0,1690374.0,20540418.0,72336667.0,30651608.0,102988275.0,2889460.0,997820.0,11074559.0,58087787.0,161076062.0
9468,C,16635341.0,11132589.0,5502752.0,25646.0,1321607.0,2267246.0,14488.0,1353833.0,208459.0,423235.0,577540.0,5912761.0,12709286.0,19709035.0,6611252.0,6611252.0,26320287.0,521762.0,521762.0,1779928.0,292751.0,5206392.0,7814401.0,6606727.0,14421128.0,6391954.0,240909.0,3976296.0,11899159.0,26320287.0
9568,C,2446638.0,2059909.0,386729.0,944612.0,191907.0,801195.0,270153.0,1088689.0,-485206.0,57327.0,18327.0,1286206.0,489259.0,2631993.0,10450067.0,10943695.0,13575688.0,94240.0,94240.0,1169962.0,583755.0,300932.0,2172190.0,10097773.0,12269963.0,1200000.0,116434.0,-833397.0,1305725.0,13575688.0
9576,C,6512288.0,4502734.0,2009554.0,22469.0,612623.0,1184349.0,6250.0,198144.0,-5318.0,49238.0,252263.0,2259550.0,712201.0,3579077.0,1494591.0,1512295.0,5091372.0,157162.0,157162.0,1756353.0,30505.0,438549.0,2417162.0,1439281.0,3856443.0,150000.0,33744.0,1051185.0,1234929.0,5091372.0
9596,C,15278418.0,7948113.0,7330305.0,105537.0,4569208.0,1551072.0,164845.0,985596.0,109714.0,57907.0,321766.0,1524980.0,353591.0,2771505.0,12968433.0,12968433.0,15739938.0,120062.0,120062.0,2401593.0,541271.0,722753.0,3833869.0,5300000.0,9133869.0,100000.0,4757.0,2136690.0,6606069.0,15739938.0
9748,C,33224609.0,21642797.0,11581812.0,0.0,6959634.0,2339788.0,423850.0,641823.0,517510.0,802669.0,1713528.0,10653846.0,208171.0,12588367.0,6914973.0,7209618.0,19797985.0,452764.0,452764.0,3265612.0,740595.0,1837589.0,6964938.0,1587751.0,8552689.0,788741.0,95289.0,8181302.0,11245296.0,19797985.0
9900,C,10671147.0,8984211.0,1686936.0,79763.0,998501.0,747402.0,731132.0,376786.0,50069.0,-801434.0,117942.0,5552210.0,3698068.0,10014916.0,3090069.0,3099937.0,13114853.0,37861.0,37861.0,371161.0,491251.0,184311.0,1200476.0,10279233.0,11479709.0,1162348.0,300000.0,-637421.0,1635144.0,13114853.0
9980,C,19170650.0,15021086.0,4149564.0,124019.0,420084.0,1938725.0,144051.0,1113102.0,223794.0,244366.0,796544.0,2748471.0,1126406.0,5751877.0,38294061.0,38428110.0,44179987.0,55252.0,55252.0,2885450.0,535718.0,1975911.0,7239631.0,15102650.0,22342281.0,9562773.0,8884637.0,2883441.0,21837706.0,44179987.0
10016,C,28317576.0,22514657.0,5802919.0,20897.0,3007381.0,418631.0,197656.0,85419.0,792071.0,1325146.0,58300.0,2449844.0,2914950.0,6301670.0,387055.0,387055.0,6688725.0,48914.0,48914.0,1937714.0,177808.0,71553.0,2235989.0,1226159.0,3462148.0,300000.0,276371.0,2650206.0,3226577.0,6688725.0
10268,C,1190842.0,536753.0,654089.0,35997.0,523491.0,19924.0,52301.0,17283.0,42428.0,34714.0,81493.0,140069.0,49716.0,321135.0,1714428.0,1714428.0,2035563.0,21456.0,21456.0,31269.0,126830.0,88098.0,267653.0,746160.0,1013813.0,90652.0,26090.0,905008.0,1021750.0,2035563.0
10352,C,144389580.0,110885718.0,33503862.0,564465.0,16274250.0,5273942.0,477522.0,1397167.0,4240944.0,7480361.0,3682820.0,20790255.0,2374071.0,32532208.0,19649093.0,35659682.0,68191890.0,328526.0,328526.0,7962567.0,2787079.0,12661566.0,23846473.0,3736850.0,27583323.0,8750600.0,11933262.0,17479301.0,40608567.0,68191890.0
10364,C,17239083.0,10437620.0,6801463.0,386425.0,3773058.0,1427083.0,85163.0,209442.0,578125.0,1115017.0,2803815.0,6199870.0,7979308.0,18369262.0,3974071.0,4157460.0,22526722.0,290595.0,290595.0,543443.0,388228.0,1661027.0,3065254.0,459401.0,3524655.0,1660000.0,816599.0,16525468.0,19002067.0,22526722.0
10460,C,18851581.0,12855346.0,5996235.0,0.0,2193659.0,1862333.0,429673.0,0.0,849420.0,1185709.0,1067232.0,2452832.0,5584589.0,9172968.0,7531073.0,9295239.0,18468207.0,424790.0,482532.0,3690050.0,546310.0,31138.0,5105489.0,2308844.0,7414333.0,1495472.0,4818565.0,1185709.0,11053874.0,18468207.0
10464,C,6772696.0,5204457.0,1568239.0,0.0,739384.0,619004.0,0.0,106613.0,139230.0,113646.0,681349.0,418395.0,842122.0,2577206.0,1734596.0,2733115.0,5310321.0,89256.0,89256.0,735682.0,89542.0,476983.0,1391463.0,329305.0,1720768.0,500000.0,984565.0,534413.0,3589553.0,5310321.0
10476,C,10492840.0,6919631.0,3573209.0,0.0,2210762.0,1254299.0,0.0,214934.0,27761.0,-19683.0,1815203.0,1424804.0,1631243.0,5198631.0,2654664.0,2654664.0,7853295.0,220197.0,220197.0,1926141.0,128636.0,26373.0,2317120.0,448759.0,2765879.0,439514.0,141308.0,4506594.0,5087416.0,7853295.0
10580,C,20303209.0,16753515.0,3549694.0,2712149.0,418377.0,1235981.0,2624.0,1376923.0,1083107.0,2582649.0,201921.0,4589734.0,851322.0,5698046.0,23549349.0,23671899.0,29369945.0,224733.0,224733.0,3350438.0,649421.0,2239483.0,6464075.0,7998320.0,14462395.0,800110.0,1700000.0,12407440.0,14907550.0,29369945.0
10632,C,17441816.0,10543718.0,6898098.0,1067923.0,3280151.0,2577622.0,433441.0,633666.0,331464.0,593556.0,327082.0,1151391.0,3642733.0,5315462.0,5886417.0,7748486.0,13063948.0,346125.0,406125.0,2097337.0,193764.0,1037973.0,3912200.0,3299579.0,7211779.0,600000.0,304773.0,2815060.0,5852169.0,13063948.0
10692,C,159483492.0,108641089.0,50842403.0,1158530.0,45363841.0,16008744.0,5500872.0,2125904.0,-952257.0,-14676631.0,3702352.0,30934842.0,19904241.0,60695347.0,33791647.0,43097970.0,103793317.0,3164874.0,13149027.0,21593562.0,3545344.0,164645.0,38452578.0,26656195.0,65108773.0,1487170.0,12057686.0,25139688.0,38684544.0,103793317.0
10744,C,10336333.0,4419315.0,5917018.0,139862.0,2982799.0,1432254.0,29189.0,294427.0,448363.0,972673.0,724708.0,1758117.0,760826.0,3532866.0,4854864.0,4854864.0,8387730.0,178332.0,178332.0,1678317.0,653880.0,240741.0,2771177.0,1364488.0,4135665.0,300000.0,2311656.0,1640409.0,4252065.0,8387730.0
10916,C,21845111.0,18278507.0,3566604.0,216089.0,665701.0,1886550.0,159229.0,858434.0,98697.0,114082.0,182526.0,4397624.0,4624390.0,10536676.0,4338640.0,4800932.0,15337608.0,226570.0,226570.0,6435861.0,132025.0,1610712.0,8405168.0,3685967.0,12091135.0,1803052.0,371699.0,1071722.0,3246473.0,15337608.0
10932,C,32429349.0,31169104.0,1260245.0,1504398.0,437168.0,916844.0,325799.0,118253.0,504775.0,661849.0,6072190.0,3415731.0,393259.0,11170969.0,2862123.0,3033507.0,14204476.0,322776.0,330707.0,8983530.0,60567.0,45319.0,9496165.0,70598.0,9566763.0,2000000.0,676782.0,1960931.0,4637713.0,14204476.0
11020,C,11063813.0,8300882.0,2762931.0,220981.0,579056.0,860644.0,241837.0,1175830.0,0.0,127850.0,11043.0,3273441.0,856618.0,4451133.0,14270357.0,14278357.0,18729490.0,182541.0,182541.0,2328587.0,252390.0,378949.0,3575524.0,7555545.0,11131069.0,4449000.0,534244.0,2615177.0,7598421.0,18729490.0
11032,C,17932845.0,13496601.0,4436244.0,6177.0,898921.0,1181829.0,88449.0,841131.0,595721.0,1061198.0,1198840.0,3316739.0,1959931.0,7901015.0,336117.0,550238.0,8451253.0,141438.0,1550639.0,2356519.0,310595.0,947344.0,5165097.0,1156380.0,6321477.0,620300.0,510758.0,983044.0,2129776.0,8451253.0
11076,C,36940054.0,30085554.0,6854500.0,584489.0,1306874.0,2979995.0,167284.0,2675640.0,234274.0,245139.0,1158494.0,9962887.0,5782529.0,19103882.0,39190324.0,39412145.0,58516027.0,935467.0,935467.0,5076294.0,1068922.0,10489050.0,17952941.0,11012448.0,28965389.0,786200.0,461604.0,21509380.0,29550638.0,58516027.0
11132,C,23614692.0,19975616.0,3639076.0,116184.0,243805.0,876344.0,29812.0,305572.0,765272.0,1553734.0,1882984.0,4140118.0,1983265.0,8745668.0,1348219.0,1348219.0,10093887.0,196239.0,446165.0,4330221.0,765272.0,1000000.0,7108415.0,0.0,7108415.0,500000.0,272295.0,2213177.0,2985472.0,10093887.0
11224,C,42224655.0,35482942.0,6741713.0,178258.0,3175667.0,1438938.0,74592.0,537693.0,756746.0,968607.0,1068873.0,1757902.0,1235766.0,5053302.0,16405669.0,16405669.0,21458971.0,254957.0,254957.0,2734481.0,111578.0,133332.0,3329864.0,6072567.0,9402431.0,703591.0,420173.0,9647466.0,12056540.0,21458971.0
11328,C,7209148.0,5758643.0,1450505.0,181853.0,711035.0,827012.0,89257.0,235242.0,10587.0,-27241.0,41562.0,1660917.0,807130.0,3025622.0,269680.0,269971.0,3295593.0,105160.0,105160.0,2270981.0,12643.0,168221.0,2557005.0,40471.0,2597476.0,550000.0,94926.0,53191.0,698117.0,3295593.0
11444,C,6625533.0,5185498.0,1440035.0,39182.0,216334.0,910847.0,105655.0,216660.0,66743.0,-31942.0,124059.0,1456156.0,561368.0,2699192.0,1355035.0,1697306.0,4396498.0,233027.0,233027.0,1270175.0,75096.0,671225.0,2249523.0,550251.0,2799774.0,330000.0,76676.0,1190048.0,1596724.0,4396498.0
11524,C,6370728.0,5259434.0,1111294.0,167238.0,57347.0,662113.0,66809.0,25687.0,174378.0,543393.0,103735.0,2721417.0,629970.0,4200049.0,564912.0,868283.0,5068332.0,125969.0,125969.0,2582430.0,58570.0,0.0,2781496.0,399628.0,3181124.0,180000.0,90000.0,1537976.0,1887208.0,5068332.0
11556,C,11895600.0,9704267.0,2191333.0,52869.0,556839.0,1868561.0,1484006.0,2934471.0,143482.0,-1149007.0,599860.0,13322997.0,2929189.0,16852046.0,1103343.0,1734897.0,18586943.0,54469.0,102739.0,10271982.0,161477.0,5204581.0,15740779.0,1897754.0,17638533.0,699764.0,809243.0,-560597.0,948410.0,18586943.0
11600,C,10345842.0,7395112.0,2950730.0,98827.0,804421.0,752392.0,11808.0,1021812.0,0.0,491029.0,414369.0,1101551.0,2571973.0,4626957.0,8223041.0,8223041.0,12849998.0,147185.0,147185.0,4211693.0,0.0,429892.0,4788770.0,5020814.0,9809584.0,800000.0,338070.0,1411315.0,3040414.0,12849998.0
11636,C,8332217.0,6042504.0,2289713.0,9420.0,90129.0,789840.0,60592.0,373706.0,410774.0,574093.0,2402.0,1280673.0,1316982.0,2716692.0,2396437.0,3020190.0,5736882.0,93103.0,93103.0,567307.0,527781.0,398388.0,1620432.0,1400692.0,3021124.0,450000.0,225000.0,2040758.0,2715758.0,5736882.0
11760,C,9821484.0,8430861.0,1390623.0,91994.0,125848.0,1013588.0,141684.0,242406.0,71075.0,-111984.0,2131859.0,4028653.0,971232.0,7418016.0,6307551.0,6333324.0,13751340.0,0.0,76952.0,4300861.0,204073.0,288650.0,4870536.0,4849001.0,9719537.0,1657387.0,392499.0,1981917.0,4031803.0,13751340.0
11960,C,115029179.0,74405335.0,40623844.0,1498471.0,26197983.0,5608056.0,391753.0,5654464.0,2456257.0,2591504.0,401325.0,6355925.0,7764210.0,15650944.0,47838129.0,64035574.0,79686518.0,639788.0,639788.0,28622284.0,2051857.0,6767074.0,40984774.0,25058176.0,66042950.0,3990000.0,2907253.0,6746315.0,13643568.0,79686518.0
12112,C,10003419.0,9300948.0,702471.0,555839.0,313500.0,455999.0,22421.0,406014.0,129257.0,87628.0,6980.0,4067007.0,2539928.0,6667231.0,4704036.0,5598599.0,12265830.0,0.0,0.0,2772601.0,0.0,318281.0,3090882.0,3396423.0,6487305.0,2023000.0,80143.0,3114541.0,5778525.0,12265830.0
12184,C,9324073.0,6216822.0,3107251.0,72327.0,256926.0,1379398.0,79415.0,1327097.0,454467.0,835616.0,177497.0,4481968.0,4143018.0,9185956.0,1851034.0,2055048.0,11241004.0,107383.0,107383.0,1660301.0,410111.0,3244336.0,5422131.0,2406395.0,7828526.0,968164.0,387137.0,1353127.0,3412478.0,11241004.0
12212,C,11878121.0,6444286.0,5433835.0,407425.0,3266457.0,1273039.0,29500.0,1091364.0,66314.0,137800.0,17710.0,3107873.0,1297694.0,4744957.0,3285684.0,3419497.0,8164454.0,243870.0,243870.0,1379030.0,103039.0,863981.0,2589920.0,2678981.0,5268901.0,202620.0,100000.0,2123581.0,2895553.0,8164454.0
12424,C,5604697.0,4039954.0,1564743.0,12014.0,530669.0,372337.0,297620.0,0.0,124023.0,252108.0,29716.0,674560.0,225455.0,1191577.0,2413042.0,2413042.0,3604619.0,84937.0,84937.0,925590.0,240247.0,1211658.0,2462432.0,0.0,2462432.0,430000.0,46972.0,393712.0,1142187.0,3604619.0
12428,C,17347712.0,12317818.0,5029894.0,311419.0,1244313.0,1483451.0,14225.0,370801.0,962266.0,1273326.0,1217172.0,3598289.0,703110.0,5993502.0,2248999.0,3379348.0,9372850.0,161279.0,161279.0,891244.0,1037574.0,639733.0,2782263.0,858683.0,3640946.0,300000.0,186304.0,5245600.0,5731904.0,9372850.0
12444,C,21732107.0,19147655.0,2584452.0,460436.0,326048.0,962885.0,495987.0,302730.0,211180.0,910368.0,3421096.0,6714936.0,8785299.0,19430078.0,9063463.0,9333160.0,28763238.0,263312.0,263312.0,898102.0,176233.0,4215478.0,5553125.0,11894960.0,17448085.0,900000.0,450000.0,9965153.0,11315153.0,28763238.0
12468,C,13222195.0,9544038.0,3678157.0,492185.0,1864572.0,1097408.0,148476.0,1071508.0,-154084.0,380976.0,956.0,2507530.0,3636514.0,6839483.0,5931216.0,6124423.0,12963906.0,214605.0,214605.0,3301434.0,540807.0,1917054.0,5985662.0,3712627.0,9698289.0,1530000.0,81757.0,584133.0,3265617.0,12963906.0
12472,C,12524125.0,6857268.0,5666857.0,60389.0,3552623.0,1593816.0,261447.0,309872.0,35215.0,-25727.0,374110.0,499598.0,1392447.0,2406603.0,9202734.0,9572835.0,11979438.0,288621.0,288621.0,1325682.0,366054.0,815940.0,2796297.0,3521751.0,6318048.0,1200000.0,251287.0,4210103.0,5661390.0,11979438.0
12480,C,13102843.0,10714970.0,2387873.0,97993.0,424158.0,1142121.0,85052.0,722051.0,108370.0,36583.0,141281.0,2482094.0,3006303.0,5955262.0,2271971.0,2523542.0,8478804.0,287199.0,287199.0,2259804.0,204261.0,955815.0,3767659.0,2221379.0,5989038.0,585000.0,233337.0,1351429.0,2489766.0,8478804.0
12528,C,31272988.0,15892809.0,15380179.0,199130.0,10059100.0,2029549.0,330956.0,858936.0,985058.0,1581530.0,1510667.0,9729094.0,5148493.0,16389267.0,1427779.0,1427779.0,17817046.0,858926.0,858926.0,4399174.0,1497007.0,6515617.0,13274373.0,8946.0,13283319.0,1000000.0,149990.0,3383722.0,4533727.0,17817046.0
12564,C,17551126.0,10759219.0,6791907.0,1026867.0,3345987.0,2367271.0,170384.0,1359935.0,326507.0,440441.0,2924845.0,1001219.0,3705491.0,7631555.0,16803073.0,18219142.0,25850697.0,301321.0,301321.0,4646430.0,246397.0,2308400.0,7502548.0,9846671.0,17349219.0,1965165.0,190405.0,5371108.0,8501478.0,25850697.0
12656,C,17295093.0,13803270.0,3491823.0,33065.0,1223002.0,815449.0,288218.0,1017328.0,126296.0,140866.0,260298.0,4391150.0,3844505.0,8495953.0,7613169.0,7718790.0,16214743.0,125444.0,125444.0,4116142.0,1330044.0,798608.0,6370238.0,6889606.0,13259844.0,700000.0,166306.0,1663593.0,2954899.0,16214743.0
12668,C,6509057.0,3832500.0,2676557.0,12790.0,1526193.0,560529.0,16946.0,99458.0,172841.0,313380.0,6612.0,1238527.0,243392.0,1675712.0,664405.0,904370.0,2580082.0,75371.0,75371.0,683974.0,109378.0,292894.0,1161617.0,0.0,1161617.0,121000.0,60500.0,251475.0,1418465.0,2580082.0
12684,C,6458848.0,4983039.0,1475809.0,52195.0,418503.0,656619.0,2969.0,381024.0,46940.0,21949.0,37823.0,2454604.0,1232115.0,3724542.0,6018802.0,6179225.0,9903767.0,107618.0,107618.0,1342631.0,825815.0,386171.0,3313395.0,1152944.0,4466339.0,450000.0,0.0,3523456.0,5437428.0,9903767.0
12764,C,16778500.0,11631958.0,5146542.0,173802.0,2432197.0,1092102.0,18223.0,512564.0,476971.0,862012.0,624754.0,1797317.0,3063262.0,5539780.0,1930477.0,2162526.0,7702306.0,213581.0,219559.0,2028353.0,534213.0,1702812.0,4525135.0,666652.0,5191787.0,500000.0,1004117.0,1006402.0,2510519.0,7702306.0
12780,C,27792916.0,21429207.0,6363709.0,455875.0,2682276.0,2291150.0,836655.0,800583.0,91668.0,117270.0,146786.0,1849108.0,1699384.0,4201655.0,5495407.0,5905835.0,10107490.0,400394.0,678164.0,4002438.0,306740.0,110418.0,5098426.0,4058184.0,9156610.0,800000.0,75000.0,-391574.0,950880.0,10107490.0
12788,C,7644307.0,5051828.0,2592479.0,145772.0,966904.0,1068960.0,184361.0,113698.0,166953.0,249792.0,19823.0,895490.0,1893264.0,3722224.0,1938615.0,4270407.0,7992631.0,153174.0,153174.0,738840.0,255846.0,1750727.0,3324618.0,270857.0,3595475.0,400000.0,142990.0,3854166.0,4397156.0,7992631.0
12792,C,13565294.0,9801809.0,3763485.0,49409.0,1895468.0,1049463.0,109248.0,364418.0,156856.0,272259.0,58428.0,3432593.0,1107291.0,4959365.0,3029470.0,3333632.0,8292997.0,343038.0,343038.0,2745924.0,306365.0,686483.0,4115957.0,2175611.0,6291568.0,740000.0,200457.0,959407.0,2001429.0,8292997.0
12952,C,24557986.0,17016214.0,7541772.0,724848.0,4048780.0,1280750.0,810610.0,1103645.0,380919.0,643553.0,625482.0,4997970.0,8998190.0,15958304.0,8173958.0,8775844.0,24734148.0,195151.0,238451.0,4025098.0,267712.0,2285397.0,6816658.0,10015351.0,16832009.0,400000.0,605373.0,6896766.0,7902139.0,24734148.0
13080,C,15655611.0,12955039.0,2700572.0,100246.0,1631287.0,836254.0,94188.0,695739.0,47738.0,-101059.0,103082.0,2695331.0,1517167.0,4751047.0,6497334.0,7198278.0,11949325.0,262029.0,262029.0,3558360.0,100224.0,161882.0,4082495.0,3104385.0,7186880.0,1024957.0,13251.0,-4077118.0,4762445.0,11949325.0
13096,C,24318445.0,18462343.0,5856102.0,82885.0,3087145.0,1570724.0,33376.0,1009171.0,101776.0,148683.0,604069.0,5026491.0,2607378.0,8250170.0,8031469.0,8148942.0,16399112.0,284192.0,284192.0,2071065.0,157991.0,3790247.0,6307349.0,3834169.0,10141518.0,400000.0,2060996.0,3796598.0,6257594.0,16399112.0
13100,C,10953851.0,8126322.0,2827529.0,21876.0,864266.0,938478.0,90884.0,89859.0,478279.0,906837.0,613651.0,539402.0,857820.0,2064615.0,4395655.0,14826613.0,16891228.0,176617.0,176617.0,821558.0,109805.0,504532.0,1990841.0,6411128.0,8401969.0,75000.0,58001.0,5727169.0,8489259.0,16891228.0
13108,C,8910206.0,6032392.0,2877814.0,162161.0,1048241.0,604306.0,45027.0,369253.0,364323.0,608825.0,292410.0,1022294.0,1188966.0,2503670.0,1912949.0,5614099.0,8117769.0,0.0,0.0,1060650.0,0.0,2753323.0,3813973.0,19067.0,3833040.0,12000.0,13286.0,3361443.0,4284729.0,8117769.0
13128,C,21234684.0,17192292.0,4042392.0,906769.0,2334435.0,1326229.0,87324.0,261042.0,530865.0,409266.0,247197.0,3606166.0,4636862.0,8490225.0,2290542.0,2668379.0,11158604.0,351315.0,351315.0,4029812.0,319087.0,219963.0,4930198.0,459905.0,5390103.0,156576.0,2199235.0,3383903.0,5768501.0,11158604.0
13136,C,9314823.0,7684319.0,1630504.0,10666.0,456060.0,605423.0,55655.0,258819.0,110897.0,154316.0,60490.0,2050327.0,100438.0,2211753.0,2961966.0,3075670.0,5287423.0,190347.0,190347.0,3447260.0,142237.0,0.0,3781734.0,151518.0,3933252.0,100000.0,59132.0,1195039.0,1354171.0,5287423.0
13192,C,14727743.0,9267167.0,5460576.0,25895.0,1883104.0,1265067.0,518.0,143661.0,854429.0,1412125.0,776361.0,4082087.0,2168286.0,7026734.0,4134216.0,4189421.0,11216155.0,182484.0,188119.0,1702652.0,497537.0,18419.0,2406727.0,136637.0,2543364.0,40000.0,40000.0,8592791.0,8672791.0,11216155.0
13208,C,6669162.0,6222222.0,446940.0,485.0,3204.0,333935.0,31844.0,0.0,40812.0,37630.0,484486.0,38390.0,81222.0,604098.0,0.0,0.0,604098.0,0.0,0.0,7120.0,44388.0,0.0,59474.0,127012.0,186486.0,260000.0,0.0,107234.0,417612.0,604098.0
13232,C,19813340.0,15233843.0,4579497.0,1843932.0,2157523.0,978467.0,0.0,942983.0,485715.0,1839116.0,885948.0,6565990.0,3764124.0,11366937.0,14014194.0,14045177.0,25412114.0,0.0,0.0,6823777.0,550919.0,3651732.0,12235144.0,1542853.0,13777997.0,470000.0,737029.0,9776088.0,11634117.0,25412114.0
13296,C,7390544.0,5139427.0,2251117.0,59403.0,403768.0,945234.0,1382.0,461692.0,164487.0,333957.0,119029.0,2512649.0,1496169.0,4988441.0,3253610.0,3486990.0,8475431.0,188174.0,188174.0,2440497.0,335655.0,1531076.0,4495402.0,566247.0,5061649.0,200000.0,100655.0,2363127.0,3413782.0,8475431.0
13320,C,12804112.0,10199933.0,2604179.0,786471.0,1386934.0,1387886.0,78008.0,917432.0,46315.0,-417789.0,60940.0,2710262.0,1304016.0,4615854.0,13815161.0,16252362.0,20868216.0,288313.0,654128.0,2866023.0,1273448.0,1604132.0,6431852.0,6429974.0,12861826.0,1806940.0,358410.0,5841040.0,8006390.0,20868216.0
13332,C,11826299.0,8007856.0,3818443.0,18515.0,1637797.0,1175114.0,109509.0,282449.0,299594.0,335804.0,21249.0,1319186.0,1322218.0,3120090.0,8475434.0,8666374.0,11786464.0,262560.0,262560.0,732433.0,362585.0,990060.0,2368322.0,1405468.0,3773790.0,4815928.0,106758.0,2037188.0,8012674.0,11786464.0
13424,C,4914361.0,3552634.0,1361727.0,57455.0,656728.0,465255.0,2037.0,236877.0,1260.0,95823.0,1723.0,866804.0,784601.0,1795474.0,1200536.0,1489253.0,3284727.0,60667.0,60667.0,607273.0,10307.0,480750.0,1158997.0,683869.0,1842866.0,310000.0,304733.0,827128.0,1441861.0,3284727.0
13496,C,62341616.0,46308592.0,16033024.0,149373.0,540301.0,3179575.0,1082646.0,0.0,1708311.0,9671564.0,689282.0,10506750.0,7003797.0,18238154.0,40568756.0,40569059.0,58807213.0,146350.0,146350.0,20834875.0,641176.0,1867979.0,23490380.0,8182945.0,31673325.0,115141.0,57570.0,21848694.0,27133888.0,58807213.0
13508,C,14491717.0,11427876.0,3063841.0,76534.0,1022105.0,762108.0,12485.0,389785.0,412194.0,619841.0,18695.0,3038054.0,1218419.0,5080302.0,1985454.0,3615967.0,8696269.0,115300.0,174807.0,2809708.0,487454.0,111228.0,3617883.0,1321150.0,4939033.0,250060.0,125030.0,1991280.0,3757236.0,8696269.0
13524,C,9937839.0,4171350.0,5766489.0,183983.0,3079357.0,1615995.0,134745.0,171315.0,340189.0,608871.0,615626.0,2162530.0,776540.0,3627456.0,3381804.0,3504309.0,7131765.0,169350.0,169350.0,1287740.0,121847.0,144029.0,1722966.0,1953356.0,3676322.0,500000.0,1215193.0,1740250.0,3455443.0,7131765.0
13592,C,39573809.0,24479295.0,15094514.0,135838.0,6499049.0,2277640.0,70441.0,939738.0,2076447.0,3433299.0,4096988.0,9431091.0,2828804.0,17570922.0,6469983.0,6471155.0,24042077.0,566199.0,566199.0,5635936.0,2890352.0,1008404.0,14380832.0,4451111.0,18831943.0,1070007.0,157048.0,3631629.0,5210134.0,24042077.0
13596,C,20698564.0,14387171.0,6311393.0,285584.0,1114254.0,2973136.0,49963.0,1249991.0,507506.0,899612.0,44519.0,1483857.0,5316467.0,7672663.0,4991212.0,5016594.0,12689257.0,0.0,0.0,2370245.0,522345.0,1139170.0,4031760.0,4045772.0,8077532.0,500000.0,150000.0,3961725.0,4611725.0,12689257.0
13608,C,31126118.0,9316900.0,21809218.0,264635.0,11694102.0,6039548.0,240658.0,502074.0,1261022.0,2336449.0,950625.0,10125396.0,4348904.0,15606647.0,6335783.0,6423224.0,22029871.0,1013396.0,1013396.0,3308677.0,738914.0,3095218.0,8156205.0,2607926.0,10764131.0,1283500.0,146135.0,8519605.0,11265740.0,22029871.0
13684,C,9130734.0,5360488.0,3770246.0,176698.0,1229355.0,2240187.0,260490.0,350369.0,-74722.0,-50652.0,187848.0,1032636.0,1787023.0,3007507.0,1527237.0,1612195.0,4619702.0,239571.0,239571.0,394673.0,107287.0,1574325.0,2452006.0,904391.0,3356397.0,200000.0,808010.0,255295.0,1263305.0,4619702.0
13776,C,6598499.0,4148238.0,2450261.0,20950.0,1141835.0,476860.0,64923.0,81721.0,229019.0,508045.0,635354.0,3352823.0,95141.0,4496687.0,106820.0,144113.0,4640800.0,36233.0,36233.0,1279864.0,609863.0,0.0,1925960.0,0.0,1925960.0,600000.0,70241.0,2044599.0,2714840.0,4640800.0
13860,C,7291266.0,6252263.0,1039003.0,30194.0,37588.0,312328.0,235405.0,283923.0,73955.0,125998.0,426019.0,1735425.0,482854.0,2951232.0,30450.0,30450.0,2981682.0,0.0,0.0,2045423.0,29060.0,43333.0,2117816.0,0.0,2117816.0,130000.0,25286.0,691788.0,863866.0,2981682.0
13864,C,14165422.0,10605225.0,3560197.0,21277.0,1032200.0,1262248.0,0.0,251614.0,438821.0,613585.0,1054716.0,6111536.0,1673215.0,8863581.0,696058.0,1097184.0,9960765.0,238143.0,238143.0,4080845.0,413876.0,446573.0,5179437.0,1591179.0,6770616.0,70000.0,35000.0,3085149.0,3190149.0,9960765.0
