CostoVenta,Ganacia,Sector,PasivosCorrientes,ActivosCorrientes
4367343.0,677988.0,C,11435373.0,11266556.0
4407206.0,-1235817.333333333,C,1761478.0,5131956.666666667
9404874.666666666,560210.0,C,4214476.0,5399691.333333333
21172354.33333333,22910.33333333333,C,4509115.333333333,4616047.666666667
5595313.666666667,517441.6666666667,C,1979717.0,3706490.666666667
9187829.0,221031.0,C,3974783.666666667,4930060.0
5433190.0,-255371.0,C,7831960.0,1958983.0
18091116.0,1065725.666666667,C,8606250.0,10540651.33333333
17633638.66666667,612830.0,H,5860136.0,7592428.0
40783390.0,696717.6666666666,C,22605230.66666667,27994116.66666667
15319186.0,575693.6666666666,C,6467093.0,13829679.66666667
25873003.33333333,1234064.666666667,C,4577847.666666667,13396802.66666667
99359124.0,-929827.6666666666,C,14199685.66666667,23220018.0
24196932.0,637761.6666666666,C,15172863.33333333,13978578.0
13002591.66666667,248960.6666666666,C,4256354.666666667,4664165.666666667
9750311.666666666,360374.0,C,2838862.0,5168442.333333333
17365935.66666667,431352.3333333333,C,5998886.0,8823235.0
8608660.0,710251.6666666666,C,1761263.0,2158496.666666667
5700004.333333333,466076.6666666667,C,3884238.0,2466428.333333333
15386500.66666667,577042.0,C,4644580.666666667,8000546.0
6977836.333333333,1065689.0,C,1346458.333333333,5700712.0
6156285.0,132745.0,C,2611829.0,1776054.333333333
8159952.666666667,52396.0,C,1528017.0,9029658.333333334
6763642.666666667,311575.6666666667,C,2209999.0,5031622.666666667
9322888.0,1712854.666666667,C,2342880.0,6836811.0
6362277.666666667,104058.0,C,4991039.666666667,6145788.0
15584094.33333333,1287141.666666667,C,10024773.33333333,10997861.0
5249006.0,36667.33333333334,C,1536200.333333333,2616462.333333333
1605058.666666667,559222.3333333334,H,2255320.0,3949508.0
4530922.0,52540.66666666666,C,2164627.0,2784901.666666667
10979211.33333333,-6973.333333333333,C,5167834.333333333,4358965.333333333
11000965.33333333,210434.6666666666,C,4093034.666666667,7026570.333333333
6999656.0,-54109.66666666666,C,2370091.0,2774126.0
4307749.333333333,-101237.6666666667,C,1419978.333333333,5335017.666666667
30482237.33333333,1916759.0,C,7594036.0,17570950.33333333
1408251.333333333,75977.66666666667,H,1339479.0,740259.3333333334
48331944.0,3594679.333333333,C,26217585.33333333,29067919.0
3610135.666666667,275548.6666666667,C,1310584.666666667,2082321.0
10563089.66666667,526907.3333333334,C,5723804.666666667,11395909.33333333
10248265.33333333,532727.0,C,5166871.666666667,7773718.333333333
17947412.33333333,619126.0,C,11259058.0,13245416.0
19521444.66666667,3164991.666666667,C,8579301.333333334,12881190.33333333
21798455.0,238306.0,C,3532325.0,3076385.666666667
14877941.33333333,-539777.3333333334,C,3937676.0,5667350.666666667
43714585.66666666,12895950.0,C,13210178.66666667,23805434.66666667
10186470.0,390972.0,C,3755589.666666667,4601479.333333333
4136489.333333333,606427.6666666666,C,1879828.0,3734681.666666667
13003001.66666667,593554.6666666666,C,2926260.666666667,6114030.666666667
2673440.666666667,-496158.6666666667,C,3402429.0,3566995.333333333
20996086.0,2372909.333333333,C,9862540.333333334,12632789.66666667
13034038.33333333,849932.6666666666,C,4178696.333333333,7881964.0
8046707.0,2148244.333333333,C,6765952.0,13727633.33333333
8772400.0,-1261566.666666667,C,6723099.0,8659878.666666666
6761909.666666667,-61177.66666666666,C,3098727.666666667,3690204.666666667
10714020.33333333,483631.0,C,6399814.666666667,9693984.333333334
5874231.666666667,462875.0,C,1229234.666666667,3814409.333333333
5637596.0,209067.3333333333,C,4831736.0,2704796.0
9915000.666666666,-1517370.333333333,C,4627021.666666667,3801451.333333333
163828520.3333333,485953.0,C,17727497.66666667,15150153.66666667
6526015.666666667,248964.0,C,2393541.333333333,6128776.333333333
7012407.666666667,147029.0,C,3122127.333333333,3887378.666666667
11075022.66666667,637278.3333333334,C,5490245.0,7704742.333333333
20024368.0,1116623.0,C,7242901.666666667,20625750.66666667
7488606.0,98036.33333333331,C,3186003.666666667,3211832.0
4866607.666666667,212857.3333333333,C,1104953.333333333,1961102.666666667
8530052.666666666,204357.3333333333,C,1319070.666666667,11538241.0
12215458.0,323187.6666666667,C,2319365.333333333,6802893.0
5885829.0,17243088.66666667,H,13722326.0,31708600.33333333
15502218.33333333,134075.3333333333,C,6616451.0,8852401.666666666
8597403.0,532018.6666666666,C,6855847.666666667,12418986.66666667
23235478.0,834549.0,C,3718250.0,5615614.333333333
11953740.33333333,301031.3333333333,C,1454665.666666667,3685243.333333333
2869790.333333333,210349.3333333333,C,1151999.333333333,1770710.333333333
8637718.333333334,1406987.666666667,C,2485816.333333333,6102622.333333333
5427621.0,139505.6666666667,C,1681003.0,2391765.0
1529547.333333333,610134.0,C,1369315.666666667,2349428.333333333
11126224.0,544902.3333333334,C,5392078.0,9932065.333333334
15131438.66666667,792387.0,C,4636021.0,8717056.666666666
15768082.0,-114356.0,C,4295795.0,7010195.0
1449256.666666667,-191998.0,C,404017.3333333333,3851721.666666667
6841010.333333333,168743.6666666667,C,2836015.333333333,1437030.333333333
7185573.666666667,114695.3333333333,C,3514604.666666667,3680509.666666667
4470737.0,408967.0,C,683508.3333333334,1725114.666666667
5438975.333333333,756839.3333333334,C,1771292.666666667,3723016.333333333
8550898.333333334,75448.0,C,1131190.0,3635052.0
5507231.666666667,-491035.0,C,4119362.0,2885891.0
33730224.33333334,1931788.666666667,C,37924307.66666666,59749575.0
8077591.0,738009.3333333334,C,3165432.0,8252204.666666667
8112485.666666667,773005.6666666666,C,2813384.666666667,6293704.666666667
24488866.33333333,1068137.666666667,C,12398044.66666667,8108029.333333333
18260081.0,394520.3333333333,C,4852094.666666667,6675109.333333333
8423189.0,472379.6666666667,C,1275827.666666667,10216414.0
13930547.33333333,330557.6666666667,H,2594437.333333333,5363255.666666667
1394376.0,73690.33333333333,C,1188159.333333333,1135987.0
53817757.33333334,980388.3333333334,C,15624812.66666667,25233998.33333333
5144779.666666667,4167874.333333333,C,5679030.666666667,12911392.33333333
36292280.0,2610903.666666667,C,11994863.33333333,8324646.0
7109074.333333333,1024943.666666667,C,7699466.666666667,8858554.0
11275760.66666667,913154.6666666666,C,5783221.333333333,4883015.666666667
11249064.66666667,253412.3333333333,C,2197550.666666667,4471968.666666667
7016508.666666667,394841.6666666667,C,1904262.666666667,4276791.666666667
12823884.33333333,529601.0,H,2509645.0,3773596.666666667
4754863.666666667,331959.0,C,1916840.0,4498196.666666667
25467754.0,-396041.6666666667,C,10039173.0,14564559.33333333
4785.333333333333,-48867.33333333334,H,287304.0,419670.0
5556671.333333333,200513.6666666666,H,2448861.666666667,2621561.333333333
25453183.66666667,-2084069.666666667,C,7383835.333333333,6601059.333333333
3314091.0,1300713.0,C,2733560.333333333,4377903.0
1562792.0,82892.66666666667,C,808490.3333333334,1177965.0
8011762.666666667,216737.3333333333,C,3496453.666666667,2298574.0
5093667.333333333,44261.0,H,2239161.0,2787814.0
553715.3333333334,-49372.0,C,550927.0,2060780.666666667
9476500.666666666,1918996.0,C,2657517.0,12991541.0
6493701.333333333,323763.0,C,3446062.0,5022133.0
4645965.333333333,403164.3333333333,C,532623.6666666666,842577.6666666666
5517753.0,501330.6666666667,C,2087235.666666667,3924580.0
38185228.0,1070895.333333333,C,25698441.33333333,31789993.33333333
4378330.666666667,-139252.6666666667,C,1141594.0,1454030.0
151876106.0,1770993.666666667,H,77176789.0,94228647.66666669
8255543.333333333,833304.0,C,1568119.0,8604119.0
19529664.33333333,1027064.0,C,13157376.33333333,17470474.0
2603683.333333333,4246260.333333333,H,3596221.333333333,8132577.0
19423105.33333333,3291624.0,C,4708615.333333333,8058869.0
11038644.0,194988.0,C,4080531.333333333,5733846.666666667
9527081.666666666,663181.0,C,4512622.0,6684032.666666667
13782250.66666667,297394.6666666667,C,3147368.333333333,5408848.0
30458423.66666667,645805.6666666666,C,18345382.0,18998864.0
7074668.0,-4664.333333333333,C,5296866.0,3833577.0
16485415.33333333,1135563.666666667,C,4943462.333333333,6794683.0
5697629.0,-403934.0,C,2044701.666666667,7660036.333333333
29206836.66666667,860313.3333333334,C,3365837.0,4830015.0
29534491.66666667,2120717.333333333,C,5822163.0,17341988.0
5164541.333333333,70348.33333333333,C,2169049.333333333,2719729.666666667
20354568.66666667,21125.33333333333,C,8921070.333333334,12530518.66666667
4807836.666666667,89235.33333333333,C,2093788.333333333,2387374.0
4214056.0,-156484.6666666667,C,3485202.333333333,2418027.666666667
4100223.333333333,-391230.3333333333,C,2904996.333333333,2858496.333333333
9107474.333333334,-1013129.666666667,C,1877496.666666667,3537131.0
3806680.333333333,17713.33333333333,C,1572168.0,3278258.666666667
3119641.666666667,100752.0,C,1593642.333333333,2953689.0
2313955.333333333,143879.3333333333,C,1097838.666666667,5520317.333333333
4566129.333333333,1251693.333333333,C,1700028.666666667,3788127.666666667
3884110.0,757471.3333333334,C,592806.0,2997219.0
8777025.666666666,142772.6666666667,C,4513160.0,6521790.666666667
4381827.0,249936.6666666666,C,3127772.0,4017331.666666667
5690133.333333333,134479.0,H,1022480.666666667,1182974.0
1973642.0,765784.0,C,4521834.333333333,6909570.666666667
6233130.666666667,224275.3333333333,C,3356718.0,4375091.0
10849019.66666667,254837.6666666666,C,5760965.333333333,9545572.0
11008168.33333333,757994.3333333334,C,1239801.0,6007937.666666667
7401823.333333333,381751.6666666667,C,2218864.666666667,4425733.0
1157720.0,101170.0,C,4420930.0,49592328.0
4446913.666666667,373976.0,C,4984879.333333333,9457978.333333334
13871208.33333333,1811731.333333333,C,5869211.666666667,11135643.66666667
72445607.0,2158723.0,C,21246883.0,21475824.0
22846236.0,1506813.0,C,8118258.333333333,18642137.66666667
2486664.666666667,-209836.6666666666,C,4214375.666666667,3415382.666666667
4919648.666666667,335935.0,C,2416531.666666667,3322617.666666667
1596671.333333333,212149.0,C,985983.3333333334,1061341.333333333
17331321.33333333,2356893.666666667,C,5100815.666666667,13837324.33333333
2786261.0,-1350217.0,C,198572.6666666666,953422.6666666666
11627256.66666667,917069.0,C,6723507.0,11353209.66666667
366540691.0,10804247.0,C,88855623.0,254769657.3333333
7123637.333333333,171124.3333333333,C,1829962.333333333,3723200.666666667
0.0,205321.0,H,5108900.333333333,9110639.333333334
5180972.0,25610.0,C,1979693.0,2600383.666666667
3157966.333333333,93207.33333333331,C,2662993.333333333,3792834.333333333
78782859.0,2237400.333333333,C,17059174.33333333,26765397.66666667
4720746.333333333,2834360.666666667,C,1158149.333333333,10296618.0
5177181.0,722238.0,C,1458765.666666667,5818245.0
14763229.0,2195495.333333333,H,5668311.333333333,11052005.33333333
21483230.33333333,1825961.0,C,6661215.333333333,19748653.0
15753225.0,1047910.333333333,C,4933671.0,8123247.333333333
7603260.333333333,162304.3333333333,H,2052548.333333333,2820475.0
2947814.666666667,1959479.333333333,C,2748130.333333333,11081850.66666667
9258133.0,272381.3333333333,C,2013197.333333333,2784010.0
9673558.0,756991.6666666666,H,11468886.66666667,25688369.33333333
9483426.0,425765.0,C,1145249.666666667,1538662.333333333
5995044.0,311017.3333333333,C,2098009.666666667,4812827.333333333
6594123.0,841676.3333333334,C,1565373.0,9568984.333333334
15591871.0,7189309.666666667,H,3767074.333333333,6422160.666666667
5217098.666666667,313725.3333333333,C,1287346.0,2554342.666666667
5819394.666666667,304655.3333333333,C,3515853.333333333,3429830.666666667
5905118.333333333,228962.6666666666,C,550247.0,2815301.0
3003640.666666667,374567.3333333333,C,1866244.0,3896722.0
11276627.66666667,-1161580.666666667,C,1696240.0,15196555.66666667
6315274.333333333,6992.0,H,983421.0,1849323.666666667
10889523.33333333,1435564.0,C,3934412.0,13650792.0
4730237.0,311843.0,C,5448730.333333333,9204811.0
10963817.0,754232.3333333334,C,2751107.333333333,8308887.0
4035365.333333333,327015.6666666667,C,1218799.666666667,2073133.666666667
3350855.0,276451.0,C,1777707.666666667,3832552.0
7999156.333333333,550933.0,C,3357311.666666667,5062782.0
4751066.333333333,1159061.666666667,C,1333934.666666667,2860641.666666667
13989017.66666667,1323007.0,C,6319170.333333333,9134196.666666666
16750793.66666667,588950.6666666666,C,4267290.333333333,6344620.666666667
1977569.0,-2805826.0,C,1255359.0,1056036.0
8754456.666666666,102956.3333333333,C,3743205.333333333,2245903.333333333
15571191.33333333,1311036.0,C,6718937.666666667,22083165.66666667
14314941.66666667,168546.3333333333,C,1818868.0,6175836.333333333
4005577.0,269249.0,C,2813436.666666667,4605243.0
13301357.0,1962703.0,C,13936758.66666667,15063556.0
14922306.33333333,1178594.333333333,C,4467416.0,12740499.0
5715250.0,157804.3333333333,C,1855406.0,3855471.666666667
4415753.666666667,358192.3333333333,C,2350912.333333333,5380808.333333333
39583184.33333334,2757831.666666667,C,14539935.0,22519463.0
9023680.333333334,1938393.0,C,5023054.666666667,13617934.0
42139398.66666666,1581818.333333333,C,10910695.0,12102420.66666667
6086670.0,-176605.6666666667,H,2569833.333333333,5712878.333333333
14602703.0,532383.0,C,7328613.666666667,10705814.33333333
5672926.333333333,-33943.66666666666,C,4828270.333333333,3320286.0
4054449.666666667,670590.0,C,3146636.0,3934051.0
6607659.666666667,559516.3333333334,C,2793188.0,3396194.666666667
16930376.0,326897.3333333333,C,2462407.666666667,4383631.666666667
4922423.0,170068.0,C,6248125.333333333,15269772.66666667
8093683.666666667,888592.3333333334,C,5290801.0,4992433.0
0.0,-9200.666666666666,H,3139852.333333333,4373967.333333333
2938093.666666667,-89572.0,H,6195018.666666667,6953667.333333333
0.0,-265300.3333333333,H,2684016.666666667,280516.6666666667
4714892.333333333,130688.0,C,1088160.666666667,1213250.333333333
29477316.0,160384.3333333333,H,10056826.33333333,16517232.66666667
20488600.0,445059.0,C,3902390.0,6522347.0
13492975.33333333,737242.3333333334,C,13387939.0,15830317.33333333
12736365.66666667,1318239.0,C,7046501.666666667,5612278.333333333
5497673.666666667,50971.33333333334,C,1943729.333333333,3675009.0
2350212.666666667,607787.0,C,1514268.333333333,2543469.666666667
14266053.33333333,67362.33333333333,C,6624245.666666667,7683936.333333333
12090273.33333333,751136.3333333334,C,7731764.333333333,6213005.0
6017356.0,112822.0,H,4404293.0,4623121.666666667
6647237.0,162857.3333333333,C,2702104.0,2575103.333333333
20352582.66666667,686634.6666666666,C,19455293.66666667,27338919.66666667
4106357.666666667,-12342.0,C,1135235.666666667,1153981.0
3066771.333333333,114374.6666666667,C,3874901.0,3878418.333333333
4312153.666666667,708330.6666666666,C,1849911.666666667,2329107.666666667
22284721.33333333,1800474.333333333,C,4853671.666666667,12264316.0
4638168.666666667,-210875.6666666666,C,1455668.0,3089563.666666667
17779129.33333333,544693.0,C,4408763.0,9864043.666666666
10500217.66666667,1039875.666666667,C,3410839.333333333,7031231.0
61134308.66666666,1286990.333333333,C,9363539.666666666,16274039.66666667
5598195.333333333,479517.0,C,1423716.666666667,3209387.0
16842094.33333333,86000.0,C,3786347.333333333,7216212.333333333
2698603.666666667,271313.3333333333,C,2005946.333333333,3318808.666666667
4818567.666666667,419508.6666666667,C,2586156.333333333,8106463.0
2264033.0,173078.3333333333,C,3087809.0,4724413.666666667
13950678.0,329873.0,C,4296967.333333333,4908414.333333333
4866320.0,246888.6666666666,C,4647970.0,1718480.666666667
4018880.333333333,215136.0,C,968184.0,5003264.333333333
5432620.0,163034.6666666667,H,2269578.666666667,2736958.333333333
13310646.66666667,646227.3333333334,C,4474621.0,8388803.666666666
10404735.33333333,395641.0,C,4898606.666666667,5701489.333333333
0.0,768031.0,H,5172421.666666667,7122214.666666667
5380004.333333333,279495.0,C,1709033.666666667,1927158.666666667
16442875.33333333,1113760.0,C,5514860.666666667,7156693.0
26128782.66666667,1935556.0,C,14115273.0,28122248.33333333
18617962.66666667,111635.3333333333,C,3912378.333333333,5016036.666666667
16611965.0,279361.3333333333,C,10225217.66666667,11586754.66666667
17905414.0,1397379.0,C,7660197.0,6656056.333333333
13744714.0,-175992.0,C,8040411.666666667,8223731.0
18020173.0,1237947.0,C,13807265.0,13578715.33333333
91642280.33333331,9693611.333333334,C,29357765.0,21136560.33333333
5644687.333333333,1400298.0,C,13505379.66666667,16594787.66666667
2831460.0,-483981.0,C,1451008.666666667,3172160.666666667
5452611.333333333,283353.0,C,3554659.333333333,4289230.333333333
5219886.666666667,442986.6666666667,C,1165220.0,2284178.0
4561897.0,272331.6666666667,C,2659659.666666667,5150656.666666667
14090882.33333333,111623.6666666667,C,3496423.0,4235798.666666667
22240003.33333333,1120839.666666667,C,1555526.0,11648989.0
33043835.0,870777.3333333334,C,25304489.66666667,25542158.0
4856976.666666667,262443.0,C,1860833.0,2469065.666666667
3783711.333333333,132731.3333333333,C,2177101.333333333,3278237.333333333
7272403.0,1761525.0,C,2441847.0,6344126.666666667
22819174.33333333,249572.6666666666,C,19656816.0,17569356.33333333
24070735.33333333,1087432.0,C,13811973.33333333,16187075.66666667
8473293.0,574037.0,C,5580817.333333333,7178012.333333333
10896016.33333333,2994747.333333333,C,7640297.666666667,9065983.333333334
1686366.0,-169377.6666666667,C,3598047.0,7374417.666666667
6924153.666666667,-9610.333333333334,C,1590004.0,3083385.333333333
4686831.333333333,896846.0,C,1791203.333333333,3957918.666666667
7644022.666666667,979792.3333333334,C,3468454.333333333,4722172.666666667
2372304.666666667,126570.3333333333,C,7030412.333333333,2378870.666666667
3175173.666666667,646479.6666666666,H,1295603.0,1080660.0
3256761.666666667,220541.6666666666,C,1119449.333333333,310143.6666666667
4951161.333333333,-540964.3333333334,C,3226084.333333333,6658416.666666667
5584999.333333333,576128.0,C,1059679.666666667,3690903.666666667
3002424.333333333,317361.6666666667,C,4240472.333333333,2251946.333333333
14380.5,8084.666666666667,C,1188152.666666667,2227929.333333333
5614100.333333333,279148.0,C,2940741.0,4583538.0
320967076.0,35897160.0,H,200097278.0,292456623.0
13432970.0,-7879343.0,C,12751408.33333333,14319077.33333333
3084754.0,358290.0,C,4879606.0,3478968.0
29228872.0,2310432.0,C,17494221.33333333,23146839.66666667
20012550.33333333,1280739.333333333,C,5572129.0,11364424.33333333
17910199.66666667,203588.0,C,15330811.66666667,17825146.66666667
4247935.666666667,739994.0,C,3016881.0,4393133.666666667
1026977.333333333,12960.66666666667,C,3150400.333333333,4126536.333333333
6662898.666666667,-359691.0,C,3107646.666666667,3804150.666666667
14542103.66666667,744578.6666666666,C,8430053.0,13141670.0
5227440.333333333,227057.6666666666,C,2420109.0,5029708.666666667
3451370.333333333,-147538.3333333333,C,6267468.0,2044617.666666667
26799340.66666667,2215652.333333333,C,12251685.33333333,6150335.0
70108514.33333333,9427034.0,C,23547324.0,20818263.0
105306941.6666667,14912117.0,C,31424500.66666667,84606192.33333333
3352530.666666667,-320761.3333333333,C,1420967.0,4830868.333333333
2695123.333333333,15816.0,C,5994785.333333333,3724727.333333333
5950628.0,396946.6666666667,C,2753121.0,4484965.0
16515944.0,1346537.0,C,7383491.0,20363168.0
4363171.0,-351793.3333333333,C,1910700.0,3986990.333333333
6433876.0,316606.3333333333,C,6417200.333333333,12557308.0
3395865.0,364984.3333333333,C,801328.6666666666,2309647.0
18541055.66666667,959196.0,C,7524596.0,16138907.66666667
51400009.66666666,1885888.333333333,C,12472361.33333333,19282032.33333333
800966.6666666666,375901.6666666667,C,2120990.333333333,314110.6666666667
2923265.666666667,583359.0,C,606206.3333333334,3578642.333333333
14178830.0,798194.0,C,5826655.666666667,8037709.666666667
10002935.33333333,143738.3333333333,C,3192390.666666667,4729774.0
12211450.33333333,-754996.6666666666,C,5537640.0,10350243.33333333
4722722.0,225888.3333333333,C,1365655.666666667,2035254.666666667
5963926.333333333,256425.0,C,3793471.0,4171614.333333333
4252054.0,188057.0,C,924024.3333333334,1523004.0
14724560.33333333,-2281899.333333333,C,8658337.666666666,6320538.666666667
26092665.33333333,3097000.333333333,C,11039020.0,17444171.66666667
11293864.0,409587.6666666667,C,11965646.0,15067822.0
16374.0,179355.6666666667,H,12310744.0,2717391.666666667
6801313.0,78938.66666666667,C,561540.0,823463.3333333334
4058490.666666667,991638.6666666666,C,2142541.0,2888181.333333333
15399711.66666667,-9520.0,C,6744214.666666667,6422994.333333333
9958413.666666666,798231.3333333334,C,3619946.666666667,12395490.0
7049126.0,174156.3333333333,C,2682987.0,4135317.666666667
54055803.33333334,2249820.333333333,C,19521122.33333333,29064805.33333333
13621820.0,978729.3333333334,C,6563424.666666667,5277921.666666667
38310679.0,1038306.333333333,C,15007318.66666667,10419575.66666667
40927585.0,2337856.333333333,C,28646843.66666667,16929984.0
8346170.333333333,337182.3333333333,C,3199428.666666667,4519973.333333333
218549.3333333333,509102.6666666667,H,326464.0,9174975.333333334
5072369.666666667,317745.3333333333,C,4032729.0,3419629.666666667
2331814.333333333,322883.6666666667,C,3287129.333333333,3314934.666666667
2135046.0,84749.0,C,3122481.333333333,4597802.333333333
7123461.333333333,-21028.0,C,1784447.333333333,3838198.333333333
6666169.0,318611.3333333333,C,1615771.0,2486758.0
14881303.66666667,189148.3333333333,C,7234057.666666667,5432101.333333333
3852442.666666667,486120.3333333333,C,1411056.0,3530988.0
78494013.33333333,1069832.666666667,C,14689964.0,18193726.33333333
3358064.0,293189.6666666667,H,1062050.333333333,1505667.0
15963250.66666667,968383.3333333334,C,4824625.0,4483759.333333333
8843571.0,113206.6666666667,H,7937161.0,6949282.333333333
5409944.333333333,1229604.666666667,C,5468771.666666667,8432945.333333334
92343095.33333331,1407630.0,C,14228600.33333333,20922069.33333333
1149759.666666667,56882.66666666666,C,748471.6666666666,2894638.0
22057038.33333333,639264.3333333334,C,8689692.666666666,12026414.66666667
62622320.0,1706815.666666667,C,18860262.33333333,22111795.33333333
4429141.666666667,29539.0,C,675668.6666666666,1856808.0
8869850.333333334,870140.6666666666,C,3387786.666666667,5058094.666666667
28262044.33333333,436091.6666666667,C,15691622.66666667,26725098.33333333
8632764.0,-136070.3333333333,C,3240272.0,3733576.333333333
7194605.333333333,112319.6666666667,C,5791037.333333333,8652280.333333334
16264120.0,934769.6666666666,C,4347763.333333333,11258052.33333333
11926895.33333333,1802700.333333333,H,10140832.0,13646975.0
16780400.33333333,-4627424.333333333,C,27550931.0,31788726.66666667
22431518.66666667,5049161.333333333,C,25744913.66666667,48460371.66666666
8719487.0,1076954.666666667,C,4609830.0,4746097.0
5197666.0,255200.0,C,2278737.0,14900027.0
9896448.333333334,99608.66666666669,C,2557401.0,7022333.0
4041187.0,509680.0,C,1718069.333333333,4445613.333333333
12266401.66666667,1297666.333333333,C,6010322.666666667,12124019.0
4339145.333333333,108431.3333333333,C,855254.6666666666,1730653.0
7029440.333333333,873811.3333333334,C,4065681.333333333,5889164.666666667
9596381.0,-261990.6666666666,C,3335531.333333333,5397478.333333333
2641799.0,-845626.0,C,521665.0,863646.0
5963380.333333333,756143.0,C,1125669.0,3893952.333333333
431635.6666666667,4676598.333333333,H,5721101.333333333,13304305.0
10324952.33333333,2142828.333333333,C,1520511.0,10627306.33333333
30434221.0,-16206609.0,C,44001432.0,16887184.0
6220419.0,263385.6666666667,C,4042939.333333333,12509904.0
3776893.0,696002.3333333334,C,2319903.333333333,6698260.0
5522327.333333333,104952.3333333333,C,2535751.0,3433144.0
10291713.0,455131.0,C,1004470.0,4019129.0
666172.0,-39509.0,C,851769.6666666666,1058745.666666667
13705722.66666667,5123277.333333333,C,9092128.0,13801749.66666667
4201435.333333333,370664.6666666667,C,1447074.0,4246745.0
4715560.666666667,351256.3333333333,C,1136995.0,4662864.333333333
2345188.333333333,-642934.0,C,2452173.0,1415511.333333333
11018815.33333333,343846.3333333333,C,1834550.0,7570458.333333333
3323368.333333333,856116.6666666666,C,1049780.333333333,8954711.666666666
8603547.666666666,1175531.333333333,C,2374854.333333333,7384411.333333333
111431184.6666667,756668.3333333334,C,36578119.33333334,44744825.33333334
4495208.333333333,389709.6666666667,C,1387754.666666667,1652188.0
36069966.0,5948831.666666667,C,15957918.33333333,27993490.0
16720650.0,-9048.666666666666,C,7080705.333333333,14285934.33333333
95017738.0,7752461.0,C,27253875.0,17037718.0
6452812.333333333,-550634.0,C,3847330.333333333,5907766.333333333
20490525.0,7824898.333333333,C,17953164.0,32495434.33333333
43024169.0,7362899.0,C,23762210.33333333,51144733.33333334
13922312.33333333,420675.0,C,5826567.0,7259486.333333333
3714867.333333333,332122.3333333333,C,4717172.0,5450054.0
14874188.0,298537.6666666667,C,11463292.0,21023856.66666667
13500625.0,594925.3333333334,C,6290278.0,10078997.0
24137828.33333333,1030500.666666667,C,8494461.666666666,6268447.333333333
3060986.333333333,125065.3333333333,C,1047617.666666667,2022853.666666667
7034473.666666667,-553542.3333333334,C,6976557.0,9744555.333333334
39091181.66666666,2476296.0,C,5895339.333333333,7486824.666666667
10492028.0,545476.6666666666,C,4327725.666666667,7453547.333333333
6134057.0,276762.6666666667,C,2992802.666666667,4235630.0
4477709.0,-1422260.666666667,C,1365418.333333333,8107031.0
9506847.666666666,905009.3333333334,C,2063172.333333333,4616636.333333333
9295028.0,262796.6666666667,C,1808779.0,4099663.666666667
4016542.666666667,434772.3333333333,C,2371101.666666667,4847500.666666667
130326583.3333333,16080516.66666667,C,55831924.66666666,90681060.66666669
29320713.66666667,629770.6666666666,C,8922107.0,11448078.33333333
18135792.66666667,839957.6666666666,C,9544101.0,9816644.0
40137217.33333334,1702304.666666667,C,12598041.66666667,27001892.0
3234434.333333333,187649.3333333333,C,682439.6666666666,2186525.0
6996347.666666667,66378.33333333333,C,3526919.666666667,6304330.0
6543247.333333333,420693.0,C,3639288.333333333,5902575.0
1956080.0,-1265956.333333333,C,718992.3333333334,1962438.666666667
12610233.66666667,567614.3333333334,C,5949017.666666667,7979946.0
6438668.0,-574888.3333333334,C,2655323.333333333,6428564.333333333
8637161.0,661802.6666666666,C,2937830.333333333,4498755.666666667
725194.0,-352779.0,H,332295.0,1688675.0
14328640.66666667,652570.3333333334,C,4532118.0,8288384.0
41249833.0,514143.3333333333,C,12284611.0,16192393.33333333
5143154.333333333,1927171.333333333,H,4194382.666666667,12635126.66666667
23327874.66666667,1892678.0,C,7634151.666666667,15332196.0
4305560.666666667,24423.0,C,1060060.333333333,3436132.666666667
2779177.0,-448829.0,C,584643.0,1817524.0
1726851.0,20551.0,C,1998437.0,2813128.0
8423710.0,1094103.666666667,C,4857505.0,7411092.333333333
14176639.66666667,1019197.666666667,C,4054319.0,9920945.0
508304.3333333333,-3006.666666666667,C,580427.3333333334,1227292.666666667
6470151.666666667,117786.0,C,719162.0,3047070.333333333
5007372.333333333,-10920.0,C,14193849.66666667,14230591.66666667
5570832.333333333,2916124.0,C,2633292.0,10782950.66666667
4100379.333333333,1271181.666666667,C,4871713.0,35198088.0
5324355.333333333,-395209.6666666667,C,2694578.666666667,2131275.333333333
12563171.0,756551.6666666666,C,5562855.666666667,6265689.666666667
8306081.333333333,582187.6666666666,C,3847048.333333333,9777788.0
5834904.666666667,819950.3333333334,C,3191683.0,5994455.333333333
5085947.666666667,296304.6666666667,C,1103930.666666667,2820332.0
6206181.0,379746.3333333333,C,1246709.0,1695439.333333333
9997887.666666666,1383307.333333333,C,6490175.666666667,14333768.0
6310276.333333333,767482.6666666666,C,850069.3333333334,7484909.333333333
33097952.0,572150.6666666666,C,5743431.666666667,6648883.666666667
1495164.0,96368.33333333331,C,1839130.333333333,3075424.333333333
14092118.66666667,758283.0,C,8846712.333333334,11931642.33333333
10048456.66666667,1676180.666666667,C,1958084.333333333,8558654.666666666
6098523.666666667,265674.3333333333,C,4327365.0,3692222.333333333
28819797.66666667,538830.3333333334,C,9349189.666666666,15450586.66666667
11161184.0,1622727.333333333,C,5200681.0,18854824.0
8891775.666666666,385340.0,C,2696311.333333333,6065256.333333333
10347859.33333333,713424.3333333334,C,4049476.333333333,6912844.333333333
9606005.0,839062.3333333334,C,1915709.666666667,8861085.333333334
