Punto de Entrada,Nombre Formulario,NIT,Fecha de Corte,El Máximo Órgano Social aprobó distribuir utilidades del ejercicio inmediatamente anterior,Valor de las utilidades decretadas en miles de pesos (ejercicio inmediatamente anterior),Razón social de la sociedad,Objeto social principal,Clasificación Industrial Internacional Uniforme Versión 4 A.C (CIIU),Corte de cuentas según estatutos,Fecha de constitución (Aaaa-Mm-Dd),Fecha de vencimiento (Aaaa-Mm-Dd),Estado actual,Tipo societario,La sociedad es,Dirección de notificación judicial registrada en Cámara de Comercio,Departamento de la dirección de notificación judicial,Ciudad de la dirección de notificación judicial,Dirección del domicilio,Departamento de la dirección del domicilio,Ciudad de la dirección del domicilio,Teléfono del domicilio,Celular corporativo,E-mail de la sociedad,Matricula mercantil número,Domicilio casa matriz sucursal de sociedad extranjera,País del domicilio casa matriz sucursal de sociedad extranjera,La compañía está obligada a tener Revisor fiscal?,El Revisor fiscal pertenece a una firma?,A que firma pertenece el Revisor Fiscal?,Los estados finacieros estan acompañados del dictamen del Revisor fiscal?,Concepto del Revisor fiscal en su informe,Estos estados financieros presentan información reexpresada?,La información reexpresada corresponde a:,Reexpresión según normatividad que aplique,"La Entidad posee inversiones en subsidiarias, asociadas y/o negocios conjuntos?"
Plenas-Individuales,Carátula,830012508,2020-12-31,NO,,INVERSIONES  Y CONSTRUCCIONES NASA S.A.S,"EL DESARROLLO Y PARTICIPACION DE CUALQUIER TIPO DE INVERSION TANTO CIVIL COMO COMERCIAL, ASÍ COMO LA COMPRAVENTA, PERMUTA, ARRIENDO, CONSTRUCCION",L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,01. ANUAL,1995-06-19,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CL 21 N°43 A - 45,BOGOTA D.C.,BOGOTA D.C.,CL 21 N°43 A - 45,BOGOTA D.C.,BOGOTA D.C.,3444660,313444660,impuestos@totto.com,676367,,,SI,NO,,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,830012565,2020-12-31,NO,,ECO ORO MINERALS CORP,"Realizar actividades mineras, incluyendo la exploración y explotación de minas de toda clase de minerales",B0722 - Extracción de oro y otros metales preciosos,01. ANUAL,1995-11-29,2067-04-29,ACTIVA,02. SUCURSAL EXTRANJERA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,Carrera 27 No. 36 - 14  Oficina 401 Centro Empresarial Suramericana,SANTANDER,BUCARAMANGA-SANTANDER,Carrera 27 No. 36 - 14 Oficina 401 Centro Empresarial Suramericana,SANTANDER,BUCARAMANGA-SANTANDER,6347778,3017820619,dforduz@eco-oro.com.co,05-069062-08,"Suite 300-1055 W. Hastings ST. Vancouver, Bc Canada V6E 2E9",149 - CANADA,SI,SI,RSM Colombia BG S.A.S.,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,830012771,2020-12-31,SI,0.0,SDV COLOMBIA SAS,INGENIERIA Y CONSTRUCCION,F4290 - Construcción de otras obras de ingeniería civil,01. ANUAL,1996-01-12,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,KM 34 AUTOP NORTE VDA SAN MRTIN LOTE EL CHARCO,CUNDINAMARCA,GACHANCIPA-CUNDINAMARCA,KM 34 AUTOP NORTE VDA SAN MARTIN LOTE EL CHARCO,CUNDINAMARCA,GACHANCIPA-CUNDINAMARCA,6555700,3174287162,infocol@sdvgroup.com,677470,,,SI,NO,,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,830012820,2020-12-31,NO,,BOGOTANA DE ASFATOS S.A.,"EXPLORACION, EXPLOTACION, INDUSTRIALIZACION, COMERCIALIZACION, BENEFICIO Y TRANSPORTE MATERIALES PETREOS","G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",01. ANUAL,1995-12-29,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,KM 13  200 VIA CLOCLO FLOR AMERICA BIMBO TENJO PREDIO EL FISCAL,CUNDINAMARCA,MADRID-CUNDINAMARCA,KM 13 200 VIA CLOCLO FLOR AMERICA BIMBO TENJO PREDIO EL FISCAL,CUNDINAMARCA,MADRID-CUNDINAMARCA,2885423,3188979449,BOGASFALTOSSA@GMAIL.COM,77676,,,NO,,,,,NO,,,NO
Plenas-Individuales,Carátula,830012969,2020-12-31,SI,13503682957.0,GLAXOSMITHKLINE COLOMBIA  SA,"Fabricación, importación, exportación, distribución de productos farmacéuticos que requiere o no prescripción medica, productos de consumo masivo, cosméticos y de cuidado personal","G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",01. ANUAL,1995-12-11,2094-12-11,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,Av El Dorado N69B 45 Piso 9 Bogota Corporate Center,BOGOTA D.C.,BOGOTA D.C.,Av El Dorado N69B 45 Piso 9 Bogota Corporate Center,BOGOTA D.C.,BOGOTA D.C.,4178686,4252353,stats.latam@gsk.com,679283,,,SI,SI,BDO AUDIT S.A,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,830012971,2020-12-31,NO,,ALUPACK SAS,IMPRESIÓN EN ALUMINIO,C1811 - Actividades de impresión,01. ANUAL,1995-11-21,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CALLE 20C 42 15,BOGOTA D.C.,BOGOTA D.C.,CALLE 20C 42 15,BOGOTA D.C.,BOGOTA D.C.,3688000,3155821791,contabilidad@alupack.com,679763,,,SI,NO,,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,830013774,2020-12-31,NO,,INDRA COLOMBIA S.A.S.,"DISEÑO,DESARROLLO,PRODUCCION,INTEGRACION,COMERCIALIZACION,OPERACION,INSTALACION,ADAPTACION Y MANTENIMIENTO DE SISTEMAS,SOLUCIONES Y PRODUCTOS QUE HAGAN USO DE LA INFORMATICA,ELECTRONICA,COMUNICACIONES U OTRAS TECNOLOGIAS DE LA INFORMACION (INCLUYENDO LOS ELEMENTOS Y DISPOSITIVOS MECANICOS ASOCIADOS A LOS MISMOS Y LA OBRA CIVIL NECESARIA PARA SU INSTALACION) Y QUE SEAN DE APLICACION A CUALQUIER SECTOR. ","J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",01. ANUAL,1996-02-01,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CALLE 96 No 13-11,BOGOTA D.C.,BOGOTA D.C.,CALLE 96 No 13-11,BOGOTA D.C.,BOGOTA D.C.,6463600,3174349476,wbreto@indracompany.com,683025,,,SI,NO,,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,830014061,2020-12-31,NO,,SANOFI PASTEUR S.A.,"Importación, comercialización y distribución de productos Biologicos y farmaceuticos","G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",01. ANUAL,1996-02-12,2099-04-05,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,TV 23 N. 97  73  P 9,BOGOTA D.C.,BOGOTA D.C.,TV 23 N. 97  73  P 9,BOGOTA D.C.,BOGOTA D.C.,5936000,3163248400,gerencia.pasteur@sanofi.com,685058,,,SI,SI,PwC Contadores y Auditores SAS,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,830014239,2020-12-31,NO,,MOLINOS LAS MERCEDES S.A.,"PRODUCCION O ELABORACION DE HARINA MEDIANTE EL TRATAMIENTO INDUSTRIAL DE CEREALES COMO TRIGO, CENTENO , MAIZ, CEBADA Y SIMILARES, LA IMPORTACION DE",C1051 - Elaboración de productos de molinería,01. ANUAL,1996-02-16,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CALLE 17A 32A 38,BOGOTA D.C.,BOGOTA D.C.,CALLE 17A 32A 38,BOGOTA D.C.,BOGOTA D.C.,4375837,3232250643,cchipatecua@ramo.com.co,686251,,,SI,NO,,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,830014825,2020-12-31,NO,,PAPELES PRIMAVERA SA,EDICION E IMPRESION,C1811 - Actividades de impresión,01. ANUAL,1996-02-14,2023-12-15,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CL 21 69 B 20,BOGOTA D.C.,BOGOTA D.C.,CL 21 69 B 20,BOGOTA D.C.,BOGOTA D.C.,4051155,3138537943,abaron@papelesprimavera.com,689368,,,SI,SI,CR FINANCIAL & LEGAL SERVICES COLOMBIA SAS,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,830015242,2020-12-31,NO,,INVERSIONES CODEGO S.A.,"LA ADQUISICION, ENAJENACION Y ADMINISTRACION DE BIENES POR CUENTA PROPIA DE TERCEROS",F4111 - Construcción de edificios residenciales,01. ANUAL,1996-03-12,2030-04-01,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,KR 9 73 24,BOGOTA D.C.,BOGOTA D.C.,KR 9 73 24,BOGOTA D.C.,BOGOTA D.C.,7560657,3112576465,lmlopez@icconstructora.co,691951,,,SI,NO,,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,830015815,2020-12-31,NO,,CONSTRUCTORA GALLERY SAS,CONSTRUCCIONDEEDIFICACIONES RESIDENCIALES,F4111 - Construcción de edificios residenciales,01. ANUAL,1996-04-08,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CRA 14 127 10 OFIC 703,BOGOTA D.C.,BOGOTA D.C.,CRA 14 127 10 OFIC 703,BOGOTA D.C.,BOGOTA D.C.,6155713,3143298786,bnpp1929@gmail.com,695741,,,SI,NO,,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,830015923,2020-12-31,NO,,MERCK SHARP & DOHME SALUD ANIMAL COLOMBIA S.A.S,"La preparación, fabricación, compra, venta, elaboración, mezcla,  destilación , empaque, distribución, exportación de toda clase de medicamentos, drogas vacunas , sueros","G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",01. ANUAL,1996-04-11,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CL 127 A No 53A 45 Torre 3 Piso 8,BOGOTA D.C.,BOGOTA D.C.,CL 127 A No 53A 45 Torre 3 Piso 8,BOGOTA D.C.,BOGOTA D.C.,5925050,3156115251,maria.daniela.gonzalez@merck.com,695965,,,SI,SI,PWC CONTADORES Y AUDITORES LTDA,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,830016046,2020-12-31,NO,,AVANTEL S.A.S. EN REORGANIZACION,"PRESTACION O PROVISION DE REDES, SERVICIOS Y SISTEMAS DE TELECOMUNICACIONES",J6120 - Actividades de telecomunicaciones inalámbricas,01. ANUAL,1996-04-12,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,TV 23 NO 95 53,BOGOTA D.C.,BOGOTA D.C.,TV 23 NO 95 53,BOGOTA D.C.,BOGOTA D.C.,5500033,3505806805,notificacionesjudiciales@avantel.com.co,696311,,,SI,SI,Ernst & Young Colombia,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,830016488,2020-12-31,SI,4892550.0,DANISCO COLOMBIA LTDA,COMERCIO AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS; ANIMALES VIVOS,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,01. ANUAL,1996-04-22,2046-04-22,ACTIVA,03. SOCIEDAD LIMITADA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,AV CL 116 7 15 P 6 OF 601 TO CUSEZAR,BOGOTA D.C.,BOGOTA D.C.,AV CL 116 7 15 P 6 OF 601 TO CUSEZAR,BOGOTA D.C.,BOGOTA D.C.,6537540,3114747504,jose.garcia-cuervo@iff.com,699692,,,SI,SI,PwC Contadores y Auditores S.A.S.,SI,03. LIMPIO,NO,,,
Plenas-Individuales,Carátula,830017105,2020-12-31,NO,,GOLDEN BRIDGE CORP S.A.S.,EDICION DE LIBROS DE CARACTER CIENTIFICO CULTURAL,J5811 - Edición de libros,01. ANUAL,1996-05-09,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 50 96 71,BOGOTA D.C.,BOGOTA D.C.,CR 50 96 71,BOGOTA D.C.,BOGOTA D.C.,5332204,3124336115,fernandocastanedatacha@hotmail.com,703828,,,SI,NO,,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,830017927,2020-12-31,NO,,ARBO SAS,"La sociedad tendrá como objeto la inversión en todo tipo de negocios y actividades mercantiles relacionadas con el diseño, la construcción y venta de bienes raíces, actividades relacionadas con el desarrollo de la profesión de arquitecto y/o ingeniero en desarrollo del objeto social así mismo, podrá realizar cualquier otra actividad económica lícita tanto en Colombia como en el extranjero. La sociedad podrá llevar a cabo en general, todas las operaciones de cualquier naturaleza que ellas fueran, relacionadas con el objeto mencionado así como cuales quiera actividades similares, conexas o complementarias o que permitan facilitar o desarrollar el comercio o la industria de la sociedad. Parágrafo: la sociedad podrá realizar toda clase de operaciones de crédito y con el sector financiero y podrá ser garante de las obligaciones que adquiera en desarrollo de su objeto sin limitaciones relacionadas con la cuantía o la naturaleza de la operación. La sociedad no podrá ser garante de obligaciones de terceros.",F4111 - Construcción de edificios residenciales,01. ANUAL,1996-06-03,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 14 93B 45 OF 403 404,BOGOTA D.C.,BOGOTA D.C.,CR 14 93B 45 OF 403 404,BOGOTA D.C.,BOGOTA D.C.,6913989,3138736800,admin@arbo-sas.com,707920,,,SI,NO,,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,830018146,2020-12-31,NO,,ROCKWELL COLOMBIA SA,"IMPORTACION, PROMOCION, COMERCIALIZACION, MANTENIMIENTO, ALQUILER Y VENTA DE PRODUCTOS PARA FABRICAS AUTOMATIZADAS",G4669 - Comercio al por mayor de otros productos n.c.p.,01. ANUAL,1996-05-31,2095-05-31,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CRA 7 NO. 156-78 TORRE 2 PISO 19 Y 20,BOGOTA D.C.,BOGOTA D.C.,CRA 7 NO. 156-78 TORRE 2 PISO 19 Y 20,BOGOTA D.C.,BOGOTA D.C.,6499600,3112632432,avillazon@ra.rockwell.com,710423,,,SI,SI,DELOITTE & TOUCHE LTDA.,SI,03. LIMPIO,NO,,,
Plenas-Individuales,Carátula,830018214,2020-12-31,NO,,MPS MAYORISTA DE COLOMBIA SA,"COMERCIALIZACION DE TECNOLOGIA, ACCESORIOS, SOFTWARE","G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",01. ANUAL,1996-06-12,2095-12-31,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,AUT MEDELLIN CALLE 80 KM 2 PARQUE EMPRESARIAL TECNOLOGICO,CUNDINAMARCA,COTA-CUNDINAMARCA,AUT MEDELLIN CALLE 80 KM 2 PARQUE EMPRESARIAL TECNOLOGICO,CUNDINAMARCA,COTA-CUNDINAMARCA,8766565,3114409666,lcarrillo@mps.com.co,711285,,,SI,SI,ERNST & YOUNG AUDIT S A S,SI,03. LIMPIO,NO,,,
Plenas-Individuales,Carátula,830018350,2020-12-31,NO,,PROMOS LTDA,"Fabricacion, importacion,Exportacion,Distribucion,Adquisicion,Compra y Venta de toda clase de productos y/o Articulos promocionales y de publicidad.",C1399 - Fabricación de otros artículos textiles n.c.p.,01. ANUAL,1996-05-27,2036-05-27,ACTIVA,03. SOCIEDAD LIMITADA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CL 23 20 20,BOGOTA D.C.,BOGOTA D.C.,CL 23 20 20,BOGOTA D.C.,BOGOTA D.C.,3516030,3213113959,direccion.conta@catalogospromocionales.com,711338,,,SI,NO,,SI,03. LIMPIO,NO,,,
Plenas-Individuales,Carátula,830020791,2020-12-31,NO,,INVERSIONES COMERCIALES SAN CARLOS SA,"REALIZAR OPERACIONES DE COMPRA Y VENTA DE ACCIONES DE SOCIEDADES ANONIMAS, ABIERTAS O CERRADAS Y DE CUALQUIER OTRA CLSE DE SOCIEDADES COMERCIALES, ASI COMO CELEBRAR OPERACIONES DE CREDITO, ASI MISMO PODRA ADQUIRIR BIENES MUEBLES CON DESTINO A SU VENTA O A CONFORMAR EL ACTIVO FIJO DE LA SOCIEDAD, NEGOCIAR PAPELES COTIZABLES EN BOLSA, CERTIFICADOS DE DEPOSITO A TERMINO, Y DEMAS VALORES EMITIDOS TANTO POR ENTIDADES DE DERECHO PUBLICO COMO DE DERECHO PRIVADO.","K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",01. ANUAL,1996-08-05,2046-12-31,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 11 90 20,BOGOTA D.C.,BOGOTA D.C.,CR 11 90 20,BOGOTA D.C.,BOGOTA D.C.,2187048,3219776090,INV_COM_SAN_CARLOS@HOTMAIL.COM,722700,,,SI,NO,,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,830021253,2020-12-31,SI,35251035.0,CROWN COLOMBIANA S.A.,"PRODUCCIÓN, FABRICACIÓN Y ENSAMBLE DE ENVASES DE ALUMINIO EMBUTIDOS Y ESTIRADOS PARA CEREZA Y OTRAS BEBIDAS",C2599 - Fabricación de otros productos elaborados de metal n.c.p.,01. ANUAL,1996-08-28,2046-08-28,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,Vereda Tibito vía Autódromo de Tocancipá a Zipaquirá,CUNDINAMARCA,TOCANCIPA-CUNDINAMARCA,Vereda Tibito vía Autódromo de Tocancipá a Zipaquirá,CUNDINAMARCA,TOCANCIPA-CUNDINAMARCA,8786960,3156604541,nolberto.males@crowncolombiana.com,731160,,,SI,SI,PWC AUDITORES Y CONTADORES SAS,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,830021260,2020-12-31,NO,,AUTOSNACK SAS,COMERCIO AL POR MENOR,"G4729 - Comercio al por menor de otros productos alimenticios n.c.p., en establecimientos especializados",01. ANUAL,1996-08-28,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CRA 72 95 51 OFCINA 301,BOGOTA D.C.,BOGOTA D.C.,CRA 72 95 51 OFCINA 301,BOGOTA D.C.,BOGOTA D.C.,6433107,3212049539,contabilidad@autosnack.com.co,730350,,,SI,SI,SERVICIOS DE AUDITORIA Y CONSULTORIA DE NEGOCIOS SAS,SI,03. LIMPIO,SI,1. Modificación información corte anterior,,NO
Plenas-Individuales,Carátula,830021417,2020-12-31,NO,,CARBONES COLOMBIANOS DEL CERREJON S.A.S. EN REORGANIZACION,"EXPLORACION, EXPLOTACION TRANSPORTE Y COMERCIALIZACION DE CARBON",B0510 - Extracción de hulla (carbón de piedra),01. ANUAL,1996-09-04,,ACUERDO DE REORGANIZACION,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CALLE 76 No. 54 - 11 OFIC. 1201 - 1203,ATLANTICO,BARRANQUILLA-ATLANTICO,CALLE 76 No. 54 - 11 OFIC. 1201 - 1203,ATLANTICO,BARRANQUILLA-ATLANTICO,3601670,3182165177,notificaciones@caribbeanresources.co,466440,,,SI,SI,STANDARD & PRACTICE ASESORES Y AUDITORES S.A.S.,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,830021747,2020-12-31,NO,,INMOBILIARIA FINANCIERA S.A.S,"ADQUISICION DE TODA CLASE DE BIENES INMUEBLES URBANOS O RURALES CON EL FIN DE MEJORARLOS, ARRENDARLOS, ENAJENARLOS Y / O PERMUTARLOS.",L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,01. ANUAL,1996-09-10,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CRA 28 78 41,BOGOTA D.C.,BOGOTA D.C.,CRA 28 78 41,BOGOTA D.C.,BOGOTA D.C.,6306900,3102291066,ALVELASQUEZH@OUTLOOK.COM,734097,,,SI,NO,,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,830022319,2020-12-31,NO,,TRANE DE COLOMBIA SA,VENTA EQUIPOS AIRE ACONDICIONADO,G4759 - Comercio al por menor de otros artículos domésticos en establecimientos especializados,01. ANUAL,1996-09-20,2095-09-20,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,AV KRA 45 108 27 T2 PISO 18,BOGOTA D.C.,BOGOTA D.C.,AV KRA 45 108 27 T2 PISO 18,BOGOTA D.C.,BOGOTA D.C.,6517272,3143483508,diana.gallegos@trane.com,735988,,,SI,SI,AUREN CONSULTORES SAS,SI,03. LIMPIO,NO,,,
Plenas-Individuales,Carátula,830022462,2020-12-31,NO,,ORICA COLOMBIA SAS,"La sociedad tiene como objeto principal, participar, operar, fabricar, comercializar, distribuir, almacenar y transportar materias primas no explosivas para el sector de mineria, construccion, exploracion sismisca y/o obras civiles.","G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",01. ANUAL,1996-09-25,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,Calle 110 9 25,BOGOTA D.C.,BOGOTA D.C.,Calle 110 9 25,BOGOTA D.C.,BOGOTA D.C.,6581100,3174358953,adriana.torres3@orica.com,737086,,,SI,SI,SAS auditores,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,830022634,2020-12-31,NO,,LA RIVIERA S.A.S.,"COMERCIALIZACION, MERCADEO Y VENTA DE PERFUMES, COSMETICOS Y TRATAMIENTOS FACIALES Y CORPORALES ASI COMO ELEMENTOS PARA EL ASEO PERSONAL, ARTICULOS DE TOCADOR Y ACCESORIOS","G4773 - Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados",01. ANUAL,1996-10-02,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CALLE 81 N 11 94 PISO 4,BOGOTA D.C.,BOGOTA D.C.,CALLE 81 N 11 94,BOGOTA D.C.,BOGOTA D.C.,7447000,3124935644,notificaciones.legales@lariviera.com.co,739807,,,SI,SI,DESAROLLOS CONTABLES Y TRIBUTARIOS SAS,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,830023134,2020-12-31,NO,,TERRANUM ADMOINISTRACIÓN SAS,ACTIVIDADES COMBINADAS DE SERVICIO DE ADMINISTRACION DE OFICINAS,N8211 - Actividades combinadas de servicios administrativos de oficina,01. ANUAL,1996-10-07,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CRA 11 A 97 A 19 OFICINA 601,BOGOTA D.C.,BOGOTA D.C.,CRA 11 A 97 A19,BOGOTA D.C.,BOGOTA D.C.,7396060,3186789010,notificaciones@accuro.com.co,743260,,,SI,SI,VALPS CONSULTING SAS,SI,03. LIMPIO,NO,,,NO
Plenas-Individuales,Carátula,830023542,2020-12-31,NO,,CAMARGO CORREA INFRA PROJETOS S.A. SUCURSAL COLOMBIA,"LA SUCURSAL DE LA SOCIEDAD PODRA DESARROLLAR EN LA REPUBLICA DE COLOMBIA LOS SIGUIENTES NEGOCIOS: SERVICIOS DE CONSTRUCCION DE TERRAPLEN, DE OBRAS DE INGENIERIA, DE SERIVIOS PUBLICOS MEDIANTE CONSECION, IMPORTACION, EXPORTACION, OBRAS DE INFRAESTRUCTURA Y SANEAMIENTO BASICO Y DEMAS ACTIVIDADES AFINES. EL ARRENDAMIENTO MERCANTIL. EN EL DESARROLLO DE LOS NEGOCIOS ANTERIORES MENCIONADOS, LA SUCURSAL PODRA RESPETADAS LAS REGLAS ESTATUTARIAS Y LEGALES APLICABLES, EJECUTAR TODOS LOS ACTOS O CONTRATOS QUE SEAN CONVENIENTES O NECESARIOS PARA EL CORRESPONDIENTE CUMPLIMIENTO DE SU OBJETIVO O QUE TENGAN RELACION DIRECTA CON EL MISMO, TALES COMO ADQUIRIR, AJENAR, GRABAR O LIMITAR, TOMAR EN ARRENDAMIENTO O CUALQUIER OTRO TITULO TODA CLASE DE BIENES MUEBLES O INMUEBLES; ADQUIRIR PATENTES, NOMBRES COMERCIALES, MARCAS Y DEMAS DERECHOS DE PROPIEDAD INTELECTUAL QUE SEAN NECESARIAS PARA LA EJECUCION DE SU ACTIVIDAD PRINCIPAL Y EN GENERAL , CELEBRAR Y EJECUTAR TODA CLASE DE CONTRATOS, ACTOS U OPERACIONES QUE GUARDEN RELACION DE MEDIO A FIN QUE CON EL OBJETIVO DE LA SUCURSAL Y TODAS AQUELLAS QUE TENGA COMO FINALIDAD EJERCER LOS DERECHOS Y CUMPLIR LAS OBLIGACIONES, LEGAL O CONVENCIONALMENTE DERIVADAS DE LA EXISTENCIA Y DE LAS ACTIVIDADES DESARROLLADAS POR LA SUCURSAL.",F4290 - Construcción de otras obras de ingeniería civil,01. ANUAL,1996-10-30,2050-12-31,ACTIVA,02. SUCURSAL EXTRANJERA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 43A 6 SUR 15 OF 253,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CR 43A 6 SUR 15 OF 253,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4489935,3216394929,karina.cifuentes@ccinfra.com,21-241110-8,"AV REBOUCAS, 3970, 24° ANDAR, PINHEIROS",105 - BRASIL,SI,SI,DELOITTE & TOUCHE LTDA,SI,03. LIMPIO,NO,,,NO
