client,state,date
H20,active,2026-04-01
H20,active,2026-05-01
H20,active,2026-06-01
H20,inactive,2026-07-01
H20,active,2026-08-01
H20,inactive,2026-09-01
H21,active,2026-01-01
H21,active,2026-02-01
H21,active,2026-03-01
H21,active,2026-04-01
H21,inactive,2026-05-01
H21,active,2026-06-01
H22,active,2026-01-01
H22,inactive,2026-02-01
H22,inactive,2026-03-01
H22,active,2026-04-01
H22,inactive,2026-05-01
H22,inactive,2026-06-01
H22,inactive,2026-07-01
H22,active,2026-08-01
H22,inactive,2026-09-01
H22,active,2026-10-01
H23,active,2026-01-01
H23,active,2026-02-01
H23,active,2026-03-01
H23,active,2026-04-01
H23,active,2026-05-01
H23,inactive,2026-06-01
H23,inactive,2026-07-01
H23,active,2026-08-01
H23,active,2026-09-01
H23,inactive,2026-10-01
H23,inactive,2026-11-01
H23,active,2026-12-01
H24,active,2026-01-01
H24,active,2026-02-01
H24,active,2026-03-01
H24,active,2026-04-01
H24,active,2026-05-01
H24,active,2026-06-01
H24,active,2026-07-01
H24,active,2026-08-01
H24,inactive,2026-09-01
H24,inactive,2026-10-01
H24,inactive,2026-11-01
H24,inactive,2026-12-01
H25,active,2026-01-01
H25,active,2026-02-01
H25,active,2026-03-01
H25,active,2026-04-01
H25,inactive,2026-05-01
H25,inactive,2026-06-01
H25,inactive,2026-07-01
H25,active,2026-08-01
H25,active,2026-09-01
H25,inactive,2026-10-01
H26,active,2026-01-01
H26,active,2026-02-01
H26,active,2026-03-01
H26,inactive,2026-04-01
H26,inactive,2026-05-01
H27,active,2026-01-01
H27,active,2026-02-01
H27,inactive,2026-03-01
H27,inactive,2026-04-01
H27,active,2026-05-01
H27,inactive,2026-06-01
H27,inactive,2026-07-01
H27,inactive,2026-08-01
H27,active,2026-09-01
H27,inactive,2026-10-01
H27,inactive,2026-11-01
H27,active,2026-12-01
H28,active,2026-01-01
H28,active,2026-02-01
H28,active,2026-03-01
H28,inactive,2026-04-01
H28,inactive,2026-05-01
H28,inactive,2026-06-01
H28,inactive,2026-07-01
H28,inactive,2026-08-01
H28,inactive,2026-09-01
H28,inactive,2026-10-01
H28,active,2026-11-01
H28,inactive,2026-12-01
H29,active,2026-01-01
H29,active,2026-02-01
H29,active,2026-03-01
H29,inactive,2026-04-01
H29,inactive,2026-05-01
H29,inactive,2026-06-01
H29,active,2026-07-01
H29,inactive,2026-08-01
H29,active,2026-09-01
H29,active,2026-10-01
H29,inactive,2026-11-01
H29,active,2026-12-01
H30,active,2026-01-01
H30,active,2026-02-01
H30,active,2026-03-01
H30,active,2026-04-01
H30,inactive,2026-05-01
H30,inactive,2026-06-01
H30,active,2026-07-01
H30,inactive,2026-08-01
H30,active,2026-09-01
H30,inactive,2026-10-01
H30,inactive,2026-11-01
H30,active,2026-12-01
H31,active,2026-01-01
H31,active,2026-02-01
H31,inactive,2026-03-01
H31,inactive,2026-04-01
H31,inactive,2026-05-01
H31,inactive,2026-06-01
H31,inactive,2026-07-01
H31,inactive,2026-08-01
H31,inactive,2026-09-01
H31,inactive,2026-10-01
H31,default,2026-11-01
H31,default,2026-12-01
H32,active,2026-01-01
H32,active,2026-02-01
H32,active,2026-03-01
H32,active,2026-04-01
H32,active,2026-05-01
H32,active,2026-06-01
H32,active,2026-07-01
H32,inactive,2026-08-01
H32,active,2026-09-01
H32,inactive,2026-10-01
H33,active,2026-01-01
H33,active,2026-02-01
H33,active,2026-03-01
H33,inactive,2026-04-01
H33,inactive,2026-05-01
H33,active,2026-06-01
H34,active,2026-01-01
H34,active,2026-02-01
H34,active,2026-03-01
H34,active,2026-04-01
H34,inactive,2026-05-01
H34,active,2026-06-01
H34,inactive,2026-07-01
H34,default,2026-08-01
H34,default,2026-09-01
H34,default,2026-10-01
H35,active,2026-01-01
H35,active,2026-02-01
H35,active,2026-03-01
H35,inactive,2026-04-01
H35,inactive,2026-05-01
H35,default,2026-06-01
H35,default,2026-07-01
H35,default,2026-08-01
H35,default,2026-09-01
H36,active,2026-01-01
H36,active,2026-02-01
H36,active,2026-03-01
H36,inactive,2026-04-01
H36,inactive,2026-05-01
H36,active,2026-06-01
H37,active,2026-01-01
H37,active,2026-02-01
H37,active,2026-03-01
H37,active,2026-04-01
H37,active,2026-05-01
H37,active,2026-06-01
H37,active,2026-07-01
H37,inactive,2026-08-01
H37,inactive,2026-09-01
H37,active,2026-10-01
H37,active,2026-11-01
H38,active,2026-01-01
H38,active,2026-02-01
H38,inactive,2026-03-01
H38,inactive,2026-04-01
H38,active,2026-05-01
H38,active,2026-06-01
H39,active,2026-01-01
H39,active,2026-02-01
H39,active,2026-03-01
H39,active,2026-04-01
H39,active,2026-05-01
H39,active,2026-06-01
H39,active,2026-07-01
H39,inactive,2026-08-01
H39,inactive,2026-09-01
H40,active,2026-01-01
H40,active,2026-02-01
H40,active,2026-03-01
H40,inactive,2026-04-01
H40,inactive,2026-05-01
H40,inactive,2026-06-01
H40,active,2026-07-01
H40,inactive,2026-08-01
H40,active,2026-09-01
H40,inactive,2026-10-01
H40,active,2026-11-01
H40,active,2026-12-01
H41,active,2026-01-01
H41,active,2026-02-01
H41,active,2026-03-01
H41,active,2026-04-01
H41,active,2026-05-01
H41,inactive,2026-06-01
H42,active,2026-01-01
H42,active,2026-02-01
H42,active,2026-03-01
H42,active,2026-04-01
H42,active,2026-05-01
H42,active,2026-06-01
H42,active,2026-07-01
H42,inactive,2026-08-01
H42,inactive,2026-09-01
H42,active,2026-10-01
H43,active,2026-01-01
H43,active,2026-02-01
H43,active,2026-03-01
H43,active,2026-04-01
H43,active,2026-05-01
H43,active,2026-06-01
H43,active,2026-07-01
H43,active,2026-08-01
H43,active,2026-09-01
H43,inactive,2026-10-01
H44,active,2026-01-01
H44,active,2026-02-01
H44,active,2026-03-01
H44,inactive,2026-04-01
H44,inactive,2026-05-01
H44,inactive,2026-06-01
H45,active,2026-01-01
H45,active,2026-02-01
H45,active,2026-03-01
H45,inactive,2026-04-01
H45,active,2026-05-01
H45,inactive,2026-06-01
H45,inactive,2026-07-01
H46,active,2026-01-01
H46,active,2026-02-01
H46,active,2026-03-01
H46,active,2026-04-01
H46,inactive,2026-05-01
H46,active,2026-06-01
H46,inactive,2026-07-01
H47,active,2026-01-01
H47,active,2026-02-01
H47,active,2026-03-01
H47,active,2026-04-01
H47,active,2026-05-01
H47,active,2026-06-01
H47,inactive,2026-07-01
H47,active,2026-08-01
H47,inactive,2026-09-01
H48,active,2026-01-01
H48,active,2026-02-01
H48,active,2026-03-01
H48,active,2026-04-01
H48,active,2026-05-01
H49,active,2026-01-01
H49,active,2026-02-01
H49,active,2026-03-01
H49,active,2026-04-01
H49,active,2026-05-01
H49,inactive,2026-06-01
H49,inactive,2026-07-01
H49,active,2026-08-01
H49,inactive,2026-09-01
H49,active,2026-10-01
H50,active,2026-01-01
H50,active,2026-02-01
H50,inactive,2026-03-01
H50,inactive,2026-04-01
H50,active,2026-05-01
H51,active,2026-01-01
H51,inactive,2026-02-01
H51,inactive,2026-03-01
H51,active,2026-04-01
H51,inactive,2026-05-01
H51,inactive,2026-06-01
H51,active,2026-07-01
H51,inactive,2026-08-01
H52,active,2026-01-01
H52,active,2026-02-01
H52,active,2026-03-01
H52,inactive,2026-04-01
H52,active,2026-05-01
H53,active,2026-01-01
H53,active,2026-02-01
H53,active,2026-03-01
H53,active,2026-04-01
H53,active,2026-05-01
H53,active,2026-06-01
H53,active,2026-07-01
H53,active,2026-08-01
H53,inactive,2026-09-01
H54,active,2026-01-01
H54,active,2026-02-01
H54,active,2026-03-01
H54,active,2026-04-01
H54,active,2026-05-01
H54,inactive,2026-06-01
H54,active,2026-07-01
H55,active,2026-01-01
H55,inactive,2026-02-01
H55,active,2026-03-01
H55,inactive,2026-04-01
H55,inactive,2026-05-01
H55,inactive,2026-06-01
H55,inactive,2026-07-01
H56,active,2026-01-01
H56,active,2026-02-01
H56,active,2026-03-01
H56,active,2026-04-01
H56,active,2026-05-01
H56,active,2026-06-01
H56,active,2026-07-01
H56,active,2026-08-01
H56,active,2026-09-01
H56,inactive,2026-10-01
H57,active,2026-01-01
H57,inactive,2026-02-01
H57,active,2026-03-01
H57,active,2026-04-01
H57,active,2026-05-01
H57,inactive,2026-06-01
H57,active,2026-07-01
H57,active,2026-08-01
H57,inactive,2026-09-01
H58,active,2026-01-01
H58,active,2026-02-01
H58,active,2026-03-01
H58,active,2026-04-01
H58,active,2026-05-01
H58,inactive,2026-06-01
H58,active,2026-07-01
H58,inactive,2026-08-01
H59,active,2026-01-01
H59,active,2026-02-01
H59,active,2026-03-01
H59,active,2026-04-01
H59,active,2026-05-01
H59,active,2026-06-01
H59,active,2026-07-01
H59,inactive,2026-08-01
H59,inactive,2026-09-01
H59,inactive,2026-10-01
H59,active,2026-11-01
H60,inactive,2026-01-01
H60,active,2026-02-01
H60,active,2026-03-01
H60,inactive,2026-04-01
H60,inactive,2026-05-01
H60,active,2026-06-01
H61,active,2026-01-01
H61,active,2026-02-01
H61,active,2026-03-01
H61,active,2026-04-01
H61,active,2026-05-01
H61,inactive,2026-06-01
H61,active,2026-07-01
H61,active,2026-08-01
H61,active,2026-09-01
H61,inactive,2026-10-01
H61,active,2026-11-01
H61,active,2026-12-01
H62,active,2026-01-01
H62,active,2026-02-01
H62,inactive,2026-03-01
H62,inactive,2026-04-01
H62,inactive,2026-05-01
H62,inactive,2026-06-01
H62,active,2026-07-01
H62,inactive,2026-08-01
H62,inactive,2026-09-01
H62,active,2026-10-01
H62,inactive,2026-11-01
H63,active,2026-01-01
H63,active,2026-02-01
H63,active,2026-03-01
H63,active,2026-04-01
H63,active,2026-05-01
H63,active,2026-06-01
H63,active,2026-07-01
H63,active,2026-08-01
H63,active,2026-09-01
H63,active,2026-10-01
H63,active,2026-11-01
H63,active,2026-12-01
H64,active,2026-01-01
H64,active,2026-02-01
H64,active,2026-03-01
H64,active,2026-04-01
H64,inactive,2026-05-01
H65,active,2026-01-01
H65,active,2026-02-01
H65,active,2026-03-01
H65,active,2026-04-01
H65,active,2026-05-01
H65,active,2026-06-01
H65,active,2026-07-01
H65,active,2026-08-01
H65,active,2026-09-01
H65,active,2026-10-01
H65,active,2026-11-01
H65,active,2026-12-01
H66,active,2026-01-01
H66,active,2026-02-01
H66,active,2026-03-01
H66,active,2026-04-01
H66,active,2026-05-01
H66,active,2026-06-01
H66,active,2026-07-01
H66,active,2026-08-01
H66,active,2026-09-01
H66,active,2026-10-01
H66,inactive,2026-11-01
H66,active,2026-12-01
H67,active,2026-01-01
H67,active,2026-02-01
H67,active,2026-03-01
H67,active,2026-04-01
H67,active,2026-05-01
H67,active,2026-06-01
H67,active,2026-07-01
H67,active,2026-08-01
H67,active,2026-09-01
H67,inactive,2026-10-01
H67,active,2026-11-01
H68,active,2026-01-01
H68,inactive,2026-02-01
H68,active,2026-03-01
H68,active,2026-04-01
H68,inactive,2026-05-01
H68,inactive,2026-06-01
H69,active,2026-01-01
H69,active,2026-02-01
H69,active,2026-03-01
H69,active,2026-04-01
H69,inactive,2026-05-01
H69,active,2026-06-01
H70,active,2026-01-01
H70,active,2026-02-01
H70,active,2026-03-01
H70,active,2026-04-01
H70,active,2026-05-01
H70,active,2026-06-01
H70,active,2026-07-01
H70,active,2026-08-01
H70,active,2026-09-01
H70,active,2026-10-01
H70,active,2026-11-01
H70,inactive,2026-12-01
H71,active,2026-01-01
H71,inactive,2026-02-01
H71,inactive,2026-03-01
H71,inactive,2026-04-01
H71,active,2026-05-01
H71,inactive,2026-06-01
H71,inactive,2026-07-01
H71,inactive,2026-08-01
H71,active,2026-09-01
H72,active,2026-01-01
H72,active,2026-02-01
H72,active,2026-03-01
H72,active,2026-04-01
H72,active,2026-05-01
H72,active,2026-06-01
H73,active,2026-01-01
H73,active,2026-02-01
H73,active,2026-03-01
H73,active,2026-04-01
H73,inactive,2026-05-01
H73,inactive,2026-06-01
H73,active,2026-07-01
H73,active,2026-08-01
H73,active,2026-09-01
H73,active,2026-10-01
H73,inactive,2026-11-01
H73,active,2026-12-01
H74,active,2026-01-01
H74,inactive,2026-02-01
H74,inactive,2026-03-01
H74,default,2026-04-01
H74,default,2026-05-01
H74,default,2026-06-01
H75,active,2026-01-01
H75,active,2026-02-01
H75,active,2026-03-01
H75,active,2026-04-01
H75,active,2026-05-01
H75,inactive,2026-06-01
H75,active,2026-07-01
H76,active,2026-01-01
H76,active,2026-02-01
H76,active,2026-03-01
H76,active,2026-04-01
H76,inactive,2026-05-01
H76,default,2026-06-01
H76,default,2026-07-01
H77,active,2026-01-01
H77,inactive,2026-02-01
H77,inactive,2026-03-01
H77,active,2026-04-01
H77,inactive,2026-05-01
H77,inactive,2026-06-01
H77,inactive,2026-07-01
H77,active,2026-08-01
H77,inactive,2026-09-01
H77,inactive,2026-10-01
H77,active,2026-11-01
H77,active,2026-12-01
H78,inactive,2026-01-01
H78,inactive,2026-02-01
H78,active,2026-03-01
H78,inactive,2026-04-01
H78,inactive,2026-05-01
H78,active,2026-06-01
H78,active,2026-07-01
H78,inactive,2026-08-01
H78,active,2026-09-01
H79,active,2026-01-01
H79,active,2026-02-01
H79,active,2026-03-01
H79,active,2026-04-01
H79,inactive,2026-05-01
H79,inactive,2026-06-01
H79,inactive,2026-07-01
H80,active,2026-01-01
H80,active,2026-02-01
H80,active,2026-03-01
H80,active,2026-04-01
H80,active,2026-05-01
H80,inactive,2026-06-01
H80,inactive,2026-07-01
H80,inactive,2026-08-01
H80,active,2026-09-01
H80,inactive,2026-10-01
H80,active,2026-11-01
H80,inactive,2026-12-01
H81,active,2026-01-01
H81,active,2026-02-01
H81,active,2026-03-01
H81,active,2026-04-01
H81,active,2026-05-01
H81,active,2026-06-01
H81,active,2026-07-01
H81,active,2026-08-01
H81,active,2026-09-01
H81,active,2026-10-01
H81,inactive,2026-11-01
H82,active,2026-01-01
H82,inactive,2026-02-01
H82,inactive,2026-03-01
H82,inactive,2026-04-01
H82,inactive,2026-05-01
H83,active,2026-01-01
H83,active,2026-02-01
H83,active,2026-03-01
H83,active,2026-04-01
H83,inactive,2026-05-01
H83,inactive,2026-06-01
H83,inactive,2026-07-01
H83,active,2026-08-01
H84,active,2026-01-01
H84,active,2026-02-01
H84,active,2026-03-01
H84,active,2026-04-01
H84,active,2026-05-01
H84,active,2026-06-01
H84,active,2026-07-01
H84,active,2026-08-01
H84,active,2026-09-01
H84,active,2026-10-01
H84,active,2026-11-01
H84,active,2026-12-01
H85,active,2026-01-01
H85,active,2026-02-01
H85,active,2026-03-01
H85,active,2026-04-01
H85,active,2026-05-01
H85,inactive,2026-06-01
H86,active,2026-01-01
H86,active,2026-02-01
H86,active,2026-03-01
H86,active,2026-04-01
H86,active,2026-05-01
H86,active,2026-06-01
H86,inactive,2026-07-01
H87,active,2026-01-01
H87,active,2026-02-01
H87,active,2026-03-01
H87,inactive,2026-04-01
H87,inactive,2026-05-01
H87,inactive,2026-06-01
H87,inactive,2026-07-01
H87,inactive,2026-08-01
H87,inactive,2026-09-01
H87,inactive,2026-10-01
H87,inactive,2026-11-01
H88,active,2026-01-01
H88,active,2026-02-01
H88,active,2026-03-01
H88,active,2026-04-01
H88,active,2026-05-01
H88,active,2026-06-01
H88,active,2026-07-01
H88,active,2026-08-01
H88,active,2026-09-01
H88,active,2026-10-01
H88,active,2026-11-01
H88,inactive,2026-12-01
H89,active,2026-01-01
H89,active,2026-02-01
H89,active,2026-03-01
H89,active,2026-04-01
H89,active,2026-05-01
H89,active,2026-06-01
H89,active,2026-07-01
H89,active,2026-08-01
H90,active,2026-01-01
H90,active,2026-02-01
H90,active,2026-03-01
H90,active,2026-04-01
H90,active,2026-05-01
H90,active,2026-06-01
H90,active,2026-07-01
H90,active,2026-08-01
H90,active,2026-09-01
H90,active,2026-10-01
H90,active,2026-11-01
H90,active,2026-12-01
H91,active,2026-01-01
H91,active,2026-02-01
H91,active,2026-03-01
H91,active,2026-04-01
H91,active,2026-05-01
H91,active,2026-06-01
H91,active,2026-07-01
H91,active,2026-08-01
H91,active,2026-09-01
H91,active,2026-10-01
H91,active,2026-11-01
H91,inactive,2026-12-01
H92,active,2026-01-01
H92,active,2026-02-01
H92,active,2026-03-01
H92,active,2026-04-01
H92,inactive,2026-05-01
H93,active,2026-01-01
H93,active,2026-02-01
H93,active,2026-03-01
H93,inactive,2026-04-01
H93,inactive,2026-05-01
H94,active,2026-01-01
H94,active,2026-02-01
H94,active,2026-03-01
H94,active,2026-04-01
H94,active,2026-05-01
H94,active,2026-06-01
H94,active,2026-07-01
H94,inactive,2026-08-01
H95,active,2026-01-01
H95,active,2026-02-01
H95,active,2026-03-01
H95,active,2026-04-01
H95,active,2026-05-01
H95,active,2026-06-01
H95,inactive,2026-07-01
H95,active,2026-08-01
H95,inactive,2026-09-01
H95,active,2026-10-01
H95,inactive,2026-11-01
H95,inactive,2026-12-01
H96,active,2026-01-01
H96,active,2026-02-01
H96,active,2026-03-01
H96,inactive,2026-04-01
H96,active,2026-05-01
H97,active,2026-01-01
H97,active,2026-02-01
H97,active,2026-03-01
H97,inactive,2026-04-01
H97,inactive,2026-05-01
H97,inactive,2026-06-01
H97,inactive,2026-07-01
H97,inactive,2026-08-01
H97,active,2026-09-01
H97,active,2026-10-01
H97,inactive,2026-11-01
H97,active,2026-12-01
H98,active,2026-01-01
H98,active,2026-02-01
H98,active,2026-03-01
H98,active,2026-04-01
H98,active,2026-05-01
H98,active,2026-06-01
H98,active,2026-07-01
H98,active,2026-08-01
H98,active,2026-09-01
H98,active,2026-10-01
H98,active,2026-11-01
H98,inactive,2026-12-01
H99,active,2026-01-01
H99,active,2026-02-01
H99,active,2026-03-01
H99,inactive,2026-04-01
H99,inactive,2026-05-01
H99,active,2026-06-01
H99,active,2026-07-01
H99,inactive,2026-08-01
H99,inactive,2026-09-01
H99,active,2026-10-01
H99,inactive,2026-11-01
I1,active,2026-01-01
I1,active,2026-02-01
I1,active,2026-03-01
I1,active,2026-04-01
I1,active,2026-05-01
I1,active,2026-06-01
I1,active,2026-07-01
I1,inactive,2026-08-01
I1,active,2026-09-01
I2,active,2026-01-01
I2,active,2026-02-01
I2,active,2026-03-01
I2,active,2026-04-01
I2,active,2026-05-01
I2,active,2026-06-01
I2,active,2026-07-01
I2,inactive,2026-08-01
I2,active,2026-09-01
I2,active,2026-10-01
I3,active,2026-01-01
I3,inactive,2026-02-01
I3,inactive,2026-03-01
I3,inactive,2026-04-01
I3,active,2026-05-01
I4,inactive,2026-01-01
I4,inactive,2026-02-01
I4,active,2026-03-01
I4,inactive,2026-04-01
I4,inactive,2026-05-01
I4,active,2026-06-01
I4,active,2026-07-01
I5,active,2026-01-01
I5,active,2026-02-01
I5,active,2026-03-01
I5,active,2026-04-01
I5,active,2026-05-01
I5,active,2026-06-01
I5,inactive,2026-07-01
I5,inactive,2026-08-01
I6,active,2026-01-01
I6,active,2026-02-01
I6,active,2026-03-01
I6,active,2026-04-01
I6,active,2026-05-01
I6,active,2026-06-01
I6,active,2026-07-01
I6,inactive,2026-08-01
I6,inactive,2026-09-01
I6,inactive,2026-10-01
I6,active,2026-11-01
I6,inactive,2026-12-01
I7,active,2026-01-01
I7,active,2026-02-01
I7,active,2026-03-01
I7,active,2026-04-01
I7,active,2026-05-01
I7,active,2026-06-01
I7,inactive,2026-07-01
I7,inactive,2026-08-01
I8,active,2026-01-01
I8,active,2026-02-01
I8,inactive,2026-03-01
I8,inactive,2026-04-01
I8,inactive,2026-05-01
I8,active,2026-06-01
I8,active,2026-07-01
I8,inactive,2026-08-01
I9,active,2026-01-01
I9,active,2026-02-01
I9,active,2026-03-01
I9,active,2026-04-01
I9,inactive,2026-05-01
I9,active,2026-06-01
I9,inactive,2026-07-01
I9,inactive,2026-08-01
I9,active,2026-09-01
I9,inactive,2026-10-01
I10,active,2026-01-01
I10,active,2026-02-01
I10,active,2026-03-01
I10,active,2026-04-01
I10,active,2026-05-01
I10,active,2026-06-01
I10,inactive,2026-07-01
I10,inactive,2026-08-01
I11,active,2026-01-01
I11,active,2026-02-01
I11,active,2026-03-01
I11,active,2026-04-01
I11,active,2026-05-01
I11,active,2026-06-01
I11,active,2026-07-01
I11,active,2026-08-01
I11,inactive,2026-09-01
I11,active,2026-10-01
I11,inactive,2026-11-01
I11,inactive,2026-12-01
I12,active,2026-01-01
I12,active,2026-02-01
I12,active,2026-03-01
I12,inactive,2026-04-01
I12,inactive,2026-05-01
I12,active,2026-06-01
I12,active,2026-07-01
I12,active,2026-08-01
I12,inactive,2026-09-01
I12,inactive,2026-10-01
I12,inactive,2026-11-01
I12,active,2026-12-01
I13,active,2026-01-01
I13,active,2026-02-01
I13,active,2026-03-01
I13,active,2026-04-01
I13,active,2026-05-01
I13,inactive,2026-06-01
I13,active,2026-07-01
I13,inactive,2026-08-01
I14,active,2026-01-01
I14,active,2026-02-01
I14,inactive,2026-03-01
I14,active,2026-04-01
I14,inactive,2026-05-01
I14,inactive,2026-06-01
I14,active,2026-07-01
I15,active,2026-01-01
I15,active,2026-02-01
I15,inactive,2026-03-01
I15,active,2026-04-01
I15,inactive,2026-05-01
I16,active,2026-01-01
I16,active,2026-02-01
I16,active,2026-03-01
I16,active,2026-04-01
I16,active,2026-05-01
I16,active,2026-06-01
I16,inactive,2026-07-01
I16,active,2026-08-01
I16,inactive,2026-09-01
I16,inactive,2026-10-01
I16,active,2026-11-01
I16,inactive,2026-12-01
I17,active,2026-01-01
I17,active,2026-02-01
I17,inactive,2026-03-01
I17,active,2026-04-01
I17,inactive,2026-05-01
I17,inactive,2026-06-01
I17,active,2026-07-01
I17,inactive,2026-08-01
I17,inactive,2026-09-01
I17,inactive,2026-10-01
I17,inactive,2026-11-01
I17,active,2026-12-01
I18,active,2026-01-01
I18,inactive,2026-02-01
I18,inactive,2026-03-01
I18,inactive,2026-04-01
I18,inactive,2026-05-01
I19,active,2026-01-01
I19,active,2026-02-01
I19,active,2026-03-01
I19,active,2026-04-01
I19,active,2026-05-01
I19,active,2026-06-01
I19,active,2026-07-01
I20,active,2026-01-01
I20,active,2026-02-01
I20,active,2026-03-01
I20,active,2026-04-01
I20,active,2026-05-01
I20,active,2026-06-01
I20,active,2026-07-01
I20,inactive,2026-08-01
I21,active,2026-01-01
I21,active,2026-02-01
I21,active,2026-03-01
I21,active,2026-04-01
I21,active,2026-05-01
I21,active,2026-06-01
I21,active,2026-07-01
I21,active,2026-08-01
I21,active,2026-09-01
I21,active,2026-10-01
I21,active,2026-11-01
I22,active,2026-01-01
I22,active,2026-02-01
I22,active,2026-03-01
I22,active,2026-04-01
I22,active,2026-05-01
I22,active,2026-06-01
I22,inactive,2026-07-01
I22,active,2026-08-01
I22,inactive,2026-09-01
I23,active,2026-01-01
I23,active,2026-02-01
I23,active,2026-03-01
I23,active,2026-04-01
I23,active,2026-05-01
I23,inactive,2026-06-01
I23,active,2026-07-01
I23,inactive,2026-08-01
I23,inactive,2026-09-01
I23,inactive,2026-10-01
I23,active,2026-11-01
I23,inactive,2026-12-01
I24,active,2026-01-01
I24,active,2026-02-01
I24,active,2026-03-01
I24,active,2026-04-01
I24,active,2026-05-01
I24,active,2026-06-01
I24,active,2026-07-01
I24,active,2026-08-01
I24,active,2026-09-01
I24,active,2026-10-01
I24,active,2026-11-01
I24,inactive,2026-12-01
I25,active,2026-01-01
I25,active,2026-02-01
I25,active,2026-03-01
I25,inactive,2026-04-01
I25,inactive,2026-05-01
I26,active,2026-01-01
I26,inactive,2026-02-01
I26,inactive,2026-03-01
I26,active,2026-04-01
I26,inactive,2026-05-01
I26,inactive,2026-06-01
I27,active,2026-01-01
I27,active,2026-02-01
I27,active,2026-03-01
I27,active,2026-04-01
I27,active,2026-05-01
I27,active,2026-06-01
I27,active,2026-07-01
I27,active,2026-08-01
I27,active,2026-09-01
I27,active,2026-10-01
I27,active,2026-11-01
I27,inactive,2026-12-01
I28,active,2026-01-01
I28,active,2026-02-01
I28,active,2026-03-01
I28,active,2026-04-01
I28,active,2026-05-01
I28,active,2026-06-01
I28,inactive,2026-07-01
I28,inactive,2026-08-01
I28,inactive,2026-09-01
I28,inactive,2026-10-01
I28,inactive,2026-11-01
I28,active,2026-12-01
I29,active,2026-01-01
I29,active,2026-02-01
I29,active,2026-03-01
I29,inactive,2026-04-01
I29,active,2026-05-01
I29,active,2026-06-01
I29,active,2026-07-01
I30,active,2026-01-01
I30,active,2026-02-01
I30,active,2026-03-01
I30,inactive,2026-04-01
I30,inactive,2026-05-01
I31,active,2026-01-01
I31,active,2026-02-01
I31,active,2026-03-01
I31,active,2026-04-01
I31,inactive,2026-05-01
I31,inactive,2026-06-01
I31,default,2026-07-01
I31,default,2026-08-01
I31,default,2026-09-01
I32,active,2026-01-01
I32,active,2026-02-01
I32,inactive,2026-03-01
I32,active,2026-04-01
I32,active,2026-05-01
I32,active,2026-06-01
I32,inactive,2026-07-01
I32,default,2026-08-01
I32,default,2026-09-01
I33,active,2026-01-01
I33,active,2026-02-01
I33,active,2026-03-01
I33,active,2026-04-01
I33,active,2026-05-01
I33,active,2026-06-01
I33,active,2026-07-01
I33,inactive,2026-08-01
I33,inactive,2026-09-01
I33,inactive,2026-10-01
I33,active,2026-11-01
I33,active,2026-12-01
I34,active,2026-01-01
I34,active,2026-02-01
I34,active,2026-03-01
I34,active,2026-04-01
I34,active,2026-05-01
I34,active,2026-06-01
I34,active,2026-07-01
I34,active,2026-08-01
I34,active,2026-09-01
I35,active,2026-01-01
I35,active,2026-02-01
I35,active,2026-03-01
I35,inactive,2026-04-01
I35,default,2026-05-01
I36,active,2026-01-01
I36,active,2026-02-01
I36,inactive,2026-03-01
I36,active,2026-04-01
I36,inactive,2026-05-01
I37,inactive,2026-01-01
I37,active,2026-02-01
I37,inactive,2026-03-01
I37,active,2026-04-01
I37,inactive,2026-05-01
I37,default,2026-06-01
I37,default,2026-07-01
I37,default,2026-08-01
I37,default,2026-09-01
I37,default,2026-10-01
I37,default,2026-11-01
I38,active,2026-01-01
I38,active,2026-02-01
I38,inactive,2026-03-01
I38,default,2026-04-01
I38,default,2026-05-01
I38,default,2026-06-01
I39,active,2026-01-01
I39,active,2026-02-01
I39,inactive,2026-03-01
I39,active,2026-04-01
I39,inactive,2026-05-01
I39,inactive,2026-06-01
I39,inactive,2026-07-01
I39,active,2026-08-01
I39,inactive,2026-09-01
I39,active,2026-10-01
I39,inactive,2026-11-01
I39,active,2026-12-01
I40,inactive,2026-01-01
I40,default,2026-02-01
I40,default,2026-03-01
I40,default,2026-04-01
I40,default,2026-05-01
I40,default,2026-06-01
I40,default,2026-07-01
I40,default,2026-08-01
I41,inactive,2026-01-01
I41,inactive,2026-02-01
I41,active,2026-03-01
I41,active,2026-04-01
I41,inactive,2026-05-01
I41,active,2026-06-01
I41,active,2026-07-01
I42,inactive,2026-01-01
I42,inactive,2026-02-01
I42,default,2026-03-01
I42,default,2026-04-01
I42,default,2026-05-01
I42,default,2026-06-01
I43,active,2026-01-01
I43,active,2026-02-01
I43,active,2026-03-01
I43,active,2026-04-01
I43,active,2026-05-01
I43,inactive,2026-06-01
I43,active,2026-07-01
I43,inactive,2026-08-01
I43,inactive,2026-09-01
I43,active,2026-10-01
I43,inactive,2026-11-01
I44,active,2026-01-01
I44,active,2026-02-01
I44,inactive,2026-03-01
I44,default,2026-04-01
I44,default,2026-05-01
I44,default,2026-06-01
I44,default,2026-07-01
I45,active,2026-01-01
I45,active,2026-02-01
I45,active,2026-03-01
I45,active,2026-04-01
I45,inactive,2026-05-01
I45,active,2026-06-01
I46,active,2026-01-01
I46,active,2026-02-01
I46,active,2026-03-01
I46,inactive,2026-04-01
I46,inactive,2026-05-01
I46,inactive,2026-06-01
I46,inactive,2026-07-01
I46,inactive,2026-08-01
I46,inactive,2026-09-01
