id-book,date,id-client,semester
TECH34110,2024-09-27,717,sem2
ECON43442,2024-11-23,717,sem2
SS02343,2024-07-27,718,sem2
TECH22344,2024-07-06,718,sem2
SS30033,2024-12-07,721,sem2
TECH21431,2024-09-19,727,sem2
SF40402,2024-11-25,728,sem2
SS03231,2024-08-24,729,sem2
TECH14203,2024-08-13,730,sem2
SS20124,2024-10-18,730,sem2
ECON40244,2024-11-23,730,sem2
ECON33013,2024-07-05,731,sem2
TECH22030,2024-08-16,732,sem2
SF10011,2024-12-11,732,sem2
ECON21404,2024-08-09,733,sem2
TECH33341,2024-10-09,733,sem2
TECH20310,2024-12-08,735,sem2
NAT11314,2024-12-27,736,sem2
SS43112,2024-10-19,737,sem2
NAT32142,2024-11-18,737,sem2
NAT34300,2024-12-01,737,sem2
O44144,2024-12-23,738,sem2
SF43214,2024-08-09,738,sem2
ECON24014,2024-08-23,738,sem2
TECH40114,2024-08-13,738,sem2
ECON02400,2024-10-15,739,sem2
ECON32312,2024-07-25,739,sem2
ECON33022,2024-08-21,740,sem2
ECON02141,2024-07-28,742,sem2
TECH23410,2024-11-26,743,sem2
SF11312,2024-12-15,743,sem2
NAT33324,2024-10-05,744,sem2
SF11311,2024-08-01,744,sem2
SF34023,2024-07-23,745,sem2
TECH02331,2024-11-26,746,sem2
ECON02212,2024-11-02,748,sem2
O44030,2024-09-03,749,sem2
NAT31404,2024-11-03,749,sem2
SS44114,2024-10-18,750,sem2
ECON13101,2024-10-07,750,sem2
ECON43243,2024-10-23,752,sem2
ECON40010,2024-11-11,753,sem2
O34012,2024-11-22,754,sem2
ECON14420,2024-11-17,754,sem2
SF20312,2024-07-24,755,sem2
ECON42144,2024-07-07,756,sem2
ECON30133,2024-10-28,756,sem2
TECH21231,2024-10-23,756,sem2
SS31230,2024-10-10,757,sem2
ECON10243,2024-09-26,759,sem2
O02241,2024-11-13,759,sem2
O23141,2024-07-26,759,sem2
SF44310,2024-10-03,761,sem2
SS33011,2024-08-24,761,sem2
TECH40402,2024-09-06,762,sem2
O43242,2024-07-01,763,sem2
ECON43441,2024-07-02,763,sem2
ECON31202,2024-07-03,764,sem2
ECON30444,2024-11-12,765,sem2
SF24230,2024-07-02,765,sem2
ECON14113,2024-11-14,766,sem2
SF14103,2024-12-28,766,sem2
ECON34123,2024-12-03,766,sem2
TECH23240,2024-10-25,767,sem2
O40141,2024-10-13,767,sem2
ECON33143,2024-09-01,768,sem2
O00203,2024-12-17,769,sem2
SF21323,2024-07-08,772,sem2
SF01204,2024-09-12,772,sem2
SS33342,2024-07-02,773,sem2
O32021,2024-12-22,773,sem2
O42002,2024-10-18,776,sem2
ECON32232,2024-10-05,777,sem2
NAT03431,2024-07-19,777,sem2
TECH10211,2024-08-18,777,sem2
O12302,2024-12-27,778,sem2
ECON02234,2024-10-24,779,sem2
ECON31104,2024-11-20,779,sem2
SS21034,2024-08-17,780,sem2
ECON32432,2024-08-07,780,sem2
O02321,2024-12-10,780,sem2
NAT02112,2024-10-07,781,sem2
NAT03232,2024-12-22,786,sem2
TECH32240,2024-09-10,787,sem2
ECON44330,2024-12-28,788,sem2
SF30442,2024-12-15,789,sem2
ECON13323,2024-07-10,790,sem2
ECON04134,2024-10-03,791,sem2
TECH33430,2024-10-16,791,sem2
ECON13132,2024-09-06,792,sem2
SS13432,2024-07-20,793,sem2
SF32214,2024-08-19,793,sem2
TECH02030,2024-07-10,794,sem2
ECON11214,2024-12-28,794,sem2
SF04322,2024-07-19,794,sem2
NAT04312,2024-07-03,794,sem2
SS33334,2024-08-16,795,sem2
ECON11301,2024-08-15,797,sem2
NAT12243,2024-08-11,797,sem2
TECH33414,2024-09-10,798,sem2
SS02201,2024-10-01,798,sem2
TECH23332,2024-11-18,798,sem2
ECON23001,2024-11-18,799,sem2
TECH43411,2024-08-04,800,sem2
TECH01000,2024-12-10,800,sem2
ECON04212,2024-12-15,801,sem2
TECH22200,2024-08-25,802,sem2
ECON04132,2024-11-11,803,sem2
SF14123,2024-07-24,804,sem2
ECON23203,2024-11-28,804,sem2
NAT10420,2024-07-26,805,sem2
SF44144,2024-07-23,805,sem2
SF12024,2024-11-15,806,sem2
NAT10312,2024-12-02,807,sem2
O04231,2024-09-28,807,sem2
SF32130,2024-07-22,808,sem2
SF11324,2024-07-16,809,sem2
ECON11111,2024-10-15,810,sem2
ECON24314,2024-07-12,810,sem2
ECON21002,2024-12-23,811,sem2
TECH21312,2024-12-15,812,sem2
ECON11222,2024-08-03,812,sem2
TECH04231,2024-08-02,813,sem2
NAT04110,2024-09-24,814,sem2
TECH12444,2024-12-07,816,sem2
ECON23111,2024-10-20,817,sem2
TECH04334,2024-07-05,818,sem2
NAT04344,2024-12-19,818,sem2
SF14230,2024-08-19,819,sem2
NAT13234,2024-08-27,820,sem2
SF24313,2024-09-20,822,sem2
NAT40443,2024-09-24,822,sem2
SS02020,2024-09-19,823,sem2
ECON21143,2024-08-20,823,sem2
ECON03041,2024-07-03,824,sem2
NAT10032,2024-09-24,825,sem2
ECON03410,2024-11-24,826,sem2
TECH24141,2024-10-26,827,sem2
SF10412,2024-10-16,829,sem2
TECH21333,2024-08-18,829,sem2
TECH24232,2024-10-12,829,sem2
SF02402,2024-08-04,831,sem2
TECH40043,2024-08-05,831,sem2
NAT33401,2024-12-02,832,sem2
ECON23240,2024-08-16,832,sem2
SF34041,2024-11-06,832,sem2
ECON44344,2024-10-11,833,sem2
SS41432,2024-08-04,834,sem2
SS02120,2024-10-20,834,sem2
ECON01113,2024-08-11,835,sem2
SF11101,2024-12-07,835,sem2
TECH23403,2024-10-10,835,sem2
TECH14420,2024-11-08,835,sem2
SF11301,2024-12-03,836,sem2
ECON41344,2024-12-28,837,sem2
SF11201,2024-12-16,837,sem2
TECH32123,2024-09-23,838,sem2
TECH01220,2024-12-01,838,sem2
SS22204,2024-07-26,839,sem2
ECON31233,2024-08-20,840,sem2
SF30201,2024-12-14,840,sem2
NAT11241,2024-10-13,841,sem2
NAT23403,2024-11-08,841,sem2
O34234,2024-08-22,843,sem2
O04312,2024-10-02,843,sem2
SF22121,2024-11-17,843,sem2
TECH02011,2024-09-28,844,sem2
ECON44241,2024-08-16,845,sem2
O32031,2024-09-12,845,sem2
NAT04214,2024-09-10,845,sem2
ECON03010,2024-10-27,846,sem2
TECH41112,2024-10-25,847,sem2
NAT44403,2024-10-12,847,sem2
TECH41444,2024-11-18,848,sem2
SS40230,2024-11-02,849,sem2
ECON04212,2024-07-26,849,sem2
ECON21203,2024-12-09,850,sem2
TECH12010,2024-10-23,852,sem2
ECON01123,2024-09-22,853,sem2
O40134,2024-09-11,854,sem2
TECH44234,2024-12-23,854,sem2
SF31304,2024-08-21,855,sem2
ECON20323,2024-12-25,856,sem2
TECH12243,2024-11-24,857,sem2
TECH23123,2024-12-18,858,sem2
SF41241,2024-07-21,859,sem2
TECH34033,2024-12-23,859,sem2
ECON01443,2024-11-17,860,sem2
O13203,2024-07-06,861,sem2
TECH22104,2024-09-22,862,sem2
ECON43242,2024-10-23,862,sem2
TECH41443,2024-12-08,863,sem2
SF23014,2024-07-24,865,sem2
O33320,2024-12-01,866,sem2
ECON33230,2024-07-12,866,sem2
SF04440,2024-11-05,867,sem2
SF13220,2024-09-07,867,sem2
TECH33134,2024-11-27,867,sem2
ECON24234,2024-07-27,868,sem2
SS32434,2024-09-17,868,sem2
O34121,2024-11-03,869,sem2
TECH42100,2024-10-23,869,sem2
TECH01011,2024-09-09,870,sem2
SF21220,2024-11-25,870,sem2
ECON44044,2024-08-18,870,sem2
SF24021,2024-09-19,871,sem2
O33033,2024-10-28,872,sem2
SS10403,2024-10-07,873,sem2
ECON02024,2024-10-16,875,sem2
SF01020,2024-07-12,875,sem2
TECH23320,2024-09-18,875,sem2
TECH04140,2024-09-14,876,sem2
NAT24112,2024-12-17,877,sem2
SF32202,2024-08-08,878,sem2
SF30401,2024-11-26,878,sem2
NAT34334,2024-10-08,879,sem2
SF41200,2024-09-26,879,sem2
ECON40014,2024-10-05,880,sem2
