V1;CORRELA_16;CORRE_9;IDOJ1;IDAIO;CIMREP;BRUTA;CONSUI;GAS;EMPAQUE;HONORA;COMISION;ARRIENDO;SEGURO;ASEO;ENERGIA;COMUNICA;PUBLICO;FLETES;PUBLICI;ADECUA;REGALA;OUTSOURCING;OTROS;SUELDOS;PRESTAC;VENTA;AGREGA;PERREMUN;SOCIOS;PERSONOM;DIRECTO;AGENCIA;APRENDIZ;TOTPERSO;PROMUJ;PROHOM;PERMUJ;PERHOM;DIRMUJ;DIRHOM;AGEMUJ;AGEHOM;APRENMUJ;APRENHOM;TOTMUJ;TOTHOM;SUEPLAN;PREPLAN;REMPLAN;COTIZA;GASAGEN;REMTEMP;TOTREM;INVINI;INVFIN;ROTACION;INVPRO;CTO;CTOINS;VENTASNOP;GASTOS;GASTOSNOP;GASTOPNOP
995129;464;464-465;14;1998;0;1355943;244551,5;0;0;49172;0;64392;7730;0;25432;10224;958;21814;2554;23625;0;0;38650,5;261473;143372;4944995;1111391,5;14;0;0;14;0;0;14;0;0;0;0;6;8;0;0;0;0;6;8;0;79910;0;57836,24;0;261473;319309,24;499408;524707;3589052;512057,5;3589052;3589052;0;3892815;250333;4573144
995132;4759-4761;476 - 477;11;2004;0;256294;81293;0;0;0;0;63050;0;1391;10789;4317;1693;0;0;0;0;0;53;86140;28626;727609;175001;5;0;0;5;0;0;5;0;0;0;0;2;3;0;0;0;0;2;3;0;15560;0;11298,64;0;86140;97438,64;2124160;2075823;471315;2099991,5;471315;471315;0;556540;1070;682286
995133;464;464-465;14;1992;0;2525275;222894,5;0;2889;23909;1123;16296;4440;0;24340;5144;2447;73755;1384;29396;0;0;37771,5;484865;204350;18327945;2302380,5;34;0;3;31;0;1;35;0;0;1;2;15;16;0;0;1;0;17;18;85372;117251;106278;75849,72;0;392518;574645,72;526288;862281;15802670;694284,5;15802670;15802670;0;16133631;51448;16903700
995134;473;473;11;2002;0;656530;277275,5;0;0;9000;0;61440;2630;800;64260;18900;3676;90720;4260;16272;0;0;5317,5;204000;90267;1675471;379254,5;18;0;6;12;0;0;18;0;0;4;2;2;10;0;0;0;0;6;12;72000;52657;88959;33040,4;0;132000;253999,4;230650;395179;1018941;312914,5;1018941;1018941;0;1305184;10635;1633989
995136;465;464-465;14;2006;0;537359;112157;10;2217;24872;0;31200;9334;0;10055;3302;661;19235;6134;5137;0;0;0;65409;30260;2518350;425202;4;1;4;0;0;0;5;1;0;0;4;0;0;0;0;0;0;1;4;65409;18223;83632;10572,04;0;0;94204,04;1294357;612119;1980991;953238;1980991;1980991;0;2113148;297173;2505990
995137;4711-472;471-472;11;2001;0;721410;175080;0;0;0;0;0;0;0;149100;18150;780;1250;0;900;0;0;4900;249200;117913;4001810;546330;20;1;20;0;0;1;22;0;1;7;13;0;0;0;0;0;1;7;15;240000;58519;298519;54018;0;0;352537;1316604;1336904;3280400;1326754;3280400;3280400;0;3498880;20750;3914864
995138;4759-4761;476 - 477;14;2002;0;1531699;423787,5;0;0;31038;0;135627;6294;9795;47443;11437;1282;18192;12337;102549;0;0;47793,5;265135;96529;5441034;1107911,5;17;0;17;0;0;1;18;0;0;3;14;0;0;0;0;0;1;3;15;253135;48027;301162;42412;0;0;343574;3109407;2982128;3909335;3045767,5;3909335;3909335;0;4420744;238914;5163451
995140;473;473;4;2004;0;1096514;391539;0;20;30923;0;0;12467;592;129876;76;1696;188038;1483;17861;0;0;8507;150588;62377;7201277,405;704975;8;3;8;0;0;0;11;1;2;1;7;0;0;0;0;0;0;2;9;150588;34698;185286;24261,32;0;0;209547,32;104821;83850;6145639;94335,5;6145639;6145639;0;6566575;17286;6800973
995142;466;466-469;11;2001;0;825466;64704;0;0;4200;0;21948;13520;0;12310;1201;2029;0;1111;0;0;0;8385;152300;61541;7870187;760762;12;1;0;12;0;0;13;0;1;0;0;9;3;0;0;0;0;9;4;0;36398;0;21740,44;0;152300;174040,44;889117;802056;7044721;845586,5;7044721;7044721;0;7174857;157917;7565524
995144;466;466-469;11;2007;0;521945;33864;0;0;3000;0;0;16740;852;8259;2528;685;0;0;0;0;0;1800;167000;68891;4347000;488081;14;1;0;14;0;0;15;0;1;0;0;4;10;0;0;0;0;4;11;0;39911;0;25239,2;0;167000;192239,2;657383;645797;3825055;651590;3825055;3825055;0;3892538;4984;4155821
995146;466;466-469;14;1998;0;330078;265684,5;0;345;40594;0;70588;11060;1263;22389;4834;699;84700;6140;19262;0;0;3810,5;166120;67952;1980078;64393,5;11;2;11;0;0;0;13;1;1;4;7;0;0;0;0;0;0;5;8;166120;39002;205122;25054,64;0;0;230176,64;837423;746423;1650000;791923;1650000;1650000;0;1921417;160915;2331870
995147;473;473;14;2006;0;811971;454458;0;0;9462;0;60000;7045;14746;18206;3068;5280;218916;13838;30186;0;0;73711;152122;63591;4826590;357513;9;0;9;0;0;0;9;0;0;2;7;0;0;0;0;0;0;2;7;152122;33819;185941;26396,88;0;0;212337,88;35204;123424;4014619;79314;4014619;4014619;0;4576724;43964;4860705
995151;4759-4761;476 - 477;11;2005;0;431691;119583,5;0;8397;9000;0;40570;1578;0;19297;815;1981;14815;840;16018;514;0;5758,5;97303;38823;1602393;312107,5;8;0;8;0;0;0;8;0;0;6;2;0;0;0;0;0;0;6;2;97303;19945;117248;16389,92;0;0;133637,92;903380;840111;1170702;871745,5;1170702;1170702;0;1301079;86714;1535300
995152;462;462-463;14;1990;0;109557;78343;0;0;5400;0;10000;0;0;3072;2487;636;55672;0;0;0;0;1076;12000;6165;962717;31214;1;1;1;0;0;0;2;1;0;1;0;0;0;0;0;0;0;2;0;12000;2619;14619;2939,52;0;0;17558,52;122962;164457;853160;143709,5;853160;853160;0;932998;5679;958246
995153;462;462-463;14;2014;0;1475016;985901;0;1560;8000;0;324913;0;0;110595;2150;924;532959;3600;0;0;0;1200;337588;158414;12557883;489115;27;0;27;0;0;1;28;0;0;5;22;0;0;0;0;0;1;5;23;328588;58050;386638;83803,12;0;0;470441,12;1220471;2695487;11082867;1957979;11082867;11082867;0;12092988;26308;12634310
995155;466;466-469;14;1977;0;76114;47226,5;0;0;3153;0;22562;2723;944;1986;2217;262;9741;0;98;0;0;3540,5;58704;21247;311940;28887,5;4;0;4;0;0;0;4;0;0;0;4;0;0;0;0;0;0;0;4;58704;11547;70251;8384,56;0;0;78635,56;632017;532029;235826;582023;235826;235826;0;292878;73858;449061
995160;4752;474 - 475;11;2012;0;343231;100151;34;0;16178;0;35514;0;0;12406;5673;1969;21143;1398;4223;0;0;1613;213387;94255;3187460;243080;18;0;18;0;0;0;18;0;0;5;13;0;0;0;0;0;0;5;13;213387;37224;250611;51464,04;0;0;302075,04;1025780;778190;2844229;901985;2844229;2844229;0;2948199;0;3255841
995161;473;473;14;2007;0;293629;178139,5;0;0;20655;0;0;6225;4208;72125;8400;5340;4624;1756;44528;0;0;10278,5;189977;64140;8275036;115489,5;14;0;14;0;0;0;14;0;0;6;8;0;0;0;0;0;0;6;8;189977;35224;225201;24809,52;0;0;250010,52;48301;84429;7981407;66365;7981407;7981407;0;8175988;20017;8478563
995162;4773;476 - 477;14;2011;0;281781;158912;0;1292;14910;0;24982;2222;956;40121;6869;1568;18952;10050;19265;0;0;17725;192020;83700;3052356;122869;14;0;14;0;0;0;14;0;0;10;4;0;0;0;0;0;0;10;4;192020;48356;240376;30702,16;0;0;271078,16;459167;427535;2770575;443351;2770575;2770575;0;2950418;73447;3325360
995164;462;462-463;14;2011;0;1070337;498152;0;5666;20920;0;68671;7443;1325;105804;10543;1534;103153;0;70691;0;0;102402;273806;111669;5507206;572185;13;0;13;0;0;1;14;0;0;3;10;0;0;0;0;1;0;4;10;256316;60154;316470;45885,88;0;0;362355,88;308611;385783;4436869;347197;4436869;4436869;0;5055605;110416;5579461
995171;4771-4751;476 - 477;14;2012;0;293761;133079,5;14;0;0;0;32155;1963;54861;27005;1465;584;0;0;143;0;0;1496,5;129956;41833;899178;160681,5;10;1;0;10;1;0;12;0;1;0;0;5;5;1;0;0;0;6;6;0;21076;0;16789,4;13393;129956;146745,4;644835;502668;605417;573751,5;605417;605417;0;731636;2884;933273
995175;4771-4751;476 - 477;11;2005;0;445517;403600;0;8100;111622;0;240686;0;0;22132;6580;6936;181;2537;3470;0;0;1356;35787;22474;3543188;41917;2;1;0;2;0;0;3;1;0;0;0;2;0;0;0;0;0;3;0;0;8875;0;11795,24;0;35787;47582,24;0;0;0;0;3097671;3097671;0;3514869;17676;3593110
995177;462;462-463;14;2010;0;4450291;1342132,5;20;0;19495;28275;93550;47740;43899;7900;11472;4326;170435;39574;150452;0;0;136198,5;1027745;448809;19820624;3108158,5;62;1;42;20;28;1;92;0;1;12;30;7;13;4;24;1;0;24;68;638452;242868;790989;181760,76;588796;374297;1347046,76;4687;0;15370333;2343,5;15370333;15370333;0;16350112;30178;18698530
995178;462;462-463;11;2009;0;706484;117485;620;5600;12000;0;26723;6989;3400;15311;3420;810;0;3700;8086;0;0;30826;115579;53207;6038326;588999;9;1;0;9;0;0;10;0;1;0;0;3;6;0;0;0;0;3;7;0;32747;0;17852,64;0;115579;133431,64;105293;66740;5331842;86016,5;5331842;5331842;0;5488356;39296;5706249
995179;462;462-463;11;1999;0;2156125;619987;80;0;20512;172521;12030;33040;2515;31487;3897;1585;13076;19610;198613;0;0;111021;311362;149892;15824303;1536138;18;1;18;0;0;1;20;1;0;8;10;0;0;0;0;1;0;10;10;302362;81942;384304;60754,56;0;0;445058,56;476623;672624;13668178;574623,5;13668178;13668178;0;14418464;118402;15054958
995186;462;462-463;14;2010;0;3217034;579464;0;13113;33600;0;288000;6304;2772;8925;1096;269;129379;16306;10648;0;0;69052;294976;115730;22627650;2637570;13;0;13;0;0;0;13;0;0;3;10;0;0;0;0;0;0;3;10;294976;68275;363251;40817,88;0;0;404068,88;1970604;2644736;19410616;2307670;19410616;19410616;0;20121943;139939;20691888
995190;462;462-463;14;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
995191;462;462-463;11;2007;0;2954732;609175;1020;25653;32340;0;22834;57604;68991;20686;25634;1907;119957;8980;115261;0;0;108308;993598;414745;29547322;2345557;73;1;0;73;0;3;77;0;1;0;0;28;45;0;0;3;0;31;46;0;231669;0;162124,16;0;966598;1128722,16;1914083;1940808;26592590;1927445,5;26592590;26592590;0;27382822;313788;29388328
995195;466;466-469;14;2008;0;1032791;233852,5;0;349;31990;0;11729;9640;1862;9259;4669;1500;2999;0;129108;0;0;30747,5;190611;78236;3356185;798938,5;14;0;14;0;0;0;14;0;0;4;10;0;0;0;0;0;0;4;10;190611;44853;235464;29104,6;0;0;264568,6;112303;1076678;2323394;594490,5;2323394;2323394;0;2605595;126990;3058723
995199;466;466-469;2;2006;0;788370;118411;0;360;16495;0;30000;2119;1987;10045;5227;886;17081;0;23655;0;0;10556;320613;109356;3267418;669959;13;0;13;0;0;0;13;0;0;9;4;0;0;0;0;0;0;9;4;320613;67930;388543;34221,6;0;0;422764,6;748846;715333;2479048;732089,5;2479048;2479048;0;2623519;91708;3174379
995200;473;473;4;2002;0;1650565;444451;0;0;25000;0;201574;14355;0;68251;4651;7897;55037;22714;41551;0;0;3421;345448;171920;10545477;1206114;15;5;15;0;0;1;21;5;0;4;11;0;0;0;0;1;0;10;11;336448;102300;438748;60886,8;0;0;499634,8;312748;605537;8894912;459142,5;8894912;8894912;0;9358084;19151;9915213
995201;462;462-463;11;2009;0;2695827;1388573;0;0;4463;0;81648;7877;0;9889;9272;1237;1168733;0;44538;0;0;60916;396557;152354;17547833;1307254;32;2;0;32;0;1;35;1;1;0;0;8;24;0;0;1;0;10;25;0;88792;0;54957,6;0;384267;439224,6;277770;699911;14852006;488840,5;14852006;14852006;0;16317638;39895;16960233
995202;4711-472;471-472;11;1997;0;1305916;239223;0;87463;12150;0;0;18584;2162;70365;3682;16768;0;10870;8067;0;0;9112;302009;121756;18563073;1066693;24;2;24;0;0;1;27;1;1;9;15;0;0;0;0;1;0;11;16;291476;70655;362131;44481,24;0;0;406612,24;743507;1035273;17257157;889390;17257157;17257157;0;17547440;180662;18215880
995204;473;473;14;2011;0;1002244;221806;40;0;20649;0;1;2491;23;14784;1874;987;137805;80;20034;0;0;23038;146597;59337;6667907;780438;8;0;8;0;0;0;8;0;0;1;7;0;0;0;0;0;0;1;7;146597;32028;178625;24007,24;0;0;202632,24;311061;324644;5665663;317852,5;5665663;5665663;0;5924194;19336;6161962
995206;466;466-469;4;1982;0;2375414;187759,5;622;926;41286;0;0;11472;3846;22090;15794;3661;34325;10708;22151;0;0;20878,5;326915;135970;13315412;2187654,5;14;1;14;0;0;0;15;0;1;5;9;0;0;0;0;0;0;5;10;326915;80021;406936;48423,16;0;0;455359,16;1181725;829734;10939998;1005729,5;10939998;10939998;0;11207828;277087;11967135
995207;466;466-469;14;2003;0;3145312;1129864;622;0;51852;0;0;690398;21521;7117;9133;3462;120948;47851;101274;0;0;75686;464782;192104;26147290;2015448;32;1;32;0;0;1;34;1;0;32;0;0;0;0;0;0;1;33;1;455782;99056;554838;81448,16;0;0;636286,16;248021;4717489;23001978;2482755;23001978;23001978;0;24333081;123423;25213404
995209;465;464-465;11;1997;0;1373931;192368;55;0;31976;0;40545;31865;0;10367;1609;3354;155;0;51841;0;0;20601;156202;56418;5547897;1181563;11;1;11;0;0;0;12;0;1;10;1;0;0;0;0;0;0;10;2;156202;30827;187029;22133;0;0;209162;394000;1480638;4173966;937319;4173966;4173966;0;4386935;24586;4624141
995210;466;466-469;14;1983;0;891954;471737,5;0;0;117782;0;80273;9047;9082;12284;12684;1162;133554;1983;48783;0;0;45103,5;200942;89400;10558834,4;420216,5;9;0;9;0;0;0;9;0;0;4;5;0;0;0;0;0;0;4;5;200942;52805;253747;31741,48;0;0;285488,48;935174;1143657;9676133;1039415,5;9676133;9676133;0;10242644;169081;10761576
995212;4711-472;471-472;11;2000;33456;35805922;14752911;19734;1062672;196508;0;2520056;457707;415790;4328116;150293;117171;910201;640081;2678672;0;0;1255910;9969845;3594616;238475460;21053011;762;3;714;48;0;7;772;1;2;194;520;19;29;0;0;6;1;220;552;9330895;1853709;11076938;1519818,44;0;577367;13174123,44;15952687;18354367;202636082;17153527;202636082;202669538;0;220590948;4689112;240446103
995213;464;464-465;11;2010;0;1267201;416009;0;0;8570;0;0;43357;0;6157;14943;1727;198799;0;76386;0;0;66070;427531;175490;7949616;851192;31;0;31;0;0;1;32;0;0;13;18;0;0;0;0;1;0;14;18;423001;101397;524398;64664,28;0;0;589062,28;441179;902906;6682415;672042,5;6682415;6682415;0;7201183;137401;7985854
995214;4711-472;471-472;11;2011;0;643893;72518;15;1006;6530;0;0;9090;2300;14101;1527;876;16432;1500;18375;0;0;766;75800;32669;3467632;571375;6;0;0;6;0;0;6;0;0;0;0;4;2;0;0;0;0;4;2;0;20160;0;10811,08;0;75800;86611,08;244025;262292;2823739;253158,5;2823739;2823739;0;2906766;0;3016015
995216;466;466-469;14;2010;0;740402;99568,5;143;0;25275;0;2055;5199;1427;4832;5736;891;6405;0;19300;0;0;28305,5;171680;76111;2030367;640833,5;12;1;0;12;0;0;13;0;1;0;0;5;7;0;0;0;0;5;8;0;41701;0;30564,48;0;171680;202244,48;98182;75347;1289965;86764,5;1289965;1289965;0;1447346;82552;1812418
995218;462;462-463;14;1981;0;1108321;450480,5;0;148724;26640;0;25823;0;1333;13554;7112;525;201498;0;13730;0;0;11541,5;179886;73868;27141267;657840,5;12;0;12;0;0;0;12;0;0;3;9;0;0;0;0;0;0;3;9;179886;44997;224883;24841,8;0;0;249724,8;840171;995000;26032946;917585,5;26032946;26032946;0;26605295;3207;26878348
995221;4771-4751;476 - 477;11;2011;0;1619417;461458;0;0;19332;0;279851;0;10164;71654;5687;4632;0;34891;28734;0;0;6513;580905;241500;3651943;1157959;46;1;0;46;0;2;49;0;1;0;0;30;16;0;0;2;0;32;17;0;134254;0;93526,56;0;554871;648397,56;835668;816784;2032526;826226;2032526;2032526;0;2516510;60965;3445703
995224;473;473;2;2013;0;684881;354196,5;0;0;32368;0;0;10221;1245;27067;4275;5326;10486;893;186886;0;0;75429,5;133271;55207;1084693;330684,5;12;0;12;0;0;0;12;0;0;6;6;0;0;0;0;0;0;6;6;133271;31942;165213;20230,92;0;0;185443,92;127301;135399;399812;131350;399812;399812;0;836895;50083;1087575
995232;473;473;9;1999;0;1678189;1006417;0;0;24100;0;58122;103900;0;21126;6490;3453;250252;200;481406;0;0;57368;223474;93406;12053669;671772;17;0;17;0;0;0;17;0;0;9;8;0;0;0;0;0;0;9;8;223474;52592;276066;35879,84;0;0;311945,84;454141;819623;10375480;636882;10375480;10375480;0;11478965;400896;12271710
995234;462;462-463;14;2012;0;340269;158911;240;23365;14561;0;30624;9112;0;6192;1202;520;67895;0;310;0;0;4890;72000;34438;3036449;181358;6;0;6;0;0;0;6;0;0;3;3;0;0;0;0;0;0;3;3;72000;18886;90886;14100,48;0;0;104986,48;405790;472410;2696180;439100;2696180;2696180;0;2884293;178417;3177068
995235;4752;474 - 475;11;2002;0;855507;142656,5;0;0;25093;0;0;22925;12480;3776;4360;3756;7722;0;21176;0;0;41368,5;281532;103632;3586359;712850,5;17;1;0;17;0;1;19;1;0;0;0;6;11;0;0;1;0;8;11;0;48983;0;48954,92;0;269532;318486,92;377905;913250;2730852;645577,5;2730852;2730852;0;2932842;37716;3384801
995239;464;464-465;11;2005;0;6631698;2137083,5;273;2752;65354;0;121637;43508;17396;11765;10459;1625;1639393;0;38854;0;0;184067,5;542701;262422;28596983;4494614,5;41;1;6;35;0;1;43;1;0;3;3;15;20;0;0;1;0;20;23;140282;128516;177415;121244,4;0;395469;694128,4;3461012;9983038;21965285;6722025;21965285;21965285;0;24620588;62491;25540927
995242;466;466-469;14;2008;0;2385679;400249,5;0;0;90555;0;77966;17777;7953;7556;14905;1676;110017;12376;17437;0;0;42031,5;322748;144232;34081024;1985429,5;19;1;2;17;0;0;20;0;1;0;2;2;15;0;0;0;0;2;18;93231;87900;116713;49008,32;0;229517;395238,32;2359110;2637957;31695345;2498533,5;31695345;31695345;0;32168595;257084;32982799
995243;4772;476 - 477;14;2011;0;3076869;1248509;0;30751;32900;0;772652;10839;24105;21536;25310;5288;452;7641;13647;0;0;303388;570630;241712;8302621;1828360;24;0;10;14;0;1;25;0;0;7;3;14;0;0;0;1;0;22;3;344854;134071;427333;93224,92;0;219558;740115,92;0;0;0;0;5225752;5225752;0;6865328;2681;7831710
995245;462;462-463;11;1997;0;787821;238907,5;0;47016;61304;0;13200;18995;7645;7982;3593;2600;3000;443;40890;0;0;32239,5;67833;32707;8959538;548913,5;6;0;0;6;0;0;6;0;0;0;0;2;4;0;0;0;0;2;4;0;15565;0;15775,6;0;67833;83608,6;98450;224106;8171717;161278;8171717;8171717;0;8461678;59011;8632561
995250;453;453-454;11;1989;0;992415;259294,5;0;0;0;0;0;0;0;10451;4404;3948;8106;0;72143;0;0;160242,5;186000;65100;3054681;733120,5;15;0;15;0;0;0;15;0;0;5;10;0;0;0;0;0;0;5;10;186000;32830;218830;28350;0;0;247180;1439711;1357299;2062266;1398505;2062266;2062266;0;2597207;100775;2969587
995253;466;466-469;14;2003;0;1431207;187339,5;0;0;37760;0;8400;7600;0;15936;9199;2714;4004;5725;58817;0;0;37184,5;363589;181025;9634034;1243867,5;24;0;24;0;0;0;24;0;0;7;17;0;0;0;0;0;0;7;17;363589;86593;450182;86266,08;0;0;536448,08;1983425;2944583950;8202827;1473283688;8202827;8202827;0;8485773;54357;9153505
995255;4771-4751;476 - 477;14;2009;0;2960853;1471225,5;0;36766;82365;0;841151;0;12330;58442;12378;1238;5222;18415;233279;0;112055;57584,5;670955;235607;9119085,946;1489627,5;29;0;0;29;0;1;30;0;0;0;0;25;4;0;0;1;0;26;4;0;131481;0;89489,28;0;661722;751211,28;0;0;0;0;6116293;6116293;0;7735857;195086;8900239
995257;4711-472;471-472;11;2009;0;340651;74155;0;20400;6500;0;4150;0;4050;19800;5100;200;9800;2140;0;0;0;2015;165542;65395;1516258;266496;12;0;12;0;0;0;12;0;0;6;6;0;0;0;0;0;0;6;6;165542;36955;202497;24673,44;0;0;227170,44;406170;269388;1175607;337779;1175607;1175607;0;1252427;52;1483416
995259;4711-472;471-472;11;1992;0;2408034;342503;0;32846;51970;0;0;25367;29190;111199;12550;10990;16017;17600;28774;0;0;6000;166187;66073;16127625;2065531;11;1;0;11;0;0;12;1;0;0;0;5;6;0;0;0;0;6;6;0;33788;0;28165,08;0;166187;194352,08;1543987;2793017;13719591;2168502;13719591;13719591;0;14178260;122525;14549562
995261;464;464-465;4;2007;0;386410;128075,5;0;0;19124;0;41200;750;0;4270;7674;1881;22031;0;2672;0;0;28473,5;126022;48170;2427000;258334,5;9;0;0;9;0;0;9;0;0;0;0;6;3;0;0;0;0;6;3;0;26822;0;18080,4;0;126022;144102,4;87459;74520;2040590;80989,5;2040590;2040590;0;2202241;75102;2483420
995262;4711-472;471-472;11;2003;0;670125;152629;0;275;6000;0;0;3730;0;50407;4344;2356;35486;0;19310;0;0;30721;167570;64510;10678583;517496;13;0;13;0;0;0;13;0;0;7;6;0;0;0;0;0;0;7;6;167570;36013;203583;24808,28;0;0;228391,28;880248;914019;10008458;897133,5;10008458;10008458;0;10208878;90785;10553653
995264;4771-4751;476 - 477;14;1991;0;6117493;1581324,5;0;0;350511;0;288893;27039;209757;245490;29371;8647;2496;65681;298620;0;0;54819,5;2542293;1235123;32288866;4536168,5;114;0;114;0;0;2;116;0;0;75;39;0;0;0;0;2;0;77;39;2523793;567287;3091080;611162,88;0;0;3702242,88;0;0;0;0;26171373;26171373;0;28042933;1159757;33079366
995265;464;464-465;11;1999;0;997943;163986;288;81;31544;3424;11120;37026;81;7447;9874;3135;25932;125;2995;0;0;30914;251299;83925;7112335;833957;7;0;7;0;0;0;7;0;0;4;3;0;0;0;0;0;0;4;3;251299;47856;299155;30448,84;0;0;329603,84;782629;290058;6114392;536343,5;6114392;6114392;0;6358522;51283;6803631
995266;4752;474 - 475;14;2011;0;1324423;164329;0;2929;14270;0;12000;2492;432;7919;5598;2605;74110;11940;10977;0;0;19057;320902;122500;7546838,884;1160094;20;0;0;20;0;1;21;0;0;0;0;8;12;0;0;1;0;9;12;0;62630;0;53025,12;0;313402;366427,12;3285350;3555600;6178582;3420475;6178582;6178582;0;6421261;532259;7421669
995269;464;464-465;11;2006;0;338533;180785;0;2240;62832;9001;72000;0;1381;4365;4901;1116;4085;0;10959;0;0;7905;198782;79916;4141645;157748;10;0;10;0;0;0;10;0;0;6;4;0;0;0;0;0;0;6;4;198782;44822;243604;30577,04;0;0;274181,04;311606;295469;3803112;303537,5;3803112;3803112;0;4014627;362410;4667696
995271;462;462-463;14;2009;0;2496441;880074;0;696;5900;0;13075;62411;2163;36156;11247;1121;165631;500;105573;0;367924;107677;284126;118438;19614766,9;1616367;21;0;21;0;0;0;21;0;0;7;14;0;0;0;0;0;0;7;14;284126;69185;353311;42785,56;0;0;396096,56;6845404;12586800;17124053;9716102;17124053;17124053;0;18220159;573577;19251664
995272;462;462-463;11;2003;0;984779;243561,5;0;4261;0;0;0;20094;0;39757;7901;170;45450;0;88741;0;0;37187,5;106300;43579;5795733;741217,5;8;0;0;8;0;0;8;0;0;0;0;2;6;0;0;0;0;2;6;0;25404;0;15782,68;0;106300;122082,68;281222;136044;4810954;208633;4810954;4810954;0;5126223;24150;5313957
995273;462;462-463;14;2003;0;5642399;3389564;0;1241;87462;197174;60962;18660;2603;37854;15234;4068;2480658;0;69976;0;0;413672;640123;283695;52531851,11;2252835;25;0;0;25;0;1;26;0;0;0;0;9;16;0;0;1;0;10;16;0;169629;0;99541,84;0;631673;731214,84;4078921;5014726;46883707;4546823,5;46883707;46883707;0;50920421;1791878;53676085
995275;466;466-469;5;2001;0;4295935;947934;0;0;45109;0;142164;48568;33007;10117;11119;3845;82310;8116;213692;0;0;349887;369192;151604;35859607;3348001;20;0;0;20;0;0;20;0;0;0;0;9;11;0;0;0;0;9;11;0;87052;0;55968,32;0;369192;425160,32;3827959;2978717;31563672;3403338;31563672;31563672;0;33034729;1615740;35196948
995278;462;462-463;5;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
995279;465;464-465;11;1988;0;5802457;994087,5;0;2383;692615;0;16842;47253;4638;9625;12931;1625;114049;0;20438;0;0;71688,5;1572205;712783;30295993;4808369,5;18;0;18;0;0;0;18;0;0;9;9;0;0;0;0;0;0;9;9;1572205;347408;1919613;296660,76;0;0;2216273,76;1215766;1544372;24493536;1380069;24493536;24493536;0;25952633;117044;28389853
995280;473;473;2;1997;0;1978213;1432271,5;0;0;27352;0;0;10564;0;63339;13586;1585;299924;0;685081;0;0;330840,5;379586;122861;12566749;545941,5;17;0;17;0;0;0;17;0;0;4;13;0;0;0;0;0;0;4;13;379586;65565;445151;48401,52;0;0;493552,52;213148;235148;10588536;224148;10588536;10588536;0;12410649;47556;12981962
995281;473;473;11;1998;0;1221963;295673,5;0;0;10200;0;0;120011;0;6500;1650;2208;75927;0;69125;0;0;10052,5;120105;50443;8052836;926289,5;10;0;0;10;0;0;10;0;0;0;0;0;10;0;0;0;0;0;10;0;25222;0;22530,76;0;120105;142635,76;27878;28900;6830873;28389;6830873;6830873;0;7148127;0;7335547
995285;462;462-463;11;1987;0;703660;43556;0;1420;18000;0;11300;0;0;7007;3979;1850;0;0;0;0;0;0;193200;78404;13480126;660104;15;2;15;0;0;0;17;1;1;4;11;0;0;0;0;0;0;5;12;193200;45683;238883;28421,88;0;0;267304,88;774802;1141541;12776466;958171,5;12776466;12776466;0;12829758;133194;13256607
995290;473;473;14;1994;0;1234526;208454;0;0;6300;0;0;12629;6993;18348;1540;1665;17434;0;67031;0;0;76514;144960;54008;7764843;1026072;10;4;0;10;0;0;14;3;1;0;0;4;6;0;0;0;0;7;7;0;35095;0;16982,68;0;144960;161942,68;460;210;6530317;335;6530317;6530317;0;6828815;29402;7071225
995291;462;462-463;11;2003;0;1889636;410901,5;0;0;71872;0;0;3271;335;8730;5340;1188;260165;0;53764;0;0;6236,5;110652;56702;10264348;1478734,5;8;0;0;8;0;0;8;0;0;0;0;2;6;0;0;0;0;2;6;0;31868;0;21591,6;0;110652;132243,6;407214;881586;8374712;644400;8374712;8374712;0;8872080;24616;9071515
995293;473;473;11;1994;0;705311;194316;152;0;11000;0;0;3485;2115;11128;1495;1384;96249;2000;47100;0;0;18208;89718;49933;5379675;510995;6;1;6;0;0;0;7;0;1;3;3;0;0;0;0;0;0;3;4;89718;26775;116493;21276,4;0;0;137769,4;125256;127351;4674364;126303,5;4674364;4674364;0;4891066;12155;5056039
995294;466;466-469;11;2003;0;364034;153371;0;1947;8400;0;54000;567;0;3904;3741;1790;56812;0;19521;0;0;2689;147071;55481;3412941;210663;10;0;0;10;0;0;10;0;0;0;0;5;5;0;0;0;0;5;5;0;31476;0;20928,36;0;147071;167999,36;637210;624417;3048907;630813,5;3048907;3048907;0;3222951;1798;3455895
995297;462;462-463;11;2012;0;2994780;1071677,5;0;0;27165;0;28826;30832;39722;65288;21345;1597;667487;0;73594;0;0;115821,5;841636;327647;34454154;1923102,5;48;0;0;48;0;0;48;0;0;0;0;18;30;0;0;0;0;18;30;0;152634;0;154407,24;0;841636;996043,24;1457657;1652798;31459374;1555227,5;31459374;31459374;0;32747105;933405;34901790
