lyrics,label
"
en enero joche se cogio (2 veces)
un mochuelo en las montañas de maría
y me lo regalo no mas para la novia mía
en enero joche se cogio (2 veces)
un mochuelo en las montañas de maria
y me lo regalo no mas para la novia mía
mochuelo pico e maíz y ojos negros brillantinos(2 veces)
y como mi amor por ti entre más viejo más fino (2 veces)
ágil vuela busca la ocasión (2 veces)
de salir de esa cárcel protectora
y bello es el furor no más de aquel ave canora
agil vuela busca la ocasión (2 veces)
de salir de esa cárcel protectora
y bello es el furor no más de aquel ave canora
el perdió su libertad para darnos alegría (2 veces)
lo que pa su vida es mal bien es pa la novia mía (2 veces)
es que para el animal no hay un dios que lo bendiga (2 veces)
tu cantar tu lirica canción (2 veces)
es nostálgica como la mía
porque mochuelo soy de mi negra querida
ay tu cantar tu lírica canción (2 veces)
es nostálgica como la mía
porque mochuelo soy de mi negra querida
esclavo negro canta
entona tu melodía
canta con seguridad
como anteriormente hacías
cuando tenías libertad en los montes de maria
cuando tenías libertad en los montes de maria
",Vallenato
"Es muy triste tener un amor viviendo en lejanías
Porque el alma se va consumiendo en el mar de la ausencia
La distancia señala en mi vida una negra sentencia
Y el recuerdo de aquel gran amor es mi triste agonía
Yo sin ti me muero vida mía
Me hace falta tu presencia (bis)
Mis noches son largas pensando
Con quien estarás disfrutando
El tiempo que vivo sin ti
Y que me muero por verte
Quizás no estaré ni en tu mente
Y vivo sufriendo por ti (bis)

Cuando vuelvas conmigo mi vida
Tendré un nuevo día
Y en el verano de mi desconsuelo
Será primavera
En tus labios se encuentra el remedio
Que alivia mis penas
Y en tus brazos queja mas triste
Se vuelve alegría
Porque tu presencia vida mía
Es como en diciembre noche buena (bis)

Contigo mi vida es mas bella
Mi noche se llena de estrellas
Y siento que vivo por ti
Porque tu presencia en mi vida
Despierta mi calma dormida
Y vuelvo a sentirme feliz (bis)
",Vallenato
"que dolor me dio mirarla esa noche
si yo lo hubiera sabido no me hubiera ido para esa reunión
vienen muchachas que tu no conoces
eso me dijo un amigo y quedé sorprendido cuando ella llegó
mi amigo ignoraba todo lo nuestro
ella quedó confundida y hacia muchos días no sabia de mí
después que todo acabó por completo
yo no sabia de su vida ni ella de la mía cuando me despedí
sentí rabia sentí gran tristeza
cuando vi que ella llegó tan bella
simulando bajé la cabeza
pa` evitar que ella otra vez me viera
simulando bajé la cabeza
pa` evitar que ella otra vez me viera
que gran dolor mirarla así
cerca de mí pero tan lejos
eso que un día me hizo feliz
me hace morir a fuego lento
eso que un día me hizo feliz
me hace morir a fuego lento
confieso que fue una noche terrible
mas tarde la algarabía de frondosa alegría me atormentaba mas
era como una tortura indecible
y al oír la melodía que un día le compuse casi me hace llorar
la miré bailar con otro en silencio
su cinturita rodeada por manos extrañas mas me conmovió
que ironía saber como cambia el tiempo
oh vida que mal me pagas
si ya me quitaste el alma dejándome un gran dolor
sentí rabia sentí gran tristeza
cuando vi que ella llegó tan bella
simulando bajé la cabeza
pa` evitar que ella otra vez me viera
simulando bajé la cabeza
pa` evitar que ella otra vez me viera
que gran dolor mirarla así
cerca de mí pero tan lejos
eso que un día me hizo feliz
me hace morir a fuego lento
eso que un día me hizo feliz
me hace morir a fuego lento
",Vallenato
"
 //José de la Cruz, hermano//
Alista la policía
que ahí viene Carmen García
Con un revolve en la mano
Viene con gafas negras para ocultar el dolor
Que por culpa de los celos
Le rompe su corazón
Y me hace pasar la pena
Gritandome a boca llena
Espérame ahí traidor
Y me hace pasar la pena
Gritandome a boca llena
Espérame ahí cachón

//Escucha Carmen García//
Puedes preguntarle al negro
Sólo voy a Gallo Bueno
Por tomar cerveza fría
Cuando en el hospital
Le partió el gancho a la muerte
Dije que mi corazón
Era de ti para siempre
Te juro que no he pecado
Que lo diga Cirujano
El cura casto y prudente
//Como fiera acorralá//
Dos tiros echó pa’l cielo
El barrio de Gallo Bueno
Perdió la tranquilidad
El Negro y Nicolasito
Se ocultaron en la loma
Cuentan que José Domingo
Voló como una paloma
//pero dentro de la casa
ta’ba Rodrigo Barraza
Que compuso “la maroma”//

//Como alcalde te prohíbo//
Usar pistola en el cinto
En Colombia y San Jacinto
es material subversivo
Una multa de cemento
mañana vas a pagar
por intento de homicidio
a la primera autoridad
Como de vergüenza peno
al barrio Gallo Bueno
Lo voy a pavimentar

Yo les pregunto doctores//
ahora como me compongo
Entre mas viejo me pongo
me estoy sintiendo mas joven
Esto me lo sentí
desde que fui al hospital
Las mujeres me persiguen
como moscas al panal
//y yo no tengo la culpa
Si las mujeres me buscan
Carmen, por algo será
 
",Vallenato
"Me han dicho que el pueblo de Badillo se ha puesto de malas
De malas porque su reliquia le quieren cambiar
Primero fue con San Antonio, Luis Enrique Maya
Ahora la cosa es distinta les voy a contar.
En la casa de Gregorio bien segura estaba
Una reliquia del pueblo tipo colonial,
Era una custodia linda bien grande y pesada,
Ahora por una liviana la quieren cambiar
Se la llevaron, se la llevaron, se la llevaron ya se perdió.
Se la llevaron, se la llevaron, se la llevaron ya se perdió.
Lo que pasa es que la tiene un ratero honrado,
Lo que ocurre es que un honrado se la robó.
Lo que pasa es que la tiene un ratero honrado,
Lo que ocurre es que un honrado se la robó
La custodia de Badillo.
Aunque digan que es calumnia del pueblo de Badillo,
Ellos con mucha razón presentaron sus pruebas,
No tiene el mismo tamaño, no pesa lo mismo,
No tiene el mismo color, entonces no es ella.
Parece que el inspector como que tuvo miedo,
Mucho miedo en ese caso para proceder,
Porque todavía no han dicho quién es el ratero,
Aunque todo el pueblo sabe quiénes pueden ser.
Seguramente que no fuí yo, ni Alfonso López ni Pedro Castro.
Seguramente que no fuí yo, ni Alfonso López ni Pedro Castro.
Ahora no fue Enrique Maya quien se la robó,
Ahora no podrán decir que fue un vallenato.
Ahora no fue Enrique Maya quien se la robó,
Ahora no podrán decir que fue un vallenato.
Al pobre de Enrique Maya lo pusieron preso,
Tan solo porque a San Antonio lo cogió prestado,
Al que se ha robado el caliz nadita le han hecho,
Ese robo de los curas se quedó enterrado.
A mi compa Cola Guerra cuando tenga fiesta,
Oye que abra bien los ojos para vigilar,
Con una 45 en la puerta de la iglesia,
Todo el que tenga sotana no lo deje entrar.
Y al terminar la misa que se pongan del cura pa′ abajo a requisar,
Y al terminar la misa que se pongan del cura pa'abajo a requisar.
",Vallenato
"Allá en la Guajira arriba
donde nace el contrabando
el Almirante Padilla llegó a Puerto López y lo dejó arruinado.
El Almirante Padilla llegó a Puerto López y lo dejó arruinado.
Pobre Tite, pobre Tite,
pobre Tite Socarrá
hombe que ahora está muy triste
lo ha perdido todo por contrabandear.
Hombe que ahora está muy triste
lo ha perdido todo por contrabandear.
Ahora pa´ dónde irá, ahora pa´ dónde irá?
A ganarse la vida el Tite Socarrá.
Ahora pa´ dónde irá, ahora pa´ dónde irá?
A ganarse la vida sin contrabandear.
Cogió la Guajira arriba,
se puso a contrabandear.
El Almirante Padilla barrió a Puerto López,
pobre Socarrá.
El Almirante Padilla barrió a Puerto López,
pobre Socarrá.
Barco, pirata, bandido,
que Santo Tomás lo vea
prometí hacerle una fiesta
cuando un submarino lo volteé en Corea.
Prometí hacerle una fiesta
cuando un submarino lo volteé en Corea.
Ahora pa´ dónde irá, ahora pa´ dónde irá?
A ganarse la vida el Tite Socarrá.
Ahora pa´ dónde irá, ahora pa´ dónde irá?
A ganarse la vida sin contrabandear.
",Vallenato
"Salgo santa marta cojo tren en la estacion
paso por la zona de los platanales
y al llegar a fundacion sigo al carro para el valle(bis)
con esta noticia le fueron a mi mama
que yo de los platos ya me parecia a un fideo

y es el hambre del liceo
que no me deja engordar(bis)

que tiene escalona
que tiene ese muchacho
dicen las personas cuando lo ven tan flaco
pero es que no saben el hambre que se pasa
cuando el ballenato se sale de su casa

tanta yuca buena que se come en la provincia
tanta carne gorda de nudillo emproretado
(es lo que me mortifica cuando me veo tan hambriento)bis

porque un ballenato acostumbrado como yo
a comer sancocho no se puede conformar
(con un pedacito de pan y cuatro granitos de arroz)bis

y ahora reconozco que esto es castigo de dios
por lo pretencioso que en mi casa era yo
me ponian de todo y a mi nada me gustaba
y ahora me conformo con esta comida tan mala

hueeeeeeeeeeeeeeeeeeee

cuando algun amigo me dice que va para el valle
yo escribo en mi casa y mas pongo en el papel
que me manden que comer que a mi me esta matando el hambre
(y con la letra bien grande escribo abajo RAFAEL)bis
uyyy
un homenaje eterno
a todos los profesores y estudiante
al liseo celdon de santamarta
con sentimiento
",Vallenato
"Bien cerca de la nevada, en predios de la Guajira
una preciosa nativa, de esa próspera región
sus amores entregó a un estudiante Guajiro
que hasta una ciudad se vino en busca de educación
y una carrera inició que era su mayor delirio
llegaban las vacaciones y el estudiante volvía
porque como se querían desesperaban los dos
bonito era aquel amor, de ejemplo era ese noviazgo
y así pasaban los años y él hacía su profesión
y ella paciente esperó fiel a su novio diez años.

llegó el momento deseado, lo que la novia anhelaba
porque cuando él terminara con ella se casaría
lo que ella no presentía es que ya el profesional
pensó que debía buscar una como él educada
y no aquella que lo amaba y tanto había echo esperar
más nunca volvió a escribirle ni preguntó más por ella
mientras que ella envuelta en pena lloraba lágrimas vivas
volvió a ver a su familia acompañao de otra novia
se oyó decir que la boda 12 de octubre sería
porque ese día coincidía con la fiesta de la Patrona

pero hay en la vida errores, errores imperdonables
que incluso pueden costarle a un hombre bueno la vida
porque una mujer herida y cegada por los celos
juró que antes de perderlo acabaría con su vida
y ya con su idea maligna fue al otro lado del pueblo
llegó a la puerta del baile y lo divisó enseguida
y como loca de ira fue hasta donde él se encontraba
lo abraza, allí le dispara hasta quitarle la vida
y allí con él se suicida diciéndole estas palabras
si aquí burlaste mi vida, depronto en el cielo me amas.
",Vallenato
"Anhelos tengo de verte vida mía
Anhelos de sentirte cerca de mí
Anhelos de besarte noche y día

Y es que mi amor solo existe para ti
Tú fuiste la ilusión de un hombre joven
Sin experiencia en las reglas del amor
Que como un tonto cayó bajo tus redes
Tendidas con engaño y con traición

Si los anhelos se cumplen
Se curarán las heridas
De un alma triste y sentida
Que es por tu causa que sufre

Si los anhelos se cumplen
Se curarán las heridas
De un alma triste y sentida
Que es por tu causa que sufre

Si los anhelos se cumplen
Se curarán las heridas
De un alma triste y sentida
Que es por tu causa que sufre
",Vallenato
"
Amo a los peces del mar
amo a mi Dios
amo a la brisa, cielo y sol
amo a lo que Dios me da

Amo a la luna
amo a las estrellas
amo aquel manto y la cuna
donde duerme Helena

Amo el bello arcoíris
como yo te quiero a ti
pero tú no te decides
a quererme sólo a mí

Ay Helena, quiéreme así
concéntrate en mi querer
que te quiero aquí

Ay Helena, quiéreme así
concéntrate en mi querer
que te quiero aquí

Amo a los peces del mar
amo a mi Dios
amo a la brisa, cielo y sol
amo a lo que Dios me da

Amo a la luna
amo a las estrellas
amo aquel manto y la cuna
donde duerme Helena

Amo el bello arcoíris
como yo te quiero a ti
pero tú no te decides
a quererme sólo a mí

Ay Helena, quiéreme así
concéntrate en mi querer
que te quiero aquí

Ay Helena, quiéreme así
concéntrate en mi querer
que te quiero aquí
",Vallenato
"Las costumbres de mi pueblo se han perdido
Ya no braman los terneros en los corrales
No se quieren como antes los compadres
Ni respetan los ahijados a los padrinos

Ya no se sabe ahy ya no se sabe
Cual es el padre o el hijo

Se acabaron esas noches de vigilia
Ya no salen aparatos en los caminos
Ya no existen los amores escondidos
Ni se roban los besitos en las esquinas

Mejor yo sigo, ahy mejor yo sigo
Con mis costumbres perdidas

Y es que los hijo mis si me respetan
XQ tengo una vara de totumo suaza

Ya no brillan como antes los luceros
Ya no aullan los perros en la madrugada
No se bañan los niños en los aguaceros
Ni le cantan bonito a la enamorada

Mejor me quedo, ahy mejor me quedo
Con mis costumbre pasadas

Se acabaron esas bellas alboradas
Ya no existen las noches de luna llena
Las campanas de mi pueblo ya no suenan
Anunciando que llego la madrugada

Ya ni siquiera ahy ya ni siquiera
Pelean los hombres en mi pueblo a las trompadas
",Vallenato
"Yo creía que un mejoral podría curarme este gran dolor
Yo creía que un mejoral podría curarme este gran dolor
Pero qué me va a curar si es una pena de amor
Pero qué me va a curar si es una pena de amor

No me vuelvo a enamorar estoy convencido que es mala suerte

Yo sé que un amor sincero puede ocasionar una muerte
Yo sé que un amor sincero puede ocasionar una muerte

Las aves cambian de nido cuando no encuentran sitio mejor
Las aves cambian de nido cuando no encuentran sitio mejor
Pero tú cambias de amor sin tener ningún motivo
Pero tú cambias de amor sin tener ningún motivo

Si me voy pa Venezuela es decepcionado de Valledupar
Si me voy pa Venezuela es decepcionado de Valledupar
Como si la ausencia fuera remedio para olvidar
Como si la ausencia fuera remedio para olvidar

En asuntos de mujeres tengo una ley muy bien aprendida
En asuntos de mujeres tengo una ley muy bien aprendida
Yo quiero a la que me quiere y olvido a la que me olvida
",Vallenato
"Como Dios en la tierra no tiene amigos
Como no tiene amigos, anda en el aire

Como Dios en la tierra no tiene amigos
Como no tiene amigos, anda en el aire
Tanto le pido y le pido ¡ay hombe!
Siempre me manda mis males
Tanto le pido y le pido ¡ay hombe!
Siempre me manda mis males

Se murió mi compañera, ¡que tristeza!
Alicia mi compañera, ¡que dolor!

Alicia mi compañera, ¡que tristeza!
Alicia mi compañera, ¡que dolor!
Y solamente a Valencia, ¡ay hombe!
El guayabo le dejó
Y solamente a Valencia, ¡ay hombe!
El guayabo le dejó

Pobre mi Alicia, Alicia adorada
Yo te recuerdo en todas mis parrandas
Pobre mi Alicia, Alicia querida
Yo te recordaré toda la vida

Allá en Flores de María
Donde to'el mundo me quiere

Allá en Flores de María
Donde to'el mundo me quiere
Yo reparo a las mujeres, ¡ay hombe!
Y no veo a Alicia la mía
Yo reparo a las mujeres, ¡ay hombe!
Y no veo a Alicia la mía

Donde to'el mundo me quiere
Alicia murió solita

Donde to'el mundo me quiere
Alicia murió solita
Donde quiera que uno muera, ¡ay hombe!
Toa' las tierras son benditas
Donde quiera que uno muera, ¡ay hombe!
Toa' las tierras son benditas

¡Ay pobre mi Alicia, Alicia adorada!
Yo te recuerdo en todas mis parrandas
¡Pobre mi Alicia, Alicia querida!
Yo te recordaré toda la vida
",Vallenato
"Ya tengo tus besos
ya soy feliz
al fin esta pena se pudo acabar
ya tengo tu amor
no hay pa’ que sufrir
solo quiero vida pa’ poderte amar
ya tengo tu amor
no hay pa’ que sufrir
solo quiero vida pa’ poderte amar

antes con mirarte recibía martirio
he sufrido mucho para ser feliz
hoy que somos novios todo es distinto
un inmenso amor guardo para ti
hoy que somos novios todo es distinto
un inmenso amor guardo para ti

ay ya nos queremos
yo nos amamos viva el amor
vivan los novios cuando se aman de corazón
ya nos queremos
yo nos amamos viva el amor
vivan los novios cuando se aman de corazón

ninguno conoce a mi novia querida
tiene cabellos negros mirada serena

ay me siento morir cuando me mira
que ojos penetrantes tiene mi morena
me siento morir cuando me mira
que ojos penetrantes tiene mi morena

ay ya nos queremos
yo nos amamos viva el amor
vivan los novios cuando se aman de corazón
ya nos queremos
yo nos amamos viva el amor
vivan los novios cuando se aman de corazón
",Vallenato
"Ya comienza el festival,vinieron a invitarme
ya se van los provincianos que estudian conmigo
ayer tarde que volvieron preferi negarme
pa' no tene que contarle a nadien mis motivos
yo que me muero por ir y es mi deber quedarme
me quedo en la capital por cosas del destino

Porque el medio de mis viejos es tan humilde
que me dan para venirme y en diciembre regresar
encerrado temblando escribi una letra
que detallen mi tristeza mi ausencia sentimental

Que me traigan razones
le pedi a veni a mis compañeros
las anecdotas y los cuentos buenos
que son costumbres de alla
renglones pa mis viejos
mi novia y los amigos aquellos
con quien suelo frecuentar

Pa' no mortificarme, ni escuchar la radio yo me atrevo
que si el mango esta en la plaza igual
que si el maestro escalona asistio
si bajo toño salas del plan,que paso
y aqui estoy pero mi alma esta alla
y aqui estoy pero mi alma esta alla.

II

El que nunca ha estado ausente no ha sufrio guayabo
hay cosas que hasta que no se viven no se saben
creo escuchar en el aire un paseo bien tocado
deliro esperando que alguien me llame del valle
retrato al mono fragoso versiando con alguien
cuanto se añora la tierra de castro monsalvo

Pa' saber si este año tambien fue lo mismo
si asistieron los guajiros en nombre de mi region
si invito al doctor lopez doña consuelo
y que agrupaciones fueron, que caseta fue mejor

Pero yo vuelvo al valle
voy a hurtado y me encuentro con todos
y voy a jardines de ecce homo
quiero a hector visitar
veo mi negra del alma
que al ausente la distancia espera
ante todo firme persevera
el gusto de mi mama

Aquí hay mujeres buenas, es absurdo pretender negarlo
pero no las ha visto el cesár,
marquesote ni el guatapurí
la han visto madrugadas llegar y tu si
siempre que te iba ha serenatear
siempre que te iba ha serenatear.
",Vallenato
"Tengo que hacerle a la vieja Sara
una visita que le ofrecí
pa' que no diga de mí
que yo la tengo olvidada (bis)

también le traigo su regalito
un corte blanco con su collar
pa' que haga traje bonito
y flequeté por el plan (bis)

Para que diga que este regalo
Se lo hizo el compadre de su hijo Emiliano (bis)

Y amigo de ella también que se llama Rafael (bis)

Arriba e Manaure en la Serrana
hay un pueblecito bonito y sano
vive la mamá de Emiliano,
de Toño, Sara y María (bis)

Se oye una voz en la noche
se oye una voz que la llama
ese soy yo y Poncho Cote
llamando a la vieja Sara (bis)

Para que sepa la Vieja Sara
que yo solo vine fue a saludarla (bis)

Pa' ve si me va a repetir
todo lo que ha dicho de mí (bis)

La vieja Sara se está pensando
que dentro e' mi pecho cabe el olvido
deja que pasen los años
que yo sigo siendo el mismo (bis)

Un poco viejo me estoy poniendo
ser por los años que van pasando (bis)

pero yo la quiero y la estimo
porque sigo siendo el mismo (bis)
",Vallenato
"Roberto calderón
Ya pasó lo que nunca pensé que pasara
Porque no acudí a la cita
Y ella me esperaba a mí

No falta mortificación
Y este dolor me parte el alma
Mi morenita adorada

Conversando alegremente dijo
Se iba a echar la suerte
Para ver lo que el futuro le deparará
Por mi no se preocupaba
Bien sabía que yo la amaba era por curiosidad

Gitana decíle que yo la quiero
Porque o sino el desespero le partirá el alma
Ay! y yo también me muero.

Yo le entregué mi vida le di mis amores
Ella cambió las espinas por hermosas flores
Y a nadie le falta una equivocación
Y esta obsesión me esta matando

Gitana léele su mano referente a sus estudios
Dijo que ganaba el año
Igual que el año pasado también viajar

Y con tono entrecortado
Dijo ""amor"" semi pausado
Mi negra quiso llorar

Gitana decile que yo la quiero
Porque o sino el desespero le partirá el alma
Ay! y yo también me muero.

Sé que el viento es alegre
Trae buenas noticias
Porque se siente el nordeste
Sopla, sopla brisa

A flor de labios refleja el amor su corazón
Viene cantando no hay duda que nos amamos

Tú bien sabes morenita
Morenita consentida
Que eres parte de mi vida
Eres mi adoración

Tú mano fue bien leída
Ya no habrá más despedida la gitana lo leyó

Gitana decile que yo la quiero
Porque o sino el desespero le partirá el alma
Ay! y yo también me muero.
",Vallenato
"
 
 Esta lloviendo en la nevada
Arriba en valledupar
Apuesto que el rio cesar
Crece por la madrugada

Malle no le tengas miedo
A la creciente del cesar
Que yo lo voy a crusar
Es por el puente de salguero

Y si el rio se lleva el puente
Busco otro modo de verte
Por que pa'l cariño mio
Nada importa un rio crecido

Yo vi al rio cesar traer en su corriente a un ahogao
Y era un hombre que iva a ver a su novia al otro lao
Como el hombre iva bollao el doctor valle exclamo
Escalona y que se ahogo por andar de enamorao

Y solo un hombre atrevio se tira al cesar crecio
Cuando ese hombre se a tirao claro estaba enamorao

En la curva de salguero
Yo encotre un camion voltiao
Y el chofer iva corriendo por que estaba enamorao
Lo encotre contra matao con las dos piernas quebra
Me dijo que no era naa por que estaba enamorao

Y eso le paso al chofer por querer a una mujer
Y a mi me puede ocurrir hay si no te apiadas de mi

Esta lloviendo en la nevada
En el valle va a llover
Y el relámpago se ve como vela que se apaga
Si no quieres condolerte
De mi pena y mi pesar me voy a tirar al cesar
Pa que me ahoge la corriente

Y si el rio se lleva el puente
Busco otro modo de verte
Por que pal cariño mio nada importa un rio crecio
",Vallenato
"Entristecido quedo escalona
porque fanny se llevo a colacho
mire va vestida de blanco
con su velo y su corona

dijo colacho quiero casarme
le conteste son cuestiones tuyas
pero yo temo que fanny
le vaya a sacar las uñas


quiero casarme, quiero casarme y me casare
pero colacho no sabe en lo que se va a mete

fanny dira con bastante orgullo
nadie se meta es mi marido
y esos son asuntos tuyos
y esos son asuntos mios

un buen concejo he querido darle
porque a colacho yo lo enseñe
cuando amenezca en la calle
no le preguntes porque
porque de pronto se sale
y te amanece otra vez

quiero casarme, quiero casarme y me casare
pero colacho no sabe en lo que se va a mete

yo le respondo por el muchacho
que se hizo grande por escalona
que bonita va la novia
de mi compadre colacho

hasta la iglesia yo lo acompaño
y todo san diego a verlo se asoma
fanny con velo y corona
y colacho vestido de pacho

quiero casarme, quiero casarme y me casare
pero colacho no sabe en lo que se va a mete
",Vallenato
"Tuve un amor y se fue pero volvio
para vivir junto ha my  toda la vida
contigo sere feliz le dije yo
y  para siempre seras my  consentida

Nuestro romance duro poquitos dias
el  diez de enero se fue no se  pa’ donde
pero que triste se ve llorar  ha un hombre
y  esa mujer me dejo  sin alegria

La vi llorando con mucha pena
ha  veces pienso que tu eres mala

Por tu nobleza yo se que tu eres buena
porque dejas herida el alma (Bis)

El dia que yo te lleve  pa’ la montaña
tu  te alejaste de my  por my  pobreza
y  me dejaste un dolor dentro del alma
tu  sacrificas my  amor por la riqueza

Le pedire al Presidente de Venezuela
que te persigan alla por donde vayas
que no te deje cruzar por la frontera
porque my  vida sin ti no vale nada

Tu  no me quieres es la razon
mejor asi  que no me quieras

Yo solamente te di my  corazon
que te bendiga my  Dios linda morena (Bis)
",Vallenato
"Ay deja que se termine este aguacero
Para que veas las aguas como corren

Ay deja que se vayan los nubarrones
Para que veas estrellas en el cielo (bis)

Ay mira que está lloviendo en la nevada
Oye cómo se queja el rio cesar

Ay mira que bonita es la madrugada
Brillan estrellas sobre patillal (bis)

Entonces tú dirás esa me gusta a mi (bis)

Yo le pondré la marca para ti un corazón
Y cuando quieras la puedes llamar

Ay yo le pondré la marca para ti un corazón
Y cuando quieras la puedes llamar

Que ella viene derechito onde ti
Ella es tuya porque yo te la di (bis)

Porque yo te la di (4)

Ay yo que conozco el cielo universal
Adonde están los astros y las estrellas
Pero ninguna como alla en mi tierra
Donde brilla la estrella de patillal

Ahora vasa decir que con estrellas
Es como yo te quiero pechichar
Ay pero es que me doy cuenta que en la tierra
Ninguna brilla como en patillal

Pero es que me doy cuenta que en la tierra
Ninguna brilla como en patillal

Entonces tú dirás esa me gusta a mi (bis)

Yo le pondré la marca para ti un corazón
Y cuando quieras la puedes llamar

Ay yo le pondré la marca para ti un corazón
Y cuando quieras la puedes llamar

Que ella viene derechito onde ti
Ella es tuya porque yo te la di (bis)

Porque yo te la di (7)…
",Vallenato
"I
Cuanto deseo por que perdure mi vida,
Que se repitan felices tiempos vividos,
El primer trago a escondidas, ay, la primera novia en olvido,
Ya mi juventud declina, al compás de tiempos idos.
II
Esos momentos los viví,
Y al fin y al cabo triste son,
No volverán nunca a existir, y eso me parte el corazón,
De ansiedad titila al oír de Gustavo Gutiérrez un son (bis)
III
No volverán los tiempos de la cometa,
Cuando yo niño, brisas pedía San Lorenzo,
Mariposa en la Malena, revoletean son recuerdos,
Y el profesor que me pega, por llegar tarde al colegio.
IV
Yo le pregunto y que me diga esa luna patillalera,
Por que el reemplazo de la vida, por que sufrir mi madre buena,
Por que hay sufrimiento lunita, que no llore el niño siquiera (bis)
",Vallenato
"Voy navegando por este mundo sin rumbo fijo
pa ver si encuentro el barco pirata donde se fue
si no la encuentro yo me convierto en un submarino
y hasta en el mismo fondo del mar yo la buscaré.
y si me pierdo en la lejanía de ese mar inmenso
díganle a Diana que en busca de ella es que andaba yo
yo sé que ella se encuentra lejos en estos momentos
pero tendrá que volve al puerto donde se marchó


Si acaso yo no regreso más por aquí
díganle a Diana si viene porque me fui (bis)
si acaso yo no regreso más por aquí
díganle a Diana que rece y ruegue por mí...

I I

Diana de mi alma cariño mío ven a darte cuenta
como he quedado desde ese día en que te vi partir
y si no vienes seguramente ya no me encuentras
y lo que pasa es que yo sin ti no puedo vivir
tu no te fuiste con la intención de dejarme sólo
yo te recuerdo y estoy seguro que volverás
no me da pena decirte Diana que yo te lloro
y si no vienes puede matarme la soledad

Si acaso yo no regreso más por aquí
díganle a Diana si viene porque me fui (bis)
si acaso yo no regreso más por aquí
díganle a Diana que rece y ruegue por mí...


",Vallenato
"tanto como yo te he prometido
que soy tuyo sólo tuyo maye
y no quiere creer en mis promesas
sabes que tu eres todo mi idilio
que mi amor es perdurable maye
y me hieres con tu indiferencia


hasta cuando piensas martirizarme
con el maltrato de tu rebeldía (bis)
yo te seguiré adorando y te seguiré esperando
hasta lograr en la vida las aspiraciones mías..

Pero espera que el tiempo te lo dirá
y saldrás de la duda que tienes tu (bis)
yo te doy un amor con sinceridad
y sigues todavía con tu ingratitud (bis)

I I

piensa que yo te sigo esperando
hasta que tu te decidas maye
y te probaré que soy sincero
todo lo que te digo en mi canto
te lo probaré con hechos maye
porque tu eres todo mi desvelo

por mi palabra de honor te lo juro
doy mi palabra de honor que te quiero (bis)
ya te lo he dicho mil veces que soy tuyo sólo tuyo
y si tu no te dedices yo me quedaré soltero..

mi palabra es sagrada como la luz
que ilumina el pecebre del niño Dios (bis)
cuando dejes la duda que tienes tu
vas a ver lo feliz que somos los dos (bis)
",Vallenato
"
 (Buenas noches.. esta la maye?! ...
digale q rafa esta aqui..)

Yo vengo a darte mi despedida
con este merengue sentimental,
para q sepas maye querida
que yo me voy a valledupar.. (Bis)

Y aunque me vaya para el liceo te juro mi maye no estoy
contento,
las despedidas dan sentimiento,
eso es muy justo yo te lo creo (Bis)

No llores mi maye no llores mas,
que a mi me duele verte llorar,
tu sabes mi maye como me duele
q yo me vaya y que tu te quedes...

((Vamos egidio))

((te me casaste mabel, uyy))

Ponte mi maye ese trajecito que te ponias cuando me esperabas,
ese q tiene flores pintadas, dos mariposas y
un pajarito (Bis)

Yo no me apongo a que tu te pintes,
esa boquita tan primorosa,
lo que yo temo es que se te quite
y me dejes pintadas dos mariposas.. (Bis)

No llores mi maye no llores mas,
que a mi me duele verte llorar,
tu sabes mi maye como me duele
q yo me vaya y que tu te quedes...

((Bueno maye me tengo q ir porq a mi los muchachos me
estan esperando..
dame un beso))

No llores mi maye no llores mas,
que a mi me duele verte llorar,
tu sabes mi maye como me duele
q yo me vaya y que tu te quedes...

( Adios maye)
 
",Vallenato
"Ay en tiempos de invierno en la montaña las cubren las nubes
en la cima y se rebeldece la sabana, se colma la fauna de alegria.

Y se alegra el campesino la esperanza lo emociona y yo entre
magia te deliro en invierno y verano ando ahora.

Ay el dia por el sol que te acalora
y en la noche luna te refresca
y en la mañanita veo la aurora
y asi nuevamente el sol calienta.

Diaramente veo el sol, diariamente veo la luna
(pero nunca encuentro tu amor
y el tiempo que pasa me asusta) (bis)

Ay no pierdas mas tiempo cariñito
pensa que te quiero y nada mas y de los
amores el mas bonito sera el que nosotros
vamo a cria.

Que sea pronto no me aguanto cariñito de mi vida
(ancio por tenerte en mis barzos y seas eternamente mia) (bis)

No dejastes tus canciones yo cada rato lo pienso (bis)
mas del olor como muerto viven nuestros corazones.
",Vallenato
