id_lote,tipo_cultivo,departamento,region,fertilizante_kg_ha,proveedor_semilla,latitud,longitud,campaña,area_ha,produccion_ton
286,maíz,Magdalena,Caribe,180.8,Local,10.354407,-74.294861,2023A,17.0,72.08
287,arroz,Meta,Orinoquía,262.1,Agrosavia,3.27504,-73.347167,2024B,22.4,121.41
288,soya,Valle del Cauca,Pacífica,100.1,Bayer,3.859714,-76.587215,2023A,41.8,192.28
289,maíz,Huila,Andina,191.0,Corteva,2.824306,-75.661261,2024A,22.3,131.57
290,maíz,Cesar,Caribe,177.3,Syngenta,9.175188,-73.538689,2024A,10.7,62.59
291,maíz,Atlántico,Caribe,145.4,Corteva,10.492513,-74.913346,2023B,19.0,74.67
292,maíz,Valle del Cauca,Pacífica,117.7,Corteva,3.804944,-76.542819,2025A,31.6,164.64
293,maíz,Magdalena,Caribe,189.9,Local,10.445902,-74.229146,2023B,30.9,139.36
294,soya,Casanare,Orinoquía,93.1,Syngenta,5.790101,-71.528488,2024A,22.0,79.42
295,soya,Arauca,Orinoquía,98.0,Corteva,6.940539,-70.460833,2025A,30.8,90.86
296,arroz,Casanare,Orinoquía,216.2,Agrosavia,5.800426,-71.79923,2023A,3.0,18.57
297,arroz,Tolima,Andina,192.8,Local,4.151127,-75.221025,2024B,25.0,153.75
298,maíz,Cesar,Caribe,145.1,Local,9.421245,-73.47588,2025A,32.6,131.38
299,arroz,Magdalena,Caribe,222.8,Bayer,10.418115,-74.300477,2025A,15.7,95.3
300,maíz,Huila,Andina,169.2,Local,2.783013,-75.925835,2025A,15.6,69.58
301,arroz,Meta,Orinoquía,288.4,Syngenta,3.280633,-73.027968,2023B,5.3,40.07
302,soya,Huila,Andina,86.8,Local,2.539347,-75.643168,2024B,39.9,101.74
303,maíz,Casanare,Orinoquía,220.0,Syngenta,5.800688,-71.788964,2023A,16.8,114.24
304,soya,Arauca,Orinoquía,85.6,Bayer,7.002624,-70.846308,2023B,26.4,96.62
305,arroz,Valle del Cauca,Pacífica,236.5,Syngenta,3.664461,-76.923243,2023A,30.0,215.1
306,maíz,Caquetá,Amazonía,185.4,Bayer,1.506324,-75.942177,2023B,39.1,227.95
307,soya,Arauca,Orinoquía,115.4,Local,6.956185,-70.869288,2025A,22.5,48.6
308,arroz,Caquetá,Amazonía,201.9,Local,1.719594,-75.250441,2024A,18.6,94.86
309,maíz,Casanare,Orinoquía,154.7,Syngenta,6.012889,-71.645374,2024B,25.7,139.29
310,soya,Casanare,Orinoquía,84.1,Bayer,5.683163,-72.041158,2024A,36.8,149.78
311,maíz,Bolívar,Caribe,209.2,Syngenta,8.499008,-73.953922,2024A,22.3,130.01
312,maíz,Atlántico,Caribe,181.4,Corteva,10.608899,-74.995727,2025A,14.5,75.4
313,maíz,Nariño,Pacífica,191.8,Syngenta,1.508327,-77.2102,2023B,8.6,40.42
314,maíz,Bolívar,Caribe,226.9,Syngenta,8.753571,-73.88899,2024B,11.8,64.55
315,maíz,Arauca,Orinoquía,178.2,Local,6.976283,-70.720556,2024A,32.6,131.38
316,maíz,Santander,Andina,218.0,Bayer,6.373146,-73.464249,2023A,20.8,128.75
317,arroz,Sucre,Caribe,163.2,Local,9.49935,-75.218604,2024A,17.9,84.67
318,maíz,Casanare,Orinoquía,199.5,Local,5.647794,-71.672894,2025A,16.8,94.92
319,maíz,Córdoba,Caribe,152.0,Agrosavia,8.218061,-75.45995,2023A,24.9,122.51
320,soya,Casanare,Orinoquía,112.9,Bayer,5.705986,-71.585288,2023A,21.6,91.8
321,arroz,Bolívar,Caribe,212.6,Local,8.490141,-73.995223,2023B,21.3,121.62
322,arroz,Nariño,Pacífica,262.4,Local,1.377763,-77.452586,2024B,37.5,215.62
323,maíz,Santander,Andina,157.4,Bayer,6.789474,-73.770491,2024B,39.4,212.76
324,maíz,Cesar,Caribe,197.9,Local,9.017578,-73.580042,2024B,7.9,37.92
325,soya,Córdoba,Caribe,106.1,Local,8.02202,-75.700658,2024A,27.3,54.33
326,maíz,Valle del Cauca,Pacífica,224.0,Syngenta,3.829703,-76.550979,2025A,16.2,100.76
327,maíz,Magdalena,Caribe,239.6,Syngenta,10.316253,-74.496974,2024B,21.5,119.97
328,arroz,Nariño,Pacífica,152.2,Local,1.449436,-77.171555,2025A,27.1,108.4
329,soya,Valle del Cauca,Pacífica,86.5,Syngenta,3.777852,-76.47058,2025A,21.9,63.73
330,maíz,Nariño,Pacífica,155.1,Bayer,1.590421,-77.116617,2024B,26.3,122.3
331,soya,Cesar,Caribe,136.9,Bayer,9.503991,-73.535592,2024A,30.7,80.13
332,maíz,Atlántico,Caribe,154.2,Bayer,10.766925,-75.112865,2025A,26.9,133.16
333,maíz,Magdalena,Caribe,196.8,Corteva,10.11906,-74.425459,2025A,17.5,91.35
334,arroz,Bolívar,Caribe,229.3,Local,8.710955,-74.096515,2023A,17.7,96.46
335,maíz,Caquetá,Amazonía,244.4,Syngenta,1.598784,-75.323917,2023A,9.6,54.24
336,maíz,Huila,Andina,237.5,Bayer,2.394822,-75.651997,2025A,15.5,91.45
337,arroz,Huila,Andina,289.9,Bayer,2.715377,-75.454282,2023B,43.6,332.23
338,maíz,Bolívar,Caribe,193.5,Local,8.826848,-73.870288,2025A,16.1,67.3
339,arroz,Casanare,Orinoquía,242.0,Syngenta,5.810176,-71.426538,2024A,12.1,74.29
340,maíz,Magdalena,Caribe,180.9,Corteva,10.302245,-74.096212,2023A,27.2,149.87
341,maíz,Valle del Cauca,Pacífica,170.6,Agrosavia,3.67663,-76.640563,2023A,22.9,105.8
342,maíz,Casanare,Orinoquía,190.9,Bayer,5.905277,-71.622613,2023B,22.0,122.1
343,arroz,Meta,Orinoquía,223.0,Corteva,3.147016,-73.028304,2023B,38.1,265.18
344,soya,Córdoba,Caribe,160.0,Syngenta,7.811258,-75.487264,2024A,29.5,76.7
345,maíz,Córdoba,Caribe,201.4,Agrosavia,7.803893,-75.446625,2024B,18.7,83.78
346,soya,Atlántico,Caribe,108.2,Corteva,10.762747,-74.930535,2025A,19.8,79.4
347,maíz,Magdalena,Caribe,174.9,Local,10.475924,-74.583506,2024A,19.0,75.05
348,soya,Magdalena,Caribe,123.6,Bayer,10.187071,-74.395812,2024A,32.7,111.51
349,arroz,Meta,Orinoquía,224.7,Bayer,3.220179,-73.068665,2024A,20.9,138.57
350,soya,Cesar,Caribe,68.2,Bayer,9.521149,-73.27768,2024A,6.1,15.86
351,soya,Valle del Cauca,Pacífica,135.0,Corteva,3.56741,-76.458559,2024A,23.5,96.35
352,maíz,Cesar,Caribe,184.2,Bayer,9.176138,-73.727058,2023A,8.6,46.96
353,soya,Magdalena,Caribe,105.4,Corteva,10.458023,-74.413926,2023A,45.8,73.28
354,maíz,Santander,Andina,155.7,Local,6.710679,-73.583551,2023A,14.3,75.22
355,maíz,Bolívar,Caribe,198.4,Syngenta,8.61683,-74.046222,2023A,22.4,123.87
356,arroz,Meta,Orinoquía,247.6,Local,3.424718,-73.49214,2024B,26.6,167.31
357,arroz,Nariño,Pacífica,201.2,Local,1.531512,-77.551917,2023B,21.1,101.91
358,soya,Córdoba,Caribe,89.6,Bayer,8.210772,-75.344522,2025A,21.1,40.93
359,arroz,Magdalena,Caribe,237.3,Syngenta,10.683642,-74.154313,2025A,28.2,176.25
360,maíz,Sucre,Caribe,191.9,Local,9.557207,-75.272177,2025A,39.3,163.88
361,arroz,Tolima,Andina,232.5,Agrosavia,4.189953,-74.894991,2025A,31.7,200.34
362,maíz,Cesar,Caribe,148.4,Local,9.298052,-73.806174,2023B,38.8,193.61
363,soya,Córdoba,Caribe,99.1,Syngenta,7.802273,-75.568412,2024A,13.5,37.53
364,maíz,Meta,Orinoquía,218.5,Syngenta,3.425815,-73.284248,2023B,27.2,164.29
365,maíz,Caquetá,Amazonía,218.8,Corteva,1.432003,-75.479986,2025A,25.6,133.12
366,soya,Santander,Andina,101.8,Local,6.748465,-73.60672,2025A,27.5,61.32
367,soya,Valle del Cauca,Pacífica,94.2,Bayer,3.704053,-76.629255,2025A,37.8,156.11
368,maíz,Magdalena,Caribe,175.1,Agrosavia,10.47161,-74.348792,2024A,21.8,110.74
369,maíz,Huila,Andina,227.0,Bayer,2.592731,-75.545221,2024B,19.9,120.79
370,arroz,Tolima,Andina,216.4,Syngenta,4.287218,-75.390699,2023A,29.3,210.67
371,arroz,Huila,Andina,262.5,Local,2.899509,-75.353683,2023A,6.2,39.68
372,maíz,Santander,Andina,194.9,Agrosavia,6.925114,-73.800917,2024B,21.6,109.08
373,maíz,Huila,Andina,231.0,Agrosavia,2.636787,-75.792445,2024A,22.7,122.58
374,maíz,Nariño,Pacífica,185.0,Local,1.182576,-77.335661,2025A,14.8,70.45
375,maíz,Casanare,Orinoquía,192.8,Local,5.529081,-71.37207,2023A,34.6,180.27
376,soya,Cesar,Caribe,135.9,Bayer,9.438619,-73.811967,2025A,13.4,54.54
377,maíz,Casanare,Orinoquía,200.7,Local,5.848858,-71.748847,2024A,22.6,128.14
378,arroz,Valle del Cauca,Pacífica,320.0,Corteva,4.116886,-76.358156,2025A,26.9,207.13
379,arroz,Córdoba,Caribe,202.8,Bayer,8.096328,-75.51425,2025A,37.5,236.62
380,maíz,Huila,Andina,209.0,Agrosavia,2.391123,-75.366536,2025A,23.9,132.88
381,arroz,Nariño,Pacífica,197.9,Agrosavia,1.30266,-77.143251,2023B,33.4,179.02
382,arroz,Meta,Orinoquía,226.6,Bayer,3.240181,-73.366451,2025A,31.0,206.46
383,arroz,Huila,Andina,169.6,Bayer,2.725241,-75.710388,2023B,25.2,137.34
384,arroz,Tolima,Andina,202.6,Syngenta,4.199605,-75.254836,2023A,13.1,84.89
385,arroz,Tolima,Andina,144.0,Local,4.143294,-75.111945,2024A,9.7,53.93
386,arroz,Casanare,Orinoquía,194.2,Corteva,5.744392,-71.72235,2025A,25.1,143.32
387,maíz,Córdoba,Caribe,147.5,Bayer,8.344709,-75.370695,2024A,18.6,94.49
388,maíz,Atlántico,Caribe,195.8,Local,10.687799,-75.127034,2025A,33.2,162.68
389,maíz,Sucre,Caribe,170.5,Local,9.494398,-75.492509,2024B,31.5,131.99
390,arroz,Arauca,Orinoquía,174.7,Bayer,7.48338,-70.790328,2023B,22.2,148.3
391,maíz,Huila,Andina,172.6,Corteva,2.588254,-75.691257,2025A,12.4,58.03
392,maíz,Tolima,Andina,168.9,Syngenta,4.311733,-75.246875,2023A,29.1,165.87
393,arroz,Valle del Cauca,Pacífica,248.9,Corteva,3.624889,-76.76413,2025A,13.8,102.81
394,maíz,Atlántico,Caribe,179.9,Syngenta,10.581885,-74.79159,2023B,16.4,90.2
395,soya,Casanare,Orinoquía,123.4,Bayer,5.626979,-71.584924,2024A,14.2,51.69
396,maíz,Casanare,Orinoquía,207.2,Bayer,5.664175,-71.322499,2024A,22.6,136.96
397,arroz,Bolívar,Caribe,204.4,Bayer,8.710268,-74.02617,2023B,35.7,253.83
398,arroz,Casanare,Orinoquía,250.5,Bayer,5.707159,-71.520681,2024A,23.9,189.29
399,arroz,Meta,Orinoquía,235.4,Bayer,3.173673,-72.867878,2023B,19.6,131.52
400,maíz,Valle del Cauca,Pacífica,178.0,Bayer,3.924291,-76.30855,2023B,8.7,56.29
401,maíz,Caquetá,Amazonía,243.8,Bayer,1.397555,-75.515227,2023B,29.5,161.36
402,maíz,Huila,Andina,188.1,Local,2.375837,-75.355746,2024A,16.2,73.71
403,maíz,Córdoba,Caribe,233.0,Bayer,7.819013,-75.593547,2025A,25.2,132.8
404,arroz,Huila,Andina,187.9,Local,2.59423,-75.734284,2024B,20.5,104.55
405,maíz,Tolima,Andina,147.6,Corteva,4.025491,-75.006045,2025A,32.4,206.06
406,maíz,Santander,Andina,195.8,Local,6.811494,-73.69618,2024B,22.4,127.68
407,maíz,Atlántico,Caribe,169.4,Corteva,10.607904,-75.024599,2024B,23.4,109.51
408,arroz,Bolívar,Caribe,140.0,Local,8.326194,-74.042354,2024B,28.9,134.96
409,maíz,Santander,Andina,194.6,Bayer,6.772429,-73.500208,2024A,45.1,249.4
410,maíz,Caquetá,Amazonía,218.9,Local,1.31652,-75.779008,2024B,32.9,162.2
411,maíz,Meta,Orinoquía,176.8,Local,3.254519,-73.060896,2023A,23.1,107.42
412,arroz,Sucre,Caribe,182.5,Local,9.350995,-75.621317,2025A,24.0,118.08
413,maíz,Córdoba,Caribe,177.7,Local,8.023009,-75.55069,2025A,18.8,79.9
414,arroz,Casanare,Orinoquía,224.4,Corteva,5.953784,-71.657202,2023B,14.5,88.88
415,maíz,Bolívar,Caribe,228.5,Corteva,8.555799,-74.04229,2024B,18.5,97.68
416,maíz,Casanare,Orinoquía,178.7,Bayer,5.684843,-71.364698,2023A,16.3,94.05
417,soya,Casanare,Orinoquía,101.7,Agrosavia,5.75407,-71.664891,2023B,30.5,123.52
418,arroz,Valle del Cauca,Pacífica,236.7,Corteva,3.831583,-76.814592,2023A,13.3,92.44
419,maíz,Cesar,Caribe,169.5,Local,8.943947,-73.447709,2025A,37.3,154.42
420,maíz,Bolívar,Caribe,131.6,Local,8.529324,-73.717711,2024B,31.5,122.22
421,arroz,Cesar,Caribe,199.8,Corteva,9.121325,-73.706206,2025A,24.2,138.18
422,maíz,Atlántico,Caribe,249.8,Syngenta,10.82129,-75.102579,2023A,24.0,138.0
423,maíz,Sucre,Caribe,237.8,Local,9.250853,-75.348475,2024A,18.4,88.14
424,maíz,Bolívar,Caribe,111.3,Local,8.7262,-74.040186,2024B,26.7,97.72
425,soya,Casanare,Orinoquía,130.0,Corteva,6.030274,-71.696987,2023B,34.9,135.06
426,maíz,Córdoba,Caribe,176.6,Local,8.2033,-75.277093,2024B,17.0,69.87
427,arroz,Magdalena,Caribe,257.5,Agrosavia,10.203964,-74.534404,2023A,8.7,54.03
428,maíz,Santander,Andina,164.3,Bayer,6.713716,-73.608335,2023B,31.0,147.87
429,arroz,Meta,Orinoquía,194.4,Bayer,3.180691,-73.194603,2024A,27.2,176.8
430,soya,Meta,Orinoquía,105.3,Syngenta,3.255938,-73.094463,2024B,12.8,45.7
431,maíz,Santander,Andina,133.0,Agrosavia,6.460189,-73.485403,2023A,16.7,77.49
432,maíz,Caquetá,Amazonía,170.4,Local,1.699008,-75.733573,2023B,15.4,68.84
433,maíz,Bolívar,Caribe,163.7,Bayer,8.792325,-74.169506,2023B,16.8,81.82
434,soya,Meta,Orinoquía,76.4,Syngenta,3.291694,-72.848545,2023B,20.8,62.19
435,arroz,Arauca,Orinoquía,238.1,Bayer,7.389657,-70.917413,2023B,21.3,127.8
436,arroz,Meta,Orinoquía,202.5,Syngenta,3.411685,-73.268099,2024A,17.5,105.18
437,arroz,Valle del Cauca,Pacífica,208.8,Corteva,3.733311,-76.428476,2024B,16.4,119.06
438,maíz,Tolima,Andina,166.5,Syngenta,4.421832,-75.228244,2024A,21.7,129.55
439,maíz,Casanare,Orinoquía,207.4,Syngenta,5.964929,-71.534652,2025A,25.7,148.8
440,maíz,Tolima,Andina,191.3,Local,3.970641,-75.293579,2024B,20.8,96.51
441,soya,Atlántico,Caribe,120.9,Bayer,10.858892,-74.57018,2023A,35.6,114.63
442,maíz,Cesar,Caribe,124.2,Local,9.467166,-73.842625,2023A,29.1,103.01
443,maíz,Cesar,Caribe,226.2,Syngenta,9.28579,-74.034276,2025A,8.1,46.74
444,maíz,Caquetá,Amazonía,156.3,Local,1.648506,-75.42486,2023A,29.2,103.37
445,arroz,Nariño,Pacífica,176.1,Agrosavia,1.640406,-77.497055,2023A,30.1,172.17
446,soya,Meta,Orinoquía,106.0,Syngenta,3.351435,-73.219668,2023A,19.7,80.77
447,maíz,Córdoba,Caribe,181.3,Local,8.258226,-75.594818,2024B,9.0,45.09
448,arroz,Meta,Orinoquía,248.0,Bayer,3.22914,-73.07942,2024B,24.1,188.94
449,soya,Sucre,Caribe,51.9,Local,9.356284,-75.121473,2025A,23.9,36.09
450,arroz,Arauca,Orinoquía,203.5,Bayer,7.294636,-70.737527,2025A,12.8,87.94
451,maíz,Nariño,Pacífica,174.9,Local,1.003213,-77.607903,2024A,9.5,46.46
452,arroz,Meta,Orinoquía,219.7,Bayer,3.501854,-73.026856,2024A,23.1,134.21
453,soya,Córdoba,Caribe,118.0,Local,7.977462,-75.739047,2023B,21.7,43.83
454,maíz,Santander,Andina,190.0,Local,6.960714,-73.653656,2023B,19.8,99.4
455,arroz,Cesar,Caribe,205.5,Bayer,9.400259,-73.706888,2023A,23.2,150.1
456,soya,Nariño,Pacífica,88.9,Local,1.324504,-77.520632,2023A,13.0,37.18
457,soya,Santander,Andina,126.3,Local,6.449409,-73.503061,2023A,19.7,45.9
458,maíz,Arauca,Orinoquía,192.6,Local,6.838152,-70.788514,2023B,29.3,127.75
459,maíz,Magdalena,Caribe,184.8,Corteva,10.593174,-74.185432,2023B,20.5,114.39
460,maíz,Valle del Cauca,Pacífica,165.8,Syngenta,3.707409,-76.702663,2025A,7.3,42.19
461,maíz,Santander,Andina,188.6,Syngenta,6.64765,-74.025292,2024B,19.3,94.18
462,arroz,Valle del Cauca,Pacífica,177.2,Local,3.673276,-76.289713,2025A,13.3,66.63
463,arroz,Cesar,Caribe,221.1,Local,9.239689,-73.977013,2024A,26.7,173.82
464,arroz,Córdoba,Caribe,287.2,Corteva,8.43901,-75.359701,2024A,27.2,170.82
465,maíz,Atlántico,Caribe,210.9,Corteva,10.554092,-74.910873,2023B,7.4,40.03
466,arroz,Córdoba,Caribe,272.0,Syngenta,8.140306,-75.30596,2023B,31.6,182.65
467,arroz,Bolívar,Caribe,272.9,Corteva,8.832157,-73.929276,2023A,12.9,81.14
468,arroz,Meta,Orinoquía,207.6,Corteva,3.231955,-72.719265,2025A,39.6,268.88
469,maíz,Arauca,Orinoquía,184.4,Bayer,6.891419,-70.989344,2025A,23.5,130.19
470,soya,Meta,Orinoquía,125.6,Agrosavia,3.17621,-73.197024,2023A,11.5,32.43
471,maíz,Bolívar,Caribe,181.5,Local,8.898851,-73.991669,2023B,12.6,54.81
472,maíz,Cesar,Caribe,192.1,Local,9.497327,-73.550326,2024A,27.5,156.75
473,soya,Santander,Andina,89.9,Bayer,6.365712,-73.629791,2023B,20.1,69.55
474,arroz,Magdalena,Caribe,215.9,Corteva,10.185376,-74.428678,2024A,23.0,132.94
475,soya,Casanare,Orinoquía,94.6,Syngenta,5.627919,-71.570696,2023A,40.1,147.57
476,soya,Meta,Orinoquía,116.3,Corteva,3.031389,-73.161828,2024A,17.0,67.66
477,maíz,Caquetá,Amazonía,191.1,Syngenta,1.671849,-75.582616,2023B,24.6,126.94
478,arroz,Tolima,Andina,280.7,Corteva,3.623935,-75.219536,2024A,38.2,270.46
479,arroz,Córdoba,Caribe,230.4,Bayer,7.884434,-75.369827,2023A,26.7,170.88
480,arroz,Valle del Cauca,Pacífica,246.2,Bayer,4.149228,-76.49451,2024A,7.9,59.17
481,arroz,Meta,Orinoquía,233.3,Syngenta,3.182711,-72.980484,2025A,29.1,196.42
482,soya,Valle del Cauca,Pacífica,105.0,Agrosavia,4.020648,-76.799119,2023B,12.4,38.56
483,maíz,Valle del Cauca,Pacífica,188.9,Local,3.734976,-76.686334,2025A,38.1,205.36
484,maíz,Santander,Andina,159.1,Corteva,6.538979,-73.864898,2025A,15.8,93.54
485,maíz,Magdalena,Caribe,220.9,Corteva,10.458738,-73.943117,2025A,53.7,272.8
486,soya,Santander,Andina,59.5,Local,6.703253,-73.39242,2025A,38.7,83.59
487,maíz,Huila,Andina,201.7,Local,2.975371,-75.599366,2024B,16.0,76.48
488,maíz,Valle del Cauca,Pacífica,167.6,Syngenta,3.916198,-76.619146,2025A,24.2,141.57
489,arroz,Tolima,Andina,274.6,Bayer,3.64055,-75.161365,2023A,31.5,235.94
490,maíz,Meta,Orinoquía,199.8,Corteva,3.218453,-72.851543,2024A,31.8,210.83
491,maíz,Sucre,Caribe,155.1,Local,9.169741,-75.303739,2025A,28.4,109.34
492,maíz,Santander,Andina,122.4,Local,6.518475,-73.818863,2024B,36.5,126.66
493,maíz,Valle del Cauca,Pacífica,244.2,Bayer,3.980795,-76.298707,2025A,22.8,154.13
494,maíz,Magdalena,Caribe,207.6,Agrosavia,10.592584,-74.345194,2025A,20.3,94.6
495,arroz,Huila,Andina,224.0,Bayer,2.332021,-75.391048,2025A,20.5,140.02
496,maíz,Sucre,Caribe,154.0,Corteva,9.324647,-75.430037,2024B,32.6,157.13
497,maíz,Arauca,Orinoquía,188.3,Local,7.152754,-70.909565,2024B,27.7,141.27
498,maíz,Sucre,Caribe,137.9,Syngenta,9.133979,-75.547978,2024A,26.9,144.72
499,arroz,Valle del Cauca,Pacífica,259.4,Bayer,4.042358,-76.765996,2025A,32.0,237.12
500,maíz,Atlántico,Caribe,196.0,Syngenta,10.663738,-75.052292,2025A,3.5,17.15
501,arroz,Huila,Andina,208.5,Local,2.434203,-75.451522,2025A,27.1,155.28
502,maíz,Magdalena,Caribe,164.7,Local,10.809556,-74.470507,2024B,26.2,115.28
503,maíz,Arauca,Orinoquía,174.4,Bayer,7.300549,-70.622124,2023B,40.7,230.77
504,maíz,Bolívar,Caribe,233.1,Syngenta,8.818028,-74.041644,2023A,8.7,45.41
505,maíz,Meta,Orinoquía,197.1,Syngenta,3.333,-73.147845,2025A,39.6,260.57
506,soya,Santander,Andina,138.3,Local,6.616391,-73.557595,2024B,24.8,83.08
507,maíz,Meta,Orinoquía,216.3,Corteva,3.337055,-72.978219,2023B,28.9,202.88
508,arroz,Meta,Orinoquía,258.0,Local,3.121354,-73.112968,2023A,40.8,242.76
509,soya,Arauca,Orinoquía,113.3,Bayer,7.073035,-70.721834,2025A,29.6,98.57
510,soya,Córdoba,Caribe,106.3,Local,8.464725,-75.606661,2025A,28.0,105.28
511,maíz,Magdalena,Caribe,202.2,Corteva,10.503141,-74.492962,2025A,26.4,138.6
512,maíz,Cesar,Caribe,217.8,Corteva,9.363411,-73.510828,2024B,19.2,90.62
513,arroz,Córdoba,Caribe,219.3,Syngenta,8.135487,-75.451676,2024A,23.7,135.8
514,arroz,Tolima,Andina,244.3,Bayer,4.059829,-75.546372,2023B,16.8,109.54
515,maíz,Valle del Cauca,Pacífica,201.7,Corteva,3.697593,-76.444517,2023A,23.6,144.43
516,maíz,Valle del Cauca,Pacífica,205.2,Syngenta,3.798903,-76.787643,2025A,3.0,19.26
517,maíz,Santander,Andina,203.4,Local,6.387892,-73.746685,2023A,28.3,134.14
518,soya,Bolívar,Caribe,66.8,Local,8.755278,-74.359606,2024B,22.8,30.32
519,maíz,Atlántico,Caribe,135.8,Local,10.506461,-75.064631,2024A,20.6,75.81
520,arroz,Córdoba,Caribe,217.8,Local,8.28389,-75.46849,2024A,26.2,140.96
521,maíz,Tolima,Andina,194.0,Bayer,3.977438,-75.31486,2025A,9.7,58.78
522,soya,Córdoba,Caribe,83.6,Corteva,8.141751,-75.567752,2023A,43.3,104.79
523,maíz,Arauca,Orinoquía,118.9,Local,7.044284,-70.895305,2025A,23.0,81.65
524,arroz,Valle del Cauca,Pacífica,217.9,Bayer,3.587774,-76.713282,2023A,22.5,153.22
525,maíz,Nariño,Pacífica,192.3,Local,1.220727,-77.417476,2023A,14.3,54.05
526,maíz,Caquetá,Amazonía,220.5,Agrosavia,1.577946,-75.701293,2024A,24.2,128.99
527,maíz,Córdoba,Caribe,199.4,Corteva,8.262017,-75.624061,2023A,37.9,195.56
528,arroz,Huila,Andina,209.9,Local,2.732255,-75.611029,2025A,34.4,199.18
529,arroz,Tolima,Andina,205.3,Local,4.298971,-75.128794,2024A,32.5,167.38
530,arroz,Huila,Andina,209.1,Bayer,2.534632,-75.56651,2023A,29.5,171.1
531,arroz,Tolima,Andina,243.2,Agrosavia,4.273109,-75.132573,2023A,20.4,121.58
532,maíz,Santander,Andina,155.2,Bayer,6.858242,-73.482597,2024B,9.5,46.36
533,arroz,Meta,Orinoquía,245.0,Syngenta,3.246239,-72.946034,2025A,22.0,146.3
534,maíz,Córdoba,Caribe,110.1,Local,8.20223,-75.449286,2024A,21.6,79.49
535,soya,Córdoba,Caribe,105.8,Local,8.078037,-75.471146,2024B,34.5,70.38
536,maíz,Sucre,Caribe,168.3,Agrosavia,9.605033,-75.56746,2025A,27.1,122.76
537,maíz,Casanare,Orinoquía,165.9,Syngenta,6.050721,-71.690192,2024B,40.1,233.38
538,maíz,Sucre,Caribe,168.6,Syngenta,9.475527,-75.408495,2023B,36.0,185.04
539,maíz,Casanare,Orinoquía,165.0,Syngenta,5.545156,-71.539728,2024B,19.4,116.59
540,maíz,Tolima,Andina,218.8,Local,4.103315,-75.084604,2024B,6.0,34.2
541,maíz,Córdoba,Caribe,223.9,Bayer,8.320298,-75.364375,2024B,37.9,186.85
542,maíz,Córdoba,Caribe,197.6,Bayer,7.998901,-75.804226,2024B,37.6,210.56
543,maíz,Tolima,Andina,165.1,Corteva,3.754691,-75.080604,2025A,10.3,60.98
544,maíz,Valle del Cauca,Pacífica,223.7,Corteva,3.691419,-76.575939,2023B,39.1,269.4
545,maíz,Córdoba,Caribe,144.6,Local,7.779984,-75.560143,2025A,27.8,130.94
546,soya,Santander,Andina,97.7,Local,7.21107,-73.855829,2024A,25.6,83.46
547,maíz,Córdoba,Caribe,184.4,Syngenta,7.900623,-75.710852,2024B,40.1,202.91
548,maíz,Huila,Andina,242.6,Syngenta,2.161894,-75.585354,2023A,37.4,221.41
549,arroz,Caquetá,Amazonía,218.5,Local,1.682277,-75.624195,2024A,30.5,192.15
550,arroz,Valle del Cauca,Pacífica,173.2,Bayer,3.804974,-76.894301,2024B,28.7,194.87
551,arroz,Arauca,Orinoquía,251.9,Local,6.799465,-70.772698,2024B,30.2,173.65
552,maíz,Santander,Andina,176.4,Syngenta,6.503092,-73.700364,2023A,20.0,103.2
553,maíz,Arauca,Orinoquía,193.4,Agrosavia,6.89244,-70.582562,2024A,23.4,134.08
554,maíz,Cesar,Caribe,178.5,Corteva,9.297428,-73.657614,2023A,15.0,81.6
555,maíz,Caquetá,Amazonía,151.7,Local,1.649061,-75.400143,2025A,20.7,72.45
556,arroz,Casanare,Orinoquía,230.7,Bayer,5.791525,-71.489551,2025A,20.3,134.39
557,arroz,Santander,Andina,215.8,Local,6.702908,-73.502343,2023A,17.6,109.12
558,maíz,Atlántico,Caribe,163.5,Bayer,10.750104,-75.088162,2025A,25.4,126.75
559,maíz,Tolima,Andina,232.0,Corteva,4.075763,-75.198758,2025A,20.8,119.6
560,arroz,Casanare,Orinoquía,206.4,Agrosavia,5.872959,-71.698076,2024A,29.0,172.26
561,maíz,Valle del Cauca,Pacífica,192.2,Bayer,3.812663,-76.626944,2024B,7.8,49.3
562,maíz,Caquetá,Amazonía,144.6,Local,1.593973,-75.566319,2024A,22.9,105.57
563,maíz,Córdoba,Caribe,201.3,Local,7.936822,-75.750473,2024B,25.3,116.89
564,maíz,Nariño,Pacífica,143.9,Local,1.236236,-77.113715,2024A,20.9,83.39
565,soya,Atlántico,Caribe,81.5,Agrosavia,10.590732,-74.618817,2023B,22.3,35.9
566,maíz,Cesar,Caribe,158.4,Local,9.150135,-73.762976,2024A,8.1,33.13
567,maíz,Santander,Andina,203.0,Bayer,6.949238,-73.776159,2023A,27.6,170.84
568,maíz,Valle del Cauca,Pacífica,236.7,Bayer,3.731016,-76.651366,2025A,30.5,204.04
569,maíz,Casanare,Orinoquía,195.2,Local,5.735367,-71.37351,2024A,28.9,156.06
570,soya,Casanare,Orinoquía,84.7,Agrosavia,5.748027,-71.3694,2024A,34.4,108.7
571,soya,Meta,Orinoquía,103.9,Syngenta,3.499248,-73.422851,2025A,26.0,99.84
572,maíz,Casanare,Orinoquía,198.6,Syngenta,5.936448,-71.700555,2024A,28.8,171.07
