id-book,book-price
NAT23100,42.06
TECH34110,42.55
ECON43442,33.8
SS02343,32.42
TECH04121,40.05
TECH22344,40.6
TECH44244,41.38
TECH43224,33.18
ECON14013,44.31
SS30033,20.46
NAT23432,36.91
SS04202,35.42
TECH03034,37.64
SF10400,22.94
ECON22004,54.96
SF13003,19.28
ECON20202,51.45
SF13110,23.6
O21303,10.02
ECON40441,46.64
TECH32323,42.11
TECH21431,36.14
SF40402,24.99
NAT03143,36.69
ECON22033,60.87
SS03231,32.76
TECH14203,36.75
SS20124,32.37
ECON40244,47.67
TECH42442,37.25
ECON33013,47.95
ECON44243,51.58
TECH22030,32.9
SF10011,23.13
NAT32211,34.42
TECH33341,46.66
NAT01413,43.43
SF22324,24.89
SF43331,24.46
TECH20310,32.03
SS22123,37.19
SF01132,22.75
TECH24232,47.17
NAT11314,46.68
SS43112,31.02
NAT32142,30.98
NAT34300,36.68
O44144,10.86
SF30020,21.67
ECON24014,45.4
TECH40114,45.59
ECON02400,51.0
ECON32120,48.82
ECON33204,50.41
ECON33022,50.16
NAT30023,40.54
SF30201,24.54
ECON02141,55.44
ECON31214,47.64
SF11312,24.22
ECON10421,48.39
NAT33324,38.83
SF11311,22.59
SF34023,20.05
NAT30103,38.15
TECH02331,41.21
ECON04030,55.89
ECON40143,60.8
ECON02212,63.28
SS23013,29.4
O44030,8.82
NAT31404,38.51
ECON04423,49.2
SS03113,29.58
SS44114,30.51
ECON01143,50.17
ECON31243,44.98
ECON13101,46.87
NAT31120,43.18
SF44421,21.63
O44314,9.88
SF20422,26.31
O34012,9.87
ECON14420,50.23
SF20312,19.88
ECON42144,58.97
ECON30133,59.17
TECH21231,35.1
SS31230,30.19
O11101,10.32
SF11031,21.61
ECON40333,55.94
ECON10243,49.69
O02241,10.4
O23141,10.49
O40130,10.16
NAT03113,30.3
NAT41204,34.58
SS33011,27.06
SS13444,30.85
TECH44301,39.59
SF10410,21.52
TECH40402,40.86
ECON13010,50.02
SS01000,26.15
O43242,8.83
ECON43441,56.48
TECH00401,40.61
TECH00111,39.91
ECON31202,54.49
ECON30444,49.37
SF24230,22.3
ECON14113,52.0
SF13213,24.12
SF14103,24.8
NAT11213,34.36
SF13212,24.48
ECON34123,48.25
TECH01310,42.94
TECH23240,37.67
O40141,8.81
O13431,11.06
ECON33143,60.43
O00203,9.77
ECON44004,57.07
ECON01442,47.54
ECON31044,52.18
SF21323,22.19
SF01204,21.83
SS33342,29.67
O32021,8.97
O42234,11.28
NAT31310,34.65
SF32412,24.67
O42002,9.44
SF14031,21.03
ECON32232,54.09
NAT03431,41.15
TECH10211,45.81
O12302,8.61
ECON10334,46.24
ECON02234,59.12
ECON31104,44.76
SS21034,30.73
ECON32432,46.98
ECON43141,46.75
O02321,7.51
NAT02112,40.06
ECON24143,41.95
O21120,10.07
TECH33332,35.56
ECON13302,52.9
SF24430,22.23
SS13143,23.96
ECON40300,44.73
NAT03232,32.9
ECON31201,51.03
TECH32240,34.56
SS23021,30.06
ECON44330,52.7
ECON23020,49.09
SS21140,32.59
SF30442,17.81
ECON13323,44.49
O31343,10.77
ECON13132,58.0
SS13432,26.45
TECH02030,47.89
ECON11214,57.8
SS11042,33.12
SF04322,23.5
NAT04312,35.6
SS33334,28.44
NAT10210,43.38
SF02211,23.12
ECON11301,55.16
SF41341,24.84
NAT12243,35.61
TECH21102,38.17
TECH02101,39.5
TECH21222,42.19
TECH33414,38.48
TECH11440,37.71
ECON23001,56.23
SF41223,19.68
TECH43411,37.36
TECH44341,40.37
SF34241,26.6
SF10031,22.29
ECON04212,44.81
SS13021,24.19
TECH22442,33.1
TECH22200,42.15
SF42020,21.0
ECON31424,45.17
ECON04132,47.74
SF14123,20.72
SF14034,18.65
ECON23203,53.04
NAT10420,37.77
SF12024,24.73
NAT10312,39.49
TECH23412,34.48
O33022,8.98
ECON11111,55.72
TECH04340,41.33
ECON24314,51.42
ECON21002,39.05
NAT13033,36.29
TECH21312,44.06
TECH22221,34.01
ECON11222,54.68
TECH04231,40.98
SF20103,18.35
NAT04110,37.6
ECON12311,45.75
TECH12444,37.8
ECON23111,52.15
SF12340,19.86
SF34210,22.4
O30333,9.63
TECH04334,35.61
NAT04344,32.27
SF21230,23.24
ECON00332,49.56
SF14230,22.93
TECH01314,45.9
NAT13234,38.93
SS40421,33.21
ECON32300,52.31
O13321,8.7
SF24313,21.62
TECH12240,33.21
SS02020,27.44
SF30142,24.03
NAT10032,39.01
SF32241,22.04
ECON03410,56.13
SF12430,23.86
TECH24141,37.32
O10203,10.71
SF10412,18.48
ECON24044,47.42
SF02402,22.63
TECH40043,38.5
TECH24041,42.94
NAT33401,38.53
ECON10304,51.52
ECON23240,55.28
SF34041,21.75
ECON12212,58.4
ECON44344,54.88
SS41432,34.27
ECON22112,54.19
SS02120,24.09
NAT22302,38.74
ECON01113,51.42
TECH10213,40.77
SF11101,21.11
TECH23403,49.0
TECH14420,45.98
ECON04004,47.21
SF11201,18.97
TECH32213,34.41
TECH32123,44.51
TECH44413,36.47
TECH01220,42.61
SS22204,29.49
ECON31233,53.5
NAT11241,37.07
NAT23403,35.68
O40410,11.02
O34234,10.81
O04312,10.36
SF22121,23.11
TECH02011,39.3
ECON23013,44.83
TECH13323,41.9
ECON44241,51.53
O32031,8.86
ECON20110,52.97
SF00141,23.17
NAT04214,34.84
ECON00234,56.73
ECON03010,51.33
NAT23111,32.28
TECH41112,40.6
SS10234,33.34
NAT44403,38.19
TECH41444,37.17
O04300,9.99
SS40230,30.53
TECH44011,36.25
SF40122,16.3
TECH11020,49.92
ECON21203,50.78
NAT14334,38.36
ECON44421,47.18
TECH12010,40.02
TECH13122,45.38
ECON01123,52.67
O40134,8.71
TECH44234,47.82
ECON20341,49.68
TECH20240,38.42
ECON13440,47.96
ECON23244,47.3
SF31304,21.56
TECH33402,44.55
ECON20323,51.85
ECON01133,53.86
O21123,10.5
TECH12243,48.24
TECH23123,35.99
SS01221,31.22
SF41241,24.11
TECH34033,40.63
ECON02243,45.56
ECON01443,46.92
SF02203,20.45
SF12433,22.97
ECON43214,41.57
O13203,11.19
SS03414,32.53
TECH22104,34.13
ECON34144,41.5
O34343,12.49
TECH41443,41.52
TECH02202,41.88
SF23014,26.73
O12324,8.8
O33320,8.93
SF33001,21.26
ECON33230,48.08
SF04440,23.14
SF13220,23.8
TECH33134,49.63
SF33040,23.64
SS00331,30.59
SS32434,27.71
O34121,12.39
ECON01311,54.01
TECH42100,33.63
TECH01011,39.28
ECON44044,55.19
SF33124,20.62
SF31124,25.49
NAT43222,35.66
SF13301,20.69
SF24021,22.67
ECON24441,43.24
TECH04241,44.28
SS10403,30.87
ECON42341,54.37
ECON02024,52.22
SF01020,22.27
TECH23320,46.06
TECH04140,38.88
SF40410,23.8
TECH41110,41.59
NAT24112,37.94
SF32202,21.71
ECON20311,44.7
SF30401,22.76
SF41200,19.78
NAT13342,30.46
ECON40014,52.12
TECH33220,34.13
SF43200,25.02
