DP,DPNOM,AÑO,ÁREA GEOGRÁFICA,Población
25,Cundinamarca,2021,Cabecera,2412496
25,Cundinamarca,2021,Centros Poblados y Rural Disperso,821193
25,Cundinamarca,2021,Total,3233689
25,Cundinamarca,2022,Cabecera,2511490
25,Cundinamarca,2022,Centros Poblados y Rural Disperso,823147
25,Cundinamarca,2022,Total,3334637
25,Cundinamarca,2023,Cabecera,2616482
25,Cundinamarca,2023,Centros Poblados y Rural Disperso,828845
25,Cundinamarca,2023,Total,3445327
25,Cundinamarca,2024,Cabecera,2712978
25,Cundinamarca,2024,Centros Poblados y Rural Disperso,840315
25,Cundinamarca,2024,Total,3553293
25,Cundinamarca,2025,Cabecera,2804899
25,Cundinamarca,2025,Centros Poblados y Rural Disperso,852508
25,Cundinamarca,2025,Total,3657407
25,Cundinamarca,2026,Cabecera,2893377
25,Cundinamarca,2026,Centros Poblados y Rural Disperso,865052
25,Cundinamarca,2026,Total,3758429
25,Cundinamarca,2027,Cabecera,2979486
25,Cundinamarca,2027,Centros Poblados y Rural Disperso,877923
25,Cundinamarca,2027,Total,3857409
25,Cundinamarca,2028,Cabecera,3063354
25,Cundinamarca,2028,Centros Poblados y Rural Disperso,891386
25,Cundinamarca,2028,Total,3954740
25,Cundinamarca,2029,Cabecera,3145334
25,Cundinamarca,2029,Centros Poblados y Rural Disperso,905420
25,Cundinamarca,2029,Total,4050754
25,Cundinamarca,2030,Cabecera,3225497
25,Cundinamarca,2030,Centros Poblados y Rural Disperso,920245
25,Cundinamarca,2030,Total,4145742
25,Cundinamarca,2031,Cabecera,3304424
25,Cundinamarca,2031,Centros Poblados y Rural Disperso,935258
25,Cundinamarca,2031,Total,4239682
25,Cundinamarca,2032,Cabecera,3382274
25,Cundinamarca,2032,Centros Poblados y Rural Disperso,950082
25,Cundinamarca,2032,Total,4332356
25,Cundinamarca,2033,Cabecera,3459176
25,Cundinamarca,2033,Centros Poblados y Rural Disperso,964518
25,Cundinamarca,2033,Total,4423694
25,Cundinamarca,2034,Cabecera,3535083
25,Cundinamarca,2034,Centros Poblados y Rural Disperso,978583
25,Cundinamarca,2034,Total,4513666
25,Cundinamarca,2035,Cabecera,3609991
25,Cundinamarca,2035,Centros Poblados y Rural Disperso,992239
25,Cundinamarca,2035,Total,4602230
25,Cundinamarca,2036,Total,4689286
25,Cundinamarca,2037,Total,4774727
25,Cundinamarca,2038,Total,4858513
25,Cundinamarca,2039,Total,4940644
25,Cundinamarca,2040,Total,5021084
25,Cundinamarca,2041,Total,5099813
25,Cundinamarca,2042,Total,5176847
25,Cundinamarca,2043,Total,5252187
25,Cundinamarca,2044,Total,5325805
25,Cundinamarca,2045,Total,5397678
25,Cundinamarca,2046,Total,5467812
25,Cundinamarca,2047,Total,5536196
25,Cundinamarca,2048,Total,5602809
25,Cundinamarca,2049,Total,5667634
25,Cundinamarca,2050,Total,5730649
27,Chocó,2020,Cabecera,251171
27,Chocó,2020,Centros Poblados y Rural Disperso,311216
27,Chocó,2020,Total,562387
27,Chocó,2021,Cabecera,253163
27,Chocó,2021,Centros Poblados y Rural Disperso,320685
27,Chocó,2021,Total,573848
27,Chocó,2022,Cabecera,255404
27,Chocó,2022,Centros Poblados y Rural Disperso,329117
27,Chocó,2022,Total,584521
27,Chocó,2023,Cabecera,257328
27,Chocó,2023,Centros Poblados y Rural Disperso,337810
27,Chocó,2023,Total,595138
27,Chocó,2024,Cabecera,259951
27,Chocó,2024,Centros Poblados y Rural Disperso,345527
27,Chocó,2024,Total,605478
27,Chocó,2025,Cabecera,262503
27,Chocó,2025,Centros Poblados y Rural Disperso,352579
27,Chocó,2025,Total,615082
27,Chocó,2026,Cabecera,264856
27,Chocó,2026,Centros Poblados y Rural Disperso,359184
27,Chocó,2026,Total,624040
27,Chocó,2027,Cabecera,266943
27,Chocó,2027,Centros Poblados y Rural Disperso,365721
27,Chocó,2027,Total,632664
27,Chocó,2028,Cabecera,269178
27,Chocó,2028,Centros Poblados y Rural Disperso,371789
27,Chocó,2028,Total,640967
27,Chocó,2029,Cabecera,271372
27,Chocó,2029,Centros Poblados y Rural Disperso,377601
27,Chocó,2029,Total,648973
27,Chocó,2030,Cabecera,273515
27,Chocó,2030,Centros Poblados y Rural Disperso,383200
27,Chocó,2030,Total,656715
27,Chocó,2031,Cabecera,275370
27,Chocó,2031,Centros Poblados y Rural Disperso,388876
27,Chocó,2031,Total,664246
27,Chocó,2032,Cabecera,277329
27,Chocó,2032,Centros Poblados y Rural Disperso,394241
27,Chocó,2032,Total,671570
27,Chocó,2033,Cabecera,279160
27,Chocó,2033,Centros Poblados y Rural Disperso,399499
27,Chocó,2033,Total,678659
27,Chocó,2034,Cabecera,280867
27,Chocó,2034,Centros Poblados y Rural Disperso,404649
27,Chocó,2034,Total,685516
27,Chocó,2035,Cabecera,282169
27,Chocó,2035,Centros Poblados y Rural Disperso,409978
27,Chocó,2035,Total,692147
27,Chocó,2036,Total,698551
27,Chocó,2037,Total,704730
27,Chocó,2038,Total,710689
27,Chocó,2039,Total,716433
27,Chocó,2040,Total,721948
27,Chocó,2041,Total,727230
27,Chocó,2042,Total,732288
27,Chocó,2043,Total,737127
27,Chocó,2044,Total,741733
27,Chocó,2045,Total,746105
27,Chocó,2046,Total,750250
27,Chocó,2047,Total,754176
27,Chocó,2048,Total,757875
27,Chocó,2049,Total,761350
27,Chocó,2050,Total,764599
41,Huila,2020,Cabecera,687414
41,Huila,2020,Centros Poblados y Rural Disperso,449497
41,Huila,2020,Total,1136911
41,Huila,2021,Cabecera,693584
41,Huila,2021,Centros Poblados y Rural Disperso,457627
41,Huila,2021,Total,1151211
41,Huila,2022,Cabecera,699526
41,Huila,2022,Centros Poblados y Rural Disperso,464937
41,Huila,2022,Total,1164463
41,Huila,2023,Cabecera,705917
41,Huila,2023,Centros Poblados y Rural Disperso,472536
41,Huila,2023,Total,1178453
41,Huila,2024,Cabecera,712640
41,Huila,2024,Centros Poblados y Rural Disperso,479633
41,Huila,2024,Total,1192273
41,Huila,2025,Cabecera,719024
41,Huila,2025,Centros Poblados y Rural Disperso,486294
41,Huila,2025,Total,1205318
41,Huila,2026,Cabecera,725038
41,Huila,2026,Centros Poblados y Rural Disperso,492633
41,Huila,2026,Total,1217671
41,Huila,2027,Cabecera,730852
41,Huila,2027,Centros Poblados y Rural Disperso,498681
41,Huila,2027,Total,1229533
41,Huila,2028,Cabecera,736328
41,Huila,2028,Centros Poblados y Rural Disperso,504596
41,Huila,2028,Total,1240924
41,Huila,2029,Cabecera,741616
41,Huila,2029,Centros Poblados y Rural Disperso,510241
41,Huila,2029,Total,1251857
41,Huila,2030,Cabecera,746681
41,Huila,2030,Centros Poblados y Rural Disperso,515726
41,Huila,2030,Total,1262407
41,Huila,2031,Cabecera,751556
41,Huila,2031,Centros Poblados y Rural Disperso,521062
41,Huila,2031,Total,1272618
41,Huila,2032,Cabecera,756142
41,Huila,2032,Centros Poblados y Rural Disperso,526321
41,Huila,2032,Total,1282463
41,Huila,2033,Cabecera,760408
41,Huila,2033,Centros Poblados y Rural Disperso,531518
41,Huila,2033,Total,1291926
41,Huila,2034,Cabecera,764444
41,Huila,2034,Centros Poblados y Rural Disperso,536582
41,Huila,2034,Total,1301026
41,Huila,2035,Cabecera,768231
41,Huila,2035,Centros Poblados y Rural Disperso,541544
41,Huila,2035,Total,1309775
41,Huila,2036,Total,1318148
41,Huila,2037,Total,1326117
41,Huila,2038,Total,1333689
41,Huila,2039,Total,1340889
41,Huila,2040,Total,1347699
41,Huila,2041,Total,1354105
41,Huila,2042,Total,1360136
41,Huila,2043,Total,1365807
41,Huila,2044,Total,1371090
41,Huila,2045,Total,1375984
41,Huila,2046,Total,1380511
41,Huila,2047,Total,1384672
41,Huila,2048,Total,1388458
41,Huila,2049,Total,1391865
41,Huila,2050,Total,1394898
44,La Guajira,2020,Cabecera,481253
44,La Guajira,2020,Centros Poblados y Rural Disperso,482814
44,La Guajira,2020,Total,964067
44,La Guajira,2021,Cabecera,500332
44,La Guajira,2021,Centros Poblados y Rural Disperso,492749
44,La Guajira,2021,Total,993081
44,La Guajira,2022,Cabecera,515338
44,La Guajira,2022,Centros Poblados y Rural Disperso,501783
44,La Guajira,2022,Total,1017121
44,La Guajira,2023,Cabecera,529039
44,La Guajira,2023,Centros Poblados y Rural Disperso,509358
44,La Guajira,2023,Total,1038397
44,La Guajira,2024,Cabecera,540264
44,La Guajira,2024,Centros Poblados y Rural Disperso,516988
44,La Guajira,2024,Total,1057252
44,La Guajira,2025,Cabecera,550147
44,La Guajira,2025,Centros Poblados y Rural Disperso,523704
44,La Guajira,2025,Total,1073851
44,La Guajira,2026,Cabecera,559005
44,La Guajira,2026,Centros Poblados y Rural Disperso,529798
44,La Guajira,2026,Total,1088803
44,La Guajira,2027,Cabecera,567399
44,La Guajira,2027,Centros Poblados y Rural Disperso,535348
44,La Guajira,2027,Total,1102747
44,La Guajira,2028,Cabecera,575012
44,La Guajira,2028,Centros Poblados y Rural Disperso,541050
44,La Guajira,2028,Total,1116062
44,La Guajira,2029,Cabecera,582266
44,La Guajira,2029,Centros Poblados y Rural Disperso,546776
44,La Guajira,2029,Total,1129042
44,La Guajira,2030,Cabecera,589313
44,La Guajira,2030,Centros Poblados y Rural Disperso,552684
44,La Guajira,2030,Total,1141997
44,La Guajira,2031,Cabecera,596518
44,La Guajira,2031,Centros Poblados y Rural Disperso,558446
44,La Guajira,2031,Total,1154964
44,La Guajira,2032,Cabecera,603341
44,La Guajira,2032,Centros Poblados y Rural Disperso,564452
44,La Guajira,2032,Total,1167793
44,La Guajira,2033,Cabecera,610009
44,La Guajira,2033,Centros Poblados y Rural Disperso,570451
44,La Guajira,2033,Total,1180460
44,La Guajira,2034,Cabecera,616585
44,La Guajira,2034,Centros Poblados y Rural Disperso,576388
44,La Guajira,2034,Total,1192973
44,La Guajira,2035,Cabecera,623351
44,La Guajira,2035,Centros Poblados y Rural Disperso,582009
44,La Guajira,2035,Total,1205360
44,La Guajira,2036,Total,1217550
44,La Guajira,2037,Total,1229463
44,La Guajira,2038,Total,1241112
44,La Guajira,2039,Total,1252518
44,La Guajira,2040,Total,1263663
44,La Guajira,2041,Total,1274524
44,La Guajira,2042,Total,1285123
44,La Guajira,2043,Total,1295469
44,La Guajira,2044,Total,1305550
44,La Guajira,2045,Total,1315350
44,La Guajira,2046,Total,1324876
44,La Guajira,2047,Total,1334141
44,La Guajira,2048,Total,1343136
44,La Guajira,2049,Total,1351847
44,La Guajira,2050,Total,1360264
47,Magdalena,2020,Cabecera,987845
47,Magdalena,2020,Centros Poblados y Rural Disperso,438178
47,Magdalena,2020,Total,1426023
47,Magdalena,2021,Cabecera,1001595
47,Magdalena,2021,Centros Poblados y Rural Disperso,452559
47,Magdalena,2021,Total,1454154
47,Magdalena,2022,Cabecera,1011191
47,Magdalena,2022,Centros Poblados y Rural Disperso,465175
47,Magdalena,2022,Total,1476366
47,Magdalena,2023,Cabecera,1019464
47,Magdalena,2023,Centros Poblados y Rural Disperso,476699
47,Magdalena,2023,Total,1496163
47,Magdalena,2024,Cabecera,1026917
47,Magdalena,2024,Centros Poblados y Rural Disperso,486865
47,Magdalena,2024,Total,1513782
47,Magdalena,2025,Cabecera,1033279
47,Magdalena,2025,Centros Poblados y Rural Disperso,495759
47,Magdalena,2025,Total,1529038
47,Magdalena,2026,Cabecera,1038748
47,Magdalena,2026,Centros Poblados y Rural Disperso,503789
47,Magdalena,2026,Total,1542537
47,Magdalena,2027,Cabecera,1044003
47,Magdalena,2027,Centros Poblados y Rural Disperso,510864
47,Magdalena,2027,Total,1554867
47,Magdalena,2028,Cabecera,1048639
47,Magdalena,2028,Centros Poblados y Rural Disperso,517775
47,Magdalena,2028,Total,1566414
47,Magdalena,2029,Cabecera,1053243
47,Magdalena,2029,Centros Poblados y Rural Disperso,524254
47,Magdalena,2029,Total,1577497
47,Magdalena,2030,Cabecera,1057885
47,Magdalena,2030,Centros Poblados y Rural Disperso,530502
47,Magdalena,2030,Total,1588387
47,Magdalena,2031,Cabecera,1062868
47,Magdalena,2031,Centros Poblados y Rural Disperso,536227
47,Magdalena,2031,Total,1599095
47,Magdalena,2032,Cabecera,1067205
47,Magdalena,2032,Centros Poblados y Rural Disperso,542269
47,Magdalena,2032,Total,1609474
47,Magdalena,2033,Cabecera,1071257
47,Magdalena,2033,Centros Poblados y Rural Disperso,548228
47,Magdalena,2033,Total,1619485
47,Magdalena,2034,Cabecera,1075015
47,Magdalena,2034,Centros Poblados y Rural Disperso,554128
47,Magdalena,2034,Total,1629143
47,Magdalena,2035,Cabecera,1078792
47,Magdalena,2035,Centros Poblados y Rural Disperso,559668
47,Magdalena,2035,Total,1638460
47,Magdalena,2036,Total,1647354
47,Magdalena,2037,Total,1655757
47,Magdalena,2038,Total,1663678
47,Magdalena,2039,Total,1671143
47,Magdalena,2040,Total,1678130
47,Magdalena,2041,Total,1684630
47,Magdalena,2042,Total,1690662
47,Magdalena,2043,Total,1696227
47,Magdalena,2044,Total,1701316
47,Magdalena,2045,Total,1705923
47,Magdalena,2046,Total,1710064
47,Magdalena,2047,Total,1713751
47,Magdalena,2048,Total,1716973
47,Magdalena,2049,Total,1719728
47,Magdalena,2050,Total,1722017
50,Meta,2020,Cabecera,824056
50,Meta,2020,Centros Poblados y Rural Disperso,257976
50,Meta,2020,Total,1082032
50,Meta,2021,Cabecera,835553
50,Meta,2021,Centros Poblados y Rural Disperso,262551
50,Meta,2021,Total,1098104
50,Meta,2022,Cabecera,846615
50,Meta,2022,Centros Poblados y Rural Disperso,267195
50,Meta,2022,Total,1113810
50,Meta,2023,Cabecera,858142
50,Meta,2023,Centros Poblados y Rural Disperso,271943
50,Meta,2023,Total,1130085
50,Meta,2024,Cabecera,869506
50,Meta,2024,Centros Poblados y Rural Disperso,276260
50,Meta,2024,Total,1145766
50,Meta,2025,Cabecera,880077
50,Meta,2025,Centros Poblados y Rural Disperso,280274
50,Meta,2025,Total,1160351
50,Meta,2026,Cabecera,889994
50,Meta,2026,Centros Poblados y Rural Disperso,284010
50,Meta,2026,Total,1174004
50,Meta,2027,Cabecera,899378
50,Meta,2027,Centros Poblados y Rural Disperso,287733
50,Meta,2027,Total,1187111
50,Meta,2028,Cabecera,908518
50,Meta,2028,Centros Poblados y Rural Disperso,291211
50,Meta,2028,Total,1199729
50,Meta,2029,Cabecera,917329
50,Meta,2029,Centros Poblados y Rural Disperso,294585
50,Meta,2029,Total,1211914
50,Meta,2030,Cabecera,925859
50,Meta,2030,Centros Poblados y Rural Disperso,297876
50,Meta,2030,Total,1223735
50,Meta,2031,Cabecera,934020
50,Meta,2031,Centros Poblados y Rural Disperso,301209
50,Meta,2031,Total,1235229
50,Meta,2032,Cabecera,942043
50,Meta,2032,Centros Poblados y Rural Disperso,304331
50,Meta,2032,Total,1246374
50,Meta,2033,Cabecera,949739
50,Meta,2033,Centros Poblados y Rural Disperso,307419
50,Meta,2033,Total,1257158
50,Meta,2034,Cabecera,957118
50,Meta,2034,Centros Poblados y Rural Disperso,310458
50,Meta,2034,Total,1267576
50,Meta,2035,Cabecera,964054
50,Meta,2035,Centros Poblados y Rural Disperso,313578
50,Meta,2035,Total,1277632
50,Meta,2036,Total,1287321
50,Meta,2037,Total,1296627
50,Meta,2038,Total,1305561
50,Meta,2039,Total,1314133
50,Meta,2040,Total,1322326
50,Meta,2041,Total,1330132
50,Meta,2042,Total,1337574
50,Meta,2043,Total,1344662
50,Meta,2044,Total,1351378
50,Meta,2045,Total,1357722
50,Meta,2046,Total,1363702
50,Meta,2047,Total,1369318
50,Meta,2048,Total,1374571
50,Meta,2049,Total,1379454
50,Meta,2050,Total,1383966
52,Nariño,2020,Cabecera,730402
52,Nariño,2020,Centros Poblados y Rural Disperso,935052
52,Nariño,2020,Total,1665454
52,Nariño,2021,Cabecera,736214
52,Nariño,2021,Centros Poblados y Rural Disperso,942572
52,Nariño,2021,Total,1678786
52,Nariño,2022,Cabecera,741411
52,Nariño,2022,Centros Poblados y Rural Disperso,947591
52,Nariño,2022,Total,1689002
52,Nariño,2023,Cabecera,746748
52,Nariño,2023,Centros Poblados y Rural Disperso,952822
52,Nariño,2023,Total,1699570
52,Nariño,2024,Cabecera,752021
52,Nariño,2024,Centros Poblados y Rural Disperso,957869
52,Nariño,2024,Total,1709890
52,Nariño,2025,Cabecera,756828
52,Nariño,2025,Centros Poblados y Rural Disperso,962453
52,Nariño,2025,Total,1719281
52,Nariño,2026,Cabecera,761198
52,Nariño,2026,Centros Poblados y Rural Disperso,966651
52,Nariño,2026,Total,1727849
52,Nariño,2027,Cabecera,765198
52,Nariño,2027,Centros Poblados y Rural Disperso,970746
52,Nariño,2027,Total,1735944
52,Nariño,2028,Cabecera,769084
52,Nariño,2028,Centros Poblados y Rural Disperso,974518
52,Nariño,2028,Total,1743602
52,Nariño,2029,Cabecera,772706
52,Nariño,2029,Centros Poblados y Rural Disperso,978130
52,Nariño,2029,Total,1750836
52,Nariño,2030,Cabecera,776019
52,Nariño,2030,Centros Poblados y Rural Disperso,981666
52,Nariño,2030,Total,1757685
52,Nariño,2031,Cabecera,779056
52,Nariño,2031,Centros Poblados y Rural Disperso,985110
52,Nariño,2031,Total,1764166
52,Nariño,2032,Cabecera,782053
52,Nariño,2032,Centros Poblados y Rural Disperso,988192
52,Nariño,2032,Total,1770245
52,Nariño,2033,Cabecera,784788
52,Nariño,2033,Centros Poblados y Rural Disperso,991133
52,Nariño,2033,Total,1775921
52,Nariño,2034,Cabecera,787336
52,Nariño,2034,Centros Poblados y Rural Disperso,993859
52,Nariño,2034,Total,1781195
52,Nariño,2035,Cabecera,789571
52,Nariño,2035,Centros Poblados y Rural Disperso,996483
52,Nariño,2035,Total,1786054
52,Nariño,2036,Total,1790478
52,Nariño,2037,Total,1794455
52,Nariño,2038,Total,1797994
52,Nariño,2039,Total,1801089
52,Nariño,2040,Total,1803737
52,Nariño,2041,Total,1805948
52,Nariño,2042,Total,1807723
52,Nariño,2043,Total,1809061
52,Nariño,2044,Total,1809964
52,Nariño,2045,Total,1810426
52,Nariño,2046,Total,1810446
52,Nariño,2047,Total,1810038
52,Nariño,2048,Total,1809194
52,Nariño,2049,Total,1807910
52,Nariño,2050,Total,1806176
54,Norte de Santander,2020,Cabecera,1275646
54,Norte de Santander,2020,Centros Poblados y Rural Disperso,341563
54,Norte de Santander,2020,Total,1617209
54,Norte de Santander,2021,Cabecera,1307684
54,Norte de Santander,2021,Centros Poblados y Rural Disperso,346657
54,Norte de Santander,2021,Total,1654341
54,Norte de Santander,2022,Cabecera,1328451
54,Norte de Santander,2022,Centros Poblados y Rural Disperso,350524
54,Norte de Santander,2022,Total,1678975
54,Norte de Santander,2023,Cabecera,1343079
54,Norte de Santander,2023,Centros Poblados y Rural Disperso,353661
54,Norte de Santander,2023,Total,1696740
54,Norte de Santander,2024,Cabecera,1353250
54,Norte de Santander,2024,Centros Poblados y Rural Disperso,356320
54,Norte de Santander,2024,Total,1709570
54,Norte de Santander,2025,Cabecera,1359676
54,Norte de Santander,2025,Centros Poblados y Rural Disperso,358316
54,Norte de Santander,2025,Total,1717992
54,Norte de Santander,2026,Cabecera,1363322
54,Norte de Santander,2026,Centros Poblados y Rural Disperso,359976
54,Norte de Santander,2026,Total,1723298
54,Norte de Santander,2027,Cabecera,1364973
54,Norte de Santander,2027,Centros Poblados y Rural Disperso,361757
54,Norte de Santander,2027,Total,1726730
54,Norte de Santander,2028,Cabecera,1365641
54,Norte de Santander,2028,Centros Poblados y Rural Disperso,363473
54,Norte de Santander,2028,Total,1729114
54,Norte de Santander,2029,Cabecera,1365650
54,Norte de Santander,2029,Centros Poblados y Rural Disperso,365494
54,Norte de Santander,2029,Total,1731144
54,Norte de Santander,2030,Cabecera,1365486
54,Norte de Santander,2030,Centros Poblados y Rural Disperso,367882
54,Norte de Santander,2030,Total,1733368
54,Norte de Santander,2031,Cabecera,1365029
54,Norte de Santander,2031,Centros Poblados y Rural Disperso,370708
54,Norte de Santander,2031,Total,1735737
54,Norte de Santander,2032,Cabecera,1364606
54,Norte de Santander,2032,Centros Poblados y Rural Disperso,373366
54,Norte de Santander,2032,Total,1737972
54,Norte de Santander,2033,Cabecera,1364053
54,Norte de Santander,2033,Centros Poblados y Rural Disperso,376004
54,Norte de Santander,2033,Total,1740057
54,Norte de Santander,2034,Cabecera,1363345
54,Norte de Santander,2034,Centros Poblados y Rural Disperso,378652
54,Norte de Santander,2034,Total,1741997
54,Norte de Santander,2035,Cabecera,1362295
54,Norte de Santander,2035,Centros Poblados y Rural Disperso,381505
54,Norte de Santander,2035,Total,1743800
54,Norte de Santander,2036,Total,1745338
54,Norte de Santander,2037,Total,1746489
54,Norte de Santander,2038,Total,1747254
54,Norte de Santander,2039,Total,1747648
54,Norte de Santander,2040,Total,1747658
54,Norte de Santander,2041,Total,1747270
54,Norte de Santander,2042,Total,1746497
54,Norte de Santander,2043,Total,1745352
54,Norte de Santander,2044,Total,1743837
54,Norte de Santander,2045,Total,1741938
54,Norte de Santander,2046,Total,1739659
54,Norte de Santander,2047,Total,1737011
54,Norte de Santander,2048,Total,1733997
54,Norte de Santander,2049,Total,1730610
54,Norte de Santander,2050,Total,1726846
63,Quindio,2020,Cabecera,486029
63,Quindio,2020,Centros Poblados y Rural Disperso,67292
63,Quindio,2020,Total,553321
63,Quindio,2021,Cabecera,490442
63,Quindio,2021,Centros Poblados y Rural Disperso,66657
63,Quindio,2021,Total,557099
63,Quindio,2022,Cabecera,492893
63,Quindio,2022,Centros Poblados y Rural Disperso,66917
63,Quindio,2022,Total,559810
63,Quindio,2023,Cabecera,495526
63,Quindio,2023,Centros Poblados y Rural Disperso,67550
63,Quindio,2023,Total,563076
63,Quindio,2024,Cabecera,497785
63,Quindio,2024,Centros Poblados y Rural Disperso,68263
63,Quindio,2024,Total,566048
63,Quindio,2025,Cabecera,499565
63,Quindio,2025,Centros Poblados y Rural Disperso,68995
63,Quindio,2025,Total,568560
63,Quindio,2026,Cabecera,500928
63,Quindio,2026,Centros Poblados y Rural Disperso,69800
63,Quindio,2026,Total,570728
63,Quindio,2027,Cabecera,501991
63,Quindio,2027,Centros Poblados y Rural Disperso,70728
63,Quindio,2027,Total,572719
63,Quindio,2028,Cabecera,502850
63,Quindio,2028,Centros Poblados y Rural Disperso,71750
63,Quindio,2028,Total,574600
63,Quindio,2029,Cabecera,503525
63,Quindio,2029,Centros Poblados y Rural Disperso,72891
63,Quindio,2029,Total,576416
63,Quindio,2030,Cabecera,504039
63,Quindio,2030,Centros Poblados y Rural Disperso,74160
63,Quindio,2030,Total,578199
63,Quindio,2031,Cabecera,504435
63,Quindio,2031,Centros Poblados y Rural Disperso,75498
63,Quindio,2031,Total,579933
63,Quindio,2032,Cabecera,504686
63,Quindio,2032,Centros Poblados y Rural Disperso,76896
63,Quindio,2032,Total,581582
63,Quindio,2033,Cabecera,504797
63,Quindio,2033,Centros Poblados y Rural Disperso,78335
63,Quindio,2033,Total,583132
63,Quindio,2034,Cabecera,504764
63,Quindio,2034,Centros Poblados y Rural Disperso,79814
63,Quindio,2034,Total,584578
63,Quindio,2035,Cabecera,504574
63,Quindio,2035,Centros Poblados y Rural Disperso,81339
63,Quindio,2035,Total,585913
63,Quindio,2036,Total,587124
63,Quindio,2037,Total,588194
63,Quindio,2038,Total,589117
63,Quindio,2039,Total,589892
63,Quindio,2040,Total,590518
63,Quindio,2041,Total,590996
63,Quindio,2042,Total,591332
63,Quindio,2043,Total,591531
63,Quindio,2044,Total,591590
63,Quindio,2045,Total,591509
63,Quindio,2046,Total,591300
63,Quindio,2047,Total,590960
63,Quindio,2048,Total,590484
63,Quindio,2049,Total,589880
63,Quindio,2050,Total,589149
66,Risaralda,2020,Cabecera,762638
66,Risaralda,2020,Centros Poblados y Rural Disperso,200141
66,Risaralda,2020,Total,962779
66,Risaralda,2021,Cabecera,771884
66,Risaralda,2021,Centros Poblados y Rural Disperso,196403
66,Risaralda,2021,Total,968287
66,Risaralda,2022,Cabecera,775780
66,Risaralda,2022,Centros Poblados y Rural Disperso,194358
66,Risaralda,2022,Total,970138
66,Risaralda,2023,Cabecera,779222
66,Risaralda,2023,Centros Poblados y Rural Disperso,193082
66,Risaralda,2023,Total,972304
66,Risaralda,2024,Cabecera,781555
66,Risaralda,2024,Centros Poblados y Rural Disperso,192324
66,Risaralda,2024,Total,973879
66,Risaralda,2025,Cabecera,782966
66,Risaralda,2025,Centros Poblados y Rural Disperso,191673
66,Risaralda,2025,Total,974639
66,Risaralda,2026,Cabecera,783663
66,Risaralda,2026,Centros Poblados y Rural Disperso,191130
66,Risaralda,2026,Total,974793
66,Risaralda,2027,Cabecera,783800
66,Risaralda,2027,Centros Poblados y Rural Disperso,190819
66,Risaralda,2027,Total,974619
66,Risaralda,2028,Cabecera,783488
66,Risaralda,2028,Centros Poblados y Rural Disperso,190755
66,Risaralda,2028,Total,974243
66,Risaralda,2029,Cabecera,782781
66,Risaralda,2029,Centros Poblados y Rural Disperso,190968
66,Risaralda,2029,Total,973749
66,Risaralda,2030,Cabecera,781708
66,Risaralda,2030,Centros Poblados y Rural Disperso,191505
66,Risaralda,2030,Total,973213
66,Risaralda,2031,Cabecera,780415
66,Risaralda,2031,Centros Poblados y Rural Disperso,192187
66,Risaralda,2031,Total,972602
66,Risaralda,2032,Cabecera,778987
66,Risaralda,2032,Centros Poblados y Rural Disperso,192858
66,Risaralda,2032,Total,971845
66,Risaralda,2033,Cabecera,777397
66,Risaralda,2033,Centros Poblados y Rural Disperso,193533
66,Risaralda,2033,Total,970930
66,Risaralda,2034,Cabecera,775685
66,Risaralda,2034,Centros Poblados y Rural Disperso,194159
66,Risaralda,2034,Total,969844
66,Risaralda,2035,Cabecera,773796
66,Risaralda,2035,Centros Poblados y Rural Disperso,194799
66,Risaralda,2035,Total,968595
66,Risaralda,2036,Total,967143
66,Risaralda,2037,Total,965446
66,Risaralda,2038,Total,963509
66,Risaralda,2039,Total,961329
66,Risaralda,2040,Total,958903
66,Risaralda,2041,Total,956231
66,Risaralda,2042,Total,953322
66,Risaralda,2043,Total,950179
66,Risaralda,2044,Total,946795
66,Risaralda,2045,Total,943184
66,Risaralda,2046,Total,939356
66,Risaralda,2047,Total,935315
66,Risaralda,2048,Total,931064
66,Risaralda,2049,Total,926607
66,Risaralda,2050,Total,921956
68,Santander,2020,Cabecera,1744233
68,Santander,2020,Centros Poblados y Rural Disperso,537975
68,Santander,2020,Total,2282208
68,Santander,2021,Cabecera,1777109
68,Santander,2021,Centros Poblados y Rural Disperso,534988
68,Santander,2021,Total,2312097
68,Santander,2022,Cabecera,1802328
68,Santander,2022,Centros Poblados y Rural Disperso,532910
68,Santander,2022,Total,2335238
68,Santander,2023,Cabecera,1826647
68,Santander,2023,Centros Poblados y Rural Disperso,530480
68,Santander,2023,Total,2357127
68,Santander,2024,Cabecera,1847055
68,Santander,2024,Centros Poblados y Rural Disperso,529681
68,Santander,2024,Total,2376736
68,Santander,2025,Cabecera,1864327
68,Santander,2025,Centros Poblados y Rural Disperso,528887
68,Santander,2025,Total,2393214
68,Santander,2026,Cabecera,1879215
68,Santander,2026,Centros Poblados y Rural Disperso,528104
68,Santander,2026,Total,2407319
68,Santander,2027,Cabecera,1892563
68,Santander,2027,Centros Poblados y Rural Disperso,527423
68,Santander,2027,Total,2419986
68,Santander,2028,Cabecera,1904619
68,Santander,2028,Centros Poblados y Rural Disperso,527061
68,Santander,2028,Total,2431680
68,Santander,2029,Cabecera,1915808
68,Santander,2029,Centros Poblados y Rural Disperso,526972
68,Santander,2029,Total,2442780
68,Santander,2030,Cabecera,1926300
68,Santander,2030,Centros Poblados y Rural Disperso,527274
68,Santander,2030,Total,2453574
