order_id,branch,driver_id,received_datetime,assigned_datetime,completed_datetime
ORD001381,Chapinero,CHA_D08,2026-01-14 15:06:12,2026-01-14 15:07:14,2026-01-14 15:36:12
ORD001382,Chapinero,CHA_D03,2026-01-14 15:08:15,2026-01-14 15:09:39,2026-01-14 15:38:32
ORD001383,Chapinero,CHA_D05,2026-01-14 15:09:06,2026-01-14 15:12:38,2026-01-14 15:45:26
ORD001384,Chapinero,CHA_D07,2026-01-14 15:20:56,2026-01-14 15:24:39,2026-01-14 15:44:49
ORD001385,Chapinero,CHA_D04,2026-01-14 15:25:42,2026-01-14 15:29:06,2026-01-14 15:51:55
ORD001386,Chapinero,CHA_D02,2026-01-14 15:26:46,2026-01-14 15:27:52,2026-01-14 16:01:07
ORD001387,Chapinero,CHA_D01,2026-01-14 15:43:30,2026-01-14 15:46:52,2026-01-14 16:09:59
ORD001388,Chapinero,CHA_D06,2026-01-14 16:05:20,2026-01-14 16:07:41,2026-01-14 16:40:23
ORD001389,Chapinero,CHA_D09,2026-01-14 16:05:20,2026-01-14 16:07:59,2026-01-14 16:33:13
ORD001390,Chapinero,CHA_D08,2026-01-14 16:16:41,2026-01-14 16:20:06,2026-01-14 16:38:43
ORD001391,Chapinero,CHA_D03,2026-01-14 16:19:52,2026-01-14 16:21:08,2026-01-14 16:50:20
ORD001392,Chapinero,CHA_D07,2026-01-14 16:46:52,2026-01-14 16:50:18,2026-01-14 17:26:11
ORD001393,Chapinero,CHA_D05,2026-01-14 16:50:22,2026-01-14 16:52:03,2026-01-14 17:08:44
ORD001394,Chapinero,CHA_D04,2026-01-14 16:54:45,2026-01-14 16:56:08,2026-01-14 17:19:45
ORD001395,Chapinero,CHA_D02,2026-01-14 17:01:40,2026-01-14 17:03:54,2026-01-14 17:37:07
ORD001396,Chapinero,CHA_D01,2026-01-14 17:05:54,2026-01-14 17:07:22,2026-01-14 17:27:52
ORD001397,Chapinero,CHA_D09,2026-01-14 17:06:03,2026-01-14 17:07:08,2026-01-14 17:38:10
ORD001398,Chapinero,CHA_D08,2026-01-14 17:06:59,2026-01-14 17:10:19,2026-01-14 17:41:07
ORD001399,Chapinero,CHA_D06,2026-01-14 17:10:05,2026-01-14 17:13:44,2026-01-14 17:52:50
ORD001400,Chapinero,CHA_D03,2026-01-14 17:15:58,2026-01-14 17:17:17,2026-01-14 17:34:42
ORD001401,Chapinero,CHA_D05,2026-01-14 17:20:24,2026-01-14 17:21:51,2026-01-14 17:52:25
ORD001402,Chapinero,CHA_D04,2026-01-14 17:40:11,2026-01-14 17:42:54,2026-01-14 18:02:42
ORD001403,Chapinero,CHA_D07,2026-01-14 17:52:40,2026-01-14 17:56:32,2026-01-14 18:23:05
ORD001404,Chapinero,CHA_D01,2026-01-14 17:59:28,2026-01-14 18:01:23,2026-01-14 18:30:38
ORD001405,Chapinero,CHA_D03,2026-01-14 18:07:18,2026-01-14 18:09:10,2026-01-14 18:37:52
ORD001406,Chapinero,CHA_D02,2026-01-14 18:10:48,2026-01-14 18:14:22,2026-01-14 18:41:21
ORD001407,Chapinero,CHA_D09,2026-01-14 18:17:32,2026-01-14 18:20:32,2026-01-14 18:43:10
ORD001408,Chapinero,CHA_D08,2026-01-14 18:27:26,2026-01-14 18:30:44,2026-01-14 18:56:03
ORD001409,Chapinero,CHA_D05,2026-01-14 18:29:00,2026-01-14 18:31:42,2026-01-14 19:19:23
ORD001410,Chapinero,CHA_D06,2026-01-14 18:47:02,2026-01-14 18:50:11,2026-01-14 19:12:21
ORD001411,Chapinero,CHA_D04,2026-01-14 18:53:03,2026-01-14 18:54:11,2026-01-14 19:21:08
ORD001412,Chapinero,CHA_D07,2026-01-14 18:55:36,2026-01-14 18:58:22,2026-01-14 19:13:45
ORD001413,Chapinero,CHA_D01,2026-01-14 18:59:59,2026-01-14 19:03:15,2026-01-14 19:21:41
ORD001414,Chapinero,CHA_D03,2026-01-14 19:09:55,2026-01-14 19:13:18,2026-01-14 19:41:18
ORD001415,Chapinero,CHA_D02,2026-01-14 19:11:17,2026-01-14 19:13:56,2026-01-14 19:31:12
ORD001416,Chapinero,CHA_D09,2026-01-14 19:12:27,2026-01-14 19:13:52,2026-01-14 19:44:19
ORD001417,Chapinero,CHA_D08,2026-01-14 19:14:51,2026-01-14 19:15:58,2026-01-14 19:37:07
ORD001418,Chapinero,CHA_D06,2026-01-14 19:23:38,2026-01-14 19:26:09,2026-01-14 20:03:17
ORD001419,Chapinero,CHA_D07,2026-01-14 19:25:42,2026-01-14 19:29:13,2026-01-14 19:51:38
ORD001420,Chapinero,CHA_D05,2026-01-14 19:25:50,2026-01-14 19:29:03,2026-01-14 19:49:26
ORD001421,Chapinero,CHA_D04,2026-01-14 19:26:25,2026-01-14 19:28:47,2026-01-14 19:52:49
ORD001422,Chapinero,CHA_D01,2026-01-14 19:28:14,2026-01-14 19:30:44,2026-01-14 20:05:28
ORD001423,Chapinero,CHA_D02,2026-01-14 19:39:24,2026-01-14 19:43:06,2026-01-14 20:11:30
ORD001424,Chapinero,CHA_D08,2026-01-14 19:40:27,2026-01-14 19:42:23,2026-01-14 20:21:56
ORD001425,Chapinero,CHA_D03,2026-01-14 19:43:26,2026-01-14 19:45:53,2026-01-14 20:05:58
ORD001426,Chapinero,CHA_D09,2026-01-14 19:53:43,2026-01-14 19:57:24,2026-01-14 20:15:28
ORD001427,Chapinero,CHA_D05,2026-01-14 19:54:55,2026-01-14 19:57:23,2026-01-14 20:17:04
ORD001428,Chapinero,CHA_D07,2026-01-14 20:07:03,2026-01-14 20:09:28,2026-01-14 20:40:11
ORD001429,Chapinero,CHA_D04,2026-01-14 20:10:16,2026-01-14 20:13:04,2026-01-14 20:36:37
ORD001430,Chapinero,CHA_D06,2026-01-14 20:13:47,2026-01-14 20:15:03,2026-01-14 20:46:38
ORD001431,Chapinero,CHA_D01,2026-01-14 20:17:27,2026-01-14 20:18:35,2026-01-14 21:05:00
ORD001432,Chapinero,CHA_D03,2026-01-14 20:22:29,2026-01-14 20:25:52,2026-01-14 20:48:37
ORD001433,Chapinero,CHA_D02,2026-01-14 20:23:48,2026-01-14 20:26:32,2026-01-14 20:58:58
ORD001434,Chapinero,CHA_D09,2026-01-14 20:24:14,2026-01-14 20:26:39,2026-01-14 20:58:34
ORD001435,Chapinero,CHA_D05,2026-01-14 20:25:06,2026-01-14 20:28:48,2026-01-14 21:06:06
ORD001436,Chapinero,CHA_D08,2026-01-14 20:29:01,2026-01-14 20:31:27,2026-01-14 20:51:40
ORD001437,Chapinero,CHA_D04,2026-01-14 20:32:15,2026-01-14 20:37:53,2026-01-14 21:07:14
ORD001438,Chapinero,CHA_D07,2026-01-14 20:36:20,2026-01-14 20:41:04,2026-01-14 20:58:57
ORD001439,Chapinero,CHA_D06,2026-01-14 20:43:47,2026-01-14 20:48:12,2026-01-14 21:11:57
ORD001440,Chapinero,CHA_D03,2026-01-14 20:45:51,2026-01-14 20:50:05,2026-01-14 21:09:25
ORD001441,Chapinero,CHA_D08,2026-01-14 20:53:19,2026-01-14 20:54:51,2026-01-14 21:14:07
ORD001442,Chapinero,CHA_D09,2026-01-14 20:53:56,2026-01-14 20:59:56,2026-01-14 21:18:33
ORD001443,Chapinero,CHA_D07,2026-01-14 20:55:47,2026-01-14 21:00:06,2026-01-14 21:23:03
ORD001444,Chapinero,CHA_D02,2026-01-14 20:58:58,2026-01-14 21:00:05,2026-01-14 21:25:12
ORD001445,Chapinero,CHA_D01,2026-01-14 20:59:41,2026-01-14 21:06:51,2026-01-14 21:31:39
ORD001446,Chapinero,CHA_D05,2026-01-14 21:03:09,2026-01-14 21:07:20,2026-01-14 21:40:49
ORD001447,Chapinero,CHA_D04,2026-01-14 21:32:34,2026-01-14 21:33:58,2026-01-14 21:51:51
ORD001448,Chapinero,CHA_D03,2026-01-14 21:40:09,2026-01-14 21:42:46,2026-01-14 22:05:50
ORD001449,Chapinero,CHA_D06,2026-01-14 21:44:36,2026-01-14 21:46:59,2026-01-14 22:29:53
ORD001450,Chapinero,CHA_D08,2026-01-14 21:45:59,2026-01-14 21:48:05,2026-01-14 22:19:12
ORD001451,Chapinero,CHA_D09,2026-01-14 21:47:53,2026-01-14 21:49:27,2026-01-14 22:08:46
ORD001452,Chapinero,CHA_D07,2026-01-14 21:50:22,2026-01-14 21:53:22,2026-01-14 22:31:39
ORD001453,Chapinero,CHA_D02,2026-01-14 21:52:07,2026-01-14 21:55:09,2026-01-14 22:16:48
ORD001454,Chapinero,CHA_D01,2026-01-14 21:55:50,2026-01-14 21:58:08,2026-01-14 22:15:56
ORD001455,Chapinero,CHA_D05,2026-01-15 11:08:21,2026-01-15 11:10:10,2026-01-15 11:43:04
ORD001456,Chapinero,CHA_D04,2026-01-15 11:10:16,2026-01-15 11:13:12,2026-01-15 11:37:56
ORD001457,Chapinero,CHA_D03,2026-01-15 11:18:08,2026-01-15 11:20:15,2026-01-15 11:47:02
ORD001458,Chapinero,CHA_D09,2026-01-15 11:32:39,2026-01-15 11:33:55,2026-01-15 11:55:58
ORD001459,Chapinero,CHA_D01,2026-01-15 11:39:07,2026-01-15 11:43:05,2026-01-15 12:06:06
ORD001460,Chapinero,CHA_D02,2026-01-15 11:46:30,2026-01-15 11:48:35,2026-01-15 12:11:09
ORD001461,Chapinero,CHA_D08,2026-01-15 12:05:43,2026-01-15 12:08:31,2026-01-15 12:41:52
ORD001462,Chapinero,CHA_D06,2026-01-15 12:19:57,2026-01-15 12:21:09,2026-01-15 12:48:08
ORD001463,Chapinero,CHA_D07,2026-01-15 12:33:21,2026-01-15 12:36:06,2026-01-15 13:11:07
ORD001464,Chapinero,CHA_D04,2026-01-15 12:39:27,2026-01-15 12:43:09,2026-01-15 13:07:40
ORD001465,Chapinero,CHA_D05,2026-01-15 12:41:33,2026-01-15 12:42:38,2026-01-15 13:03:35
ORD001466,Chapinero,CHA_D03,2026-01-15 12:52:24,2026-01-15 12:56:11,2026-01-15 13:18:38
ORD001467,Chapinero,CHA_D09,2026-01-15 12:52:50,2026-01-15 12:56:48,2026-01-15 13:19:21
ORD001468,Chapinero,CHA_D01,2026-01-15 12:53:32,2026-01-15 12:56:02,2026-01-15 13:21:00
ORD001469,Chapinero,CHA_D02,2026-01-15 13:26:20,2026-01-15 13:29:50,2026-01-15 13:55:41
ORD001470,Chapinero,CHA_D08,2026-01-15 13:36:30,2026-01-15 13:39:32,2026-01-15 13:57:25
ORD001471,Chapinero,CHA_D06,2026-01-15 13:53:02,2026-01-15 13:55:27,2026-01-15 14:14:58
ORD001472,Chapinero,CHA_D05,2026-01-15 14:09:29,2026-01-15 14:12:29,2026-01-15 14:43:32
ORD001473,Chapinero,CHA_D04,2026-01-15 14:10:13,2026-01-15 14:14:03,2026-01-15 14:39:11
ORD001474,Chapinero,CHA_D07,2026-01-15 14:24:24,2026-01-15 14:25:48,2026-01-15 14:59:08
ORD001475,Chapinero,CHA_D03,2026-01-15 14:44:59,2026-01-15 14:47:29,2026-01-15 15:13:51
ORD001476,Chapinero,CHA_D09,2026-01-15 14:46:11,2026-01-15 14:47:47,2026-01-15 15:08:27
ORD001477,Chapinero,CHA_D01,2026-01-15 14:59:37,2026-01-15 15:02:22,2026-01-15 15:34:01
ORD001478,Chapinero,CHA_D02,2026-01-15 15:03:05,2026-01-15 15:05:48,2026-01-15 15:23:39
ORD001479,Chapinero,CHA_D08,2026-01-15 15:22:37,2026-01-15 15:24:18,2026-01-15 15:48:17
ORD001480,Chapinero,CHA_D06,2026-01-15 15:22:48,2026-01-15 15:23:53,2026-01-15 15:43:44
ORD001481,Chapinero,CHA_D04,2026-01-15 15:23:05,2026-01-15 15:24:51,2026-01-15 15:45:30
ORD001482,Chapinero,CHA_D05,2026-01-15 15:29:59,2026-01-15 15:31:47,2026-01-15 15:57:28
ORD001483,Chapinero,CHA_D07,2026-01-15 15:34:42,2026-01-15 15:37:41,2026-01-15 15:56:31
ORD001484,Chapinero,CHA_D09,2026-01-15 15:40:51,2026-01-15 15:44:32,2026-01-15 16:08:12
ORD001485,Chapinero,CHA_D03,2026-01-15 15:52:06,2026-01-15 15:55:32,2026-01-15 16:12:17
ORD001486,Chapinero,CHA_D02,2026-01-15 15:52:20,2026-01-15 15:54:04,2026-01-15 16:19:48
ORD001487,Chapinero,CHA_D01,2026-01-15 15:58:35,2026-01-15 16:00:29,2026-01-15 16:24:14
ORD001488,Chapinero,CHA_D06,2026-01-15 15:58:59,2026-01-15 16:02:08,2026-01-15 16:38:53
ORD001489,Chapinero,CHA_D04,2026-01-15 16:01:56,2026-01-15 16:04:57,2026-01-15 16:45:10
ORD001490,Chapinero,CHA_D08,2026-01-15 16:07:56,2026-01-15 16:11:55,2026-01-15 16:37:16
ORD001491,Chapinero,CHA_D07,2026-01-15 16:26:56,2026-01-15 16:28:03,2026-01-15 16:52:22
ORD001492,Chapinero,CHA_D05,2026-01-15 16:50:12,2026-01-15 16:52:54,2026-01-15 17:12:00
ORD001493,Chapinero,CHA_D09,2026-01-15 17:00:32,2026-01-15 17:02:56,2026-01-15 17:30:31
ORD001494,Chapinero,CHA_D03,2026-01-15 17:07:26,2026-01-15 17:09:53,2026-01-15 17:49:45
ORD001495,Chapinero,CHA_D02,2026-01-15 17:08:33,2026-01-15 17:10:22,2026-01-15 17:36:17
ORD001496,Chapinero,CHA_D01,2026-01-15 17:09:30,2026-01-15 17:10:41,2026-01-15 17:37:08
ORD001497,Chapinero,CHA_D08,2026-01-15 17:30:38,2026-01-15 17:33:48,2026-01-15 18:01:07
ORD001498,Chapinero,CHA_D06,2026-01-15 17:37:50,2026-01-15 17:38:56,2026-01-15 18:16:05
ORD001499,Chapinero,CHA_D04,2026-01-15 17:39:45,2026-01-15 17:41:59,2026-01-15 18:13:43
ORD001500,Chapinero,CHA_D07,2026-01-15 17:44:53,2026-01-15 17:46:20,2026-01-15 18:20:45
ORD001501,Chapinero,CHA_D05,2026-01-15 17:50:01,2026-01-15 17:53:30,2026-01-15 18:25:08
ORD001502,Chapinero,CHA_D09,2026-01-15 18:08:35,2026-01-15 18:10:02,2026-01-15 18:50:55
ORD001503,Chapinero,CHA_D02,2026-01-15 18:27:18,2026-01-15 18:31:16,2026-01-15 18:59:39
ORD001504,Chapinero,CHA_D01,2026-01-15 18:27:44,2026-01-15 18:30:29,2026-01-15 19:09:46
ORD001505,Chapinero,CHA_D03,2026-01-15 18:35:39,2026-01-15 18:38:15,2026-01-15 19:21:52
ORD001506,Chapinero,CHA_D08,2026-01-15 18:57:03,2026-01-15 18:58:47,2026-01-15 19:25:59
ORD001507,Chapinero,CHA_D04,2026-01-15 19:07:33,2026-01-15 19:11:28,2026-01-15 19:27:44
ORD001508,Chapinero,CHA_D06,2026-01-15 19:19:01,2026-01-15 19:22:45,2026-01-15 19:53:35
ORD001509,Chapinero,CHA_D07,2026-01-15 19:27:27,2026-01-15 19:30:07,2026-01-15 20:06:53
ORD001510,Chapinero,CHA_D05,2026-01-15 19:30:53,2026-01-15 19:33:29,2026-01-15 19:48:35
ORD001511,Chapinero,CHA_D09,2026-01-15 19:40:01,2026-01-15 19:41:14,2026-01-15 20:08:08
ORD001512,Chapinero,CHA_D02,2026-01-15 20:00:36,2026-01-15 20:01:40,2026-01-15 20:26:21
ORD001513,Chapinero,CHA_D01,2026-01-15 20:07:14,2026-01-15 20:10:27,2026-01-15 20:25:52
ORD001514,Chapinero,CHA_D03,2026-01-15 20:33:22,2026-01-15 20:35:07,2026-01-15 21:00:05
ORD001515,Chapinero,CHA_D08,2026-01-15 20:35:03,2026-01-15 20:37:09,2026-01-15 21:11:46
ORD001516,Chapinero,CHA_D04,2026-01-15 20:49:49,2026-01-15 20:51:19,2026-01-15 21:21:34
ORD001517,Chapinero,CHA_D05,2026-01-15 20:52:59,2026-01-15 20:55:09,2026-01-15 21:25:49
ORD001518,Chapinero,CHA_D06,2026-01-15 20:55:08,2026-01-15 20:57:41,2026-01-15 21:34:57
ORD001519,Chapinero,CHA_D07,2026-01-15 20:57:33,2026-01-15 20:59:00,2026-01-15 21:24:26
ORD001520,Chapinero,CHA_D09,2026-01-15 21:02:13,2026-01-15 21:04:08,2026-01-15 21:32:41
ORD001521,Chapinero,CHA_D01,2026-01-15 21:10:58,2026-01-15 21:12:17,2026-01-15 21:45:52
ORD001522,Chapinero,CHA_D02,2026-01-15 21:13:54,2026-01-15 21:17:06,2026-01-15 21:41:23
ORD001523,Chapinero,CHA_D03,2026-01-15 21:14:15,2026-01-15 21:15:16,2026-01-15 21:58:14
ORD001524,Chapinero,CHA_D08,2026-01-15 21:15:58,2026-01-15 21:19:25,2026-01-15 21:53:53
ORD001525,Chapinero,CHA_D04,2026-01-15 21:20:56,2026-01-15 21:22:11,2026-01-15 21:46:14
ORD001526,Chapinero,CHA_D07,2026-01-15 21:24:51,2026-01-15 21:28:38,2026-01-15 21:54:09
ORD001527,Chapinero,CHA_D05,2026-01-15 21:25:23,2026-01-15 21:26:57,2026-01-15 21:50:43
ORD001528,Chapinero,CHA_D09,2026-01-15 21:30:13,2026-01-15 21:33:57,2026-01-15 22:01:54
ORD001529,Chapinero,CHA_D06,2026-01-15 21:32:01,2026-01-15 21:36:03,2026-01-15 22:15:14
ORD001530,Chapinero,CHA_D02,2026-01-15 21:45:37,2026-01-15 21:47:35,2026-01-15 22:18:22
ORD001531,Chapinero,CHA_D01,2026-01-16 11:02:26,2026-01-16 11:05:47,2026-01-16 11:30:09
ORD001532,Chapinero,CHA_D04,2026-01-16 11:10:45,2026-01-16 11:12:04,2026-01-16 11:30:51
ORD001533,Chapinero,CHA_D05,2026-01-16 11:29:49,2026-01-16 11:30:56,2026-01-16 12:00:34
ORD001534,Chapinero,CHA_D08,2026-01-16 11:33:47,2026-01-16 11:37:09,2026-01-16 12:04:30
ORD001535,Chapinero,CHA_D07,2026-01-16 11:42:58,2026-01-16 11:44:37,2026-01-16 12:17:56
ORD001536,Chapinero,CHA_D03,2026-01-16 12:03:29,2026-01-16 12:04:52,2026-01-16 12:26:31
ORD001537,Chapinero,CHA_D09,2026-01-16 12:06:31,2026-01-16 12:09:31,2026-01-16 12:47:52
ORD001538,Chapinero,CHA_D06,2026-01-16 12:18:11,2026-01-16 12:19:55,2026-01-16 12:57:07
ORD001539,Chapinero,CHA_D02,2026-01-16 12:21:43,2026-01-16 12:24:35,2026-01-16 12:49:03
ORD001540,Chapinero,CHA_D01,2026-01-16 12:24:52,2026-01-16 12:26:22,2026-01-16 12:57:31
ORD001541,Chapinero,CHA_D04,2026-01-16 12:27:20,2026-01-16 12:29:37,2026-01-16 12:54:00
ORD001542,Chapinero,CHA_D05,2026-01-16 12:32:14,2026-01-16 12:33:34,2026-01-16 12:59:29
ORD001543,Chapinero,CHA_D08,2026-01-16 12:38:32,2026-01-16 12:40:17,2026-01-16 13:00:24
ORD001544,Chapinero,CHA_D07,2026-01-16 12:50:45,2026-01-16 12:54:01,2026-01-16 13:13:26
ORD001545,Chapinero,CHA_D03,2026-01-16 12:52:34,2026-01-16 12:54:25,2026-01-16 13:10:04
ORD001546,Chapinero,CHA_D09,2026-01-16 13:04:21,2026-01-16 13:08:02,2026-01-16 13:22:26
ORD001547,Chapinero,CHA_D02,2026-01-16 13:06:49,2026-01-16 13:08:38,2026-01-16 13:35:19
ORD001548,Chapinero,CHA_D04,2026-01-16 13:15:11,2026-01-16 13:16:19,2026-01-16 13:40:38
ORD001549,Chapinero,CHA_D06,2026-01-16 13:23:00,2026-01-16 13:26:20,2026-01-16 13:47:21
ORD001550,Chapinero,CHA_D01,2026-01-16 13:25:05,2026-01-16 13:27:43,2026-01-16 13:51:33
ORD001551,Chapinero,CHA_D05,2026-01-16 13:29:43,2026-01-16 13:31:38,2026-01-16 13:56:00
ORD001552,Chapinero,CHA_D08,2026-01-16 13:31:45,2026-01-16 13:34:49,2026-01-16 14:03:40
ORD001553,Chapinero,CHA_D03,2026-01-16 13:32:54,2026-01-16 13:34:50,2026-01-16 13:56:53
ORD001554,Chapinero,CHA_D07,2026-01-16 13:52:56,2026-01-16 13:55:51,2026-01-16 14:10:01
ORD001555,Chapinero,CHA_D09,2026-01-16 14:28:30,2026-01-16 14:30:49,2026-01-16 14:53:43
ORD001556,Chapinero,CHA_D02,2026-01-16 14:32:21,2026-01-16 14:33:54,2026-01-16 14:56:51
ORD001557,Chapinero,CHA_D04,2026-01-16 14:49:13,2026-01-16 14:51:40,2026-01-16 15:27:14
ORD001558,Chapinero,CHA_D06,2026-01-16 14:56:24,2026-01-16 14:57:26,2026-01-16 15:33:30
ORD001559,Chapinero,CHA_D01,2026-01-16 15:01:10,2026-01-16 15:04:39,2026-01-16 15:29:56
ORD001560,Chapinero,CHA_D05,2026-01-16 15:03:34,2026-01-16 15:05:31,2026-01-16 15:32:45
ORD001561,Chapinero,CHA_D03,2026-01-16 15:07:49,2026-01-16 15:10:54,2026-01-16 15:37:43
ORD001562,Chapinero,CHA_D08,2026-01-16 15:08:44,2026-01-16 15:12:06,2026-01-16 16:12:06
ORD001563,Chapinero,CHA_D07,2026-01-16 15:21:31,2026-01-16 15:22:48,2026-01-16 15:44:56
ORD001564,Chapinero,CHA_D09,2026-01-16 15:29:14,2026-01-16 15:32:53,2026-01-16 15:56:20
ORD001565,Chapinero,CHA_D02,2026-01-16 15:39:04,2026-01-16 15:43:01,2026-01-16 16:10:14
ORD001566,Chapinero,CHA_D04,2026-01-16 16:05:47,2026-01-16 16:07:24,2026-01-16 16:37:16
ORD001567,Chapinero,CHA_D01,2026-01-16 16:20:27,2026-01-16 16:24:26,2026-01-16 16:43:58
ORD001568,Chapinero,CHA_D05,2026-01-16 16:41:39,2026-01-16 16:43:19,2026-01-16 17:20:27
ORD001569,Chapinero,CHA_D06,2026-01-16 16:42:33,2026-01-16 16:45:59,2026-01-16 17:10:42
ORD001570,Chapinero,CHA_D03,2026-01-16 16:45:24,2026-01-16 16:46:52,2026-01-16 17:02:17
ORD001571,Chapinero,CHA_D07,2026-01-16 16:57:48,2026-01-16 16:59:00,2026-01-16 17:26:37
ORD001572,Chapinero,CHA_D09,2026-01-16 16:58:22,2026-01-16 17:00:06,2026-01-16 17:22:03
ORD001573,Chapinero,CHA_D02,2026-01-16 16:59:30,2026-01-16 17:01:19,2026-01-16 17:29:43
ORD001574,Chapinero,CHA_D08,2026-01-16 17:03:03,2026-01-16 17:04:38,2026-01-16 17:33:33
ORD001575,Chapinero,CHA_D04,2026-01-16 17:29:35,2026-01-16 17:30:39,2026-01-16 17:59:43
ORD001576,Chapinero,CHA_D01,2026-01-16 17:29:54,2026-01-16 17:33:15,2026-01-16 18:00:53
ORD001577,Chapinero,CHA_D03,2026-01-16 17:42:04,2026-01-16 17:43:30,2026-01-16 18:06:19
ORD001578,Chapinero,CHA_D06,2026-01-16 17:46:19,2026-01-16 17:49:09,2026-01-16 18:21:45
ORD001579,Chapinero,CHA_D05,2026-01-16 17:49:07,2026-01-16 17:52:57,2026-01-16 18:16:58
ORD001580,Chapinero,CHA_D09,2026-01-16 18:00:50,2026-01-16 18:04:03,2026-01-16 18:32:03
ORD001581,Chapinero,CHA_D07,2026-01-16 18:05:34,2026-01-16 18:07:57,2026-01-16 18:26:45
ORD001582,Chapinero,CHA_D02,2026-01-16 18:16:37,2026-01-16 18:20:34,2026-01-16 18:39:12
ORD001583,Chapinero,CHA_D08,2026-01-16 18:34:32,2026-01-16 18:37:42,2026-01-16 19:01:42
ORD001584,Chapinero,CHA_D04,2026-01-16 18:40:54,2026-01-16 18:43:01,2026-01-16 19:21:03
ORD001585,Chapinero,CHA_D01,2026-01-16 18:42:41,2026-01-16 18:44:15,2026-01-16 19:11:13
ORD001586,Chapinero,CHA_D03,2026-01-16 18:46:31,2026-01-16 18:49:31,2026-01-16 19:25:09
ORD001587,Chapinero,CHA_D05,2026-01-16 19:03:33,2026-01-16 19:06:09,2026-01-16 19:28:35
ORD001588,Chapinero,CHA_D06,2026-01-16 19:05:50,2026-01-16 19:09:07,2026-01-16 19:34:17
ORD001589,Chapinero,CHA_D07,2026-01-16 19:06:28,2026-01-16 19:08:39,2026-01-16 19:36:43
ORD001590,Chapinero,CHA_D09,2026-01-16 19:16:05,2026-01-16 19:18:05,2026-01-16 19:45:08
ORD001591,Chapinero,CHA_D02,2026-01-16 19:17:55,2026-01-16 19:21:10,2026-01-16 19:39:59
ORD001592,Chapinero,CHA_D08,2026-01-16 19:19:25,2026-01-16 19:20:40,2026-01-16 20:08:07
ORD001593,Chapinero,CHA_D01,2026-01-16 19:20:59,2026-01-16 19:22:52,2026-01-16 19:49:27
ORD001594,Chapinero,CHA_D04,2026-01-16 19:22:34,2026-01-16 19:25:00,2026-01-16 19:44:47
ORD001595,Chapinero,CHA_D03,2026-01-16 19:23:25,2026-01-16 19:26:47,2026-01-16 19:50:39
ORD001596,Chapinero,CHA_D05,2026-01-16 19:24:08,2026-01-16 19:29:14,2026-01-16 20:11:10
ORD001597,Chapinero,CHA_D06,2026-01-16 19:24:59,2026-01-16 19:35:46,2026-01-16 20:05:59
ORD001598,Chapinero,CHA_D07,2026-01-16 19:39:30,2026-01-16 19:42:33,2026-01-16 20:15:59
ORD001599,Chapinero,CHA_D02,2026-01-16 19:43:48,2026-01-16 19:45:52,2026-01-16 20:14:42
ORD001600,Chapinero,CHA_D04,2026-01-16 19:48:46,2026-01-16 19:50:21,2026-01-16 20:12:33
ORD001601,Chapinero,CHA_D09,2026-01-16 19:49:28,2026-01-16 19:51:35,2026-01-16 20:07:31
ORD001602,Chapinero,CHA_D01,2026-01-16 19:50:05,2026-01-16 19:52:59,2026-01-16 20:22:01
ORD001603,Chapinero,CHA_D03,2026-01-16 19:51:47,2026-01-16 19:53:41,2026-01-16 20:27:16
ORD001604,Chapinero,CHA_D06,2026-01-16 20:04:41,2026-01-16 20:06:41,2026-01-16 20:31:27
ORD001605,Chapinero,CHA_D09,2026-01-16 20:12:24,2026-01-16 20:13:28,2026-01-16 20:39:26
ORD001606,Chapinero,CHA_D08,2026-01-16 20:29:26,2026-01-16 20:31:59,2026-01-16 20:48:18
ORD001607,Chapinero,CHA_D05,2026-01-16 20:32:45,2026-01-16 20:35:04,2026-01-16 21:10:23
ORD001608,Chapinero,CHA_D04,2026-01-16 20:34:27,2026-01-16 20:37:47,2026-01-16 20:57:55
ORD001609,Chapinero,CHA_D02,2026-01-16 20:40:40,2026-01-16 20:43:59,2026-01-16 21:03:11
ORD001610,Chapinero,CHA_D07,2026-01-16 20:45:19,2026-01-16 20:48:01,2026-01-16 21:11:36
ORD001611,Chapinero,CHA_D01,2026-01-16 20:45:22,2026-01-16 20:48:49,2026-01-16 21:10:26
ORD001612,Chapinero,CHA_D03,2026-01-16 20:46:14,2026-01-16 20:49:13,2026-01-16 21:28:04
ORD001613,Chapinero,CHA_D06,2026-01-16 20:48:39,2026-01-16 20:51:23,2026-01-16 21:21:00
ORD001614,Chapinero,CHA_D09,2026-01-16 20:54:51,2026-01-16 20:57:45,2026-01-16 21:25:50
ORD001615,Chapinero,CHA_D08,2026-01-16 20:55:09,2026-01-16 20:56:48,2026-01-16 21:13:55
ORD001616,Chapinero,CHA_D04,2026-01-16 21:01:04,2026-01-16 21:03:05,2026-01-16 21:26:44
ORD001617,Chapinero,CHA_D02,2026-01-16 21:05:31,2026-01-16 21:08:42,2026-01-16 21:34:19
ORD001618,Chapinero,CHA_D05,2026-01-16 21:08:47,2026-01-16 21:12:01,2026-01-16 21:27:36
ORD001619,Chapinero,CHA_D01,2026-01-16 21:10:19,2026-01-16 21:11:49,2026-01-16 21:37:21
ORD001620,Chapinero,CHA_D07,2026-01-16 21:15:09,2026-01-16 21:18:01,2026-01-16 21:46:23
