Ganancia bruta,Ganancia (pérdida),Ingresos de actividades ordinarias,Costo de ventas,Patrimonio total,Total pasivos,Total de activos,Sector,Ganancias acumuladas,Otros pasivos financieros corrientes,Pasivos corrientes totales,Costos financieros,Otros activos no financieros corrientes,Activos corrientes totales
1138367.3333333333,-700367.6666666666,7471506.666666667,6333139.333333333,2004055.3333333333,5133255.333333333,7137310.666666667,C,975605.3333333334,442994.0,5133255.333333333,54417.0,0.0,3595519.0
5751172.666666667,173351.66666666666,22232578.333333332,16481405.666666666,827427.3333333334,3701248.6666666665,4528676.0,G,173351.66666666666,1420241.6666666667,2686109.6666666665,334610.0,2228059.0,3278773.6666666665
5167730.333333333,1631478.3333333333,11093666.333333334,5925936.0,12561182.666666666,12108189.666666666,24669372.333333332,B,7967961.0,224271.0,5106545.666666667,433768.3333333333,0.0,4958564.666666667
7707884.0,1447170.3333333333,23505933.666666668,15798049.666666666,13893702.0,6909525.0,20803227.0,G,12829933.333333334,176133.33333333334,5629191.666666667,864674.0,415895.3333333333,15443233.666666666
2199994.3333333335,-335847.3333333333,9663558.333333334,7463564.0,1241013.3333333333,2704783.3333333335,3945796.6666666665,H,-428758.0,0.0,2066129.6666666667,111239.66666666667,111115.5,2507303.6666666665
922243.6666666666,162775.0,5507794.666666667,4585551.0,2289976.0,2340501.6666666665,4630477.666666667,G,1671082.0,69460.5,2120240.3333333335,143035.33333333334,0.0,3863373.6666666665
493090.6666666667,221900.0,923959.0,646302.5,19119351.333333332,2072050.6666666667,21191402.0,L,11467719.666666666,0.0,2072050.6666666667,147314.5,0.0,4813182.333333333
2217553.6666666665,503078.3333333333,8779116.333333334,6561562.666666667,2260371.6666666665,14428654.666666666,16689026.333333334,F,1873469.6666666667,1288978.0,3246374.6666666665,373127.0,105525.66666666667,9633559.666666666
4629732.666666667,470407.0,24706889.666666668,20077157.0,18191817.666666668,62600497.0,80792314.66666667,F,6198819.666666667,36951608.0,48126844.666666664,1418057.6666666667,11442012.333333334,63502986.666666664
40721051.333333336,4351491.333333333,71320304.66666667,30599253.333333332,18682826.333333332,25247846.333333332,43930672.666666664,I,17257826.333333332,3293785.3333333335,14008882.666666666,1101124.6666666667,1638481.0,7494504.0
9716508.333333334,608481.3333333334,56458411.333333336,46741903.0,4954888.666666667,16727759.0,21682647.666666668,G,776915.6666666666,2061442.0,13947443.0,489160.0,1743750.0,18813795.666666668
575410.0,150451.33333333334,736230.3333333334,160820.33333333334,3078454.3333333335,1913758.0,4992212.333333333,L,2078454.3333333333,0.0,74385.0,10308.0,0.0,646932.3333333334
3849802.3333333335,-111618.33333333333,19996960.0,16147157.666666666,5286057.0,12447419.0,17733476.0,C,-279044.0,1926607.6666666667,4413036.0,990624.0,470043.0,5480332.666666667
1212386.6666666667,594493.3333333334,1952746.3333333333,740359.6666666666,7784085.666666667,2525576.3333333335,10309662.0,M,6970006.333333333,111.0,563032.6666666666,4946.5,10693.0,874357.6666666666
1551598.0,327081.3333333333,1631860.6666666667,80262.66666666667,27010592.0,2335568.3333333335,29346160.333333332,J,14669928.0,869185.0,1357605.6666666667,159031.33333333334,1059194.5,23710225.0
1820843.0,214642.66666666666,6183882.0,4363039.0,2467966.0,2467034.0,4935000.0,C,1110453.0,294383.3333333333,1319089.6666666667,249580.0,8040.0,1241996.3333333333
11611759.666666666,5199147.666666667,12246109.666666666,634350.0,168340107.66666666,103400036.66666667,271740144.3333333,K,93650192.66666667,49678777.0,86922840.66666667,10257977.333333334,830730.3333333334,267697963.33333334
1969669.3333333333,169683.66666666666,8748904.333333334,6779235.0,2477962.6666666665,5790154.333333333,8268117.0,G,643427.0,1681647.0,5456821.0,250017.0,6230.5,8056329.333333333
2860548.3333333335,163422.0,6011880.333333333,3151332.0,2415345.0,1432368.0,3847713.0,C,955641.0,229599.66666666666,841921.6666666666,177992.5,11167.333333333334,1799747.6666666667
5350748.333333333,873725.0,11495286.666666666,6144538.333333333,9111339.666666666,6014269.0,15125608.666666666,C,7673416.0,95144.33333333333,2288782.3333333335,303201.3333333333,173932.0,7385758.0
3941344.3333333335,135815.66666666666,41506950.333333336,37565606.0,3235033.3333333335,9652958.0,12887991.333333334,G,1209433.6666666667,3236913.6666666665,9189344.666666666,404491.3333333333,4362.666666666667,10009247.333333334
1322410.6666666667,32351.666666666668,2767852.6666666665,1445442.0,4131019.0,15146750.666666666,19277769.666666668,F,3339261.0,366875.6666666667,1694202.6666666667,271151.6666666667,0.0,16903081.666666668
2529476.3333333335,377805.0,11963785.666666666,9434309.333333334,1009907.3333333334,4253120.666666667,5263028.0,M,903734.3333333334,3904.5,4253120.666666667,25229.333333333332,0.0,5179384.333333333
13876267.333333334,3503013.0,26686383.666666668,12810116.333333334,15830155.666666666,9028641.666666666,24858797.333333332,C,14745192.666666666,12536.0,7248291.0,1255153.3333333333,10558.0,18529754.0
163834.66666666666,-265510.6666666667,990472.3333333334,826637.6666666666,6393524.333333333,10713970.666666666,17107495.0,F,3756443.6666666665,1114431.0,2417061.0,223683.33333333334,37997.333333333336,8285885.666666667
3370804.3333333335,413351.3333333333,7627172.0,4256367.666666667,2356963.6666666665,2699269.3333333335,5056233.0,M,1616963.6666666667,166043.33333333334,952842.0,100540.66666666667,2877740.0,4745112.333333333
1528576.0,409586.6666666667,10059141.666666666,8530565.666666666,2178753.3333333335,1276364.6666666667,3455118.0,G,2160367.3333333335,139940.0,1174523.3333333333,19967.0,0.0,3402522.6666666665
1506176.3333333333,2032478.3333333333,1561771.6666666667,83393.0,10240245.333333334,915628.3333333334,11155873.666666666,L,3918226.3333333335,0.0,484435.0,11240.0,0.0,5761152.333333333
2587696.3333333335,496536.6666666667,6981657.0,4393960.666666667,896536.3333333334,2028302.6666666667,2924839.0,G,496536.3333333333,211118.33333333334,1333789.3333333333,0.0,0.0,2676362.0
1357462.6666666667,231446.33333333334,6287022.0,4929559.333333333,1171730.3333333333,1981874.6666666667,3153605.0,G,1052797.3333333333,227878.33333333334,1798708.0,124385.0,0.0,3048965.0
9795631.666666666,2050578.6666666667,13722609.0,3926977.3333333335,13715107.0,9224461.0,22939568.0,N,11759612.333333334,2060274.6666666667,7899952.0,425014.6666666667,0.0,12207260.666666666
5166524.0,480377.0,22317162.666666668,17150638.666666668,2664599.0,8303367.666666667,10967966.666666666,G,1378353.0,1919902.5,6817489.0,537809.3333333334,0.0,8194881.333333333
11214835.666666666,1502433.3333333333,22907340.333333332,11692504.666666666,9525834.666666666,11879747.0,21405581.666666668,G,5042893.666666667,1838867.6666666667,7995957.666666667,744596.3333333334,0.0,16274882.0
1866101.3333333333,1343359.0,5665566.0,3799464.6666666665,3774639.6666666665,10098940.333333334,13873580.0,F,1608829.3333333333,3205044.6666666665,8885144.666666666,437440.0,1013988.3333333334,13418861.333333334
1173977.0,313862.0,6589768.0,5415791.0,5251413.666666667,5095920.333333333,10347334.0,N,4735427.0,510220.3333333333,2385908.0,0.0,0.0,3388739.6666666665
1252144.3333333333,308604.0,1407875.0,155730.66666666666,5851143.666666667,12514011.0,18365154.666666668,L,5653843.666666667,0.0,279675.3333333333,0.0,0.0,1430659.3333333333
3218328.6666666665,1095179.3333333333,12432643.333333334,9214314.666666666,6812938.333333333,6856115.0,13669053.333333334,S,5697838.333333333,18263.0,2158593.3333333335,675527.6666666666,0.0,6885029.666666667
6243334.666666667,13020.333333333334,25481072.0,19237737.333333332,3948644.6666666665,3236451.6666666665,7185096.333333333,G,3123855.6666666665,0.0,2966721.0,163224.33333333334,0.0,3955666.6666666665
3018784.0,29726.333333333332,9216607.333333334,6197823.333333333,1376705.3333333333,5924183.333333333,7300888.666666667,G,-72849.0,393982.3333333333,3838934.0,892164.6666666666,563.0,3578049.6666666665
3427501.0,543431.3333333334,8608261.0,5180760.0,3803044.6666666665,3244098.6666666665,7047143.333333333,G,3702357.0,316426.5,2787579.3333333335,341001.0,3581.0,6951625.666666667
515050.6666666667,25191.0,1897955.0,1382904.3333333333,6689834.0,2808874.3333333335,9498708.333333334,A,4179039.3333333335,346833.3333333333,2006673.0,89357.66666666667,80000.0,2390188.6666666665
1971270.0,135420.66666666666,12744811.666666666,10773541.666666666,820664.0,2560721.0,3381385.0,G,204375.66666666666,934689.3333333334,2385816.3333333335,76100.33333333333,1019.0,2710290.3333333335
2759014.3333333335,2223261.3333333335,3684589.6666666665,925575.3333333334,52749064.333333336,5060735.666666667,57809800.0,L,27594913.666666668,0.0,1837808.3333333333,75474.0,6195.0,3374932.0
2180124.3333333335,297425.6666666667,8948986.333333334,6768862.0,4207427.333333333,4294085.333333333,8501512.666666666,A,647292.6666666666,938725.6666666666,4272291.666666667,0.0,0.0,5228173.333333333
801682.3333333334,26686.666666666668,7307440.666666667,6505758.333333333,661497.0,1139707.6666666667,1801204.6666666667,G,403284.0,164426.0,822146.3333333334,69780.33333333333,0.0,861832.3333333334
1132105.3333333333,472191.3333333333,15347332.333333334,14215227.0,2656402.0,2986896.0,5643298.0,F,1167413.0,200000.0,1412601.3333333333,101790.5,0.0,4157692.0
2224512.6666666665,335356.0,7610238.666666667,5385726.0,5644707.666666667,3262005.0,8906712.666666666,C,5144707.666666667,1246869.0,3262005.0,0.0,13150.0,2687835.6666666665
4190581.6666666665,505421.3333333333,15754417.333333334,11563835.666666666,3117668.3333333335,4332619.666666667,7450288.0,G,2890762.0,0.0,3915909.6666666665,0.0,0.0,5585227.666666667
178232712.66666666,6174872.333333333,388226692.0,209993979.33333334,101068557.66666667,250190729.66666666,351259287.3333333,C,61395120.0,5230025.333333333,89333330.33333333,21663669.666666668,0.0,173672667.33333334
6354334.0,-475980.3333333333,47660974.0,41306640.0,1359454.0,12527226.0,13886680.0,G,116546.0,11913476.333333334,12336209.333333334,3348671.0,0.0,12983583.666666666
3069392.0,705247.0,5829399.666666667,2760007.6666666665,2514428.0,3996936.6666666665,6511364.666666667,G,2214428.0,3430.5,525445.6666666666,400723.5,4428.5,4662836.666666667
12256441.0,536364.0,15483208.333333334,3226767.3333333335,5141503.666666667,4319504.666666667,9461008.333333334,I,4702786.333333333,1868185.6666666667,4038167.6666666665,600742.3333333334,96219.33333333333,2139187.3333333335
2070209.0,400235.0,5780152.333333333,3709943.3333333335,8439938.666666666,4092382.0,12532320.666666666,M,7514195.666666667,189983.66666666666,2727280.3333333335,241978.0,377474.6666666667,4419470.0
1682894.0,74271.66666666667,20375349.0,18692455.0,1649019.3333333333,1920786.0,3569805.3333333335,G,649019.3333333334,614576.6666666666,1121882.0,166382.66666666666,0.0,777603.0
2857689.3333333335,151170.66666666666,9929624.333333334,7071935.0,961684.3333333334,4699386.333333333,5661070.666666667,M,272732.6666666667,379629.3333333333,2500066.3333333335,662606.3333333334,2503.5,3584930.0
2367431.0,944691.3333333334,2367431.0,0.0,10186028.0,3137235.6666666665,13323263.666666666,N,-7945729.0,0.0,490982.3333333333,1893141.0,0.0,13282527.333333334
2889744.6666666665,286893.6666666667,12566347.666666666,9676603.0,13017641.666666666,7602330.666666667,20619972.333333332,C,7345993.666666667,84772.66666666667,7287948.333333333,156473.33333333334,0.0,15057015.333333334
5643782.0,2432097.6666666665,7210898.0,1567116.0,6797100.666666667,1808876.6666666667,8605977.333333334,M,6226134.666666667,0.0,1528478.3333333333,51547.333333333336,0.0,6014440.333333333
3195641.6666666665,377405.6666666667,19750190.0,16554548.333333334,9850450.333333334,6710538.666666667,16560989.0,C,-4014420.0,271553.6666666667,4405040.666666667,561876.3333333334,12377.0,8387086.333333333
7347389.0,1161059.0,7750171.666666667,402782.6666666667,18640316.333333332,10368593.666666666,29008910.0,R,16055959.0,1802560.3333333333,2445028.3333333335,724630.0,0.0,797039.0
5839623.666666667,544543.3333333334,18797178.666666668,12957555.0,3281899.0,6872368.666666667,10154267.666666666,C,1244560.0,2403396.6666666665,5929213.0,873416.0,36260.0,7639780.666666667
1785185.3333333333,82809.33333333333,3063302.3333333335,1917175.5,16271299.333333334,14085345.0,30356644.333333332,F,14378613.333333334,248943.33333333334,12022150.666666666,24093.0,214724.0,1914671.0
8049012.666666667,1442035.6666666667,42373570.333333336,34324557.666666664,14353502.666666666,14897586.666666666,29251089.333333332,C,4573415.0,2638523.6666666665,9891809.666666666,2269668.0,40404.0,13158891.333333334
2195168.3333333335,411184.6666666667,9479066.666666666,7283898.333333333,2237677.3333333335,2163341.0,4401018.333333333,C,1096640.0,302520.0,1752041.0,173250.0,0.0,4236886.0
1428095.0,43688.666666666664,7271336.666666667,5843241.666666667,1341447.0,2398489.0,3739936.0,C,41388.333333333336,96025.5,2271998.0,177985.0,0.0,3710883.3333333335
3216523.6666666665,1450935.3333333333,38212915.333333336,34996391.666666664,11237267.333333334,15381853.333333334,26619120.666666668,M,7876885.666666667,2641800.0,14386416.0,65867.66666666667,9775204.333333334,19371374.0
3523491.3333333335,1583540.6666666667,19305100.333333332,15781609.0,23891842.333333332,5735109.666666667,29626952.0,C,21865394.666666668,17436.666666666668,2758699.6666666665,372486.0,3198.0,11817022.333333334
412378.6666666667,35223.333333333336,2669183.6666666665,2256805.0,9439170.333333334,10253314.666666666,19692485.0,F,5849306.0,0.0,2815507.3333333335,75538.33333333333,0.0,14959851.0
2015203.6666666667,-104312.33333333333,8365231.666666667,6350028.0,3395784.6666666665,3284428.0,6680212.666666667,F,2394124.3333333335,639569.6666666666,3222501.3333333335,109257.0,2345498.0,5448118.0
23121761.0,1826920.3333333333,132012179.33333333,108890418.33333333,10076193.333333334,59226803.0,69302996.33333333,C,6759819.666666667,11984968.666666666,40952640.0,5344593.666666667,120370.0,42975185.666666664
2832069.3333333335,573665.6666666666,15533800.0,12701730.666666666,4525047.666666667,5798218.333333333,10323266.0,C,3644847.0,219188.66666666666,3365690.3333333335,547176.6666666666,3137.0,5450814.666666667
3400017.3333333335,368344.6666666667,8277688.333333333,4877671.0,5024561.0,1262141.0,6286702.0,C,3571706.0,0.0,893710.6666666666,0.0,7617.5,5775827.666666667
601957.3333333334,22780.0,5847735.0,5245777.666666667,586509.0,846689.3333333334,1433198.3333333333,N,140005.66666666666,186329.66666666666,846689.3333333334,73708.66666666667,4380.0,1339745.6666666667
3785362.6666666665,1437229.3333333333,6252897.666666667,2467535.0,2931924.6666666665,1715675.3333333333,4647600.0,J,1942453.3333333333,1018.0,1691552.6666666667,8295.0,12086.0,4118420.6666666665
4249753.333333333,180349.33333333334,25776683.0,21526929.666666668,1963957.3333333333,1140721.3333333333,3104678.6666666665,G,1739952.3333333333,440768.0,588807.6666666666,127677.5,3015.5,2841467.0
3962143.3333333335,486392.6666666667,11116525.666666666,7154382.333333333,5529435.333333333,1989800.0,7519235.333333333,G,4726990.333333333,118505.0,1978911.3333333333,0.0,3924.0,7176517.0
2805141.6666666665,547144.3333333334,15347974.0,12542832.333333334,1967390.0,6919768.0,8887158.0,C,777470.6666666666,0.0,3241185.6666666665,611347.0,69537.33333333333,7421723.0
2571907.3333333335,393102.6666666667,7174194.0,4602286.666666667,1852914.0,2076323.6666666667,3929237.6666666665,G,553162.3333333334,194243.0,1675989.0,168201.0,262500.0,2807548.6666666665
3065657.6666666665,539990.3333333334,13546868.666666666,10481211.0,7071771.0,5359268.333333333,12431039.333333334,M,1900436.6666666667,58364.333333333336,2481985.6666666665,890684.0,0.0,4790992.666666667
2389829.0,-45060.0,5000717.333333333,2610888.3333333335,1394079.6666666667,2202341.3333333335,3596421.0,F,806359.3333333334,238940.0,1414399.3333333333,175598.33333333334,0.0,2995077.6666666665
3987038.6666666665,583933.6666666666,7862229.0,3875190.3333333335,5413352.333333333,933963.3333333334,6347315.666666667,C,5263352.333333333,168611.0,873675.3333333334,192810.33333333334,0.0,2367520.0
1128689.0,-48.0,5615923.333333333,4487234.333333333,1851655.0,2876353.3333333335,4728008.333333333,G,1015343.0,361031.6666666667,1665855.3333333333,149095.0,5029.666666666667,2216393.3333333335
15109217.666666666,1813406.0,62452243.333333336,47343025.666666664,7997961.333333333,5662927.333333333,13660888.666666666,G,7673092.333333333,165629.0,5120759.666666667,501271.3333333333,44423.0,6586410.333333333
2002746.6666666667,920683.0,18353836.666666668,16351090.0,4340049.0,6330344.666666667,10670393.666666666,C,3752382.3333333335,0.0,2020246.6666666667,93936.0,377082.6666666667,7518561.333333333
4982524.333333333,792950.0,17521886.333333332,12539362.0,6499563.0,4505606.333333333,11005169.333333334,G,4741050.666666667,551855.3333333334,4173282.6666666665,520674.6666666667,77397.5,9882770.666666666
20713494.0,80533.66666666667,20713494.0,0.0,3633113.3333333335,8225057.0,11858170.333333334,H,275750.3333333333,1217705.6666666667,5107100.666666667,197134.66666666666,0.0,6282665.333333333
27637325.333333332,22819243.0,28702251.0,1597388.5,495862559.6666667,53374892.0,549237451.6666666,K,480335673.6666667,8256864.666666667,11532335.0,2823996.3333333335,0.0,26088218.0
2141878.6666666665,234434.0,7536011.666666667,5394133.0,3173533.0,1171995.0,4345528.0,F,3169333.0,262543.0,908489.0,0.0,0.0,3938724.0
1859733.3333333333,77076.33333333333,8310919.666666667,6451186.333333333,3365600.6666666665,4785427.0,8151027.666666667,C,936754.0,709890.5,3874613.3333333335,247838.0,57272.0,6061574.333333333
8103687.666666667,1142237.0,22733112.666666668,14629425.0,3011263.6666666665,12701845.0,15713108.666666666,G,1009143.6666666666,1013982.0,10440650.333333334,0.0,111524.33333333333,8985775.666666666
3927073.6666666665,596823.3333333334,12458938.333333334,8531864.666666666,9379895.333333334,5461416.0,14841311.333333334,G,6422674.333333333,275839.0,2523114.3333333335,247410.0,0.0,7887684.333333333
3762527.0,786913.3333333334,16991081.666666668,13228554.666666666,20547077.666666668,11614224.0,32161301.666666668,F,20007077.666666668,151622.5,4636705.666666667,1218341.3333333333,1825918.3333333333,9425970.666666666
2785639.6666666665,584386.0,13648410.666666666,10862771.0,7000869.666666667,5315270.666666667,12316140.333333334,G,6757644.666666667,1443520.3333333333,3424567.3333333335,594243.3333333334,122563.0,7092043.666666667
11901460.333333334,4668648.333333333,56789962.333333336,44888502.0,21098310.0,16183749.666666666,37282059.666666664,G,20277925.0,683144.0,12217908.333333334,817142.0,0.0,36937912.666666664
4447582.666666667,-87940.0,28096040.333333332,23648457.666666668,12860283.666666666,10318287.333333334,23178571.0,G,5331542.666666667,3029847.3333333335,5217376.666666667,403068.0,2670.0,10280075.333333334
250707.0,710821.0,250707.0,0.0,11269940.666666666,321861.0,11591801.666666666,L,2021531.3333333333,7500.0,81927.0,0.0,0.0,1587575.0
861178.3333333334,-2042855.3333333333,7301990.666666667,6440812.333333333,-590615.6666666666,12748009.666666666,12157394.0,G,-3759945.3333333335,6658489.0,7679509.666666667,1424975.0,0.0,1699859.6666666667
2006457.3333333333,104923.0,12936626.0,10930168.666666666,4168505.0,7070186.0,11238691.0,G,2363825.3333333335,4189628.0,6553836.0,385778.3333333333,3333.3333333333335,8362644.333333333
4320897.333333333,1494747.0,23654010.666666668,19333113.333333332,10401602.333333334,6925822.0,17327424.333333332,F,9523082.333333334,719355.3333333334,3417067.0,488014.6666666667,0.0,7807117.333333333
354738.0,-9507.333333333334,354738.0,0.0,8729627.666666666,296847.3333333333,9026475.0,K,2904151.6666666665,7851.0,67441.33333333333,5565.333333333333,1678.3333333333333,707975.3333333334
2775451.0,445727.6666666667,6366661.666666667,3591210.6666666665,3072833.3333333335,2133037.0,5205870.333333333,N,2472833.3333333335,471605.0,1529598.3333333333,159616.0,39256.333333333336,1485174.6666666667
210787.66666666666,-120691.0,210787.66666666666,0.0,4637914.0,478808.0,5116722.0,L,1691257.6666666667,0.0,296934.6666666667,61788.333333333336,0.0,1159765.6666666667
3410776.6666666665,434573.0,13204011.666666666,9793235.0,2920944.6666666665,5071411.0,7992355.666666667,C,1936096.6666666667,2416072.0,5071411.0,183284.66666666666,171277.0,5299071.333333333
2209225.6666666665,184999.0,6411742.0,4202516.333333333,5301057.0,3349950.0,8651007.0,C,4537365.333333333,711195.3333333334,2310515.3333333335,343022.6666666667,126895.33333333333,2527733.3333333335
1325982.3333333333,524677.0,6471291.0,5145308.666666667,5268040.666666667,730624.0,5998664.666666667,C,2227726.6666666665,66561.0,297994.6666666667,0.0,1602.5,3207535.3333333335
3927445.6666666665,1997863.3333333333,7103303.666666667,3175858.0,8532612.333333334,6274130.666666667,14806743.0,G,7534304.666666667,893149.6666666666,2779152.0,425930.3333333333,0.0,8718256.333333334
1664327.3333333333,231438.66666666666,1664327.3333333333,0.0,29739866.0,1298267.0,31038133.0,M,499073.3333333333,111111.33333333333,574174.6666666666,35890.0,0.0,1433695.6666666667
9469361.0,2657922.6666666665,76224574.33333333,66755213.333333336,33209050.666666668,39848008.333333336,73057059.0,F,7392424.0,4241069.0,11518851.0,1233393.6666666667,19347399.0,55117824.333333336
2069262.6666666667,313151.3333333333,29798732.333333332,27729469.666666668,1740239.3333333333,2567517.0,4307756.333333333,N,889757.3333333334,162386.33333333334,2304006.0,204541.66666666666,2536.3333333333335,2680991.6666666665
4692330.0,-165740.33333333334,10065612.666666666,5373282.666666667,4996601.333333333,5581475.666666667,10578077.0,C,-41081.666666666664,1843989.0,3821462.3333333335,480242.6666666667,12726.666666666666,3152758.0
11740018.666666666,169330.66666666666,16303983.333333334,4563964.666666667,2886605.0,2779830.0,5666435.0,I,1067049.6666666667,1775.5,2461342.3333333335,127.0,183350.0,3346392.0
127657.66666666667,751983.6666666666,1075817.3333333333,948159.6666666666,7208043.666666667,977777.6666666666,8185821.333333333,A,3727535.6666666665,212586.0,977777.6666666666,0.0,0.0,4257586.666666667
3577255.3333333335,215913.0,7955641.666666667,4378386.333333333,2342402.3333333335,1647308.0,3989710.3333333335,J,216594.33333333334,4091.6666666666665,1567008.6666666667,9948.0,0.0,3603029.3333333335
2375419.0,-571502.6666666666,10551964.333333334,8176545.333333333,1440731.0,9534779.333333334,10975510.333333334,H,-237973.0,557945.6666666666,3436135.3333333335,666950.0,53365.0,3673618.6666666665
1494571.3333333333,563344.6666666666,7190896.0,5696324.666666667,2283564.6666666665,2938370.3333333335,5221935.0,C,2040196.3333333333,513800.3333333333,2597690.6666666665,75567.0,5229.5,2318114.6666666665
8475490.666666666,1592255.0,31943714.666666668,23468224.0,21779766.666666668,30909555.333333332,52689322.0,C,8472206.0,3726555.6666666665,9448030.0,1540033.0,5020.0,22301815.0
8392577.666666666,1401514.3333333333,14053789.333333334,5661211.666666667,8733284.333333334,4814605.0,13547889.333333334,R,4581063.0,10645.333333333334,4153010.6666666665,365473.0,272331.0,7265982.333333333
2487613.0,261391.33333333334,19743210.333333332,17255597.333333332,4369645.333333333,9437977.333333334,13807622.666666666,M,3036312.0,17502.666666666668,7077493.666666667,540588.0,0.0,7925782.666666667
3216910.0,2143865.6666666665,11592428.333333334,8375518.333333333,21010848.666666668,2922920.0,23933768.666666668,F,2143865.6666666665,0.0,2922920.0,2031.0,451755.0,23914999.0
3258849.0,753229.6666666666,16822183.666666668,13563334.666666666,6250452.666666667,3064787.3333333335,9315240.0,B,4233678.0,386187.0,2167505.3333333335,125454.33333333333,50346.333333333336,4388680.333333333
4993906.666666667,1193632.6666666667,14299435.666666666,9305529.0,7882492.666666667,2690922.6666666665,10573415.333333334,D,4014724.0,0.0,2050179.6666666667,124725.66666666667,0.0,10418565.0
4195778.0,693536.3333333334,8589759.333333334,4393981.333333333,3905507.0,2122588.3333333335,6028095.333333333,G,479741.0,468990.3333333333,937604.3333333334,359875.0,0.0,5777083.0
4650155.333333333,390747.3333333333,21939076.666666668,17288921.333333332,4895108.0,10832414.333333334,15727522.333333334,N,809575.3333333334,706449.3333333334,7477185.666666667,195388.5,0.0,12682865.666666666
919341.3333333334,354385.6666666667,919341.3333333334,0.0,14198700.333333334,378276.3333333333,14576976.666666666,L,13870951.0,0.0,173073.66666666666,82212.0,0.0,5696254.333333333
9158931.333333334,3440158.6666666665,11449695.333333334,2290764.0,10691101.0,4104093.3333333335,14795194.333333334,M,7603018.0,272121.3333333333,3015687.3333333335,112471.0,42998.5,9103195.666666666
2719962.0,397388.6666666667,16550258.666666666,13830296.666666666,4092295.3333333335,633491.0,4725786.333333333,G,3476295.3333333335,0.0,9232.0,0.0,26476.0,3129315.0
2142935.6666666665,834373.3333333334,6245634.333333333,4102698.6666666665,6280634.333333333,2188020.6666666665,8468655.0,N,6204326.333333333,3454466.0,1958957.0,224215.0,0.0,3183543.6666666665
11260956.333333334,1763420.3333333333,39827157.0,28566200.666666668,12769949.333333334,18161898.333333332,30931847.666666668,G,8090219.333333333,7927039.666666667,15827052.0,1263027.0,38175.333333333336,21233478.333333332
4430129.0,6155147.0,6310281.0,1880152.0,10464091.0,3537746.0,14001837.0,Q,8835226.0,68300.0,1942215.0,438744.6666666667,1542565.3333333333,9820594.333333334
1192953.3333333333,385238.6666666667,9309542.0,8116588.666666667,1288848.6666666667,2595719.3333333335,3884568.0,G,58792.0,1195856.6666666667,2254894.6666666665,84539.0,7696.5,1923794.0
4208762.0,649235.0,12253829.333333334,8045067.333333333,10859105.666666666,5191915.333333333,16051021.0,C,8324054.666666667,405926.6666666667,2485134.0,167063.0,117218.66666666667,5843618.333333333
2604155.6666666665,53273.333333333336,7177429.0,4573273.333333333,3173954.6666666665,1867952.6666666667,5041907.333333333,G,91149.0,80000.0,1762793.3333333333,345385.3333333333,0.0,4649157.333333333
1843699.0,378142.6666666667,10238330.666666666,8394631.666666666,2066849.0,2311670.6666666665,4378519.666666667,C,1542913.3333333333,486258.0,2218300.3333333335,179818.66666666666,0.0,3025619.6666666665
20302048.333333332,1491865.0,20564226.666666668,262178.3333333333,43528750.333333336,14751200.666666666,58279951.0,P,39681048.0,1641200.6666666667,7189183.333333333,1641574.0,64449.333333333336,9587973.0
8421527.333333334,962678.3333333334,14936985.333333334,6515458.0,2135958.6666666665,6776741.333333333,8912700.0,H,884983.0,1170831.0,6074807.333333333,1538706.3333333333,624101.3333333334,6604996.666666667
846636.3333333334,296834.0,846636.3333333334,0.0,6809216.666666667,450632.3333333333,7259849.0,L,6539216.666666667,0.0,198548.33333333334,4973.333333333333,4499.0,970335.3333333334
644637.0,1018272.0,1520492.3333333333,875855.3333333334,11022036.0,6632964.0,17655000.0,I,9965827.0,409834.6666666667,592434.0,475753.3333333333,1774.0,3416275.6666666665
6628814.0,976958.6666666666,21497435.333333332,14868621.333333334,12686295.666666666,13145418.333333334,25831714.0,C,8619610.0,6321745.0,9989254.333333334,1140071.0,60629.666666666664,15169752.333333334
2341999.6666666665,788002.6666666666,9970812.0,7628812.333333333,6881965.333333333,2541678.6666666665,9423644.0,M,6027036.0,1066350.3333333333,2080853.3333333333,222510.0,0.0,4515132.666666667
1436159.6666666667,428365.6666666667,6890952.666666667,5454793.0,3056178.6666666665,2008836.6666666667,5065015.333333333,A,2492007.3333333335,76874.0,1272563.6666666667,357114.0,1929.6666666666667,1558665.3333333333
23633062.333333332,450691.0,140990050.66666666,117356988.33333333,28797887.0,45303823.333333336,74101710.33333333,G,3591299.0,25342988.0,35150004.0,1739051.6666666667,41686.0,53204339.333333336
0.0,-2750.3333333333335,0.0,0.0,995837.0,17850.0,1013687.0,L,-37558.0,0.0,17850.0,4.333333333333333,501984.0,344375.0
118731.0,36563.666666666664,118731.0,0.0,9228977.666666666,2991483.0,12220460.666666666,L,1133532.0,0.0,2796361.0,0.0,0.0,7256814.333333333
3572706.0,83466.0,17617088.0,14044382.0,5685924.0,15597813.0,21283737.0,G,3300076.0,6980125.0,10295122.0,932193.0,1809486.0,10050799.0
453964.0,119508.0,42698754.0,42244790.0,1004506.0,4131712.3333333335,5136218.333333333,G,334064.3333333333,4951.666666666667,2227926.3333333335,12504.333333333334,0.0,3868181.6666666665
9520568.0,-12346.666666666666,20106523.0,10585955.0,3416556.3333333335,11109032.0,14525588.333333334,C,1663046.3333333333,1176130.0,5105006.666666667,1228140.5,35488.5,10393674.333333334
