,x1,x2,x3,x4,y,noise1,noise2,noise3
427,24,153,362,1064,3694.8428601739975,17957,626,1.4091100104716063
428,102,226,169,522,2657.912019817119,24337,4097,1.9066060564758107
429,3,95,291,821,2813.617175871326,29930,1297,1.453926175354228
430,27,146,409,503,4044.9196434748415,18226,6562,1.4966938028014254
431,55,130,470,530,4520.6886418491895,2917,1297,1.4631991395205706
432,31,93,329,989,3169.622465711618,9410,1,1.831079080239387
433,76,82,275,1045,2785.9944725682208,25922,6562,1.6866318864510403
434,96,118,341,888,3524.1462442167212,8465,2,1.768243928075111
435,25,145,383,787,3827.9696567718047,1937,626,2.0195258805645495
436,82,131,199,1094,2416.7730313285215,10610,6562,1.6337658215222395
437,89,135,325,637,3459.26007148529,1445,1297,1.7091274422810234
438,114,193,222,524,2956.754226511005,12545,1297,1.891779526873798
439,21,229,205,538,2781.2872035238206,4762,257,1.5027735255793435
440,101,67,270,1066,2732.849325136612,7922,2402,1.5812139165388968
441,91,69,473,674,4343.4928000282325,1297,2402,2.258991745053472
442,54,70,298,940,2867.165754905065,30977,82,1.6814447212090284
443,31,107,427,595,4018.6657911077855,2705,626,2.2679368557762376
444,40,150,345,948,3580.487024855728,1937,2,1.7851038538828727
445,44,111,400,824,3849.591850007031,4357,6562,1.983274685219592
446,79,126,322,548,3371.4824026015353,26245,2,1.8225479476113797
447,20,121,316,621,3171.068749326649,1937,4097,1.6382361486046517
448,32,83,279,1176,2726.420521287041,18770,1297,1.9815646061514163
449,35,65,498,840,4401.954347210311,4762,1,1.9759389834000411
450,44,224,270,977,3328.8850412246593,25282,1,1.4525592877505358
451,128,84,203,582,2333.5597115066644,1226,2402,1.610263411533797
452,69,68,492,900,4442.897830472554,20737,82,1.6400631791927807
453,121,178,360,533,4007.129054597786,362,6562,2.2754944906034718
454,44,90,453,754,4176.595545435075,17690,2402,1.8457300187145798
455,93,64,284,525,2812.964641745767,170,17,2.0005284570488713
456,129,98,425,604,4176.900619934662,21905,2,1.6857512613221537
457,65,215,334,915,3845.6425065479198,2026,17,1.4122069097955738
458,57,225,466,1022,4930.287613287905,10001,626,1.6806003642536353
459,50,127,180,693,2176.632881813229,25922,2402,1.811568021874677
460,11,167,456,814,4482.062115657625,257,6562,1.9086162773808835
461,38,231,338,1078,3892.390693510916,36482,4097,1.9920372492675826
462,27,102,185,842,2050.5403098080988,22202,626,2.2633611953479766
463,51,173,262,728,3046.4098329634185,3970,1,1.7217549175154
464,119,92,360,906,3607.2544208074783,3970,17,1.8294874596985156
465,57,175,487,1140,4868.511756140727,12101,82,2.0887724484754218
466,128,224,307,796,3809.7978546013696,9802,1,1.6200961329509012
467,54,70,337,1165,3179.2356421145105,145,1297,2.1901860450613078
468,54,197,336,678,3754.514250471077,3026,4097,2.241228223043594
469,111,79,302,1073,3065.9255059047273,21317,2402,1.890583234705363
470,3,145,334,629,3387.7713218292347,50,1,1.5316460206117082
471,129,141,206,967,2622.5877527856383,4901,6562,1.4308292513297252
472,79,136,298,888,3225.503697661815,21610,626,1.801164372850519
473,119,90,218,871,2461.6744748120927,6562,2402,1.7455307844903203
474,51,184,371,759,3968.1380340063174,24650,6562,1.5876845881933517
475,7,157,149,636,1971.3489294317842,13925,82,1.4873711021080986
476,93,138,302,980,3297.177747220622,3601,1,2.1340128540471666
477,71,193,476,642,4894.136749480338,10610,257,2.1550483995440857
478,109,119,392,892,3964.802904380736,17690,2402,1.401021415713188
479,44,224,368,615,4113.004517649364,13226,2,2.3826402322877995
480,51,119,195,715,2261.8534165412566,3026,1,1.6669143925622216
481,30,162,456,987,4500.753041288797,14642,257,1.8570010564103385
482,21,202,354,618,3849.138837435473,16642,1,2.2920811796104403
483,13,160,188,972,2310.9129725673038,15626,17,2.080295341839244
484,32,196,287,1008,3309.629154565853,2810,17,1.679826930218126
485,65,120,491,963,4665.321173288088,2026,257,1.9042627603597873
486,125,108,429,1112,4245.598311264672,4357,257,2.1321806969777612
487,73,108,264,664,2811.506683195799,1370,17,1.5470262290525598
488,58,148,367,918,3786.4052498794827,28901,626,1.5829863507456186
489,86,189,357,674,3956.506574066052,5185,1297,2.334422917703182
490,54,87,452,1034,4176.571775816344,5930,2402,2.2337159680958467
491,53,228,332,564,3863.431959602371,2705,6562,1.616887150958775
492,113,218,462,1022,4989.619154113327,22802,17,1.5330311594739086
493,43,180,328,706,3588.587684170704,34597,626,1.44347975816776
494,46,154,152,734,2067.4246259985766,29242,2402,2.1905703061175044
495,43,68,414,797,3761.7672056717483,34597,17,1.7609471246546655
496,121,224,224,880,3130.1778586181986,15377,626,2.0307129461999267
497,28,126,263,786,2787.1386603648775,3722,257,1.5986937986640029
498,16,108,328,886,3197.6561751811764,1601,1,2.16005061518074
499,107,163,217,523,2762.8275546516475,6242,4097,1.4681985854261397
500,117,213,360,967,4159.2553741966,2705,2,2.1857272468986215
501,76,119,455,1049,4396.714929099547,145,6562,1.8392204335447473
502,58,130,141,953,1895.8822575077409,19322,1297,1.8048664836816612
503,67,69,144,626,1658.6512522019477,8650,2,1.5874793261134754
504,17,135,336,961,3388.4403009243674,10610,4097,2.243578228770757
505,114,122,167,691,2190.2877946599388,32401,17,2.203564842758876
506,93,167,171,729,2383.170233151966,1765,82,2.122199514872864
507,58,230,269,920,3380.0025832411898,12101,82,1.6856191486589762
508,107,221,403,1042,4517.829502812985,32762,4097,1.9333554130444006
509,91,139,306,663,3329.5830632471325,20737,626,1.8005077442965354
510,66,170,305,1185,3409.1546493483606,15130,6562,2.1707491069638234
511,100,119,293,832,3153.133447809302,5185,2402,1.4444603044068867
512,57,119,290,919,3034.5943292121833,23410,6562,1.9867273061616588
513,55,91,188,800,2085.8057961598865,32401,82,1.4209659792056382
514,12,157,455,1061,4430.707245491698,6085,626,2.304852772111511
515,97,233,300,574,3727.6481282749855,5185,82,1.5827762195766
516,127,89,307,901,3187.0883788322963,1850,2402,1.7313010427139837
517,126,182,494,720,5108.476575978247,21610,6562,1.4828687546205173
518,84,182,363,573,3967.5902413276795,28562,2402,1.498592425022058
519,119,206,265,631,3370.943772814281,38810,2,1.5486296631355811
520,6,60,447,1024,3906.851543108037,6085,1,1.4333683963955877
521,72,216,482,953,5050.203993844006,28901,82,1.7453501717127995
522,25,101,438,895,4065.9564786082037,17690,17,2.139013475778306
523,95,217,444,843,4800.914418777924,257,2402,2.340234305375283
524,11,100,386,763,3614.1647453702603,15377,17,2.2947952165286365
525,5,178,230,953,2712.0953969568614,27890,1,1.5803684890252994
526,23,100,137,1192,1648.1112315735168,82,626,2.358229621012612
527,38,134,195,943,2302.393942072692,27890,626,1.827417257048158
528,91,157,145,1198,2124.5268798199522,33857,1,2.2631999809655934
529,126,195,165,1016,2535.7433555234293,257,17,2.2682796541576615
530,119,77,280,977,2898.0231233768773,37637,82,1.581147229112156
531,89,225,337,803,3969.2716318898015,12545,2,2.2905483669570406
532,76,100,225,1079,2469.2320686301514,7397,626,2.208609559443899
533,46,164,241,581,2825.566530789321,4490,2402,1.8703869167108609
534,103,133,496,1173,4848.648778780284,27226,257,1.728846048874039
535,84,106,466,977,4442.283457973982,5930,2,2.1417371927200715
536,44,160,208,604,2538.733372668827,6242,82,2.386151364459586
537,6,140,264,532,2811.444866079255,30626,6562,1.4448969836332217
538,83,73,231,783,2408.414166287126,35722,626,2.26656682522802
539,51,219,183,624,2625.368392555545,101,1297,1.4642040241720347
540,23,186,308,693,3411.90516340928,3250,6562,2.1728724147843277
541,122,107,376,583,3810.1229485555486,1370,82,1.5522456028319387
542,35,222,482,810,4996.0167956627465,35345,1297,1.9649315464407588
543,76,157,177,624,2347.6689783064326,10405,82,2.075560890566356
544,57,188,264,1078,3144.4990861887013,1370,6562,1.5466637323085624
545,115,100,300,981,3155.433127791092,37250,17,1.822054731560943
546,27,65,386,526,3488.6725268450987,34226,2402,1.9247613665142311
547,24,188,363,509,3863.4989400690647,1297,6562,2.318997900205921
548,92,74,198,1069,2168.6084394745344,35345,6562,1.71836368784981
549,125,204,296,578,3623.3049148859736,24026,82,1.5085313594912981
550,68,113,444,1170,4263.67884197693,4357,6562,1.9920792483401626
551,125,129,482,524,4766.3810374537,17957,2402,2.1344060719581726
552,88,67,187,934,2039.955877082868,15877,4097,1.5035424171436405
553,113,226,474,1113,5121.8929121075125,3722,626,1.630672802440716
554,121,221,392,816,4461.021716383387,26897,2402,2.0134020188196837
555,113,118,385,945,3913.3127006307905,10817,257,1.99492909013573
556,12,66,155,527,1612.4232321603608,30277,4097,1.4171956155145904
557,23,58,279,981,2591.029198901257,16901,2,1.8952288234964945
558,121,197,351,1154,4022.8157739925673,25922,82,2.045798276383898
559,8,226,392,811,4235.49027646026,36482,2,2.1720444165576227
560,17,113,168,1183,1943.5314749949348,36101,2402,1.806734193909317
561,4,204,301,1002,3396.724082370793,290,1,2.3670646217869424
562,31,73,331,1082,3094.0578974327964,9217,4097,2.289456962038038
563,1,232,479,876,4943.657977096555,34226,2,2.3972112800028462
564,125,233,420,1146,4749.125677110569,2810,82,1.8094753867628524
565,101,87,203,660,2288.220124498973,325,2402,2.03576167314254
566,24,119,365,935,3562.179229241745,8101,17,2.086318404274497
567,15,165,138,914,1938.0021675657233,36101,6562,1.796253292611524
568,16,134,432,721,4149.686353971075,17690,2,1.8101078601174008
569,100,108,356,899,3607.1857023122525,27226,2,2.2834131400194506
570,35,64,256,1012,2461.3973444835733,12322,4097,2.183180971561764
571,34,168,381,801,3937.1064519166007,1370,82,2.194244458949302
572,128,96,488,639,4669.52073964858,16130,1297,2.2572182905290097
573,48,194,374,567,4032.163727290998,13690,1,1.6730946197206147
574,73,222,146,880,2392.085189971612,16901,2,2.0905387882764144
575,115,137,343,863,3669.2959676266432,170,626,1.4330980864577465
576,3,121,206,1162,2252.7767784755542,28562,1297,2.118362176497415
577,112,80,379,889,3688.8017763334233,530,17,2.0799977171588604
578,15,73,403,661,3634.8161029587773,9410,2,1.4072534674862676
579,28,57,483,1159,4229.546508765744,9026,1297,1.5778609506690566
580,54,122,346,894,3489.837454036655,10202,17,2.3825404780842216
581,106,112,176,1173,2198.571444005729,5477,2402,1.4420644231355313
582,85,64,160,920,1803.416924341966,2117,4097,1.9123014438131927
583,48,193,259,790,3107.555665761696,14642,82,1.9802786669207646
584,29,202,475,1062,4834.890598352418,17162,6562,2.0273575480920254
585,61,132,401,1069,3991.2710725910733,4625,626,1.966122279086351
586,86,114,197,1052,2331.6456791874793,10202,6562,1.4120464032539928
587,39,204,198,891,2650.3121127629483,1937,257,2.1951041802729576
588,64,126,278,668,2986.0822150155864,122,2402,1.8954286199071797
589,113,76,474,566,4432.59717527723,13457,6562,2.012788254857876
590,62,69,282,729,2751.7411234099504,22802,626,2.0025796376256864
591,28,88,139,851,1620.0391667171584,22501,82,2.082679877676556
592,112,174,230,930,2928.8855985005207,34226,1297,2.2072054162809076
593,25,61,305,713,2817.588719042885,1850,17,1.5977025487057868
594,54,84,380,1066,3587.018879845011,122,4097,2.339511730496183
595,29,216,255,1152,3139.040850568648,8101,2,1.6635343427763172
596,89,193,177,601,2541.646291801182,31685,2402,1.6347043367888519
597,9,80,490,623,4349.72810830018,401,17,1.6905427889234559
598,98,65,265,1059,2676.8941021520704,30277,6562,1.6654208074049708
599,87,198,201,698,2752.1254588282654,16385,2,1.7959530528288816
600,113,165,388,1025,4153.823235210491,39205,82,1.5306316407247693
601,118,177,355,1081,3955.3181359744717,842,2402,1.9854687545022864
602,79,144,468,983,4622.635760665685,12545,626,1.7864871088247343
603,56,116,332,939,3354.796521360349,5626,4097,1.9901548035134768
604,23,163,322,1124,3418.128750987922,4762,2402,2.2069853895364067
605,24,70,294,619,2769.212105720144,6085,17,1.9270957552021628
606,75,133,483,567,4682.541874535375,12997,2,1.7770479590640487
607,6,107,217,562,2283.7489250632448,4226,4097,1.4803656471489042
608,121,60,469,1120,4336.450137369473,50,2,1.424163507975379
609,56,196,453,635,4691.092263707779,7397,1297,1.7294827148285774
610,56,233,434,1132,4709.271440377788,10610,6562,1.4820766964374745
611,80,160,315,787,3474.095491734532,20737,2402,1.467124571377838
612,5,63,317,801,2878.4087843158172,730,6562,1.7482587490764603
613,114,137,189,699,2435.1837236512806,22802,1297,1.6400833218103417
614,64,188,260,644,3127.633278723753,35345,257,1.557681135707372
615,9,80,482,895,4286.287461757388,33857,82,2.2777462731847957
616,58,172,379,1136,3992.4597202565033,3601,82,2.3295062766835883
617,36,81,346,698,3261.615993407086,1025,6562,2.1636754033238628
618,56,166,393,913,4073.18139952456,8101,257,2.061727365083451
619,18,78,216,1190,2168.488856626119,11237,4097,1.4379532547728804
620,22,204,167,809,2364.914363752069,32042,4097,2.133939437416078
621,95,222,368,949,4216.528097163593,2210,6562,2.082222740745462
622,94,174,460,816,4729.193807158941,13457,17,1.6060739389078722
623,31,156,479,577,4659.617193146408,21317,2,2.2006922076179847
624,10,164,359,1113,3690.5520341840424,2305,2,2.0094299349246842
625,4,223,429,963,4508.885426042527,6562,82,1.9904844006268052
626,117,98,305,977,3190.5824479107446,25282,17,2.2406500790572728
627,123,191,454,753,4822.82811834888,30277,6562,1.6418397662433497
628,89,221,210,507,2934.0534890117424,5777,2402,1.4186215959119053
629,103,133,445,552,4440.215533527238,9026,82,2.302273382695554
630,18,85,159,1013,1744.7343907756756,24965,2,1.6895802743635966
631,37,135,268,1081,2888.813963934228,7397,626,2.070270817003654
632,25,156,456,1093,4462.590743977027,82,2,2.2420358045829105
633,62,129,451,672,4379.789194929575,170,1297,2.0058516873427377
634,27,192,145,844,2144.648011016824,35722,17,1.6150508121476304
635,104,135,435,1147,4371.878288878747,37637,2402,1.7544141242582936
636,43,209,315,796,3617.5993611285076,24337,6562,2.266354499829254
637,72,114,310,1144,3204.835008066044,1937,2402,1.6849896077829103
638,80,140,249,508,2854.3729134648215,485,2,1.9150247763078456
639,73,202,201,996,2739.4787231906603,27226,1297,1.8871808433873065
640,77,184,213,871,2761.882981387489,14401,4097,2.0120109626941307
641,11,81,225,976,2238.9520146879836,17162,2402,1.8330865108956886
642,48,160,250,857,2883.2470849858155,4226,626,1.64685881864461
643,48,172,283,508,3202.377508859325,3026,6562,2.1530662981188824
644,69,152,154,1074,2124.662373649308,10817,1297,2.16317878643504
645,70,96,448,1135,4221.361813194519,2210,6562,1.9520767632269151
646,21,98,209,889,2210.510329468747,530,17,1.432738328389433
647,97,152,144,773,2107.0466128844932,14162,2402,2.231464912029761
648,111,199,350,606,4001.517831695261,22202,82,1.8647535579414272
649,115,225,408,1064,4594.426167606806,31330,1,2.1112369167533904
650,16,56,499,865,4327.263047782562,5042,6562,1.5238565356145886
651,62,94,290,664,2931.103407453346,122,82,1.7870928343346555
652,27,197,251,986,3015.712760264315,36482,4097,1.8613169153036493
653,86,70,454,1173,4185.096086556364,7226,1,2.077395628316059
654,21,128,447,1141,4252.91664752518,82,1297,2.3441724448824086
655,45,138,258,1152,2839.748339652982,20450,2,2.0105466677484456
656,129,111,189,863,2348.689258485759,36482,1297,1.512842553572257
657,20,91,403,986,3728.341837358264,101,2402,1.4271868221202237
658,54,61,463,585,4145.4290023381,6401,626,2.248073659041978
659,114,149,292,554,3314.5388960288024,3250,4097,1.9878686577326745
660,1,128,373,1175,3616.893037838785,16385,257,1.6445018184969526
661,102,188,393,1140,4275.66766420139,33857,4097,2.1434394959735026
662,45,190,450,951,4614.601648002003,9802,6562,1.7102224754480009
663,23,210,427,1084,4474.764195305428,14885,6562,2.167398247136391
664,65,174,269,923,3137.5252600687577,401,257,2.207446828516087
665,102,169,166,842,2371.339301411138,12997,1297,2.1520971255557764
666,46,86,341,768,3267.2533881038644,19322,2,2.1510533400210203
667,116,73,193,821,2177.003979937336,15626,4097,1.6171173787778996
668,104,214,229,627,3087.569502552889,1937,2,2.169366543878118
669,95,197,401,1114,4365.181599905588,7057,2,1.8192117316683416
670,77,133,354,500,3655.2691786688038,20450,1,2.12125182228878
671,73,203,364,841,4048.0409687327387,101,2,2.00944292076233
672,13,152,160,1001,2049.6850749722475,20450,17,1.8844708935889911
673,48,78,407,881,3762.255477113385,10405,6562,2.0514494088719575
674,6,149,152,1154,1956.6072583434286,35722,1,1.7086061932408334
675,100,161,318,674,3546.120730619452,27226,82,1.6256891624951375
676,56,89,343,1136,3318.8915390849356,3722,626,1.983314196709854
677,62,176,348,642,3772.097586511024,11026,82,1.735753862237796
678,43,139,356,570,3623.979292740365,34970,626,1.8308578637193933
679,124,208,262,787,3368.040750587037,35722,257,1.9119775806094965
680,129,99,269,525,2933.394208717422,33490,257,1.72560384443868
681,43,138,377,702,3787.4435807405075,30977,1297,1.808939917988778
682,48,190,412,595,4317.408207232905,34597,257,1.8903916056316779
683,34,232,299,508,3575.9177885576287,10202,1,2.112310630359415
684,48,122,369,1118,3660.3768014527677,28901,82,1.4142291453325664
685,26,61,169,757,1732.151009386837,3026,4097,2.033855845354503
686,6,156,400,988,3973.0439919912806,4226,2402,2.0796463145817086
687,47,206,136,1090,2180.9075856562627,14162,82,1.5835811544428693
688,63,125,307,594,3211.840324959399,21610,17,1.595420018780541
689,64,213,377,1061,4178.583998662549,2117,626,1.971597417149512
690,48,190,347,841,3797.4003012003427,21610,257,2.337512651171168
691,9,69,324,527,2970.896466363239,38417,257,2.091962932367373
692,86,122,208,569,2456.590390227294,37,626,1.6775141829793903
693,117,102,322,703,3344.511423764386,31330,1297,1.8841042307934615
694,17,109,246,1028,2549.2497762399676,14885,6562,1.6354390831375327
695,40,227,194,921,2725.984190994736,5042,4097,2.297344873743036
696,31,118,331,733,3301.4678544740295,9410,2402,2.083409696649208
697,121,131,413,523,4214.552906920061,12101,17,1.8707780743656768
698,122,132,173,938,2301.4160355041763,626,17,2.1549594095102726
699,19,166,425,658,4246.905319158898,11450,6562,2.1802570346338856
700,41,160,380,970,3907.9423559908473,577,626,2.0778371086042857
701,115,215,213,999,2987.9128838288552,24965,82,2.18594357067029
702,53,139,311,947,3286.447822093437,12322,4097,2.3850584505480175
703,7,221,294,647,3425.554605731158,290,82,1.6416376406430935
704,119,199,494,1122,5171.047113202571,21610,6562,1.8081083512424732
705,118,189,403,1162,4395.200913889889,24337,257,2.3052791730682602
706,23,148,334,888,3445.7874927232965,1226,257,2.2536708110892723
707,44,170,164,736,2232.391149554274,13457,2402,1.6486092085973607
708,6,149,166,1165,2068.814380100675,22501,626,2.285785955617756
709,80,115,485,1036,4626.8500809073785,362,1,1.4851855959281246
710,119,228,293,930,3696.3730093618997,2602,2,1.9203285601592321
711,68,70,286,799,2801.2968991761218,21610,17,2.341671022095024
712,58,210,453,935,4759.923036640192,38810,257,2.0881538164219684
713,65,126,481,1134,4612.87913900292,9605,4097,1.968537212683872
714,99,133,380,1101,3911.2978065510238,30277,4097,2.3008488697130463
715,59,214,378,958,4180.41921384804,226,1,1.6755910842163373
716,2,109,137,711,1644.250525072143,30977,6562,1.9666838145946142
717,77,62,449,1156,4088.152311803487,8101,1,1.4126043135772384
718,117,152,287,659,3294.95799444691,2026,6562,2.153898538168081
719,76,135,392,821,3966.599132193834,12322,17,1.8595866351216657
720,93,142,153,821,2123.4115074937567,20450,257,1.7281229162427993
721,72,167,473,1047,4752.337092858122,28901,2402,1.4042953411295938
722,117,63,144,627,1741.401752466065,7397,1297,1.4735419639896095
723,12,164,165,1089,2143.1038118545516,8837,626,2.292848771813141
724,104,76,454,1184,4252.675037249336,39205,2,2.2695858089133227
725,82,225,218,1142,3001.4657945491053,485,1297,1.9202329268474805
726,97,166,424,1179,4410.731791759536,101,4097,1.8701319737462851
727,88,115,308,554,3228.512137495465,3601,2,1.4784724912461007
728,7,64,387,629,3447.60711855529,1297,6562,1.7208576040767474
729,35,95,189,1075,2068.073923780443,10610,1,1.5746452766836985
730,80,117,367,890,3691.988336981921,34970,2402,1.8972084876713016
731,30,214,149,942,2284.743240206727,6725,1,2.1905735444095473
732,4,113,487,1161,4466.4770589553755,3601,257,1.9099015865780078
733,37,113,201,1089,2250.880881624416,34970,1,2.120208468140003
734,2,179,203,885,2493.794002656296,12545,2402,1.4994240568327672
735,9,60,331,971,2986.093545959381,11026,1,1.9137258845071643
736,120,227,371,1039,4318.311724254978,8650,17,2.1719637586096416
737,110,100,315,906,3264.1294787312413,17957,6562,1.8426457511673688
738,49,205,153,1028,2316.5870102272165,17690,1,1.687558885131561
739,98,75,349,919,3394.372158638832,197,17,2.180196815199337
740,84,175,496,629,5000.272423140019,226,82,2.077614192704959
741,102,114,450,956,4391.099804755236,37250,17,2.181160116950792
742,2,147,499,610,4715.017009248817,27557,2,2.252321043958676
743,123,136,268,911,3082.055141187682,962,17,2.07850020670457
744,11,79,162,820,1726.0236078830087,30277,4097,2.220145917854914
745,89,92,432,1056,4116.732368799405,31330,1297,2.0508149013654986
746,69,232,441,1099,4788.521365776846,11450,4097,2.345556583407728
747,92,148,224,996,2716.9556527646537,5777,257,2.3879216111343995
748,100,108,208,1060,2422.859098875335,26897,82,2.112945763874184
749,42,113,424,1086,4045.7024107461034,22501,626,1.8659471802056908
750,16,163,146,813,1994.5268794890692,5330,1,1.5044230769708669
751,128,109,486,1078,4712.717214651682,2602,626,1.6591453851659497
752,82,213,387,960,4298.247020225744,27890,4097,1.8779447034542642
753,117,170,275,702,3281.3212402718896,38810,626,1.834794692764664
754,77,204,352,553,3965.5476915376466,1297,2402,2.329568058032479
755,84,171,362,851,3908.9398177570415,34970,257,1.5708634048467216
756,47,101,371,511,3578.3138454023137,36865,4097,2.111069469950956
757,109,133,479,1194,4725.842704985067,22802,1,2.397408791017038
758,39,90,396,1064,3709.691413970394,15626,17,1.5366659144468198
759,34,92,196,521,2107.8299309159574,13226,1,2.114273162253236
760,107,184,208,1166,2787.7827062221577,3970,4097,2.3079540280301556
761,87,128,401,852,4030.348977537886,842,1297,1.4311840633180226
762,1,180,147,919,2048.3260011125976,19322,4097,1.71747200467134
763,42,112,386,1066,3737.465084864117,24026,4097,2.0441830651855897
764,41,162,240,1156,2797.520026079666,18226,82,1.68681043914021
765,102,101,497,686,4706.579475629897,4357,2,2.133488290804272
766,72,193,396,776,4256.277912973601,34226,257,1.822938273492422
767,86,213,195,708,2771.116410010615,36482,2,2.096880429500986
768,46,156,219,1022,2612.450838882654,38810,257,1.627802931372511
769,37,115,369,967,3604.8769202815874,23717,17,1.894229257641538
770,35,167,204,588,2519.165758947818,4097,257,1.4755462655525529
771,7,131,414,630,3972.283034746287,36101,626,2.3435892539801797
772,129,84,240,1041,2632.29714302985,3970,1297,1.5224642779867639
773,129,57,314,979,3100.298032470417,442,1297,1.8619878722298981
774,79,116,200,594,2348.950527235085,38417,1297,2.0014820045755797
775,84,195,306,1170,3571.9481921442543,34970,626,2.2789302547969648
776,4,172,176,616,2250.2235845545865,11882,1297,1.585903833335638
777,12,106,235,624,2436.258365447569,1682,626,1.9297096634324051
778,1,190,266,922,3046.475421532069,2501,2402,2.203407515271598
779,94,69,271,1099,2734.5846489966684,12545,4097,1.7917549702383226
780,118,133,144,788,2065.491798179738,9802,82,2.1584280477830378
781,67,165,484,741,4820.831727773973,10610,82,2.3832326019510077
782,79,142,191,962,2397.0379720947667,17957,4097,1.9856085121009168
783,93,210,271,616,3380.9351087614777,16130,626,1.9536776341665152
784,29,172,465,1111,4616.5676008630635,11450,6562,1.907571894622202
785,48,177,437,1191,4457.437292796573,10001,2402,1.4528814886615287
786,88,58,202,966,2118.5934129225902,18497,2,2.110651164228201
787,33,89,135,1058,1603.6794957173527,14642,2402,2.238740218476093
788,114,195,420,688,4549.480771817923,27890,82,2.176836811632549
789,101,67,412,541,3868.3980884696416,21317,6562,1.5005829624039833
790,80,107,145,1133,1869.8659521002578,10405,6562,1.6789676675026532
791,38,171,449,1115,4503.956127738347,5042,2,1.4016382072083728
792,15,124,147,932,1821.5261748616467,4097,2402,2.0973507393020157
793,57,166,399,737,4123.2179437129635,9802,2,1.6248644822123959
794,26,226,375,1047,4138.764262461292,6890,1297,1.4002327946718425
795,5,171,224,585,2631.5595394672628,82,4097,2.005282183981642
796,120,225,455,596,4980.966662281794,2602,4097,1.773617833890901
797,81,229,464,844,4985.699686694309,20737,82,1.916048914536562
798,96,206,455,794,4841.031856752489,27890,6562,1.4452178156343782
799,84,77,337,672,3277.142895950881,10405,17,2.3751855313915518
800,95,117,310,1194,3269.3991471818235,34226,82,2.333068922715179
801,45,158,300,737,3268.1284634211715,15877,82,2.3088204714800717
802,4,70,152,946,1589.2583339926784,16642,82,1.7783872647002799
803,30,81,145,805,1640.682265753244,25601,257,1.5944795517531678
804,93,218,400,1084,4449.220185191912,6401,626,1.8874915045026497
805,37,79,164,1029,1798.579187960447,22802,17,1.607071532265861
806,97,191,276,589,3342.279913873735,16385,626,1.615423762060616
807,4,167,415,902,4139.463890288629,325,2,1.9282863170116538
808,19,91,406,611,3750.446544234024,2917,6562,1.666046296009756
809,47,167,316,976,3441.4923358071887,26897,17,1.4398164312480084
810,35,128,403,1147,3931.751093493483,15877,1,1.8413234423035738
811,126,69,268,621,2780.558659643045,25922,2,2.2008707337427214
812,78,226,263,609,3356.961104385698,577,4097,1.8603001233101168
813,1,57,277,828,2521.9823258023584,20737,1,1.8603647777321968
814,96,148,345,608,3694.4959725109998,24650,6562,1.6034060612431866
815,58,75,356,1173,3362.1635533081485,25282,4097,2.20319405524107
816,2,65,361,838,3233.6490951654764,4490,17,1.6381986286399763
817,96,93,163,1148,1984.6693536663904,197,2402,1.8268035793221875
818,28,128,497,789,4668.598506299437,3365,2,1.8538681030338984
819,3,107,430,857,3981.288863031675,1850,2402,2.3450939880190322
820,74,167,221,1088,2740.5705352725604,18226,6562,1.93376310750918
821,25,116,234,1171,2502.774716054824,4901,2402,1.783171710237259
822,128,127,484,572,4779.793256939169,28562,82,1.8948595635718735
823,90,73,461,556,4263.760351195101,15877,2402,1.516474026540553
824,57,128,463,743,4460.317340505643,24026,626,1.594157549515009
825,3,208,238,978,2909.394579746556,5930,17,2.062557269221392
826,37,127,347,894,3483.575838370703,65,2,1.7362874032830882
827,24,138,362,664,3625.9371934290543,14162,2402,1.6698525464844376
828,86,76,376,1118,3588.7873552820824,1297,82,2.09284801094309
829,2,222,483,1091,4931.817267645369,26570,82,1.8259444694913975
830,108,161,239,956,2932.611564555749,22802,82,1.8843792273837365
831,62,152,390,832,3997.712724501538,29585,257,2.1666231445801802
832,7,165,264,846,2928.5972759491465,34597,17,1.5424427540596495
833,8,99,385,1048,3595.143126790155,25922,17,1.5735368286461755
834,77,93,248,856,2623.0455744613796,10405,2,2.2309763686519153
835,65,89,239,758,2506.8604008254483,10405,2402,2.1534955908020454
836,40,165,334,882,3561.4600210312506,17690,257,2.362890738005853
837,123,151,290,530,3326.819847694994,31330,2402,1.6666249049519104
838,49,204,136,506,2176.6504901103544,9410,626,1.6941065714686103
839,31,175,314,759,3427.458877841768,4357,6562,2.0842963673372688
840,110,66,485,728,4467.461946731574,15130,82,2.2625992035721034
841,21,195,365,1091,3905.015218324813,2402,1,2.387440388121747
842,127,176,213,860,2834.7552131467246,7226,2402,2.3928449705851333
843,129,160,225,712,2862.0463244700973,1025,1,1.7504860851606625
844,127,206,239,700,3181.1686222440794,11665,6562,1.7391001212047819
845,26,108,486,735,4484.24885435215,21905,1,1.8295059924846142
846,115,127,478,821,4703.430227505406,8282,1,1.837751200629179
847,102,110,491,919,4700.186749329843,28225,17,2.2968850762988096
848,66,159,223,1119,2702.4465566669905,2117,1297,1.5090941275262206
849,38,104,380,1053,3644.270964442144,2501,4097,2.376759064334536
850,34,221,328,892,3757.575781531698,442,1,1.4528165231204189
851,126,136,393,665,4089.235541323777,34970,6562,2.308935367503673
852,86,88,417,1000,3972.3357528874635,401,82,1.8983631566798542
853,114,149,352,737,3794.278738910651,12101,6562,2.2978423631668123
